location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_IL_17049,2020-01-01,ChIJycd85FWQc4gR67B8YoIrrs8,Q110561,geoId/17049,US,United States of America,IL,Illinois,17049,Effingham County,US,USA,2,,,,,,,34123,16991,17132,4546,4281,4254,4218,3716,4969,4122,2462,1555,1801527,39.06,-88.59,1243,77.6375,,,,,,,7.04,6.03,7.29,10.3,,8.04,,13.57,,8.04,4.52,5.28,5.78,5.53,6.03,,3.52,5.03,4.27,6.79,20.61,3.52,7.54,,,7.79,36.69,,6.28,5.78,4.78,,3.261111,-1.988889,10.6,0.0,-2.383333,67.332723
US_IL_17049,2020-01-02,ChIJycd85FWQc4gR67B8YoIrrs8,Q110561,geoId/17049,US,United States of America,IL,Illinois,17049,Effingham County,US,USA,2,,,,,,,34123,16991,17132,4546,4281,4254,4218,3716,4969,4122,2462,1555,1801527,39.06,-88.59,1243,77.6375,,,,,,4.31,7.33,4.31,6.9,7.98,6.9,8.41,4.1,14.87,3.02,8.84,,4.1,6.47,3.88,7.76,5.17,4.1,3.67,3.88,7.54,27.38,3.23,9.05,,4.31,4.53,39.66,6.04,6.47,6.47,4.1,4.74,6.944444,3.388889,11.622222,0.2032,0.538889,64.640806
US_IL_17049,2020-01-03,ChIJycd85FWQc4gR67B8YoIrrs8,Q110561,geoId/17049,US,United States of America,IL,Illinois,17049,Effingham County,US,USA,2,,,,,,,34123,16991,17132,4546,4281,4254,4218,3716,4969,4122,2462,1555,1801527,39.06,-88.59,1243,77.6375,,,,,,5.48,6.8,6.8,11.85,3.73,5.7,5.92,3.07,13.38,4.39,10.53,,3.73,8.99,6.58,3.07,5.04,3.07,,3.51,6.58,25.23,5.26,5.7,,,3.51,37.51,3.29,5.48,5.7,,4.39,7.35,4.072222,8.983333,3.193143,6.65,95.538613
US_IL_17049,2020-01-04,ChIJycd85FWQc4gR67B8YoIrrs8,Q110561,geoId/17049,US,United States of America,IL,Illinois,17049,Effingham County,US,USA,2,,,,,,,34123,16991,17132,4546,4281,4254,4218,3716,4969,4122,2462,1555,1801527,39.06,-88.59,1243,77.6375,,,,,,3.84,6.71,4.55,7.91,5.03,4.32,7.19,4.08,16.78,5.03,10.07,5.51,3.36,11.75,5.27,4.08,5.75,6.23,4.08,5.51,,26.13,6.47,10.31,,4.79,5.03,33.8,4.32,6.71,5.99,4.55,3.6,2.355556,0.377778,4.344444,0.338667,0.361111,86.974163
US_IL_17049,2020-01-05,ChIJycd85FWQc4gR67B8YoIrrs8,Q110561,geoId/17049,US,United States of America,IL,Illinois,17049,Effingham County,US,USA,2,,,,,,,34123,16991,17132,4546,4281,4254,4218,3716,4969,4122,2462,1555,1801527,39.06,-88.59,1243,77.6375,,,,,,9.33,8.84,3.68,6.87,7.86,5.89,7.12,,18.17,,11.78,,,8.1,4.17,4.66,3.93,5.16,3.68,4.91,3.93,23.57,4.17,6.63,4.17,4.66,8.35,38.54,5.4,4.91,6.38,3.93,9.08,1.877778,-3.516667,10.95,0.1016,-2.638889,72.523342
US_IL_17049,2020-01-06,ChIJycd85FWQc4gR67B8YoIrrs8,Q110561,geoId/17049,US,United States of America,IL,Illinois,17049,Effingham County,US,USA,2,,,,,,,34123,16991,17132,4546,4281,4254,4218,3716,4969,4122,2462,1555,1801527,39.06,-88.59,1243,77.6375,,,,,,5.44,6.41,4.47,10.1,6.02,5.63,7.19,3.5,14.18,,11.85,,3.88,9.91,4.27,,2.72,,4.27,3.11,7.96,25.25,3.88,5.44,4.66,,5.44,36.32,3.5,6.22,3.11,3.3,5.44,3.105556,-3.383333,8.727778,0.0,-3.694444,61.669031
US_IL_17049,2020-01-07,ChIJycd85FWQc4gR67B8YoIrrs8,Q110561,geoId/17049,US,United States of America,IL,Illinois,17049,Effingham County,US,USA,2,,,,,,,34123,16991,17132,4546,4281,4254,4218,3716,4969,4122,2462,1555,1801527,39.06,-88.59,1243,77.6375,,,,,,6.33,6.14,3.26,10.94,6.72,4.8,6.33,3.07,14.21,3.07,9.6,2.88,3.07,11.9,3.84,6.14,4.8,3.65,4.42,4.8,6.33,19.2,2.69,5.57,4.22,4.99,5.76,35.13,,4.8,3.65,4.61,3.84,1.627778,-4.022222,7.872222,0.0,-3.633333,68.574539
US_IL_17049,2020-01-08,ChIJycd85FWQc4gR67B8YoIrrs8,Q110561,geoId/17049,US,United States of America,IL,Illinois,17049,Effingham County,US,USA,2,,,,,,,34123,16991,17132,4546,4281,4254,4218,3716,4969,4122,2462,1555,1801527,39.06,-88.59,1243,77.6375,,,,,,4.4,8.22,,7.26,10.32,9.56,4.59,,12.04,2.87,7.64,4.01,6.12,9.56,5.35,4.97,4.4,6.12,4.59,5.35,6.31,28.67,3.25,8.03,4.01,4.97,7.84,35.93,3.63,9.94,6.88,5.16,3.06,1.555556,-2.205556,5.405556,0.0,-6.655556,54.90988
US_IL_17049,2020-01-09,ChIJycd85FWQc4gR67B8YoIrrs8,Q110561,geoId/17049,US,United States of America,IL,Illinois,17049,Effingham County,US,USA,2,,,,,,,34123,16991,17132,4546,4281,4254,4218,3716,4969,4122,2462,1555,1801527,39.06,-88.59,1243,77.6375,,,,,,3.12,5.85,,11.31,6.04,4.29,6.43,4.29,14.23,4.09,8.38,,4.68,7.6,3.9,5.07,5.26,3.9,4.68,4.68,7.02,26.12,4.29,6.43,3.9,4.87,8.97,34.5,3.7,8.77,3.9,4.29,4.09,6.133333,0.205556,13.133333,0.0508,-2.955556,52.83735
US_IL_17049,2020-01-10,ChIJycd85FWQc4gR67B8YoIrrs8,Q110561,geoId/17049,US,United States of America,IL,Illinois,17049,Effingham County,US,USA,2,,,,,,,34123,16991,17132,4546,4281,4254,4218,3716,4969,4122,2462,1555,1801527,39.06,-88.59,1243,77.6375,,,,,,4.36,5.87,3.03,9.47,5.12,3.98,3.98,3.98,13.83,,7.96,4.55,,7.39,3.41,3.98,3.22,3.22,2.65,4.36,9.85,22.17,4.93,3.98,,4.93,6.44,30.32,,5.68,5.87,5.12,4.36,11.744444,8.622222,14.127778,22.7965,9.827778,88.234084
