location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NM_35019,2020-01-01,ChIJKXn4_EgSHIcRw0MFvRBayDE,Q484290,geoId/35019,US,United States of America,NM,New Mexico,35019,Guadalupe County,US,USA,2,,,,,,,4410,2502,1908,484,543,581,640,464,584,514,355,245,1832194,34.86,-104.78,7852,84.0,,,,,,1.644444,-6.911111,10.977778,0.0,,-9.283333,44.639106
US_NM_35019,2020-01-02,ChIJKXn4_EgSHIcRw0MFvRBayDE,Q484290,geoId/35019,US,United States of America,NM,New Mexico,35019,Guadalupe County,US,USA,2,,,,,,,4410,2502,1908,484,543,581,640,464,584,514,355,245,1832194,34.86,-104.78,7852,84.0,,,,,40.12,2.15,-3.8,8.966667,0.09525,,-5.438889,58.380712
US_NM_35019,2020-01-03,ChIJKXn4_EgSHIcRw0MFvRBayDE,Q484290,geoId/35019,US,United States of America,NM,New Mexico,35019,Guadalupe County,US,USA,2,,,,,,,4410,2502,1908,484,543,581,640,464,584,514,355,245,1832194,34.86,-104.78,7852,84.0,,,,,,-0.6,-6.388889,7.644444,1.0668,,-5.566667,69.504122
US_NM_35019,2020-01-04,ChIJKXn4_EgSHIcRw0MFvRBayDE,Q484290,geoId/35019,US,United States of America,NM,New Mexico,35019,Guadalupe County,US,USA,2,,,,,,,4410,2502,1908,484,543,581,640,464,584,514,355,245,1832194,34.86,-104.78,7852,84.0,,,,,45.79,2.794444,-5.75,13.338889,0.1524,,-7.122222,48.707561
US_NM_35019,2020-01-05,ChIJKXn4_EgSHIcRw0MFvRBayDE,Q484290,geoId/35019,US,United States of America,NM,New Mexico,35019,Guadalupe County,US,USA,2,,,,,,,4410,2502,1908,484,543,581,640,464,584,514,355,245,1832194,34.86,-104.78,7852,84.0,,,,,,5.805556,-3.894444,15.444444,0.0,,-6.972222,40.401188
US_NM_35019,2020-01-06,ChIJKXn4_EgSHIcRw0MFvRBayDE,Q484290,geoId/35019,US,United States of America,NM,New Mexico,35019,Guadalupe County,US,USA,2,,,,,,,4410,2502,1908,484,543,581,640,464,584,514,355,245,1832194,34.86,-104.78,7852,84.0,,,,,61.28,3.638889,-2.838889,10.827778,0.0,,-8.788889,40.27044
US_NM_35019,2020-01-07,ChIJKXn4_EgSHIcRw0MFvRBayDE,Q484290,geoId/35019,US,United States of America,NM,New Mexico,35019,Guadalupe County,US,USA,2,,,,,,,4410,2502,1908,484,543,581,640,464,584,514,355,245,1832194,34.86,-104.78,7852,84.0,,,,,40.94,2.472222,-5.6,13.277778,0.0,,-12.238889,33.87318
US_NM_35019,2020-01-08,ChIJKXn4_EgSHIcRw0MFvRBayDE,Q484290,geoId/35019,US,United States of America,NM,New Mexico,35019,Guadalupe County,US,USA,2,,,,,,,4410,2502,1908,484,543,581,640,464,584,514,355,245,1832194,34.86,-104.78,7852,84.0,,,,,42.21,2.877778,-5.977778,13.722222,0.0,,-11.722222,34.577294
US_NM_35019,2020-01-09,ChIJKXn4_EgSHIcRw0MFvRBayDE,Q484290,geoId/35019,US,United States of America,NM,New Mexico,35019,Guadalupe County,US,USA,2,,,,,,,4410,2502,1908,484,543,581,640,464,584,514,355,245,1832194,34.86,-104.78,7852,84.0,,,,,40.68,4.888889,-3.594444,12.994444,0.0,,-10.7,31.707858
US_NM_35019,2020-01-10,ChIJKXn4_EgSHIcRw0MFvRBayDE,Q484290,geoId/35019,US,United States of America,NM,New Mexico,35019,Guadalupe County,US,USA,2,,,,,,,4410,2502,1908,484,543,581,640,464,584,514,355,245,1832194,34.86,-104.78,7852,84.0,,,,,,2.955556,-2.655556,9.633333,0.056444,,-6.111111,52.658744
US_NM_35019,2020-01-11,ChIJKXn4_EgSHIcRw0MFvRBayDE,Q484290,geoId/35019,US,United States of America,NM,New Mexico,35019,Guadalupe County,US,USA,2,,,,,,,4410,2502,1908,484,543,581,640,464,584,514,355,245,1832194,34.86,-104.78,7852,84.0,,,,,,-1.605556,-9.722222,9.5,0.903111,30.48,-9.183333,57.046913
US_NM_35019,2020-01-12,ChIJKXn4_EgSHIcRw0MFvRBayDE,Q484290,geoId/35019,US,United States of America,NM,New Mexico,35019,Guadalupe County,US,USA,2,,,,,,,4410,2502,1908,484,543,581,640,464,584,514,355,245,1832194,34.86,-104.78,7852,84.0,,,,,48.31,2.583333,-7.727778,9.872222,0.0,,-11.327778,35.503253
US_NM_35019,2020-01-13,ChIJKXn4_EgSHIcRw0MFvRBayDE,Q484290,geoId/35019,US,United States of America,NM,New Mexico,35019,Guadalupe County,US,USA,2,,,,,,,4410,2502,1908,484,543,581,640,464,584,514,355,245,1832194,34.86,-104.78,7852,84.0,,,,,,3.383333,-4.977778,14.066667,0.0,,-11.166667,34.466732
US_NM_35019,2020-01-14,ChIJKXn4_EgSHIcRw0MFvRBayDE,Q484290,geoId/35019,US,United States of America,NM,New Mexico,35019,Guadalupe County,US,USA,2,,,,,,,4410,2502,1908,484,543,581,640,464,584,514,355,245,1832194,34.86,-104.78,7852,84.0,,,,,38.88,5.85,-4.372222,16.672222,0.0,,-11.75,27.631025
US_NM_35019,2020-01-15,ChIJKXn4_EgSHIcRw0MFvRBayDE,Q484290,geoId/35019,US,United States of America,NM,New Mexico,35019,Guadalupe County,US,USA,2,,,,,,,4410,2502,1908,484,543,581,640,464,584,514,355,245,1832194,34.86,-104.78,7852,84.0,,,,,41.32,6.483333,-1.277778,15.644444,0.0,,-11.888889,26.274836
US_NM_35019,2020-01-16,ChIJKXn4_EgSHIcRw0MFvRBayDE,Q484290,geoId/35019,US,United States of America,NM,New Mexico,35019,Guadalupe County,US,USA,2,,,,,,,4410,2502,1908,484,543,581,640,464,584,514,355,245,1832194,34.86,-104.78,7852,84.0,,,,,,1.061111,-2.261111,10.25,1.072444,,-7.622222,55.032549
US_NM_35019,2020-01-17,ChIJKXn4_EgSHIcRw0MFvRBayDE,Q484290,geoId/35019,US,United States of America,NM,New Mexico,35019,Guadalupe County,US,USA,2,,,,,,,4410,2502,1908,484,543,581,640,464,584,514,355,245,1832194,34.86,-104.78,7852,84.0,,,,,,2.061111,-1.833333,8.611111,5.051778,,-0.290123,84.654952
US_NM_35019,2020-01-18,ChIJKXn4_EgSHIcRw0MFvRBayDE,Q484290,geoId/35019,US,United States of America,NM,New Mexico,35019,Guadalupe County,US,USA,2,,,,,,,4410,2502,1908,484,543,581,640,464,584,514,355,245,1832194,34.86,-104.78,7852,84.0,,,,,,1.6,-5.55,8.411111,0.127,,-7.511111,51.272881
US_NM_35019,2020-01-19,ChIJKXn4_EgSHIcRw0MFvRBayDE,Q484290,geoId/35019,US,United States of America,NM,New Mexico,35019,Guadalupe County,US,USA,2,,,,,,,4410,2502,1908,484,543,581,640,464,584,514,355,245,1832194,34.86,-104.78,7852,84.0,,,,,,0.333333,-6.544444,8.277778,0.0,,-7.422222,56.936202
US_NM_35019,2020-01-20,ChIJKXn4_EgSHIcRw0MFvRBayDE,Q484290,geoId/35019,US,United States of America,NM,New Mexico,35019,Guadalupe County,US,USA,2,,,,,,,4410,2502,1908,484,543,581,640,464,584,514,355,245,1832194,34.86,-104.78,7852,84.0,,,,,,1.116667,-5.722222,9.466667,0.0,,-5.416667,61.970699
US_NM_35019,2020-01-21,ChIJKXn4_EgSHIcRw0MFvRBayDE,Q484290,geoId/35019,US,United States of America,NM,New Mexico,35019,Guadalupe County,US,USA,2,,,,,,,4410,2502,1908,484,543,581,640,464,584,514,355,245,1832194,34.86,-104.78,7852,84.0,,,,,48.32,2.6,-3.744444,8.722222,0.0,,-2.638889,68.684372
US_NM_35019,2020-01-22,ChIJKXn4_EgSHIcRw0MFvRBayDE,Q484290,geoId/35019,US,United States of America,NM,New Mexico,35019,Guadalupe County,US,USA,2,,,,,,,4410,2502,1908,484,543,581,640,464,584,514,355,245,1832194,34.86,-104.78,7852,84.0,,,,,39.03,3.961111,0.444444,10.477778,2.54,,0.383333,77.601637
US_NM_35019,2020-01-23,ChIJKXn4_EgSHIcRw0MFvRBayDE,Q484290,geoId/35019,US,United States of America,NM,New Mexico,35019,Guadalupe County,US,USA,2,,,,,,,4410,2502,1908,484,543,581,640,464,584,514,355,245,1832194,34.86,-104.78,7852,84.0,,,,,,3.277778,-2.011111,11.122222,0.3302,,-3.483333,61.562091
US_NM_35019,2020-01-24,ChIJKXn4_EgSHIcRw0MFvRBayDE,Q484290,geoId/35019,US,United States of America,NM,New Mexico,35019,Guadalupe County,US,USA,2,,,,,,,4410,2502,1908,484,543,581,640,464,584,514,355,245,1832194,34.86,-104.78,7852,84.0,,,,,,2.166667,-4.25,11.138889,0.0,,-4.2,63.128827
US_NM_35019,2020-01-25,ChIJKXn4_EgSHIcRw0MFvRBayDE,Q484290,geoId/35019,US,United States of America,NM,New Mexico,35019,Guadalupe County,US,USA,2,,,,,,,4410,2502,1908,484,543,581,640,464,584,514,355,245,1832194,34.86,-104.78,7852,84.0,,,,,,5.188889,-3.388889,13.594444,0.0,,-3.744444,52.819095
US_NM_35019,2020-01-26,ChIJKXn4_EgSHIcRw0MFvRBayDE,Q484290,geoId/35019,US,United States of America,NM,New Mexico,35019,Guadalupe County,US,USA,2,,,,,,,4410,2502,1908,484,543,581,640,464,584,514,355,245,1832194,34.86,-104.78,7852,84.0,,,,,,4.794444,-2.238889,14.144444,0.0,,-4.727778,50.557427
US_NM_35019,2020-01-27,ChIJKXn4_EgSHIcRw0MFvRBayDE,Q484290,geoId/35019,US,United States of America,NM,New Mexico,35019,Guadalupe County,US,USA,2,,,,,,,4410,2502,1908,484,543,581,640,464,584,514,355,245,1832194,34.86,-104.78,7852,84.0,,,,,,4.816667,-3.0,13.722222,0.0,,-3.6,55.24324
US_NM_35019,2020-01-28,ChIJKXn4_EgSHIcRw0MFvRBayDE,Q484290,geoId/35019,US,United States of America,NM,New Mexico,35019,Guadalupe County,US,USA,2,,,,,,,4410,2502,1908,484,543,581,640,464,584,514,355,245,1832194,34.86,-104.78,7852,84.0,,,,,,3.705556,-1.672222,10.816667,0.4826,,-4.922222,53.708134
