location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_FL_12093,2020-05-30,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,6,0,76,0,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,-21,-13,-13,-62,-12,,5.3,10.04,6.41,11.99,5.86,4.46,7.81,,7.25,,4.74,,11.15,6.69,,,4.74,4.46,4.46,4.74,27.33,5.86,8.92,,6.69,,35.69,,6.97,4.74,6.41,,26.738889,22.472222,31.3,8.664222,22.659722,77.631257
US_FL_12093,2020-05-31,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,7,0,83,0,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,-24,-15,-24,-61,-18,,4.19,7.54,,11.46,7.26,7.54,6.99,,5.31,,,,4.47,4.19,,,,,,,21.51,5.87,8.38,,,,37.16,,10.62,,4.75,,26.538889,22.161111,31.672222,2.878667,22.423611,77.479066
US_FL_12093,2020-06-01,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,1,0,84,0,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,-20,-11,-38,-58,-25,5,,9.43,5.76,13.88,7.07,6.03,7.6,4.72,6.81,4.98,,,7.33,3.67,6.03,,,6.29,,8.64,20.96,,11.79,,,4.72,39.03,4.19,7.33,5.76,5.76,,26.994444,22.705556,31.15,0.508,22.965278,78.218237
US_FL_12093,2020-06-02,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,1,0,85,0,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,-21,-14,-41,-54,-26,7,4.77,6.89,,9.8,6.89,4.5,4.77,,5.04,,,5.3,10.6,4.5,4.24,4.24,3.71,,,8.21,21.2,6.09,8.74,,,4.5,40.81,5.56,4.77,5.83,5.04,4.24,25.677778,23.233333,29.777778,18.31975,22.701389,83.779905
US_FL_12093,2020-06-03,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,12,0,97,0,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,-21,-13,-49,-50,-29,10,5.35,6.88,4.33,14.01,6.88,4.58,6.62,5.35,7.9,5.09,,5.09,8.41,,,4.08,5.09,4.84,4.08,7.9,23.95,3.82,9.94,4.58,4.84,7.64,35.41,,9.43,6.88,5.09,6.11,24.544444,22.611111,27.011111,13.87475,22.201389,86.918519
US_FL_12093,2020-06-04,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,7,0,104,0,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,-20,-13,-48,-51,-26,8,4.87,9.74,,7.95,5.9,6.15,4.1,4.1,4.61,,,7.69,8.2,5.64,6.15,,3.59,5.9,4.1,7.43,20.0,5.13,6.92,3.85,5.9,6.92,37.94,5.9,8.97,3.85,4.1,6.67,24.177778,22.094444,27.022222,18.2245,22.541667,90.570924
US_FL_12093,2020-06-05,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,18,0,122,0,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,-21,-13,-41,-53,-24,8,7.48,10.15,4.81,10.69,8.82,5.61,6.95,5.61,5.34,4.28,,5.34,9.89,,3.74,3.74,,5.34,4.54,6.95,22.98,7.75,8.82,,5.61,6.14,44.09,6.41,6.41,8.82,5.08,4.81,24.766667,22.294444,30.244444,26.3525,22.9375,89.025763
US_FL_12093,2020-06-06,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,3,0,125,0,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,-23,-17,-23,-56,-13,,7.01,7.01,,8.7,6.45,3.93,8.41,7.57,8.7,,4.77,,9.26,,4.21,5.05,,,3.93,5.05,26.37,5.89,9.54,5.05,,6.73,39.27,5.05,8.13,4.77,,6.73,25.866667,22.627778,29.666667,11.6078,23.923611,88.394324
US_FL_12093,2020-06-07,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,13,0,138,0,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,-25,-14,-32,-57,-20,,4.29,5.14,,7.14,5.71,4.57,4.86,4.86,4.0,4.57,4.29,,9.43,4.0,6.0,5.71,,,,8.86,21.43,7.43,10.86,6.29,,5.14,44.29,7.14,10.57,6.86,5.71,6.57,27.755556,25.066667,31.033333,1.74625,24.847222,83.453359
US_FL_12093,2020-06-08,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,0,0,138,0,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,-25,-10,-45,-48,-24,6,5.58,10.1,,10.1,5.85,6.11,7.71,7.44,7.44,4.52,5.85,6.64,10.37,,4.25,3.72,5.05,,,10.9,21.8,5.85,12.76,4.52,5.32,5.58,42.79,3.72,7.44,8.24,5.85,4.78,28.038889,25.294444,32.994444,0.0,24.423611,80.272337
US_FL_12093,2020-06-09,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,5,0,143,0,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,-18,-18,-38,-44,-24,6,4.7,6.53,,14.63,6.53,5.49,6.01,5.49,9.14,,,4.44,10.19,5.22,5.75,5.22,,5.22,6.53,7.05,20.38,5.75,10.97,3.66,6.27,10.19,40.23,,8.1,7.84,5.49,,27.872222,24.533333,32.905556,0.381,24.284722,80.701576
US_FL_12093,2020-06-10,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,6,0,149,0,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,-19,-16,-40,-50,-24,6,7.32,10.72,,11.5,4.97,7.84,8.1,,9.93,4.18,4.44,,12.81,5.23,4.18,4.71,4.44,4.97,4.71,7.32,27.45,5.49,10.98,3.92,3.92,5.75,46.53,4.44,7.84,8.1,4.44,4.71,27.716667,23.827778,32.516667,0.399143,23.784722,79.112611
US_FL_12093,2020-06-11,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,5,0,154,0,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,-15,-11,-39,-44,-24,5,5.32,9.57,,14.62,9.57,4.25,,4.52,9.57,,,4.52,15.15,3.99,4.25,7.97,,,5.85,10.1,24.98,8.51,9.04,3.72,3.99,6.64,43.32,6.11,8.77,6.91,9.3,,26.65,23.316667,31.716667,1.0795,22.631944,78.279974
US_FL_12093,2020-06-12,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,4,0,158,0,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,-20,-15,-22,-48,-23,6,5.95,6.22,,11.9,6.22,4.6,7.57,,5.68,5.68,4.06,4.06,15.15,6.22,7.3,4.6,,3.79,5.95,8.11,26.51,6.76,9.2,,4.6,5.95,45.44,4.6,9.47,6.76,6.76,,26.691358,23.216049,30.240741,4.572,20.960317,70.188034
US_FL_12093,2020-06-13,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,8,0,166,0,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,-20,-16,-7,-50,-8,,5.0,9.11,,10.88,6.76,7.35,5.58,4.12,12.64,4.7,,6.17,6.76,4.41,6.47,4.12,4.41,4.41,,4.41,24.98,7.64,10.29,,,6.17,42.33,7.64,5.29,7.64,4.12,8.52,26.574074,23.012346,29.753086,0.0,21.198413,71.92056
US_FL_12093,2020-06-14,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,17,0,183,0,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,-23,-18,-42,-48,-20,,,10.44,5.8,11.02,7.25,6.96,4.35,4.35,8.12,5.22,,5.22,10.15,4.35,4.06,,4.06,,4.35,7.25,25.53,8.12,12.18,,4.64,5.22,40.32,,5.8,8.99,5.22,,26.592593,22.604938,30.524691,0.0,21.777778,74.454837
US_FL_12093,2020-06-15,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,6,0,189,0,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,-19,-13,-37,-42,-23,5,5.58,10.1,,14.62,7.45,6.12,7.71,5.05,9.04,4.79,3.72,,9.57,4.79,,,5.05,,5.85,10.64,28.18,5.58,9.31,,5.58,5.05,41.75,6.38,7.98,5.58,5.32,7.98,26.395062,22.759259,30.12963,0.903111,21.849206,75.658487
US_FL_12093,2020-06-16,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,6,0,195,0,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,-16,-15,-31,-33,-24,6,5.21,9.05,3.84,13.17,9.88,8.78,6.86,,10.15,,,6.04,13.17,,5.49,4.94,4.39,,5.21,9.88,26.07,7.13,7.96,6.31,5.21,6.31,43.9,,4.39,5.76,,4.66,24.932099,20.228395,29.753086,0.0,19.388889,71.138983
US_FL_12093,2020-06-17,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,5,0,200,0,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,-18,-15,-25,-42,-24,7,6.0,7.91,,10.63,5.45,5.72,6.82,3.82,9.27,,,6.54,10.9,,5.72,5.45,4.91,4.63,5.72,10.63,24.26,5.18,11.18,4.36,3.82,6.0,44.98,5.18,10.63,7.09,4.91,4.63,25.481481,20.54321,30.012346,0.0,19.857143,71.123429
US_FL_12093,2020-06-18,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,7,0,207,0,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,-20,-18,-49,-40,-25,7,,8.76,,11.41,9.29,5.57,7.17,5.31,8.76,,,5.31,7.96,5.57,7.96,,,3.98,6.9,10.09,20.97,9.55,10.88,,8.49,6.11,46.45,,7.17,8.49,3.72,,25.728395,21.320988,29.932099,2.576286,21.738095,78.209137
US_FL_12093,2020-06-19,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,23,0,230,0,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,-22,-17,-34,-44,-24,7,5.14,12.46,3.79,11.92,8.39,5.42,6.77,,7.85,5.14,,,11.1,4.6,4.06,,,4.88,6.23,10.02,25.19,4.33,6.23,,3.79,8.39,36.29,4.06,5.69,5.69,3.79,7.85,25.098765,22.345679,29.469136,18.215429,22.888889,87.15917
US_FL_12093,2020-06-20,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,10,0,240,0,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,-20,-12,-20,-47,-11,,4.73,9.76,,8.87,9.76,,,5.03,6.51,4.14,4.73,,10.06,5.92,5.03,,,,,5.92,23.96,,10.65,5.03,,8.87,35.2,5.32,8.87,5.32,,6.21,26.216049,21.962963,31.617284,17.62125,22.650794,80.586301
US_FL_12093,2020-06-21,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,5,0,245,0,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,-24,-12,-38,-48,-19,,5.09,10.47,5.09,10.77,,8.97,5.98,5.68,8.68,,4.49,4.79,9.27,6.28,5.98,,,4.79,5.38,7.48,27.22,4.19,10.17,,4.19,5.38,42.18,7.78,7.78,5.68,4.49,4.19,27.688889,22.833333,32.411111,4.064,23.013889,74.98454
US_FL_12093,2020-06-22,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,5,0,250,0,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,-24,-14,-38,-33,-27,5,4.89,11.14,,9.51,5.98,6.79,7.88,4.08,6.25,4.35,3.81,5.43,7.88,4.08,,4.89,,9.24,5.16,8.7,30.71,,11.14,,5.71,6.79,42.4,5.43,7.88,7.88,,6.25,27.322222,23.15,32.577778,3.2258,23.0,76.814918
US_FL_12093,2020-06-23,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,6,0,256,0,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,-20,-19,-32,-36,-26,6,7.05,9.76,,12.47,8.68,4.07,5.15,,12.74,5.69,6.51,8.41,10.57,4.34,,3.8,6.78,4.88,,9.22,26.3,4.07,11.66,5.42,5.69,6.51,37.42,5.96,8.68,7.86,5.15,,27.7,23.094444,33.394444,2.003778,22.951389,74.760087
US_FL_12093,2020-06-24,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,20,0,276,0,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,-17,-16,-36,-42,-26,6,8.65,9.73,,16.75,4.05,,5.95,6.21,8.92,5.41,5.67,5.13,12.16,5.67,4.32,3.78,,4.59,6.49,11.89,27.56,6.49,9.46,4.86,5.67,6.76,48.37,5.41,10.0,6.21,5.13,5.67,27.944444,23.572222,33.616667,3.330222,23.027778,74.255553
US_FL_12093,2020-06-25,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,13,0,289,0,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,-19,-11,-34,-34,-25,6,5.91,8.33,6.99,10.48,9.41,7.79,5.64,5.64,7.53,,5.11,5.64,11.56,,5.64,5.91,4.03,4.84,5.11,10.48,24.73,10.21,11.56,5.64,5.38,6.72,40.58,7.53,8.33,4.57,8.33,6.45,29.005556,24.416667,33.072222,0.056444,24.3125,75.41617
US_FL_12093,2020-06-26,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,18,0,307,0,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,-23,-15,-35,-45,-28,6,,9.7,6.1,14.69,9.14,6.1,5.26,,13.02,5.54,8.31,4.16,13.3,,5.54,7.48,3.88,,4.99,12.19,29.1,5.54,7.76,,4.43,,47.66,6.1,9.42,7.76,8.04,4.43,28.272222,24.172222,32.9,1.3716,24.194444,78.10116
US_FL_12093,2020-06-27,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,26,0,333,0,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,-21,-14,-22,-51,-16,,7.29,5.84,,12.84,6.42,4.38,9.04,,10.5,,8.46,5.25,7.88,5.84,,6.42,,5.84,6.13,8.75,24.8,6.71,9.92,,4.38,,40.85,4.38,11.09,5.54,,4.67,28.444444,24.05,32.844444,0.1778,23.625,74.905823
US_FL_12093,2020-06-28,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,10,0,343,0,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,-28,-17,-39,-47,-21,,5.27,9.67,,13.18,6.74,5.57,4.98,4.1,9.37,,7.32,,7.91,,,4.1,,,4.69,8.49,25.49,5.86,12.01,4.98,,6.74,36.62,,8.49,6.45,,4.39,28.622222,23.972222,33.222222,0.0,23.368056,72.79131
US_FL_12093,2020-06-29,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,17,0,360,0,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,-23,-12,-38,-43,-28,5,,9.08,,13.09,6.14,6.95,8.01,8.28,12.29,,4.27,8.82,7.21,,7.48,6.95,,,6.41,12.02,38.2,7.21,10.42,,4.27,5.61,45.15,4.27,9.62,10.42,,9.62,28.838889,23.988889,33.766667,0.0254,23.375,71.774029
US_FL_12093,2020-06-30,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,17,0,377,0,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,-22,-21,-33,-39,-28,7,6.48,8.92,4.59,5.13,6.75,4.59,4.05,,9.46,,6.21,6.75,10.27,4.05,,5.13,,,4.05,7.29,27.83,7.03,8.92,,,,39.72,6.21,7.83,4.32,6.48,,28.977778,24.105556,34.133333,0.3175,23.1875,70.002097
US_FL_12093,2020-07-01,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,6,0,383,0,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,-18,-14,-44,-37,-27,6,,9.52,4.89,5.98,4.89,3.81,5.17,7.07,11.96,3.81,6.8,,7.61,5.44,5.17,7.07,,4.89,5.71,9.52,33.72,5.71,10.33,,,5.71,38.34,5.44,11.15,5.98,6.25,6.53,28.055556,23.716667,34.45,3.8735,22.604167,71.870168
US_FL_12093,2020-07-02,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,7,0,390,0,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,-10,-8,-29,-21,-31,5,5.99,11.44,5.17,13.07,10.35,7.9,4.09,4.9,10.62,,6.26,5.17,8.17,3.81,,5.17,4.9,3.81,5.45,8.99,29.14,4.09,7.35,,4.09,6.26,39.77,5.45,6.26,6.81,4.09,6.81,27.705556,23.761111,34.066667,5.04825,22.618056,73.438133
US_FL_12093,2020-07-03,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,12,0,402,0,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,-13,-3,-20,-24,-46,10,,7.58,,11.23,6.18,7.3,5.62,,9.27,4.49,7.3,,10.11,4.21,4.77,7.02,,6.46,5.62,6.74,24.43,6.46,12.63,5.9,,4.77,36.78,3.93,9.27,5.62,5.05,5.33,27.722222,23.716667,33.788889,0.620889,23.083333,75.852958
US_FL_12093,2020-07-04,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,11,0,413,0,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,-34,-18,-7,-68,-31,,,5.49,6.46,12.27,4.52,5.49,4.84,5.81,8.4,,,,10.98,7.11,,5.17,5.81,,6.14,8.72,22.29,4.84,9.04,,,4.84,31.66,5.17,8.72,6.14,,,27.740741,22.820988,33.049383,9.74725,23.253968,76.266695
US_FL_12093,2020-07-05,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,10,0,423,0,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,-31,-22,-42,-27,-26,,7.64,9.4,5.58,13.22,8.81,8.22,5.88,4.41,12.93,4.41,7.05,,13.81,5.88,5.29,,4.99,4.7,,6.46,32.9,7.64,10.57,6.76,,5.58,45.24,5.88,9.99,5.88,6.17,,26.524691,22.802469,32.814815,26.234571,22.857143,80.461112
US_FL_12093,2020-07-06,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,16,0,439,0,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,-25,-15,-48,-32,-31,6,4.24,8.48,,14.04,7.42,5.04,4.77,7.42,11.66,,10.33,,14.31,4.77,5.3,3.98,,3.98,5.83,8.21,37.89,6.36,12.98,4.5,5.83,6.62,49.02,6.36,8.48,3.98,7.95,3.98,25.407407,22.641975,32.160494,28.629429,22.920635,85.55881
US_FL_12093,2020-07-07,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,12,0,451,0,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,-20,-19,-29,-45,-29,6,6.51,7.59,5.15,13.83,11.66,5.7,5.15,,13.83,4.34,5.7,5.97,9.49,5.97,3.8,5.97,,,5.42,13.56,34.45,6.51,11.66,4.88,5.97,6.78,50.18,5.15,10.58,7.05,3.8,5.15,26.761111,23.033333,32.766667,19.39925,23.513889,82.001488
US_FL_12093,2020-07-08,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,1,0,452,0,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,-21,-17,-44,-46,-29,7,5.24,7.45,,9.66,7.72,6.07,6.9,,14.35,,6.62,4.14,10.76,,,6.35,5.79,,4.14,13.52,33.66,7.72,12.41,5.52,4.69,6.35,39.73,7.72,9.66,4.14,5.24,4.97,27.327778,23.672222,33.344444,4.572,23.354167,79.044834
US_FL_12093,2020-07-09,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,7,0,459,0,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,-20,-16,-34,-42,-27,5,5.17,10.06,,12.51,10.06,5.44,5.71,6.25,16.59,,4.08,5.44,9.25,5.71,4.08,6.53,4.89,5.17,5.98,13.05,32.63,5.44,9.25,5.98,5.17,4.62,39.98,6.8,7.61,,4.89,7.61,28.633333,24.144444,34.333333,1.185333,23.541667,73.371841
US_FL_12093,2020-07-10,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,42,0,501,0,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,-25,-20,-38,-45,-30,7,,8.87,4.16,13.31,9.98,4.71,7.49,,8.32,,5.27,3.88,9.98,3.88,5.55,,4.16,5.82,6.66,12.2,32.45,8.87,9.71,,6.38,7.21,37.99,4.44,11.37,5.55,5.27,6.1,28.183333,24.694444,33.7,0.762,24.048611,77.814871
US_FL_12093,2020-07-11,ChIJTwto7i8h3IgRwUNzWnROsEU,Q501123,geoId/12093,US,United States of America,FL,Florida,12093,Okeechobee County,US,USA,2,17,2,518,2,,,41275,22148,19127,4885,4908,5198,5056,5226,5384,4846,3721,2051,1210747,27.39,-80.89,2309,77.055556,-28,-20,-31,-52,-18,,6.4,7.85,4.36,11.34,10.18,,4.94,,14.83,,,,9.59,7.85,5.23,7.27,,5.23,4.07,7.27,31.4,6.98,7.56,5.52,4.36,5.81,37.21,,13.66,4.65,,4.94,27.783333,24.405556,33.688889,5.36575,24.25,80.708777
