location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anemia,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bloating,search_trends_bone_fracture,search_trends_burn,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_dementia,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_dizziness,search_trends_epilepsy,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_flatulence,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_hay_fever,search_trends_headache,search_trends_heart_arrhythmia,search_trends_heartburn,search_trends_hypertension,search_trends_hypothyroidism,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_nausea,search_trends_obesity,search_trends_pain,search_trends_paresthesia,search_trends_perspiration,search_trends_scar,search_trends_sinusitis,search_trends_skin_condition,search_trends_skin_rash,search_trends_skin_ulcer,search_trends_sleep_disorder,search_trends_sore_throat,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_NC_37141,2020-05-19,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,1,0,50,1,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,-11,4,,-28,14,3.49,6.41,7.76,4.73,10.13,1.69,10.8,12.27,1.57,4.28,6.98,4.39,2.48,3.38,,2.59,9.23,2.81,4.39,3.94,,6.3,2.36,7.88,2.81,2.93,2.14,4.28,3.71,5.4,1.57,4.16,2.59,,3.71,2.25,2.14,6.3,2.48,24.53,6.41,2.93,11.25,3.26,5.18,4.28,1.91,2.25,8.1,38.94,2.81,2.14,2.03,,5.74,8.55,,1.91,,1.91,5.4,4.39,4.61,,,4.28,3.38,19.728395,17.839506,24.679012,8.47725,18.451389,93.284753
US_NC_37141,2020-05-20,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,0,0,50,1,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,-12,2,,-28,13,2.6,4.75,8.14,3.17,11.76,2.49,9.27,6.79,,3.73,6.22,2.94,2.26,2.83,2.38,2.49,8.03,3.28,3.17,2.15,1.92,4.41,2.71,7.12,2.71,1.92,2.6,3.39,4.64,3.96,,4.52,3.62,1.92,3.62,2.6,2.26,6.45,2.15,19.68,6.45,3.73,11.42,3.05,3.28,4.18,2.49,2.38,5.66,36.3,,1.58,2.15,,4.86,10.18,2.04,2.94,,2.26,5.66,3.85,3.85,3.05,2.26,3.51,4.52,18.598765,16.320988,22.17284,4.100286,17.333333,93.623833
US_NC_37141,2020-05-21,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,9,0,59,1,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,-9,4,,-30,13,2.74,4.56,8.44,4.45,9.13,3.08,8.67,6.73,2.17,2.85,5.48,3.99,2.97,2.85,2.17,2.62,6.16,3.77,3.19,2.05,2.85,5.59,1.71,6.5,3.19,,2.85,2.85,4.79,4.11,1.71,3.54,5.59,,4.56,1.71,2.51,7.53,2.51,20.31,6.62,3.42,10.72,2.4,3.31,4.79,1.82,2.28,5.36,40.84,2.62,2.17,2.97,,3.99,7.07,1.82,2.85,,3.08,6.73,3.77,3.42,,2.4,3.31,3.42,21.598765,18.493827,24.462963,27.395714,20.208333,92.311023
US_NC_37141,2020-05-22,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,2,0,61,1,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,2,21,,-30,11,3.96,3.84,8.89,4.2,12.37,3.12,6.25,6.49,,3.96,6.0,2.88,1.8,,2.64,2.4,7.45,4.08,3.0,3.36,1.68,4.32,3.0,6.0,3.36,1.68,1.68,2.52,4.08,3.84,,3.6,3.72,,3.84,1.68,2.76,6.84,2.04,20.05,4.68,3.72,11.29,3.24,5.28,4.44,2.16,1.68,4.68,35.79,2.88,2.16,1.92,,6.25,8.41,2.52,2.64,,2.04,6.25,2.64,2.64,2.4,2.28,3.36,3.96,23.271605,19.981481,27.320988,7.946571,20.083333,82.275567
US_NC_37141,2020-05-23,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,4,0,65,1,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,18,28,,-11,,2.92,4.7,11.95,4.32,11.06,3.69,8.01,7.75,,2.54,5.59,3.43,2.03,3.56,4.96,2.42,6.1,4.45,3.18,4.19,,4.7,2.92,8.64,4.07,1.91,,1.91,2.54,2.92,1.78,3.43,4.45,1.91,4.58,,4.19,5.21,,18.05,4.07,3.31,9.66,2.42,2.42,4.96,2.54,2.16,5.97,38.64,2.16,2.8,2.42,,4.7,9.53,,,,,7.25,3.56,4.07,2.16,4.58,3.43,3.56,23.347222,18.763889,29.895833,5.799667,19.214286,77.694304
US_NC_37141,2020-05-24,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,5,0,70,1,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,46,34,,-16,,3.42,3.3,9.4,5.01,13.8,,6.23,6.72,,1.83,6.72,5.25,2.69,3.79,5.25,3.05,6.35,3.91,1.83,2.81,,3.54,2.69,6.11,4.28,2.32,,3.05,3.66,3.91,1.95,4.15,3.3,1.95,4.15,,2.44,4.76,,18.93,5.37,,11.11,2.2,2.69,5.13,2.08,,6.35,36.88,,2.2,2.32,,4.4,12.09,1.83,1.83,2.69,2.2,9.65,3.05,3.91,2.44,,3.66,3.3,25.246914,20.574074,30.320988,0.112889,20.423611,74.244506
US_NC_37141,2020-05-25,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,2,0,72,1,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,18,24,,-63,17,3.1,2.38,8.46,5.36,12.52,,4.89,5.84,,3.46,5.96,3.58,,2.74,4.53,2.15,6.2,4.65,,3.46,2.86,2.62,4.89,6.55,2.86,2.03,,4.53,2.74,3.1,2.86,3.1,3.46,,3.46,1.91,2.5,7.03,,17.4,4.17,2.27,13.47,,1.79,2.86,1.67,2.38,5.72,38.97,1.91,2.15,2.38,1.79,4.41,11.92,1.67,1.91,,3.22,9.65,3.1,4.05,2.15,2.86,4.17,3.1,21.345679,17.790123,26.740741,0.197556,17.833333,79.835083
US_NC_37141,2020-05-26,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,0,0,72,1,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,11,14,,-24,9,3.48,5.95,9.65,5.5,13.8,2.47,6.96,4.26,1.79,3.48,7.07,3.59,2.02,3.81,4.6,2.36,6.51,2.13,2.58,2.81,2.69,4.82,2.02,10.66,5.05,2.02,2.24,2.92,5.5,5.27,2.36,4.82,3.81,2.24,5.27,,3.03,7.96,,23.0,5.38,3.48,13.69,3.25,5.38,3.59,2.13,2.36,5.61,44.2,1.57,2.81,3.37,2.81,3.37,10.99,,2.58,,2.69,7.74,3.93,6.17,3.14,3.7,3.37,2.81,20.351852,17.62963,24.024691,0.0,17.631944,84.408863
US_NC_37141,2020-05-27,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,2,0,74,1,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,-4,7,,-26,11,2.64,2.86,9.01,5.28,16.04,1.76,10.33,7.03,1.98,3.74,5.28,3.85,2.31,2.64,3.63,1.98,6.48,2.64,1.98,2.31,1.98,5.05,3.19,5.6,4.72,2.09,2.64,1.65,4.72,5.82,2.53,2.75,3.74,,1.98,2.2,2.2,7.91,2.09,26.37,6.59,2.97,12.97,2.2,4.18,3.08,1.87,,4.95,37.91,1.65,2.31,2.97,1.87,5.28,11.54,2.53,,,2.42,7.14,2.97,4.72,,2.53,3.19,3.52,22.45679,19.333333,25.549383,4.209143,20.875,91.301763
US_NC_37141,2020-05-28,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,0,0,74,1,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,4,11,,-25,9,4.49,4.14,7.71,4.95,11.73,2.3,8.17,6.33,,3.45,5.64,2.88,1.61,2.3,3.45,3.22,7.82,3.1,1.96,3.22,2.88,4.6,3.22,7.59,3.91,2.07,2.53,2.42,3.91,4.83,2.42,4.6,5.06,1.96,4.49,2.3,3.33,7.02,,26.34,6.33,3.57,10.58,3.22,5.18,5.29,2.53,2.65,5.52,39.11,,3.22,2.99,,5.18,11.04,2.19,2.65,,3.45,7.36,4.49,4.95,3.45,,4.37,,24.839506,22.345679,28.067901,6.458857,23.034722,89.472643
US_NC_37141,2020-05-29,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,1,0,75,1,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,2,12,,-24,11,2.46,3.99,9.73,3.87,12.66,,6.1,5.04,1.76,2.46,5.39,2.35,2.23,3.75,3.52,3.4,6.8,2.35,4.34,2.11,2.11,4.11,2.58,10.91,3.52,,,1.64,3.99,3.87,,4.57,3.87,,3.99,,3.63,6.92,2.35,21.46,4.92,2.46,9.73,2.23,3.63,3.75,2.58,,5.04,40.58,2.23,2.23,2.81,,3.99,9.27,,,,3.28,7.97,7.15,5.51,,3.63,2.93,2.35,24.438272,21.882716,28.401235,18.288,22.798611,90.750774
US_NC_37141,2020-05-30,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,0,0,75,1,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,8,15,,-3,,2.55,5.34,7.4,5.58,10.2,2.67,7.77,5.7,,3.28,7.89,4.25,2.91,3.52,3.76,2.06,5.46,3.03,2.79,3.64,2.06,5.95,2.31,8.13,4.86,1.7,1.82,2.43,3.64,5.34,3.03,4.86,5.1,,4.25,2.43,2.79,7.16,2.67,19.3,5.46,4.13,10.32,3.16,4.25,4.0,2.79,2.55,5.34,40.78,1.94,,,,4.61,9.47,,2.19,,,4.98,6.43,2.91,,2.67,4.0,2.31,23.932099,21.530864,28.728395,8.527143,21.784722,87.824908
US_NC_37141,2020-05-31,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,5,0,80,1,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,34,21,,-9,,3.0,6.62,6.87,5.87,14.99,,8.87,4.37,,3.5,4.75,3.62,2.37,3.5,4.37,2.25,5.12,4.0,2.75,2.75,,4.62,3.62,7.49,4.5,2.0,,,4.62,2.87,2.0,5.0,3.25,1.75,3.62,3.12,2.87,5.62,2.25,19.48,5.25,3.37,11.61,1.75,2.25,3.5,2.25,,4.25,35.09,2.62,,,,5.0,10.49,1.87,2.37,,,7.37,4.37,3.5,2.0,2.5,3.0,2.5,23.623457,20.666667,26.950617,3.7465,18.152778,71.449944
US_NC_37141,2020-06-01,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,3,0,83,1,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,16,20,,-20,7,3.34,3.82,11.59,4.06,13.38,,6.45,4.42,2.27,3.94,6.81,4.18,2.75,2.03,4.06,3.1,6.93,3.82,3.23,2.63,1.91,2.99,,6.93,4.42,2.03,2.51,4.06,4.06,4.66,1.91,5.02,4.42,1.79,3.94,,2.27,6.45,,20.3,5.14,2.63,11.59,3.1,4.78,3.46,2.87,,5.85,37.26,,1.67,2.63,,5.14,11.35,2.15,,,2.03,7.05,4.06,4.18,,2.39,2.51,1.91,20.12963,14.450617,25.666667,0.0,12.625,62.731169
US_NC_37141,2020-06-02,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,-2,0,81,1,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,14,18,,-21,7,3.0,4.67,8.03,5.15,13.66,1.92,5.99,5.27,2.52,2.4,4.79,4.91,2.04,4.07,3.95,1.8,6.23,3.12,3.12,4.07,,4.43,2.64,6.47,4.19,1.68,1.68,2.4,4.67,4.19,2.28,3.23,4.91,1.8,3.12,2.64,2.88,8.74,2.16,20.73,5.39,2.52,15.1,3.95,4.55,3.35,2.52,2.64,4.31,41.69,1.68,1.8,2.28,,5.39,10.54,2.04,2.75,1.68,4.31,6.11,3.12,3.95,2.28,2.52,4.91,2.16,21.160494,14.703704,27.635802,0.0,14.680556,67.386153
US_NC_37141,2020-06-03,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,1,0,82,1,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,20,20,,-24,7,2.28,5.04,8.53,4.56,13.57,,9.01,6.6,2.28,4.32,6.84,3.12,1.8,2.04,4.08,2.16,6.0,4.44,1.68,4.44,2.04,4.56,2.4,8.16,4.8,,2.4,3.0,4.2,4.08,1.68,2.88,4.56,,4.2,2.64,3.12,9.24,,21.73,5.4,2.4,11.89,2.52,6.24,4.44,2.76,1.92,5.64,37.22,2.04,2.76,2.52,2.04,6.48,10.45,2.76,3.36,,2.76,8.88,4.08,4.32,2.88,2.04,5.04,3.36,25.074074,19.290123,30.62963,0.395111,18.027778,64.745741
US_NC_37141,2020-06-04,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,9,0,91,1,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,24,19,,-22,6,3.48,3.48,10.2,3.84,13.2,1.92,7.56,5.64,2.64,3.84,4.56,2.28,1.8,3.0,3.96,1.92,4.68,3.6,2.16,2.88,1.68,5.04,2.16,8.76,4.08,,4.08,2.04,3.72,5.16,3.72,3.24,5.16,,4.2,,2.16,7.56,2.16,21.72,4.92,3.24,12.6,2.16,4.2,3.84,4.32,4.2,4.8,36.72,2.04,,2.04,2.04,5.28,11.52,2.28,2.04,,1.92,5.52,3.6,4.44,2.04,3.84,5.76,2.76,25.222222,21.45679,30.080247,0.0,19.75,71.222837
US_NC_37141,2020-06-05,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,7,0,98,1,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,15,21,,-25,8,3.01,4.57,6.97,4.57,11.9,3.37,7.46,6.37,2.4,2.29,5.17,5.29,1.68,2.52,3.13,1.8,6.37,4.93,2.4,2.52,2.52,3.61,3.49,6.97,4.69,,2.17,2.17,3.85,3.13,2.17,3.85,3.37,,5.17,,3.49,6.37,,21.29,5.05,3.73,12.03,2.29,4.09,4.69,2.65,,5.77,34.88,2.04,2.4,3.01,,5.17,9.98,2.04,2.29,,3.01,6.49,3.13,4.21,2.17,,3.97,2.77,25.141975,21.512346,29.518519,2.431143,21.423611,79.30314
US_NC_37141,2020-06-06,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,5,0,103,1,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,25,28,,-3,,3.43,3.56,8.77,3.3,15.5,,5.97,5.46,1.91,3.81,5.46,3.94,2.67,3.18,1.91,2.54,5.59,2.92,2.67,3.05,1.78,3.94,3.18,4.07,3.56,,,,4.07,2.16,2.41,4.58,2.67,,3.81,1.91,2.8,7.12,2.54,19.44,5.21,2.54,11.95,3.05,4.83,4.32,2.29,2.16,4.07,37.87,1.91,2.92,1.91,,3.94,11.69,,2.29,,,8.01,2.8,5.21,2.41,2.54,3.18,3.43,25.962963,22.604938,30.407407,1.124857,22.409722,81.308058
US_NC_37141,2020-06-07,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,5,0,108,1,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,40,22,,-11,,2.39,5.27,7.9,3.59,11.61,2.27,8.38,4.91,2.27,2.99,7.18,4.67,2.04,3.11,5.15,1.8,5.15,4.07,3.59,4.31,2.04,4.43,2.27,6.94,3.83,1.92,2.39,3.59,5.27,3.71,1.68,5.15,5.39,,4.79,2.99,2.75,6.34,1.92,20.59,5.63,2.39,13.17,3.95,3.83,5.15,2.51,3.47,4.43,42.14,,3.35,3.35,,6.82,10.89,,2.27,,2.39,7.06,3.23,2.87,2.27,3.11,3.35,4.07,26.358025,23.135802,31.777778,1.342571,22.090278,77.805238
US_NC_37141,2020-06-08,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,5,0,113,1,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,24,24,,-19,6,3.44,4.39,8.07,5.22,11.98,2.14,9.37,6.53,2.85,4.03,6.29,3.2,3.08,3.68,2.85,3.92,6.64,4.87,3.32,3.8,,4.87,3.56,7.83,4.75,,2.97,2.97,4.75,5.1,2.97,4.63,4.63,2.14,4.75,2.02,2.85,6.41,2.61,24.92,7.24,3.44,13.64,3.08,4.98,4.63,3.08,2.14,6.53,46.15,2.14,3.2,2.97,,4.98,9.97,,2.61,,2.14,7.59,3.92,3.44,2.49,2.73,4.15,2.37,24.685185,21.722222,29.888889,2.286,21.340278,82.051598
US_NC_37141,2020-06-09,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,2,0,115,1,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,21,19,,-20,7,4.09,3.73,8.66,3.85,12.75,3.13,9.86,4.93,,3.37,5.77,5.05,2.04,4.09,3.13,2.65,5.41,4.33,2.04,3.97,2.77,4.69,2.29,7.22,4.45,,2.65,2.65,3.73,3.85,,4.69,4.57,,3.01,2.04,3.37,7.22,,23.69,5.77,3.13,12.75,,4.81,6.62,1.68,,7.22,40.65,1.68,2.77,3.13,,4.81,11.43,2.53,2.53,,2.65,9.02,3.97,5.53,1.68,2.65,5.17,2.29,25.666667,22.098765,29.820988,0.846667,22.0,80.348633
US_NC_37141,2020-06-10,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,2,0,117,1,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,19,18,,-22,8,3.35,4.9,10.16,5.02,14.35,,8.13,6.58,1.91,3.83,4.66,5.62,2.03,3.59,4.54,2.87,5.5,3.35,1.67,3.59,1.67,3.94,3.71,9.09,4.54,2.15,1.91,2.75,4.78,2.75,2.15,4.07,3.83,2.03,4.18,2.03,2.39,7.65,3.11,27.26,5.62,2.75,13.27,,3.23,3.83,2.87,1.91,4.9,40.65,,1.67,2.51,,4.78,11.0,,2.27,,1.67,7.77,6.1,5.26,1.67,3.35,3.59,2.63,25.981481,23.314815,29.888889,0.0,22.631944,81.631039
US_NC_37141,2020-06-11,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,5,0,122,1,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,22,18,,-21,7,3.18,4.83,8.72,4.72,11.55,2.24,9.08,6.37,1.65,4.24,6.13,4.01,3.3,4.36,4.01,3.3,6.48,3.77,2.95,2.95,1.77,5.3,2.24,10.49,5.3,1.77,2.95,3.65,4.83,5.07,2.48,3.65,7.43,,4.01,,3.65,6.37,2.71,23.22,5.89,4.01,9.31,2.59,4.36,4.01,2.24,2.95,6.72,43.97,2.59,,2.36,,6.13,10.26,1.77,,,2.59,8.13,4.01,4.13,4.36,2.83,4.83,2.95,25.302469,23.888889,27.993827,0.296333,21.909722,81.544721
US_NC_37141,2020-06-12,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,1,0,123,1,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,10,15,,-25,11,1.98,3.14,8.62,6.05,13.62,2.56,6.99,6.17,,2.79,5.82,4.77,2.1,2.68,2.91,2.44,6.99,3.96,4.77,3.03,2.68,4.31,2.33,7.8,2.68,,1.75,3.38,4.08,4.66,1.75,5.12,4.77,2.33,4.42,3.84,4.54,7.92,,21.89,5.36,3.73,11.99,3.84,3.84,3.96,,1.86,5.71,39.36,2.44,2.44,2.79,2.21,3.61,9.32,,,1.98,1.63,8.38,3.84,4.31,2.1,1.86,4.89,2.44,23.351852,21.41358,26.17284,20.356286,21.701389,90.668067
US_NC_37141,2020-06-13,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,6,0,129,1,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,21,23,,-4,,2.19,3.4,8.01,3.16,12.87,2.55,9.35,5.22,,2.31,5.71,4.01,2.19,3.76,,2.55,5.46,4.01,2.43,2.79,2.31,5.22,2.06,7.16,4.37,2.19,2.67,2.91,4.25,2.67,2.06,4.01,5.34,,3.52,,2.55,6.43,,19.79,4.98,3.76,12.75,2.67,3.76,3.52,,2.31,5.46,40.3,2.19,,,,3.16,10.07,2.19,2.91,,2.67,6.19,3.4,3.28,2.67,3.88,3.52,2.31,21.08642,18.32716,24.604938,20.501429,18.4375,84.923775
US_NC_37141,2020-06-14,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,11,0,140,1,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,22,17,,-8,,4.11,4.7,8.34,4.93,12.33,2.82,7.75,8.1,,2.11,5.64,3.88,2.7,3.29,2.11,3.17,5.99,4.23,1.76,3.52,2.7,4.7,3.88,8.57,3.52,2.35,,2.94,5.99,3.29,,4.46,5.75,,4.23,2.47,3.64,7.63,3.4,21.14,5.87,2.82,12.1,3.29,4.7,4.93,2.11,1.88,4.34,39.81,3.05,,2.11,2.11,5.52,8.81,,,,3.4,6.46,5.75,5.05,3.17,2.23,2.47,2.47,20.246914,18.17284,23.462963,6.477,17.611111,85.223944
US_NC_37141,2020-06-15,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,3,0,143,1,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,14,11,,-24,10,3.64,5.01,8.54,4.78,14.35,1.82,9.56,8.2,,4.44,5.69,2.85,2.39,4.44,2.28,4.55,7.29,3.76,2.85,2.62,3.87,5.01,2.16,9.45,4.67,,1.82,3.42,6.38,3.64,3.76,3.07,4.1,2.16,4.44,2.28,3.07,7.29,2.96,26.3,7.63,3.87,11.84,,3.53,6.26,2.96,2.05,7.63,40.65,,2.62,3.3,,4.67,6.49,3.07,1.82,,2.96,6.72,4.67,5.58,2.62,2.5,5.12,1.82,18.253086,16.62963,22.018519,10.450286,16.604167,91.437667
US_NC_37141,2020-06-16,ChIJeYHpTuZiqYkR9N2LDwDefB0,Q507826,geoId/37141,US,United States of America,NC,North Carolina,37141,Pender County,US,USA,2,0,0,143,1,,,60719,30216,30503,7239,7609,6212,7317,8182,8973,8205,4812,2170,2528732,34.51,-77.89,2416,77.238462,7,6,,-21,11,3.28,3.63,9.13,5.62,11.47,3.75,7.96,4.45,2.46,3.39,6.32,2.34,3.51,4.1,2.57,1.75,9.01,4.33,3.51,4.1,3.63,4.8,3.28,9.01,4.56,1.64,1.87,3.39,5.62,3.39,2.46,4.56,5.38,1.75,5.5,2.46,3.98,8.89,2.11,25.04,7.49,5.15,8.66,4.21,4.45,6.32,2.81,1.87,4.8,41.66,1.99,2.22,3.51,,3.98,9.48,,2.93,1.75,2.81,5.85,5.03,5.03,2.93,2.81,3.98,3.28,18.648148,17.395062,20.851852,37.628286,17.520833,94.375222
