location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MS_28057,2020-01-29,ChIJmZEjB25lh4gRuPuzOmATQQM,Q490852,geoId/28057,US,United States of America,MS,Mississippi,28057,Itawamba County,US,USA,2,,,,,,,23499,11589,11910,2735,3364,3242,2596,3012,3063,2637,1908,942,1833627,34.28,-88.36,1400,74.96,,,,,25.82,16.56,38.97,8.77,46.76,14.13,9.333333,5.116667,13.933333,0.635,,4.785714,71.649892
US_MS_28057,2020-01-30,ChIJmZEjB25lh4gRuPuzOmATQQM,Q490852,geoId/28057,US,United States of America,MS,Mississippi,28057,Itawamba County,US,USA,2,,,,,,,23499,11589,11910,2735,3364,3242,2596,3012,3063,2637,1908,942,1833627,34.28,-88.36,1400,74.96,,,,,34.32,9.22,32.27,,37.4,,7.094444,1.95,13.855556,0.4064,,3.603175,78.107815
US_MS_28057,2020-01-31,ChIJmZEjB25lh4gRuPuzOmATQQM,Q490852,geoId/28057,US,United States of America,MS,Mississippi,28057,Itawamba County,US,USA,2,,,,,,,23499,11589,11910,2735,3364,3242,2596,3012,3063,2637,1908,942,1833627,34.28,-88.36,1400,74.96,,,,7.05,29.76,,30.54,6.66,30.15,8.61,8.5,4.427778,12.755556,0.03175,,4.944444,79.453829
US_MS_28057,2020-02-01,ChIJmZEjB25lh4gRuPuzOmATQQM,Q490852,geoId/28057,US,United States of America,MS,Mississippi,28057,Itawamba County,US,USA,2,,,,,,,23499,11589,11910,2735,3364,3242,2596,3012,3063,2637,1908,942,1833627,34.28,-88.36,1400,74.96,,,,,22.88,10.4,32.24,,47.84,9.36,8.711111,6.65,11.144444,0.508,,5.047619,77.428825
US_MS_28057,2020-02-02,ChIJmZEjB25lh4gRuPuzOmATQQM,Q490852,geoId/28057,US,United States of America,MS,Mississippi,28057,Itawamba County,US,USA,2,,,,,,,23499,11589,11910,2735,3364,3242,2596,3012,3063,2637,1908,942,1833627,34.28,-88.36,1400,74.96,,,,10.16,23.37,11.18,29.97,,38.1,8.63,8.672222,0.666667,21.077778,0.1016,,1.150794,58.592175
US_MS_28057,2020-02-03,ChIJmZEjB25lh4gRuPuzOmATQQM,Q490852,geoId/28057,US,United States of America,MS,Mississippi,28057,Itawamba County,US,USA,2,,,,,,,23499,11589,11910,2735,3364,3242,2596,3012,3063,2637,1908,942,1833627,34.28,-88.36,1400,74.96,,,,11.14,23.56,7.71,37.27,7.28,33.84,8.14,13.811111,5.294444,22.744444,0.0,,4.47619,53.224047
US_MS_28057,2020-02-04,ChIJmZEjB25lh4gRuPuzOmATQQM,Q490852,geoId/28057,US,United States of America,MS,Mississippi,28057,Itawamba County,US,USA,2,,,,,,,23499,11589,11910,2735,3364,3242,2596,3012,3063,2637,1908,942,1833627,34.28,-88.36,1400,74.96,,,,6.52,18.42,9.59,33.0,6.91,26.86,7.29,16.627778,12.655556,20.377778,1.30175,,11.936508,74.037608
US_MS_28057,2020-02-05,ChIJmZEjB25lh4gRuPuzOmATQQM,Q490852,geoId/28057,US,United States of America,MS,Mississippi,28057,Itawamba County,US,USA,2,,,,,,,23499,11589,11910,2735,3364,3242,2596,3012,3063,2637,1908,942,1833627,34.28,-88.36,1400,74.96,,,,7.62,21.51,7.62,35.4,7.62,40.33,,17.816667,15.355556,20.244444,7.874,,15.690476,88.389618
US_MS_28057,2020-02-06,ChIJmZEjB25lh4gRuPuzOmATQQM,Q490852,geoId/28057,US,United States of America,MS,Mississippi,28057,Itawamba County,US,USA,2,,,,,,,23499,11589,11910,2735,3364,3242,2596,3012,3063,2637,1908,942,1833627,34.28,-88.36,1400,74.96,,,,,16.84,11.07,34.16,,40.42,7.22,9.472222,4.277778,19.0,59.290857,,6.968254,86.551339
US_MS_28057,2020-02-07,ChIJmZEjB25lh4gRuPuzOmATQQM,Q490852,geoId/28057,US,United States of America,MS,Mississippi,28057,Itawamba County,US,USA,2,,,,,,,23499,11589,11910,2735,3364,3242,2596,3012,3063,2637,1908,942,1833627,34.28,-88.36,1400,74.96,,,,8.68,15.08,7.77,24.22,,31.99,9.14,3.122222,0.783333,7.127778,13.897429,,-1.293651,71.213526
US_MS_28057,2020-02-08,ChIJmZEjB25lh4gRuPuzOmATQQM,Q490852,geoId/28057,US,United States of America,MS,Mississippi,28057,Itawamba County,US,USA,2,,,,,,,23499,11589,11910,2735,3364,3242,2596,3012,3063,2637,1908,942,1833627,34.28,-88.36,1400,74.96,,,,10.5,21.0,,21.0,,40.35,11.05,6.644444,1.766667,13.25,0.197556,,-0.039683,59.976203
US_MS_28057,2020-02-09,ChIJmZEjB25lh4gRuPuzOmATQQM,Q490852,geoId/28057,US,United States of America,MS,Mississippi,28057,Itawamba County,US,USA,2,,,,,,,23499,11589,11910,2735,3364,3242,2596,3012,3063,2637,1908,942,1833627,34.28,-88.36,1400,74.96,,,,13.8,14.32,,28.12,8.69,37.32,7.67,7.666667,-0.144444,18.305556,0.1016,,2.801587,68.684315
US_MS_28057,2020-02-10,ChIJmZEjB25lh4gRuPuzOmATQQM,Q490852,geoId/28057,US,United States of America,MS,Mississippi,28057,Itawamba County,US,USA,2,,,,,,,23499,11589,11910,2735,3364,3242,2596,3012,3063,2637,1908,942,1833627,34.28,-88.36,1400,74.96,,,,12.31,25.85,12.72,22.98,6.98,41.03,6.16,13.433333,11.033333,15.855556,4.28625,,11.015873,83.369278
US_MS_28057,2020-02-11,ChIJmZEjB25lh4gRuPuzOmATQQM,Q490852,geoId/28057,US,United States of America,MS,Mississippi,28057,Itawamba County,US,USA,2,,,,,,,23499,11589,11910,2735,3364,3242,2596,3012,3063,2637,1908,942,1833627,34.28,-88.36,1400,74.96,,,,9.34,19.1,10.19,28.44,8.49,37.77,,12.066667,7.444444,17.094444,68.326,,10.246032,88.534772
US_MS_28057,2020-02-12,ChIJmZEjB25lh4gRuPuzOmATQQM,Q490852,geoId/28057,US,United States of America,MS,Mississippi,28057,Itawamba County,US,USA,2,,,,,,,23499,11589,11910,2735,3364,3242,2596,3012,3063,2637,1908,942,1833627,34.28,-88.36,1400,74.96,,,,9.55,16.31,12.33,22.27,,26.25,7.16,9.783333,6.622222,20.616667,15.84325,,7.833333,86.7712
US_MS_28057,2020-02-13,ChIJmZEjB25lh4gRuPuzOmATQQM,Q490852,geoId/28057,US,United States of America,MS,Mississippi,28057,Itawamba County,US,USA,2,,,,,,,23499,11589,11910,2735,3364,3242,2596,3012,3063,2637,1908,942,1833627,34.28,-88.36,1400,74.96,,,,6.33,13.51,9.29,26.59,7.18,32.92,,10.305556,5.311111,18.166667,39.84625,,7.126984,81.518232
US_MS_28057,2020-02-14,ChIJmZEjB25lh4gRuPuzOmATQQM,Q490852,geoId/28057,US,United States of America,MS,Mississippi,28057,Itawamba County,US,USA,2,,,,,,,23499,11589,11910,2735,3364,3242,2596,3012,3063,2637,1908,942,1833627,34.28,-88.36,1400,74.96,,,,,11.69,11.69,29.47,9.36,30.87,8.42,1.711111,-3.355556,6.927778,5.870222,,-5.015873,59.553357
US_MS_28057,2020-02-15,ChIJmZEjB25lh4gRuPuzOmATQQM,Q490852,geoId/28057,US,United States of America,MS,Mississippi,28057,Itawamba County,US,USA,2,,,,,,,23499,11589,11910,2735,3364,3242,2596,3012,3063,2637,1908,942,1833627,34.28,-88.36,1400,74.96,11,-5,6,,13.0,8.67,24.92,,37.93,8.13,3.3,-4.516667,14.361111,1.7018,,-4.214286,56.53292
US_MS_28057,2020-02-16,ChIJmZEjB25lh4gRuPuzOmATQQM,Q490852,geoId/28057,US,United States of America,MS,Mississippi,28057,Itawamba County,US,USA,2,,,,,,,23499,11589,11910,2735,3364,3242,2596,3012,3063,2637,1908,942,1833627,34.28,-88.36,1400,74.96,-3,8,-2,,20.67,11.13,22.26,9.54,33.92,,10.405556,7.027778,14.283333,0.0,,3.047619,60.871704
US_MS_28057,2020-02-17,ChIJmZEjB25lh4gRuPuzOmATQQM,Q490852,geoId/28057,US,United States of America,MS,Mississippi,28057,Itawamba County,US,USA,2,,,,,,,23499,11589,11910,2735,3364,3242,2596,3012,3063,2637,1908,942,1833627,34.28,-88.36,1400,74.96,0,0,-18,10.57,11.05,7.69,31.23,8.17,42.28,,8.294444,2.55,14.627778,0.0,,6.706349,88.144074
US_MS_28057,2020-02-18,ChIJmZEjB25lh4gRuPuzOmATQQM,Q490852,geoId/28057,US,United States of America,MS,Mississippi,28057,Itawamba County,US,USA,2,,,,,,,23499,11589,11910,2735,3364,3242,2596,3012,3063,2637,1908,942,1833627,34.28,-88.36,1400,74.96,-6,-2,1,12.91,15.12,9.22,28.03,10.33,34.67,13.64,14.772222,10.533333,17.261111,3.84175,,13.047619,88.572999
US_MS_28057,2020-02-19,ChIJmZEjB25lh4gRuPuzOmATQQM,Q490852,geoId/28057,US,United States of America,MS,Mississippi,28057,Itawamba County,US,USA,2,,,,,,,23499,11589,11910,2735,3364,3242,2596,3012,3063,2637,1908,942,1833627,34.28,-88.36,1400,74.96,13,-4,1,12.37,16.38,9.83,24.02,7.28,32.75,,8.244444,5.672222,14.827778,30.13075,,4.460317,76.607904
US_MS_28057,2020-02-20,ChIJmZEjB25lh4gRuPuzOmATQQM,Q490852,geoId/28057,US,United States of America,MS,Mississippi,28057,Itawamba County,US,USA,2,,,,,,,23499,11589,11910,2735,3364,3242,2596,3012,3063,2637,1908,942,1833627,34.28,-88.36,1400,74.96,-1,-3,-3,6.96,13.93,6.96,27.12,5.86,31.88,6.23,5.95,2.733333,9.8,4.572,,1.571429,73.413735
US_MS_28057,2020-02-21,ChIJmZEjB25lh4gRuPuzOmATQQM,Q490852,geoId/28057,US,United States of America,MS,Mississippi,28057,Itawamba County,US,USA,2,,,,,,,23499,11589,11910,2735,3364,3242,2596,3012,3063,2637,1908,942,1833627,34.28,-88.36,1400,74.96,2,0,2,6.42,6.79,9.44,20.0,6.79,33.59,8.3,1.666667,-3.016667,7.227778,12.6238,,-5.150794,59.251787
US_MS_28057,2020-02-22,ChIJmZEjB25lh4gRuPuzOmATQQM,Q490852,geoId/28057,US,United States of America,MS,Mississippi,28057,Itawamba County,US,USA,2,,,,,,,23499,11589,11910,2735,3364,3242,2596,3012,3063,2637,1908,942,1833627,34.28,-88.36,1400,74.96,5,-5,9,12.39,18.32,11.31,17.78,8.08,39.86,9.7,2.25,-5.138889,12.566667,0.0,,-4.84127,58.391561
US_MS_28057,2020-02-23,ChIJmZEjB25lh4gRuPuzOmATQQM,Q490852,geoId/28057,US,United States of America,MS,Mississippi,28057,Itawamba County,US,USA,2,,,,,,,23499,11589,11910,2735,3364,3242,2596,3012,3063,2637,1908,942,1833627,34.28,-88.36,1400,74.96,-7,12,-7,10.86,7.41,,24.69,7.9,42.95,,7.022222,0.45,13.266667,0.028222,,0.928571,63.687015
US_MS_28057,2020-02-24,ChIJmZEjB25lh4gRuPuzOmATQQM,Q490852,geoId/28057,US,United States of America,MS,Mississippi,28057,Itawamba County,US,USA,2,,,,,,,23499,11589,11910,2735,3364,3242,2596,3012,3063,2637,1908,942,1833627,34.28,-88.36,1400,74.96,-4,5,0,10.07,11.86,7.19,30.56,5.75,39.55,,9.194444,6.605556,14.105556,1.42875,,6.753968,83.625308
US_MS_28057,2020-02-25,ChIJmZEjB25lh4gRuPuzOmATQQM,Q490852,geoId/28057,US,United States of America,MS,Mississippi,28057,Itawamba County,US,USA,2,,,,,,,23499,11589,11910,2735,3364,3242,2596,3012,3063,2637,1908,942,1833627,34.28,-88.36,1400,74.96,10,2,4,9.53,19.78,8.43,31.14,8.43,30.04,5.5,12.505556,5.461111,16.694444,8.805333,,8.357143,75.482158
US_MS_28057,2020-02-26,ChIJmZEjB25lh4gRuPuzOmATQQM,Q490852,geoId/28057,US,United States of America,MS,Mississippi,28057,Itawamba County,US,USA,2,,,,,,,23499,11589,11910,2735,3364,3242,2596,3012,3063,2637,1908,942,1833627,34.28,-88.36,1400,74.96,27,9,2,8.86,18.43,10.28,40.05,9.21,37.22,,7.827778,4.483333,13.244444,0.254,,3.960317,74.864491
US_MS_28057,2020-02-27,ChIJmZEjB25lh4gRuPuzOmATQQM,Q490852,geoId/28057,US,United States of America,MS,Mississippi,28057,Itawamba County,US,USA,2,,,,,,,23499,11589,11910,2735,3364,3242,2596,3012,3063,2637,1908,942,1833627,34.28,-88.36,1400,74.96,22,3,2,10.28,29.37,8.08,37.81,10.28,30.11,,3.572222,-1.9,9.222222,0.85725,,-3.880952,56.528139
US_MS_28057,2020-02-28,ChIJmZEjB25lh4gRuPuzOmATQQM,Q490852,geoId/28057,US,United States of America,MS,Mississippi,28057,Itawamba County,US,USA,2,,,,,,,23499,11589,11910,2735,3364,3242,2596,3012,3063,2637,1908,942,1833627,34.28,-88.36,1400,74.96,18,8,1,9.9,19.4,7.92,27.32,,34.44,,6.211111,0.783333,12.605556,0.0,,-2.206349,54.235994
US_MS_28057,2020-02-29,ChIJmZEjB25lh4gRuPuzOmATQQM,Q490852,geoId/28057,US,United States of America,MS,Mississippi,28057,Itawamba County,US,USA,2,,,,,,,23499,11589,11910,2735,3364,3242,2596,3012,3063,2637,1908,942,1833627,34.28,-88.36,1400,74.96,22,1,7,10.07,22.25,,35.5,,38.67,9.54,7.611111,-0.044444,15.577778,0.0,,-0.436508,55.015016
US_MS_28057,2020-03-01,ChIJmZEjB25lh4gRuPuzOmATQQM,Q490852,geoId/28057,US,United States of America,MS,Mississippi,28057,Itawamba County,US,USA,2,,,,,,,23499,11589,11910,2735,3364,3242,2596,3012,3063,2637,1908,942,1833627,34.28,-88.36,1400,74.96,15,,-7,15.63,20.51,9.77,34.18,,40.53,8.3,9.722222,2.172222,19.777778,0.0,,1.928571,56.246766
US_MS_28057,2020-03-02,ChIJmZEjB25lh4gRuPuzOmATQQM,Q490852,geoId/28057,US,United States of America,MS,Mississippi,28057,Itawamba County,US,USA,2,,,,,,,23499,11589,11910,2735,3364,3242,2596,3012,3063,2637,1908,942,1833627,34.28,-88.36,1400,74.96,17,9,1,8.5,20.18,9.91,42.13,,32.57,6.73,14.6,11.527778,19.544444,3.71475,,10.134921,72.748421
US_MS_28057,2020-03-03,ChIJmZEjB25lh4gRuPuzOmATQQM,Q490852,geoId/28057,US,United States of America,MS,Mississippi,28057,Itawamba County,US,USA,2,,,,,,,23499,11589,11910,2735,3364,3242,2596,3012,3063,2637,1908,942,1833627,34.28,-88.36,1400,74.96,30,27,1,9.32,18.29,8.97,34.79,8.25,32.28,,18.455556,15.638889,21.633333,8.22325,,14.325397,75.547992
