location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_AK_02158,2020-01-01,ChIJW4RSG5ZoJFcR2-oeYuGVuRQ,Q379474,geoId/02158,US,United States of America,AK,Alaska,02158,Kusilvak,US,USA,2,,,,,,,8236,4334,3902,2083,1560,1399,930,677,814,502,186,85,2605316,62.25056,-163.00056,19673,-21.201389,-22.854167,-19.1875,0.0,-23.952381,79.062581
US_AK_02158,2020-01-02,ChIJW4RSG5ZoJFcR2-oeYuGVuRQ,Q379474,geoId/02158,US,United States of America,AK,Alaska,02158,Kusilvak,US,USA,2,,,,,,,8236,4334,3902,2083,1560,1399,930,677,814,502,186,85,2605316,62.25056,-163.00056,19673,-20.256944,-23.472222,-17.652778,0.0,-22.484127,82.778763
US_AK_02158,2020-01-03,ChIJW4RSG5ZoJFcR2-oeYuGVuRQ,Q379474,geoId/02158,US,United States of America,AK,Alaska,02158,Kusilvak,US,USA,2,,,,,,,8236,4334,3902,2083,1560,1399,930,677,814,502,186,85,2605316,62.25056,-163.00056,19673,-21.215278,-24.291667,-17.979167,0.0,-23.246032,83.209565
US_AK_02158,2020-01-04,ChIJW4RSG5ZoJFcR2-oeYuGVuRQ,Q379474,geoId/02158,US,United States of America,AK,Alaska,02158,Kusilvak,US,USA,2,,,,,,,8236,4334,3902,2083,1560,1399,930,677,814,502,186,85,2605316,62.25056,-163.00056,19673,-21.923611,-24.784722,-18.777778,0.0,-24.230159,82.06026
US_AK_02158,2020-01-05,ChIJW4RSG5ZoJFcR2-oeYuGVuRQ,Q379474,geoId/02158,US,United States of America,AK,Alaska,02158,Kusilvak,US,USA,2,,,,,,,8236,4334,3902,2083,1560,1399,930,677,814,502,186,85,2605316,62.25056,-163.00056,19673,-25.673611,-27.736111,-20.8125,0.0,-28.460317,78.26305
US_AK_02158,2020-01-06,ChIJW4RSG5ZoJFcR2-oeYuGVuRQ,Q379474,geoId/02158,US,United States of America,AK,Alaska,02158,Kusilvak,US,USA,2,,,,,,,8236,4334,3902,2083,1560,1399,930,677,814,502,186,85,2605316,62.25056,-163.00056,19673,-27.513889,-29.777778,-24.5625,0.0,-30.261905,78.708319
US_AK_02158,2020-01-07,ChIJW4RSG5ZoJFcR2-oeYuGVuRQ,Q379474,geoId/02158,US,United States of America,AK,Alaska,02158,Kusilvak,US,USA,2,,,,,,,8236,4334,3902,2083,1560,1399,930,677,814,502,186,85,2605316,62.25056,-163.00056,19673,-29.173611,-31.368056,-25.354167,0.0,-31.342593,77.633187
US_AK_02158,2020-01-08,ChIJW4RSG5ZoJFcR2-oeYuGVuRQ,Q379474,geoId/02158,US,United States of America,AK,Alaska,02158,Kusilvak,US,USA,2,,,,,,,8236,4334,3902,2083,1560,1399,930,677,814,502,186,85,2605316,62.25056,-163.00056,19673,-27.0,-30.423611,-23.034722,0.0,-30.119048,76.06555
US_AK_02158,2020-01-09,ChIJW4RSG5ZoJFcR2-oeYuGVuRQ,Q379474,geoId/02158,US,United States of America,AK,Alaska,02158,Kusilvak,US,USA,2,,,,,,,8236,4334,3902,2083,1560,1399,930,677,814,502,186,85,2605316,62.25056,-163.00056,19673,-23.111111,-26.861111,-21.131944,0.0,-26.674603,73.782996
US_AK_02158,2020-01-10,ChIJW4RSG5ZoJFcR2-oeYuGVuRQ,Q379474,geoId/02158,US,United States of America,AK,Alaska,02158,Kusilvak,US,USA,2,,,,,,,8236,4334,3902,2083,1560,1399,930,677,814,502,186,85,2605316,62.25056,-163.00056,19673,-21.166667,-23.590278,-19.229167,0.0,-25.142857,71.187312
