location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_transit_stations,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_IL_17023,2020-01-11,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,,,,,11.91,18.18,32.6,10.794444,3.422222,16.311111,31.524222,9.488889,91.930134
US_IL_17023,2020-01-12,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,,,,,,26.78,34.43,0.65,-1.177778,3.361111,16.425333,-1.05,88.813747
US_IL_17023,2020-01-13,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,,,,,14.53,20.99,33.36,2.933333,0.666667,5.344444,0.0762,0.494444,84.477683
US_IL_17023,2020-01-14,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,,,,9.37,,15.44,36.38,3.4,-0.561111,8.788889,0.028222,1.833333,89.803168
US_IL_17023,2020-01-15,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,,,,,14.88,25.19,27.48,5.511111,0.777778,11.155556,0.108857,4.511111,93.768435
US_IL_17023,2020-01-16,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,,,,11.6,8.84,27.06,38.1,0.688889,-3.95,8.955556,0.0254,-3.044444,76.89903
US_IL_17023,2020-01-17,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,,,,,10.03,17.28,31.77,-2.916667,-5.061111,0.727778,0.0,-7.8,69.894936
US_IL_17023,2020-01-18,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,,,,,9.29,24.77,29.73,3.272222,-1.627778,9.411111,19.2405,0.461111,82.475969
US_IL_17023,2020-01-19,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,,,,,9.95,14.31,28.62,-8.055556,-11.583333,-1.077778,6.38175,-13.366667,66.81507
US_IL_17023,2020-01-20,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,,,,11.06,14.32,27.98,45.56,-8.188889,-10.4,-4.155556,0.0,-12.083333,74.565922
US_IL_17023,2020-01-21,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,,,,9.36,19.27,22.02,30.27,-3.938889,-7.877778,0.166667,0.0,-7.516667,76.935804
US_IL_17023,2020-01-22,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,,,,,12.67,16.52,34.69,-3.033333,-5.927778,1.366667,0.0,-7.172222,74.107075
US_IL_17023,2020-01-23,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,,,,8.03,11.77,23.0,28.36,1.572222,-0.994444,5.183333,0.296333,-3.972222,67.459742
US_IL_17023,2020-01-24,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,,,,,23.7,38.78,35.55,3.361111,1.788889,4.577778,1.778,2.166667,92.310367
US_IL_17023,2020-01-25,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,,,,,28.4,46.23,46.23,1.161111,0.355556,2.661111,0.616857,-0.455556,89.716486
US_IL_17023,2020-01-26,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,,,,,20.03,30.04,37.11,0.727778,-2.883333,5.533333,0.0254,-2.766667,78.426089
US_IL_17023,2020-01-27,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,,,,10.63,34.68,34.12,28.52,-0.672222,-2.383333,1.922222,0.0,-2.272222,89.49796
US_IL_17023,2020-01-28,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,,,,,27.83,34.78,32.65,-0.566667,-1.327778,0.35,0.0,-2.711111,86.116068
US_IL_17023,2020-01-29,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,,,,,20.47,26.72,34.11,0.427778,-0.622222,2.405556,0.072571,-2.194444,83.567377
US_IL_17023,2020-01-30,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,,,,,30.83,25.88,29.73,1.011111,-1.3,4.166667,0.217714,-2.1,80.324414
US_IL_17023,2020-01-31,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,,,,,27.26,36.34,37.41,2.405556,0.322222,5.205556,0.381,-0.016667,84.853585
US_IL_17023,2020-02-01,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,,,,,17.26,26.84,37.07,3.677778,2.016667,5.577778,0.141111,1.188889,84.726265
US_IL_17023,2020-02-02,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,,,,,23.97,32.8,38.47,6.927778,0.05,17.322222,0.0,0.566667,65.1191
US_IL_17023,2020-02-03,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,,,,,16.8,33.05,39.77,9.455556,2.088889,20.522222,0.0,3.438889,66.952169
US_IL_17023,2020-02-04,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,,,,,20.04,29.25,36.83,10.505556,3.355556,16.461111,2.060222,7.066667,79.932696
US_IL_17023,2020-02-05,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,,,,7.84,19.34,30.83,22.99,1.666667,0.4,3.65,3.838222,-1.355556,81.101968
US_IL_17023,2020-02-06,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,,,,11.63,17.45,38.07,31.73,-0.555556,-1.544444,0.8,2.866571,-2.127778,89.751937
US_IL_17023,2020-02-07,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,,,,9.23,23.35,18.46,38.56,-0.744444,-2.694444,2.861111,0.0,-5.2,73.08547
US_IL_17023,2020-02-08,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,,,,,16.0,27.52,34.56,0.133333,-0.883333,1.272222,0.127,-2.822222,81.591801
US_IL_17023,2020-02-09,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,,,,,13.33,36.19,23.49,-0.512346,-4.641975,5.358025,4.73075,-3.432099,81.730433
US_IL_17023,2020-02-10,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,,,,13.16,17.54,28.51,32.89,3.740741,0.308642,8.734568,16.383,1.845679,88.285839
US_IL_17023,2020-02-11,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,,,,9.46,18.36,20.03,35.6,1.839506,0.197531,5.555556,0.931333,-1.814815,77.721676
US_IL_17023,2020-02-12,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,,,,12.84,17.12,18.73,33.18,0.654321,-1.685185,3.006173,0.22225,-1.487654,86.492328
US_IL_17023,2020-02-13,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,,,,,14.75,30.63,26.09,-1.691358,-9.141975,1.888889,6.76275,-3.580247,87.762358
US_IL_17023,2020-02-14,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,,,,,9.01,33.62,26.42,-11.172222,-14.688889,-5.888889,0.3175,-16.4,66.997335
US_IL_17023,2020-02-15,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,4,-9,4,,23.07,27.14,26.46,-3.7,-11.111111,6.238889,0.0,-9.677778,64.876696
US_IL_17023,2020-02-16,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,13,-5,4,,13.25,23.19,39.09,4.166667,-0.066667,9.194444,0.0,-2.083333,65.585085
US_IL_17023,2020-02-17,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,8,4,-18,,21.97,24.41,31.12,3.188889,-0.955556,8.644444,0.798286,-0.127778,79.632726
US_IL_17023,2020-02-18,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,3,-1,3,10.45,20.38,31.35,28.74,6.444444,2.1,10.316667,3.193143,3.572222,82.978125
US_IL_17023,2020-02-19,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,4,-3,1,8.28,17.08,23.3,30.02,0.338889,-3.372222,5.633333,0.0762,-4.888889,69.911078
US_IL_17023,2020-02-20,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,5,0,-1,,12.37,30.93,30.37,-1.077778,-3.627778,2.227778,0.0,-8.638889,58.440524
US_IL_17023,2020-02-21,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,5,7,2,,12.77,23.42,29.27,-4.216667,-9.355556,2.333333,0.0,-12.6,53.767309
US_IL_17023,2020-02-22,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,14,0,5,,14.27,20.11,33.73,0.3,-5.888889,9.2,0.0,-8.905556,51.941017
US_IL_17023,2020-02-23,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,14,-7,4,10.3,12.72,17.57,33.33,5.544444,-0.455556,14.25,0.0,-3.172222,55.185114
US_IL_17023,2020-02-24,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,1,-7,4,16.57,16.57,24.6,30.12,6.65,4.411111,9.988889,2.201333,4.0,83.950455
US_IL_17023,2020-02-25,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,6,1,1,,19.28,29.19,30.23,5.711111,3.433333,7.072222,8.720667,4.405556,92.298349
US_IL_17023,2020-02-26,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,0,1,1,,25.0,36.17,34.58,1.288889,-0.583333,3.444444,2.06375,-0.983333,87.451436
US_IL_17023,2020-02-27,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,8,-1,1,8.38,25.15,41.92,30.91,-0.25,-3.794444,4.538889,0.338667,-7.794444,60.203931
US_IL_17023,2020-02-28,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,8,5,-3,,15.88,28.68,25.09,0.133333,-3.9,3.516667,0.0,-6.077778,66.172862
US_IL_17023,2020-02-29,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,18,-3,4,13.95,27.27,27.27,33.61,-1.672222,-6.788889,4.066667,0.03175,-8.872222,60.480782
US_IL_17023,2020-03-01,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,18,5,6,,18.66,36.07,24.88,5.261111,-1.761111,17.594444,0.0,-3.244444,57.625187
US_IL_17023,2020-03-02,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,6,-5,1,14.06,23.26,39.48,29.75,10.883333,8.188889,15.35,8.748889,6.827778,78.413608
US_IL_17023,2020-03-03,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,21,5,2,11.23,14.97,32.62,37.43,8.822222,3.944444,13.177778,8.382,3.283333,70.943472
US_IL_17023,2020-03-04,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,10,11,5,,24.64,25.16,28.83,6.861111,1.144444,11.916667,0.6096,-2.25,55.04102
US_IL_17023,2020-03-05,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,12,-11,1,9.06,12.26,35.17,29.84,5.016667,-1.7,13.966667,0.0,-2.605556,60.119448
US_IL_17023,2020-03-06,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,7,7,-3,,24.63,40.16,31.05,4.505556,0.766667,10.727778,0.084667,-3.222222,57.554015
US_IL_17023,2020-03-07,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,18,7,7,,24.4,41.55,27.04,1.527778,-5.322222,10.933333,0.0,-4.022222,66.675008
US_IL_17023,2020-03-08,ChIJvzdFsV2KcogRX71D0fcd-dI,Q110532,geoId/17023,US,United States of America,IL,Illinois,17023,Clark County,US,USA,2,,,,,,,15812,7831,7981,1942,2002,1730,1857,1831,2303,2028,1307,812,1801517,39.33,-87.79,1308,76.575,29,15,-2,,21.82,39.68,41.0,7.588889,-0.133333,18.444444,0.0,-3.094444,46.945093
