location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WI_55075,2020-08-25,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,5,0,570,6,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,3,3.43,6.18,3.43,16.94,6.87,6.41,7.1,,7.1,,3.43,6.64,10.53,4.81,3.89,4.81,5.49,,5.26,8.7,17.86,3.43,8.93,,5.04,5.04,40.06,,7.78,4.35,,4.35,22.197531,15.82716,28.302469,0.0,,17.069444,72.781843
US_WI_55075,2020-08-26,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,4,0,574,6,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,3,3.35,5.36,,12.28,7.37,5.14,3.35,4.69,3.8,,,4.02,8.49,,8.26,3.8,3.35,4.47,4.91,6.03,16.53,,8.49,4.02,4.02,,30.38,,8.26,5.58,3.57,4.91,23.240741,18.148148,30.567901,0.395111,,18.763889,76.384375
US_WI_55075,2020-08-27,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,8,0,582,6,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,2,3.65,3.42,3.19,12.08,7.98,4.1,3.65,3.42,8.2,,,3.65,10.48,5.7,5.01,5.24,,,4.1,6.38,18.0,5.24,9.34,5.92,7.52,5.92,35.55,3.19,8.66,4.79,4.33,4.56,24.481481,20.654321,28.932099,2.82575,,19.798611,75.639183
US_WI_55075,2020-08-28,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,12,0,594,6,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,4,4.46,5.36,4.02,12.72,7.14,5.36,4.02,,5.13,,3.35,4.02,7.81,4.24,4.24,,,3.12,4.02,4.46,18.53,4.69,6.92,,4.46,6.03,32.15,3.35,6.47,8.26,4.02,,20.703704,18.419753,25.030864,1.68275,,18.256944,86.286885
US_WI_55075,2020-08-29,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,8,0,602,6,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,,5.62,5.88,,16.1,7.16,4.86,,,4.34,,,4.09,5.37,,5.11,,5.88,5.88,4.34,3.58,15.59,,9.46,,5.62,4.09,37.05,,11.24,4.6,3.83,,18.438272,14.895062,22.117284,3.697111,,13.826389,75.019268
US_WI_55075,2020-08-30,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,8,0,610,6,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,,4.37,6.55,,15.53,6.79,4.85,6.55,,6.07,,,4.13,7.04,5.34,6.07,3.64,5.82,,4.61,4.13,22.08,6.31,12.62,,,5.58,32.28,,8.01,7.52,5.34,,14.969136,9.54321,20.135802,0.028222,,10.513889,75.715451
US_WI_55075,2020-08-31,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,0,0,610,6,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,4,4.82,6.79,4.38,12.7,6.79,5.04,3.5,3.06,8.54,,3.28,4.16,7.66,,6.35,3.72,,5.47,3.5,5.91,22.98,4.16,6.35,3.28,,4.16,35.9,,8.1,6.57,5.69,,16.839506,11.524691,22.098765,0.3175,,14.486111,86.757163
US_WI_55075,2020-09-01,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,4,0,614,6,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,3,6.01,5.36,,11.58,6.65,4.29,,3.0,6.86,3.22,,3.0,9.01,,5.79,3.43,,5.36,7.29,5.79,19.73,4.93,6.01,3.86,3.65,3.22,34.96,,7.72,4.5,5.58,3.0,15.296296,9.222222,21.135802,0.689429,,10.347222,73.643982
US_WI_55075,2020-09-02,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,4,0,618,6,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,2,,5.48,,13.06,5.9,4.0,5.48,4.21,4.42,,4.64,,6.53,2.95,4.21,4.42,3.16,,4.64,5.48,14.75,4.0,6.32,3.79,3.37,4.85,29.71,3.58,5.06,6.32,3.79,3.37,18.228395,11.888889,24.820988,0.762,,11.458333,64.990713
US_WI_55075,2020-09-03,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,2,0,620,6,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,1,2.86,5.52,,10.42,5.11,4.29,4.7,,6.54,3.47,,,7.76,3.68,5.31,3.68,4.49,3.88,3.06,5.72,20.43,4.29,5.92,3.27,3.88,3.88,26.76,,4.29,3.68,4.29,5.11,17.753086,13.87037,22.987654,0.036286,,10.541667,63.994586
US_WI_55075,2020-09-04,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,25,0,645,6,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,2,,4.97,4.11,9.73,8.22,5.19,4.97,,4.76,,,4.76,5.62,3.03,3.03,,,3.89,6.27,5.19,16.87,6.05,4.76,3.24,,4.76,31.79,,7.79,4.54,3.68,3.03,15.333333,9.5,21.618056,0.03175,,6.690476,57.06668
US_WI_55075,2020-09-05,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,4,1,649,7,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,,3.96,6.19,,16.35,5.95,3.47,6.19,,6.69,3.96,3.47,,5.95,4.46,,,4.71,,5.2,4.21,17.09,5.2,5.45,,4.95,,29.97,,8.17,5.95,,,15.916667,9.381944,22.284722,0.0,,7.634921,58.651844
US_WI_55075,2020-09-06,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,2,0,651,7,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,,3.84,5.65,3.84,14.23,5.87,4.97,4.29,,5.2,,,3.62,6.1,,,3.84,,,4.97,4.97,16.49,3.84,5.2,,4.97,,32.08,4.07,7.23,4.52,,3.62,16.069444,9.798611,22.375,0.0,,11.896825,77.401661
US_WI_55075,2020-09-07,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,8,0,659,7,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,-68,,3.37,8.97,,12.56,5.83,4.49,6.28,4.04,5.83,,,3.59,8.75,5.38,4.93,5.38,,4.71,4.49,3.14,17.95,4.93,8.75,3.81,3.59,,45.09,,6.28,5.38,3.81,5.61,17.027778,12.104167,21.520833,0.0,,10.119048,64.260768
US_WI_55075,2020-09-08,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,2,0,661,7,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,3,3.94,3.74,4.92,9.84,6.3,3.54,6.89,5.9,6.69,3.54,,3.15,6.69,3.94,5.12,3.35,,5.31,4.53,6.3,19.48,5.31,7.28,3.35,4.13,4.72,34.63,5.9,4.92,,3.54,3.74,11.407407,9.339506,14.777778,0.725714,,7.0,75.781785
US_WI_55075,2020-09-09,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,4,0,665,7,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,4,4.38,3.58,,8.75,5.77,5.37,4.18,3.38,6.16,,,3.98,4.18,,3.58,4.38,4.38,2.78,3.18,5.96,23.07,5.37,5.77,,4.77,5.96,31.22,3.18,7.75,4.38,,4.18,9.203704,7.987654,10.950617,1.397,,6.951389,87.792095
US_WI_55075,2020-09-10,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,0,0,665,7,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,,,,,0,,3.99,,8.83,5.04,5.46,5.67,3.57,6.94,4.41,5.04,,11.56,3.36,3.99,3.78,4.41,3.78,5.04,5.46,17.45,5.67,5.04,3.36,5.46,3.57,31.74,3.15,6.3,4.62,5.04,3.57,9.395062,5.271605,14.283951,2.63525,,6.3125,82.344426
US_WI_55075,2020-09-11,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,8,0,673,7,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,-5,-5,,-19,0,3.69,5.86,3.04,9.11,6.07,4.77,5.86,3.69,5.42,3.47,4.55,3.25,4.34,3.04,4.12,3.04,3.9,3.25,3.69,3.47,18.22,4.77,6.07,4.55,4.99,5.42,35.13,3.47,8.89,6.29,4.12,3.25,9.716049,2.969136,17.012346,0.028222,,6.361111,80.600464
US_WI_55075,2020-09-12,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,5,0,678,7,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,0,15,,-9,,6.1,5.63,4.22,7.5,6.8,6.33,6.1,3.99,7.27,3.75,6.57,,8.21,5.16,4.69,,4.46,3.52,,5.86,21.57,4.92,5.86,,,4.22,38.92,,3.99,,4.69,4.46,14.648148,12.790123,17.012346,4.28625,,13.506944,93.112717
US_WI_55075,2020-09-13,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,9,0,687,7,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,7,,,4,,5.28,5.28,4.8,8.65,7.45,4.8,,,5.52,,4.08,6.0,11.29,5.04,5.28,,4.08,,,5.52,18.73,4.32,8.41,,,6.49,37.47,3.84,5.04,5.76,3.84,5.04,16.962963,13.598765,21.197531,8.73125,,13.569444,80.961508
US_WI_55075,2020-09-14,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,1,0,688,7,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,-3,4,,-13,0,,6.72,,11.55,5.67,4.41,5.88,,5.67,,5.04,3.57,8.4,,4.2,4.83,2.94,3.36,3.36,5.04,21.63,3.15,5.67,5.04,4.2,2.94,31.5,,6.72,5.67,4.83,5.46,13.098765,7.561728,18.864198,0.141111,,9.340278,79.346256
US_WI_55075,2020-09-15,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,3,0,691,7,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,3,5,,-18,1,3.78,4.41,,13.01,7.98,3.36,6.72,5.88,10.71,5.88,5.67,4.41,11.54,3.57,2.94,5.04,,,2.94,7.77,18.89,5.67,4.41,4.41,4.62,2.94,34.21,3.78,4.41,3.99,3.57,6.3,17.580247,12.561728,24.123457,0.028222,,13.152778,75.019454
US_WI_55075,2020-09-16,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,7,0,698,7,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,1,-2,,-15,1,,5.47,7.58,9.05,6.53,6.32,5.26,3.79,9.47,,3.58,,7.16,4.21,4.84,4.0,3.16,,3.79,9.47,17.89,3.37,6.74,3.37,5.47,4.21,35.78,3.16,7.79,4.63,4.0,,18.709877,15.425926,22.290123,0.169333,,13.951389,74.027852
US_WI_55075,2020-09-17,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,15,0,713,7,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,6,8,,-17,1,4.02,4.44,3.81,11.63,5.29,4.65,4.44,,9.52,5.5,3.81,,8.04,3.81,3.6,4.65,3.38,5.71,4.86,8.04,18.4,5.71,6.56,3.6,4.02,6.34,34.47,4.65,9.09,3.6,4.44,3.38,11.277778,6.771605,17.185185,0.028222,,6.326389,72.733999
US_WI_55075,2020-09-18,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,13,0,726,7,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,-2,5,,-18,1,3.67,3.88,,6.04,4.96,4.53,4.1,3.24,7.12,,4.1,6.69,5.61,,3.67,3.02,6.26,3.45,5.18,7.55,17.91,4.32,3.24,,5.39,4.75,34.53,,5.83,3.24,,4.32,8.462963,1.833333,14.055556,0.0,,1.152778,61.565706
US_WI_55075,2020-09-19,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,17,0,743,7,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,13,22,,-4,,,6.67,,10.27,4.36,4.36,7.96,,13.09,3.59,4.11,3.59,5.13,4.11,4.36,,,3.59,,3.85,20.79,6.42,8.21,,,,37.73,,,4.62,,,9.253086,1.265432,16.987654,0.0,,3.534722,68.725159
US_WI_55075,2020-09-20,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,8,0,751,7,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,4,,,-5,,5.47,6.19,3.33,12.14,6.19,6.67,4.76,,10.95,3.57,5.71,6.19,5.0,,5.47,3.57,,4.29,5.47,3.57,22.62,5.95,6.19,,,,34.52,,3.33,6.67,,3.33,13.364198,7.864198,18.685185,0.0,,8.118056,71.5891
US_WI_55075,2020-09-21,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,18,0,769,7,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,-6,-1,,-15,2,2.96,4.02,3.59,8.88,5.71,5.71,7.61,4.86,9.93,2.96,,2.96,5.92,,3.59,2.96,3.38,5.5,3.81,8.03,21.35,4.23,5.92,3.81,3.59,2.96,31.28,2.96,6.97,6.34,,4.23,15.493827,11.049383,20.833333,0.0,,9.340278,67.482863
US_WI_55075,2020-09-22,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,19,0,788,7,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,-1,-3,,-16,3,4.18,6.48,3.77,11.5,4.6,3.77,4.6,3.56,7.11,3.56,,3.77,9.83,,7.32,5.02,3.14,3.97,3.97,5.44,23.63,6.27,6.69,3.14,4.6,5.23,33.67,6.07,8.16,5.02,5.23,3.35,17.561728,11.808642,24.67284,0.254,,11.798611,69.061743
US_WI_55075,2020-09-23,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,14,0,802,7,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,0,4,,-14,2,4.68,4.04,,11.7,7.66,5.74,4.25,2.98,8.72,3.62,6.17,4.47,7.66,3.62,3.62,6.17,3.4,2.98,3.83,5.53,18.71,5.74,6.38,3.83,5.1,5.53,37.43,,7.02,3.62,3.4,2.98,18.08642,11.160494,26.17284,0.0,,14.020833,77.806556
US_WI_55075,2020-09-24,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,33,0,835,7,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,2,8,,-15,3,,6.19,4.33,9.28,9.49,5.16,4.12,2.89,10.31,,3.09,,8.66,4.33,6.6,3.92,5.36,5.57,,8.66,21.65,5.57,7.01,3.09,4.95,4.33,35.47,,5.57,3.92,3.09,5.57,16.932099,12.888889,21.981481,4.543778,,14.4375,85.574915
US_WI_55075,2020-09-25,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,38,1,873,8,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,-4,4,,-17,3,3.23,3.23,4.95,8.18,6.46,4.52,5.6,,8.18,,6.89,6.46,7.96,3.23,3.66,4.09,4.52,,3.87,5.38,20.45,6.89,4.09,3.23,4.3,4.95,35.08,,4.3,4.3,3.87,7.1,18.024691,14.191358,24.320988,3.7465,,15.277778,84.087452
US_WI_55075,2020-09-26,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,30,0,903,8,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,8,22,,0,,4.62,6.08,,13.62,6.57,,5.11,4.14,7.54,,5.35,,7.79,,5.84,,3.41,5.59,4.14,4.87,19.22,5.84,6.57,,3.65,5.11,33.57,3.89,6.08,8.52,,,19.209877,16.419753,23.314815,0.536222,,15.618056,79.770741
US_WI_55075,2020-09-27,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,38,0,941,8,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,10,,,9,,5.69,4.78,6.38,10.71,4.33,3.64,6.61,3.87,12.53,3.42,4.33,,6.61,5.92,3.19,5.69,3.42,5.47,3.87,4.78,22.55,5.47,10.71,,5.01,3.42,34.16,3.87,5.24,5.47,,4.33,17.12963,14.41358,21.320988,0.979714,,14.708333,85.889508
US_WI_55075,2020-09-28,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,22,0,963,8,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,-13,0,,-13,4,3.31,5.37,,10.54,7.44,5.16,4.75,5.16,13.01,,4.96,4.34,10.12,4.75,5.37,3.31,,3.31,,6.61,19.62,4.75,4.96,2.89,4.34,,33.26,3.92,5.99,,,7.64,12.296296,10.074074,15.95679,0.09525,,10.1875,88.037932
US_WI_55075,2020-09-29,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,32,0,995,8,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,-4,-4,,-17,4,3.62,4.26,2.99,9.38,6.4,6.18,5.76,4.26,8.74,2.99,4.26,4.91,8.96,5.54,5.76,4.69,3.84,5.97,4.05,5.76,21.54,5.76,5.12,4.91,3.41,5.97,38.81,,5.76,5.12,4.48,3.2,10.160494,6.728395,13.740741,2.511778,,7.729167,85.812319
US_WI_55075,2020-09-30,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,40,0,1035,8,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,-2,4,,-14,4,2.98,3.4,4.04,10.43,6.17,7.87,3.83,,9.15,,,6.6,8.3,3.19,5.11,4.25,3.83,3.83,,5.53,20.21,6.17,6.38,5.75,2.98,4.68,32.77,,6.6,5.96,4.04,4.68,10.530864,6.697531,14.302469,1.27,,7.743056,84.088227
US_WI_55075,2020-10-01,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,20,0,1055,8,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,-1,13,,-15,3,3.17,5.29,,8.67,8.03,4.65,6.13,5.29,8.88,,,3.81,9.51,3.59,3.17,5.92,,4.44,3.81,6.13,16.49,5.5,5.92,4.65,3.17,3.81,30.87,,4.23,4.44,6.76,3.38,8.524691,5.438272,12.679012,0.127,,4.666667,77.873787
US_WI_55075,2020-10-02,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,50,0,1105,8,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,-6,0,,-18,3,3.21,8.15,,11.57,6.22,4.07,4.93,4.07,8.79,3.86,6.22,3.0,7.07,4.93,5.57,6.22,7.07,3.64,5.57,5.14,20.58,3.86,4.93,6.0,6.0,8.36,29.15,3.43,4.07,6.0,,4.07,4.790123,0.709877,9.425926,0.084667,,0.069444,73.196108
US_WI_55075,2020-10-03,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,32,1,1137,9,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,5,,,-6,,3.37,5.54,,6.98,6.02,6.5,4.33,4.33,10.35,,4.09,4.57,5.78,,6.26,4.33,4.33,,6.74,5.3,21.18,7.7,4.33,,6.5,6.26,31.05,,,5.3,3.85,,5.462963,2.401235,8.030864,0.4445,,2.215278,80.921714
US_WI_55075,2020-10-04,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,18,0,1155,9,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,8,,,1,,,6.85,,8.51,8.98,4.73,9.45,4.25,12.53,3.54,4.49,3.54,6.85,,4.49,3.78,4.25,3.31,3.31,4.96,19.38,,6.62,3.54,4.96,4.49,36.16,3.31,7.33,,4.25,,6.049383,2.37037,10.438272,1.11125,,2.111111,77.452367
US_WI_55075,2020-10-05,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,17,0,1172,9,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,-4,3,,-14,2,3.94,6.01,,7.67,7.47,3.32,3.94,4.36,10.37,,5.39,4.77,6.84,3.53,4.98,3.94,3.53,3.32,3.32,4.36,22.4,4.56,5.81,4.56,3.73,4.77,35.47,,6.01,4.77,4.56,5.18,7.358025,1.080247,15.308642,0.056444,,1.666667,68.534877
US_WI_55075,2020-10-06,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,11,0,1183,9,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,-2,-1,,-18,2,3.71,5.23,4.79,9.59,9.15,3.05,,3.27,12.42,3.71,7.19,3.49,13.73,3.71,5.67,4.79,3.49,3.27,5.23,6.97,21.14,3.71,5.67,3.49,6.54,8.06,33.78,,4.58,6.54,5.67,3.27,13.308642,6.549383,20.5,0.0,,5.451389,59.390836
US_WI_55075,2020-10-07,ChIJs2iNNYjCUk0R93BieWqSDEk,Q1130480,geoId/55075,US,United States of America,WI,Wisconsin,55075,Marinette County,US,USA,2,27,0,1210,9,,,40300,20206,20094,3976,4542,3707,4277,4286,6657,6425,3997,2433,1798742,45.34,-88.0,4015,-2,0,,-15,3,,,4.8,6.99,8.52,4.59,3.71,5.9,11.14,3.06,4.8,4.37,6.12,3.49,5.02,,,3.93,3.71,7.42,24.46,3.71,5.24,4.8,4.8,5.24,34.72,5.24,6.12,3.28,,4.15,13.62963,9.450617,17.91358,0.66675,,7.576389,67.301228
