location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_AR_05023,2020-01-01,ChIJMSY7uRg_0ocR3dN0BPE2WWg,Q61039,geoId/05023,US,United States of America,AR,Arkansas,05023,Cleburne County,US,USA,2,,,,,,,25059,12342,12717,2492,2800,2332,2542,2705,3681,3671,3064,1772,1826582,35.535,-92.012778,1533,76.714286,,,,,9.57,10.05,,16.27,14.36,8.13,32.54,,46.42,8.13,3.438272,-2.839506,11.481481,0.0,,-3.888889,58.576739
US_AR_05023,2020-01-02,ChIJMSY7uRg_0ocR3dN0BPE2WWg,Q61039,geoId/05023,US,United States of America,AR,Arkansas,05023,Cleburne County,US,USA,2,,,,,,,25059,12342,12717,2492,2800,2332,2542,2705,3681,3671,3064,1772,1826582,35.535,-92.012778,1533,76.714286,,,,,9.06,12.23,7.25,20.84,7.25,12.23,28.54,8.61,55.73,7.25,9.123457,7.41358,11.17284,0.0,,4.791667,74.402323
US_AR_05023,2020-01-03,ChIJMSY7uRg_0ocR3dN0BPE2WWg,Q61039,geoId/05023,US,United States of America,AR,Arkansas,05023,Cleburne County,US,USA,2,,,,,,,25059,12342,12717,2492,2800,2332,2542,2705,3681,3671,3064,1772,1826582,35.535,-92.012778,1533,76.714286,,,,,10.46,15.91,7.28,11.37,10.46,11.37,27.28,,31.37,9.55,11.339506,9.358025,13.333333,14.224,,10.555556,94.547506
US_AR_05023,2020-01-04,ChIJMSY7uRg_0ocR3dN0BPE2WWg,Q61039,geoId/05023,US,United States of America,AR,Arkansas,05023,Cleburne County,US,USA,2,,,,,,,25059,12342,12717,2492,2800,2332,2542,2705,3681,3671,3064,1772,1826582,35.535,-92.012778,1533,76.714286,,,,,,14.7,10.11,14.7,8.73,7.81,28.49,,34.0,,6.012346,1.561728,10.833333,2.144889,,-0.756944,61.700366
US_AR_05023,2020-01-05,ChIJMSY7uRg_0ocR3dN0BPE2WWg,Q61039,geoId/05023,US,United States of America,AR,Arkansas,05023,Cleburne County,US,USA,2,,,,,,,25059,12342,12717,2492,2800,2332,2542,2705,3681,3671,3064,1772,1826582,35.535,-92.012778,1533,76.714286,,,,,,9.68,8.22,14.51,,8.22,29.51,,49.35,,4.740741,-3.623457,17.364198,0.0,,-1.263889,64.914178
US_AR_05023,2020-01-06,ChIJMSY7uRg_0ocR3dN0BPE2WWg,Q61039,geoId/05023,US,United States of America,AR,Arkansas,05023,Cleburne County,US,USA,2,,,,,,,25059,12342,12717,2492,2800,2332,2542,2705,3681,3671,3064,1772,1826582,35.535,-92.012778,1533,76.714286,,,,,,14.53,7.89,10.79,,,34.87,,37.36,,5.617284,-1.092593,13.067901,0.0,,-0.451389,64.233393
US_AR_05023,2020-01-07,ChIJMSY7uRg_0ocR3dN0BPE2WWg,Q61039,geoId/05023,US,United States of America,AR,Arkansas,05023,Cleburne County,US,USA,2,,,,,,,25059,12342,12717,2492,2800,2332,2542,2705,3681,3671,3064,1772,1826582,35.535,-92.012778,1533,76.714286,,,,,7.05,6.66,8.62,14.5,9.41,8.62,22.34,5.88,42.33,,5.753086,-0.296296,13.882716,0.0,,-2.5625,54.585041
US_AR_05023,2020-01-08,ChIJMSY7uRg_0ocR3dN0BPE2WWg,Q61039,geoId/05023,US,United States of America,AR,Arkansas,05023,Cleburne County,US,USA,2,,,,,,,25059,12342,12717,2492,2800,2332,2542,2705,3681,3671,3064,1772,1826582,35.535,-92.012778,1533,76.714286,,,,,7.12,14.65,9.5,11.48,8.31,,21.77,,34.84,8.31,5.746914,-2.623457,17.555556,0.0,,-2.791667,53.947397
US_AR_05023,2020-01-09,ChIJMSY7uRg_0ocR3dN0BPE2WWg,Q61039,geoId/05023,US,United States of America,AR,Arkansas,05023,Cleburne County,US,USA,2,,,,,,,25059,12342,12717,2492,2800,2332,2542,2705,3681,3671,3064,1772,1826582,35.535,-92.012778,1533,76.714286,,,,,8.24,11.78,8.64,12.96,12.96,5.89,25.12,,41.22,13.74,10.154321,6.666667,14.141975,0.0,,3.840278,65.148567
US_AR_05023,2020-01-10,ChIJMSY7uRg_0ocR3dN0BPE2WWg,Q61039,geoId/05023,US,United States of America,AR,Arkansas,05023,Cleburne County,US,USA,2,,,,,,,25059,12342,12717,2492,2800,2332,2542,2705,3681,3671,3064,1772,1826582,35.535,-92.012778,1533,76.714286,,,,,6.93,10.57,6.93,8.38,12.39,9.84,17.5,5.83,29.89,6.93,15.876543,12.944444,17.975309,5.1435,,14.722222,92.703024
US_AR_05023,2020-01-11,ChIJMSY7uRg_0ocR3dN0BPE2WWg,Q61039,geoId/05023,US,United States of America,AR,Arkansas,05023,Cleburne County,US,USA,2,,,,,,,25059,12342,12717,2492,2800,2332,2542,2705,3681,3671,3064,1772,1826582,35.535,-92.012778,1533,76.714286,,,,,10.33,10.8,,10.8,7.52,,23.02,,35.7,,10.858025,2.709877,18.759259,76.73975,,10.0,94.203674
US_AR_05023,2020-01-12,ChIJMSY7uRg_0ocR3dN0BPE2WWg,Q61039,geoId/05023,US,United States of America,AR,Arkansas,05023,Cleburne County,US,USA,2,,,,,,,25059,12342,12717,2492,2800,2332,2542,2705,3681,3671,3064,1772,1826582,35.535,-92.012778,1533,76.714286,,,,,,8.88,7.4,10.36,8.88,,17.27,7.4,37.49,8.39,0.541667,-0.826389,3.194444,7.112,,-1.134921,88.488454
US_AR_05023,2020-01-13,ChIJMSY7uRg_0ocR3dN0BPE2WWg,Q61039,geoId/05023,US,United States of America,AR,Arkansas,05023,Cleburne County,US,USA,2,,,,,,,25059,12342,12717,2492,2800,2332,2542,2705,3681,3671,3064,1772,1826582,35.535,-92.012778,1533,76.714286,,,,,9.68,5.81,,10.85,10.85,10.85,24.01,,38.73,5.81,2.979167,-0.402778,6.979167,0.0,,1.650794,90.239864
US_AR_05023,2020-01-14,ChIJMSY7uRg_0ocR3dN0BPE2WWg,Q61039,geoId/05023,US,United States of America,AR,Arkansas,05023,Cleburne County,US,USA,2,,,,,,,25059,12342,12717,2492,2800,2332,2542,2705,3681,3671,3064,1772,1826582,35.535,-92.012778,1533,76.714286,,,,,10.96,9.39,11.74,10.57,8.61,7.83,19.18,9.78,41.48,7.04,6.534722,2.888889,12.597222,0.127,,5.84127,94.942784
US_AR_05023,2020-01-15,ChIJMSY7uRg_0ocR3dN0BPE2WWg,Q61039,geoId/05023,US,United States of America,AR,Arkansas,05023,Cleburne County,US,USA,2,,,,,,,25059,12342,12717,2492,2800,2332,2542,2705,3681,3671,3064,1772,1826582,35.535,-92.012778,1533,76.714286,,,,,6.39,7.14,7.14,9.4,10.15,9.77,19.92,,40.22,7.89,12.256944,8.430556,18.868056,0.1905,,11.444444,95.745342
US_AR_05023,2020-01-16,ChIJMSY7uRg_0ocR3dN0BPE2WWg,Q61039,geoId/05023,US,United States of America,AR,Arkansas,05023,Cleburne County,US,USA,2,,,,,,,25059,12342,12717,2492,2800,2332,2542,2705,3681,3671,3064,1772,1826582,35.535,-92.012778,1533,76.714286,,,,,,13.01,9.95,13.39,7.65,11.48,20.67,6.89,35.21,9.19,8.798611,2.979167,16.611111,0.09525,,4.277778,73.241993
US_AR_05023,2020-01-17,ChIJMSY7uRg_0ocR3dN0BPE2WWg,Q61039,geoId/05023,US,United States of America,AR,Arkansas,05023,Cleburne County,US,USA,2,,,,,,,25059,12342,12717,2492,2800,2332,2542,2705,3681,3671,3064,1772,1826582,35.535,-92.012778,1533,76.714286,,,,,5.77,7.69,8.85,13.84,8.85,8.08,19.61,,32.69,,2.861111,0.590278,5.9375,0.979714,,-1.626984,72.041491
US_AR_05023,2020-01-18,ChIJMSY7uRg_0ocR3dN0BPE2WWg,Q61039,geoId/05023,US,United States of America,AR,Arkansas,05023,Cleburne County,US,USA,2,,,,,,,25059,12342,12717,2492,2800,2332,2542,2705,3681,3671,3064,1772,1826582,35.535,-92.012778,1533,76.714286,,,,,,9.75,,11.7,12.19,11.22,20.97,7.8,38.04,,10.368056,4.180556,16.090278,7.402286,,7.039683,79.624987
US_AR_05023,2020-01-19,ChIJMSY7uRg_0ocR3dN0BPE2WWg,Q61039,geoId/05023,US,United States of America,AR,Arkansas,05023,Cleburne County,US,USA,2,,,,,,,25059,12342,12717,2492,2800,2332,2542,2705,3681,3671,3064,1772,1826582,35.535,-92.012778,1533,76.714286,,,,,,11.37,,11.84,15.15,9.95,23.68,7.1,38.83,9.0,2.875,-2.520833,8.284722,2.38125,,-8.587302,42.78743
US_AR_05023,2020-01-20,ChIJMSY7uRg_0ocR3dN0BPE2WWg,Q61039,geoId/05023,US,United States of America,AR,Arkansas,05023,Cleburne County,US,USA,2,,,,,,,25059,12342,12717,2492,2800,2332,2542,2705,3681,3671,3064,1772,1826582,35.535,-92.012778,1533,76.714286,,,,,6.63,10.14,7.02,12.09,8.58,11.7,22.61,8.58,38.21,,-1.645833,-6.638889,4.472222,0.0,,-10.039683,52.857815
US_AR_05023,2020-01-21,ChIJMSY7uRg_0ocR3dN0BPE2WWg,Q61039,geoId/05023,US,United States of America,AR,Arkansas,05023,Cleburne County,US,USA,2,,,,,,,25059,12342,12717,2492,2800,2332,2542,2705,3681,3671,3064,1772,1826582,35.535,-92.012778,1533,76.714286,,,,,6.86,15.63,6.1,14.87,10.29,10.67,22.11,,38.12,7.62,-2.083333,-4.611111,2.111111,0.0,,-6.793651,70.100687
