location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_IA_19179,2020-01-11,ChIJQ1Vf0min6IcRcaEcFmdTbg4,Q485467,geoId/19179,US,United States of America,IA,Iowa,19179,Wapello County,US,USA,2,,,,,,,35022,17406,17616,4421,4315,4584,4273,4064,4705,4432,2530,1698,1790075,41.029444,-92.408889,436,77.309091,,,,,6.65,6.65,,10.9,7.44,6.91,5.58,7.97,15.95,7.97,8.51,,7.97,,5.85,,,3.72,4.25,5.32,25.79,7.44,7.18,3.99,3.99,3.99,33.49,,8.51,5.85,5.58,,-5.3,-7.466667,-1.238889,6.7945,-6.377778,92.309811
US_IA_19179,2020-01-12,ChIJQ1Vf0min6IcRcaEcFmdTbg4,Q485467,geoId/19179,US,United States of America,IA,Iowa,19179,Wapello County,US,USA,2,,,,,,,35022,17406,17616,4421,4315,4584,4273,4064,4705,4432,2530,1698,1790075,41.029444,-92.408889,436,77.309091,,,,,5.94,8.26,4.9,9.81,7.23,4.64,5.68,,15.23,,5.42,3.87,8.52,7.23,3.61,4.39,,6.97,4.9,7.48,20.13,,7.23,,5.42,,35.62,4.64,8.26,5.42,,5.94,-5.033333,-7.038889,-2.4,0.3556,-6.166667,91.955614
US_IA_19179,2020-01-13,ChIJQ1Vf0min6IcRcaEcFmdTbg4,Q485467,geoId/19179,US,United States of America,IA,Iowa,19179,Wapello County,US,USA,2,,,,,,,35022,17406,17616,4421,4315,4584,4273,4064,4705,4432,2530,1698,1790075,41.029444,-92.408889,436,77.309091,,,,,5.08,7.73,3.87,6.92,6.92,6.92,3.66,6.92,15.05,3.25,9.15,4.68,5.9,6.1,5.7,8.34,5.08,,4.88,2.85,28.27,4.47,9.56,4.07,3.66,5.29,33.36,6.71,6.92,2.85,2.85,3.46,-1.572222,-3.483333,0.161111,0.423333,-2.190476,95.215479
US_IA_19179,2020-01-14,ChIJQ1Vf0min6IcRcaEcFmdTbg4,Q485467,geoId/19179,US,United States of America,IA,Iowa,19179,Wapello County,US,USA,2,,,,,,,35022,17406,17616,4421,4315,4584,4273,4064,4705,4432,2530,1698,1790075,41.029444,-92.408889,436,77.309091,,,,,5.56,5.76,,8.65,7.62,4.32,5.97,2.88,14.41,,7.82,4.94,8.85,7.0,5.15,5.56,,,4.94,6.18,30.27,5.15,5.97,4.53,5.35,5.97,35.0,4.94,5.97,3.5,4.12,,0.694444,-2.533333,2.411111,1.6764,-0.055556,94.756397
US_IA_19179,2020-01-15,ChIJQ1Vf0min6IcRcaEcFmdTbg4,Q485467,geoId/19179,US,United States of America,IA,Iowa,19179,Wapello County,US,USA,2,,,,,,,35022,17406,17616,4421,4315,4584,4273,4064,4705,4432,2530,1698,1790075,41.029444,-92.408889,436,77.309091,,,,,,5.53,4.04,8.51,5.74,4.68,3.83,4.89,18.07,,11.91,5.74,9.14,3.4,5.1,8.51,3.83,4.47,3.83,6.38,24.88,7.87,4.68,7.23,4.89,5.53,29.13,3.4,6.38,6.17,6.17,4.68,-2.116667,-4.522222,-0.183333,0.0,-2.654321,96.570179
US_IA_19179,2020-01-16,ChIJQ1Vf0min6IcRcaEcFmdTbg4,Q485467,geoId/19179,US,United States of America,IA,Iowa,19179,Wapello County,US,USA,2,,,,,,,35022,17406,17616,4421,4315,4584,4273,4064,4705,4432,2530,1698,1790075,41.029444,-92.408889,436,77.309091,,,,,2.87,6.56,3.28,10.05,5.33,6.15,3.08,4.1,9.23,,4.72,3.49,6.77,4.1,,3.28,3.28,,,5.74,22.97,5.95,6.97,7.18,3.9,5.95,31.37,,6.15,6.77,,,-12.372222,-16.983333,-3.966667,0.0,-15.744444,76.019716
US_IA_19179,2020-01-17,ChIJQ1Vf0min6IcRcaEcFmdTbg4,Q485467,geoId/19179,US,United States of America,IA,Iowa,19179,Wapello County,US,USA,2,,,,,,,35022,17406,17616,4421,4315,4584,4273,4064,4705,4432,2530,1698,1790075,41.029444,-92.408889,436,77.309091,,,,,5.73,6.64,3.44,8.02,8.25,6.42,4.35,,11.0,3.67,3.67,4.35,9.62,5.96,,3.67,3.9,3.9,,4.12,23.14,4.58,6.42,6.19,,7.56,24.75,6.64,6.87,3.44,4.35,3.44,-8.438889,-13.255556,-2.922222,0.381,-10.122222,87.746666
US_IA_19179,2020-01-18,ChIJQ1Vf0min6IcRcaEcFmdTbg4,Q485467,geoId/19179,US,United States of America,IA,Iowa,19179,Wapello County,US,USA,2,,,,,,,35022,17406,17616,4421,4315,4584,4273,4064,4705,4432,2530,1698,1790075,41.029444,-92.408889,436,77.309091,,,,,5.24,7.86,3.93,9.43,6.81,,5.5,,13.89,,9.43,,7.34,4.19,,3.93,6.03,5.5,4.45,5.76,19.39,,7.6,4.72,,,36.68,3.93,5.24,4.45,3.93,,-4.1,-13.155556,0.961111,1.27,-5.627778,89.146645
US_IA_19179,2020-01-19,ChIJQ1Vf0min6IcRcaEcFmdTbg4,Q485467,geoId/19179,US,United States of America,IA,Iowa,19179,Wapello County,US,USA,2,,,,,,,35022,17406,17616,4421,4315,4584,4273,4064,4705,4432,2530,1698,1790075,41.029444,-92.408889,436,77.309091,,,,,5.79,6.06,5.27,9.22,5.53,4.21,4.48,4.48,14.22,,7.64,4.21,5.0,3.69,,6.32,,5.79,4.74,5.27,24.75,7.11,4.48,,,3.95,41.6,6.58,4.21,4.21,,,-16.105556,-18.372222,-13.083333,0.0,-19.861111,72.898235
US_IA_19179,2020-01-20,ChIJQ1Vf0min6IcRcaEcFmdTbg4,Q485467,geoId/19179,US,United States of America,IA,Iowa,19179,Wapello County,US,USA,2,,,,,,,35022,17406,17616,4421,4315,4584,4273,4064,4705,4432,2530,1698,1790075,41.029444,-92.408889,436,77.309091,,,,,3.13,8.04,,8.04,9.83,6.7,5.36,4.47,16.09,4.47,10.05,4.92,6.48,4.47,3.35,5.59,6.03,4.25,5.14,9.38,24.13,5.81,6.93,3.35,4.92,7.82,39.55,,5.59,3.13,4.47,4.92,-14.098765,-16.253086,-10.87037,0.0,-16.037037,85.394678
US_IA_19179,2020-01-21,ChIJQ1Vf0min6IcRcaEcFmdTbg4,Q485467,geoId/19179,US,United States of America,IA,Iowa,19179,Wapello County,US,USA,2,,,,,,,35022,17406,17616,4421,4315,4584,4273,4064,4705,4432,2530,1698,1790075,41.029444,-92.408889,436,77.309091,,,,,,6.59,,14.63,7.01,3.92,4.53,4.33,15.25,3.5,9.28,4.33,5.36,3.3,3.5,,,5.98,7.42,7.01,27.0,5.98,8.86,4.95,8.04,7.01,35.86,5.57,7.63,4.33,,6.8,-13.166667,-18.455556,-5.0,0.0,-14.641975,88.492447
US_IA_19179,2020-01-22,ChIJQ1Vf0min6IcRcaEcFmdTbg4,Q485467,geoId/19179,US,United States of America,IA,Iowa,19179,Wapello County,US,USA,2,,,,,,,35022,17406,17616,4421,4315,4584,4273,4064,4705,4432,2530,1698,1790075,41.029444,-92.408889,436,77.309091,,,,,6.05,7.93,3.13,9.81,6.68,5.63,6.05,4.17,16.9,3.76,6.47,,11.89,3.96,3.96,3.13,3.34,4.38,5.84,11.06,26.09,6.89,5.43,5.43,5.43,,35.48,5.43,5.43,5.22,4.8,4.8,-2.144444,-5.572222,0.320988,0.254,-3.905556,87.986144
US_IA_19179,2020-01-23,ChIJQ1Vf0min6IcRcaEcFmdTbg4,Q485467,geoId/19179,US,United States of America,IA,Iowa,19179,Wapello County,US,USA,2,,,,,,,35022,17406,17616,4421,4315,4584,4273,4064,4705,4432,2530,1698,1790075,41.029444,-92.408889,436,77.309091,,,,,5.85,6.27,3.76,10.03,5.85,5.43,4.18,3.13,17.97,3.34,11.49,6.06,10.03,4.6,4.6,3.97,3.76,3.55,5.01,8.15,26.74,7.52,5.43,3.97,4.6,6.06,33.64,3.55,7.31,3.55,4.8,6.68,0.222222,-0.772222,1.333333,0.931333,-0.034722,97.685353
US_IA_19179,2020-01-24,ChIJQ1Vf0min6IcRcaEcFmdTbg4,Q485467,geoId/19179,US,United States of America,IA,Iowa,19179,Wapello County,US,USA,2,,,,,,,35022,17406,17616,4421,4315,4584,4273,4064,4705,4432,2530,1698,1790075,41.029444,-92.408889,436,77.309091,,,,,,5.53,,6.04,3.52,7.8,,,27.17,4.28,10.31,,6.04,,8.05,5.53,,,3.52,6.54,33.71,4.03,8.3,4.78,5.03,5.53,34.97,4.78,4.78,4.28,4.03,5.28,0.111111,-0.513889,0.9375,1.27,-0.148148,97.810273
US_IA_19179,2020-01-25,ChIJQ1Vf0min6IcRcaEcFmdTbg4,Q485467,geoId/19179,US,United States of America,IA,Iowa,19179,Wapello County,US,USA,2,,,,,,,35022,17406,17616,4421,4315,4584,4273,4064,4705,4432,2530,1698,1790075,41.029444,-92.408889,436,77.309091,,,,,,8.73,7.1,12.01,6.55,,5.73,4.09,22.38,6.82,7.64,,7.91,4.64,,7.1,,4.37,4.91,5.18,35.75,5.46,11.73,5.46,5.18,4.91,39.57,4.09,7.64,,5.46,5.73,-0.55,-1.761111,0.911111,0.973667,-1.661111,92.318295
US_IA_19179,2020-01-26,ChIJQ1Vf0min6IcRcaEcFmdTbg4,Q485467,geoId/19179,US,United States of America,IA,Iowa,19179,Wapello County,US,USA,2,,,,,,,35022,17406,17616,4421,4315,4584,4273,4064,4705,4432,2530,1698,1790075,41.029444,-92.408889,436,77.309091,,,,,4.07,5.84,5.59,5.34,6.86,4.83,4.07,5.08,23.89,5.59,8.89,7.37,9.91,4.32,6.86,4.83,,,4.07,8.64,28.71,7.37,6.61,3.56,,6.86,38.12,5.84,5.59,3.81,5.34,4.32,-4.061111,-8.872222,-0.111111,0.084667,-4.805556,94.079835
US_IA_19179,2020-01-27,ChIJQ1Vf0min6IcRcaEcFmdTbg4,Q485467,geoId/19179,US,United States of America,IA,Iowa,19179,Wapello County,US,USA,2,,,,,,,35022,17406,17616,4421,4315,4584,4273,4064,4705,4432,2530,1698,1790075,41.029444,-92.408889,436,77.309091,,,,,4.58,4.18,4.98,6.57,9.75,7.76,5.37,8.36,24.08,3.98,7.76,6.57,7.76,3.78,2.98,5.57,4.18,,2.98,5.77,37.22,3.78,6.17,6.57,4.98,6.57,36.82,,7.56,3.98,3.78,5.17,-0.938889,-2.672222,0.238889,0.0,-1.246032,96.784268
US_IA_19179,2020-01-28,ChIJQ1Vf0min6IcRcaEcFmdTbg4,Q485467,geoId/19179,US,United States of America,IA,Iowa,19179,Wapello County,US,USA,2,,,,,,,35022,17406,17616,4421,4315,4584,4273,4064,4705,4432,2530,1698,1790075,41.029444,-92.408889,436,77.309091,,,,,4.29,6.74,3.06,11.02,9.59,6.12,5.1,6.33,25.31,4.29,9.59,3.88,7.55,3.06,5.51,4.49,4.08,5.31,,7.14,35.71,4.49,4.9,6.33,3.67,4.29,32.24,,6.53,7.75,4.29,4.49,-3.672222,-6.144444,-0.672222,0.084667,-4.255556,95.805429
US_IA_19179,2020-01-29,ChIJQ1Vf0min6IcRcaEcFmdTbg4,Q485467,geoId/19179,US,United States of America,IA,Iowa,19179,Wapello County,US,USA,2,,,,,,,35022,17406,17616,4421,4315,4584,4273,4064,4705,4432,2530,1698,1790075,41.029444,-92.408889,436,77.309091,,,,,4.56,7.46,3.94,10.98,6.01,4.97,4.35,4.97,21.55,,8.29,5.39,3.73,3.52,6.84,7.25,,,4.35,8.7,34.81,7.25,8.08,3.73,4.56,5.59,34.39,5.18,8.7,4.97,3.31,4.56,-6.016667,-7.25,-3.311111,0.0,-6.895062,94.08111
US_IA_19179,2020-01-30,ChIJQ1Vf0min6IcRcaEcFmdTbg4,Q485467,geoId/19179,US,United States of America,IA,Iowa,19179,Wapello County,US,USA,2,,,,,,,35022,17406,17616,4421,4315,4584,4273,4064,4705,4432,2530,1698,1790075,41.029444,-92.408889,436,77.309091,,,,,6.79,5.76,4.93,8.02,7.4,4.11,7.61,3.7,28.17,2.88,7.4,4.73,9.66,5.35,5.76,3.91,3.08,3.29,3.7,7.81,35.57,3.91,5.35,4.52,2.88,6.17,32.49,,6.58,4.52,6.37,5.55,-3.727778,-5.761111,-0.672222,0.1016,-4.966667,91.313291
US_IA_19179,2020-01-31,ChIJQ1Vf0min6IcRcaEcFmdTbg4,Q485467,geoId/19179,US,United States of America,IA,Iowa,19179,Wapello County,US,USA,2,,,,,,,35022,17406,17616,4421,4315,4584,4273,4064,4705,4432,2530,1698,1790075,41.029444,-92.408889,436,77.309091,,,,,3.49,5.67,3.05,8.28,5.67,4.14,5.23,,28.33,4.36,10.46,,6.32,4.79,3.71,3.05,3.05,4.14,4.14,7.85,34.65,5.01,4.14,5.88,3.71,4.58,30.73,4.58,5.23,4.79,4.36,5.45,-0.694444,-3.65,2.744444,0.0,-1.722222,92.459673
US_IA_19179,2020-02-01,ChIJQ1Vf0min6IcRcaEcFmdTbg4,Q485467,geoId/19179,US,United States of America,IA,Iowa,19179,Wapello County,US,USA,2,,,,,,,35022,17406,17616,4421,4315,4584,4273,4064,4705,4432,2530,1698,1790075,41.029444,-92.408889,436,77.309091,,,,,,3.82,4.92,7.65,4.37,4.64,,,19.94,4.64,9.56,3.82,8.47,5.19,7.1,,,,6.28,5.74,29.5,5.74,7.1,3.82,,,34.42,,6.83,4.1,,,1.477778,0.261111,4.25,0.0,0.311111,92.036144
US_IA_19179,2020-02-02,ChIJQ1Vf0min6IcRcaEcFmdTbg4,Q485467,geoId/19179,US,United States of America,IA,Iowa,19179,Wapello County,US,USA,2,,,,,,,35022,17406,17616,4421,4315,4584,4273,4064,4705,4432,2530,1698,1790075,41.029444,-92.408889,436,77.309091,,,,,,8.12,4.19,6.03,9.7,3.67,3.93,,18.86,3.93,7.07,4.98,6.29,6.81,4.72,4.45,3.67,4.45,,6.29,25.42,4.72,7.07,4.98,4.98,4.45,32.23,,8.38,5.5,,,5.905556,2.405556,12.55,0.0,0.65,69.1957
US_IA_19179,2020-02-03,ChIJQ1Vf0min6IcRcaEcFmdTbg4,Q485467,geoId/19179,US,United States of America,IA,Iowa,19179,Wapello County,US,USA,2,,,,,,,35022,17406,17616,4421,4315,4584,4273,4064,4705,4432,2530,1698,1790075,41.029444,-92.408889,436,77.309091,,,,,4.6,5.23,3.14,8.15,8.99,,4.81,4.39,17.77,,8.57,3.55,8.57,5.02,5.02,3.14,3.35,,5.85,6.48,34.08,5.64,5.64,6.06,,,28.23,4.81,5.64,5.85,4.18,3.97,1.75,-1.388889,6.811111,0.0,0.15,89.250341
US_IA_19179,2020-02-04,ChIJQ1Vf0min6IcRcaEcFmdTbg4,Q485467,geoId/19179,US,United States of America,IA,Iowa,19179,Wapello County,US,USA,2,,,,,,,35022,17406,17616,4421,4315,4584,4273,4064,4705,4432,2530,1698,1790075,41.029444,-92.408889,436,77.309091,,,,,4.28,6.94,5.92,9.79,7.75,3.88,3.47,,22.44,3.88,9.38,4.49,9.18,,5.1,4.69,,4.9,,5.92,30.39,7.55,6.12,6.32,,4.69,32.23,4.49,6.73,,4.49,4.08,-0.827778,-3.055556,2.194444,0.0,-4.761111,74.808449
US_IA_19179,2020-02-05,ChIJQ1Vf0min6IcRcaEcFmdTbg4,Q485467,geoId/19179,US,United States of America,IA,Iowa,19179,Wapello County,US,USA,2,,,,,,,35022,17406,17616,4421,4315,4584,4273,4064,4705,4432,2530,1698,1790075,41.029444,-92.408889,436,77.309091,,,,,3.58,4.21,4.21,10.72,8.41,6.31,2.94,4.63,23.76,3.58,10.09,6.94,7.36,5.68,3.58,5.05,3.15,2.94,3.79,7.99,31.75,5.47,4.0,6.31,3.58,3.36,38.27,4.0,6.52,5.89,3.15,3.79,-4.077778,-5.661111,-1.855556,0.0,-8.95,68.924918
US_IA_19179,2020-02-06,ChIJQ1Vf0min6IcRcaEcFmdTbg4,Q485467,geoId/19179,US,United States of America,IA,Iowa,19179,Wapello County,US,USA,2,,,,,,,35022,17406,17616,4421,4315,4584,4273,4064,4705,4432,2530,1698,1790075,41.029444,-92.408889,436,77.309091,,,,,,4.83,7.99,11.14,7.36,4.83,4.83,,27.74,5.04,9.46,6.3,8.2,6.93,,,3.57,3.78,3.78,6.51,35.73,6.3,6.51,5.67,4.83,3.99,29.42,5.67,4.41,6.72,7.36,5.04,-4.661111,-10.244444,0.316667,0.0,-9.166667,70.889529
US_IA_19179,2020-02-07,ChIJQ1Vf0min6IcRcaEcFmdTbg4,Q485467,geoId/19179,US,United States of America,IA,Iowa,19179,Wapello County,US,USA,2,,,,,,,35022,17406,17616,4421,4315,4584,4273,4064,4705,4432,2530,1698,1790075,41.029444,-92.408889,436,77.309091,,,,,,,3.25,6.29,7.16,3.04,5.86,3.9,28.19,,8.24,4.55,6.94,5.42,3.25,6.07,4.12,,,9.76,38.17,5.21,4.99,4.77,4.99,4.12,38.6,3.04,4.34,4.99,,,-3.655556,-6.594444,-0.65,0.0,-7.383333,75.565601
US_IA_19179,2020-02-08,ChIJQ1Vf0min6IcRcaEcFmdTbg4,Q485467,geoId/19179,US,United States of America,IA,Iowa,19179,Wapello County,US,USA,2,,,,,,,35022,17406,17616,4421,4315,4584,4273,4064,4705,4432,2530,1698,1790075,41.029444,-92.408889,436,77.309091,,,,,7.96,5.77,4.94,5.49,4.12,6.04,7.41,,22.79,4.94,7.69,,6.59,4.67,7.41,7.69,4.67,,5.49,12.08,28.01,4.39,4.94,4.94,6.04,,39.54,4.39,4.67,4.67,4.12,5.22,-5.088889,-9.227778,-0.994444,0.084667,-7.205556,85.204836
US_IA_19179,2020-02-09,ChIJQ1Vf0min6IcRcaEcFmdTbg4,Q485467,geoId/19179,US,United States of America,IA,Iowa,19179,Wapello County,US,USA,2,,,,,,,35022,17406,17616,4421,4315,4584,4273,4064,4705,4432,2530,1698,1790075,41.029444,-92.408889,436,77.309091,,,,,4.24,7.68,,13.24,7.15,6.62,6.62,4.24,18.8,5.82,7.68,4.76,11.91,,6.09,5.29,,,,,28.86,9.27,9.79,4.24,3.97,4.76,43.15,,9.0,5.82,5.03,5.82,0.177778,-5.544444,5.477778,0.254,-2.327778,83.428696
US_IA_19179,2020-02-10,ChIJQ1Vf0min6IcRcaEcFmdTbg4,Q485467,geoId/19179,US,United States of America,IA,Iowa,19179,Wapello County,US,USA,2,,,,,,,35022,17406,17616,4421,4315,4584,4273,4064,4705,4432,2530,1698,1790075,41.029444,-92.408889,436,77.309091,,,,,3.74,7.7,3.74,11.44,8.32,6.24,8.74,4.37,26.0,,10.81,2.91,5.82,5.62,6.45,3.95,3.95,,4.58,8.74,37.65,7.7,6.03,7.28,6.66,6.24,39.93,5.41,7.07,6.86,2.91,3.33,-3.45,-7.972222,2.266667,0.056444,-5.433333,86.297618
