location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TX_48281,2020-01-01,ChIJwUcgWMukWoYRF6Ooag1_zmA,Q113919,geoId/48281,US,United States of America,TX,Texas,48281,Lampasas County,US,USA,2,,,,,,,20861,10247,10614,2487,2746,2169,2336,2583,3105,2721,1814,900,1836955,31.19,-98.24,1849,78.475,,,,,,17.18,,14.6,,6.44,18.46,6.44,42.51,,9.907407,6.604938,13.018519,0.0,,-0.409722,48.580994
US_TX_48281,2020-01-02,ChIJwUcgWMukWoYRF6Ooag1_zmA,Q113919,geoId/48281,US,United States of America,TX,Texas,48281,Lampasas County,US,USA,2,,,,,,,20861,10247,10614,2487,2746,2169,2336,2583,3105,2721,1814,900,1836955,31.19,-98.24,1849,78.475,,,,,7.25,13.65,,18.34,,7.68,23.46,,34.98,10.66,12.203704,9.703704,16.679012,0.028222,,9.333333,82.070718
US_TX_48281,2020-01-03,ChIJwUcgWMukWoYRF6Ooag1_zmA,Q113919,geoId/48281,US,United States of America,TX,Texas,48281,Lampasas County,US,USA,2,,,,,,,20861,10247,10614,2487,2746,2169,2336,2583,3105,2721,1814,900,1836955,31.19,-98.24,1849,78.475,,,,,6.69,20.48,9.19,14.21,,9.61,24.24,7.1,34.69,,11.104938,6.604938,16.203704,0.0,,4.916667,65.933533
US_TX_48281,2020-01-04,ChIJwUcgWMukWoYRF6Ooag1_zmA,Q113919,geoId/48281,US,United States of America,TX,Texas,48281,Lampasas County,US,USA,2,,,,,,,20861,10247,10614,2487,2746,2169,2336,2583,3105,2721,1814,900,1836955,31.19,-98.24,1849,78.475,,,,,10.01,21.75,,17.4,10.01,10.44,22.62,,35.24,6.53,10.216049,1.907407,21.006173,0.0,,-1.486111,44.554768
US_TX_48281,2020-01-05,ChIJwUcgWMukWoYRF6Ooag1_zmA,Q113919,geoId/48281,US,United States of America,TX,Texas,48281,Lampasas County,US,USA,2,,,,,,,20861,10247,10614,2487,2746,2169,2336,2583,3105,2721,1814,900,1836955,31.19,-98.24,1849,78.475,,,,,9.02,25.33,8.59,12.88,8.59,7.73,20.61,9.45,36.07,,13.703704,5.376543,24.864198,0.0,,-0.708333,37.550047
US_TX_48281,2020-01-06,ChIJwUcgWMukWoYRF6Ooag1_zmA,Q113919,geoId/48281,US,United States of America,TX,Texas,48281,Lampasas County,US,USA,2,,,,,,,20861,10247,10614,2487,2746,2169,2336,2583,3105,2721,1814,900,1836955,31.19,-98.24,1849,78.475,,,,,7.34,28.62,,15.04,7.34,6.24,20.18,7.34,28.62,10.27,11.666667,2.932099,22.438272,0.0,,1.104167,49.600187
US_TX_48281,2020-01-07,ChIJwUcgWMukWoYRF6Ooag1_zmA,Q113919,geoId/48281,US,United States of America,TX,Texas,48281,Lampasas County,US,USA,2,,,,,,,20861,10247,10614,2487,2746,2169,2336,2583,3105,2721,1814,900,1836955,31.19,-98.24,1849,78.475,,,,,6.4,17.68,7.53,11.29,10.53,8.65,25.21,5.64,39.88,,10.796296,1.469136,19.185185,0.0,,-4.069444,35.566147
US_TX_48281,2020-01-08,ChIJwUcgWMukWoYRF6Ooag1_zmA,Q113919,geoId/48281,US,United States of America,TX,Texas,48281,Lampasas County,US,USA,2,,,,,,,20861,10247,10614,2487,2746,2169,2336,2583,3105,2721,1814,900,1836955,31.19,-98.24,1849,78.475,,,,,6.63,21.74,7.0,5.89,12.16,7.37,22.47,6.26,36.47,12.53,9.537037,0.839506,19.074074,0.0,,-4.215278,38.279242
US_TX_48281,2020-01-09,ChIJwUcgWMukWoYRF6Ooag1_zmA,Q113919,geoId/48281,US,United States of America,TX,Texas,48281,Lampasas County,US,USA,2,,,,,,,20861,10247,10614,2487,2746,2169,2336,2583,3105,2721,1814,900,1836955,31.19,-98.24,1849,78.475,,,,,8.14,22.19,5.55,13.31,9.99,9.25,20.71,7.4,29.96,12.58,17.969136,15.104938,23.222222,0.0,,12.784722,71.326508
US_TX_48281,2020-01-10,ChIJwUcgWMukWoYRF6Ooag1_zmA,Q113919,geoId/48281,US,United States of America,TX,Texas,48281,Lampasas County,US,USA,2,,,,,,,20861,10247,10614,2487,2746,2169,2336,2583,3105,2721,1814,900,1836955,31.19,-98.24,1849,78.475,,,,,7.8,22.95,6.5,13.86,8.66,6.93,23.82,9.96,44.61,7.8,20.216049,17.487654,23.185185,1.354667,,16.208333,77.441494
