location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vomiting,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_LA_22001,2020-01-01,ChIJHWEAP1GtJIYRPs6kwwTWnMI,Q337402,geoId/22001,US,United States of America,LA,Louisiana,22001,Acadia Parish,US,USA,2,,,,,,,62559,30472,32087,8916,8909,8166,7835,7123,8431,6959,3939,2281,1838140,30.266667,-92.4,1703,74.445455,,,,,,5.04,8.47,3.83,8.68,5.45,5.45,,5.65,3.63,2.82,,18.36,2.82,9.68,3.43,3.83,6.66,5.45,4.24,4.64,6.46,4.04,2.82,5.25,3.83,5.25,19.57,6.86,,6.25,,,3.63,3.23,39.34,4.24,7.06,4.04,,3.83,3.63,3.03,9.574074,5.444444,14.185185,0.0,3.175926,67.341136
US_LA_22001,2020-01-02,ChIJHWEAP1GtJIYRPs6kwwTWnMI,Q337402,geoId/22001,US,United States of America,LA,Louisiana,22001,Acadia Parish,US,USA,2,,,,,,,62559,30472,32087,8916,8909,8166,7835,7123,8431,6959,3939,2281,1838140,30.266667,-92.4,1703,74.445455,,,,,,4.8,7.39,5.91,11.64,7.76,5.54,3.33,8.31,3.88,,2.77,19.95,4.43,11.45,3.69,5.73,7.57,5.91,3.88,4.06,4.06,3.33,4.06,6.65,3.33,6.83,25.68,4.06,,6.1,,4.99,7.39,4.62,37.68,4.06,5.91,7.57,4.43,5.17,3.14,3.88,16.302469,11.17284,21.691358,10.232571,14.027778,86.762071
US_LA_22001,2020-01-03,ChIJHWEAP1GtJIYRPs6kwwTWnMI,Q337402,geoId/22001,US,United States of America,LA,Louisiana,22001,Acadia Parish,US,USA,2,,,,,,,62559,30472,32087,8916,8909,8166,7835,7123,8431,6959,3939,2281,1838140,30.266667,-92.4,1703,74.445455,,,,,,3.29,7.95,2.71,11.63,6.2,5.43,4.46,5.81,4.46,,2.71,16.47,3.49,9.11,3.68,2.91,7.37,4.65,5.04,7.56,4.26,5.43,5.62,5.43,4.26,6.98,26.94,4.26,3.68,8.33,,5.04,5.04,4.26,40.51,4.65,5.62,5.81,5.04,5.23,4.26,,16.148148,14.166667,21.024691,22.70125,14.75,91.75362
US_LA_22001,2020-01-04,ChIJHWEAP1GtJIYRPs6kwwTWnMI,Q337402,geoId/22001,US,United States of America,LA,Louisiana,22001,Acadia Parish,US,USA,2,,,,,,,62559,30472,32087,8916,8909,8166,7835,7123,8431,6959,3939,2281,1838140,30.266667,-92.4,1703,74.445455,,,,,,4.42,9.65,3.82,7.84,5.23,3.42,3.02,3.62,5.43,3.02,4.02,14.68,4.22,10.25,5.43,3.22,7.24,3.82,,5.03,5.43,4.62,4.42,3.22,,7.44,22.52,5.43,2.81,11.46,,3.42,4.02,3.82,34.38,4.22,7.04,5.03,3.82,4.42,3.82,,12.987654,7.598765,17.345679,4.769556,7.351852,69.028662
US_LA_22001,2020-01-05,ChIJHWEAP1GtJIYRPs6kwwTWnMI,Q337402,geoId/22001,US,United States of America,LA,Louisiana,22001,Acadia Parish,US,USA,2,,,,,,,62559,30472,32087,8916,8909,8166,7835,7123,8431,6959,3939,2281,1838140,30.266667,-92.4,1703,74.445455,,,,,,3.96,8.71,,7.72,6.13,5.14,3.36,5.34,6.33,2.77,4.35,14.64,2.77,8.71,4.35,4.16,6.73,3.56,2.77,8.31,4.16,4.35,6.13,4.35,,5.74,21.96,5.34,,8.31,,,4.16,4.95,39.77,3.36,6.93,5.14,2.77,6.13,3.76,4.16,10.734568,4.339506,19.055556,0.0,5.574074,73.552525
US_LA_22001,2020-01-06,ChIJHWEAP1GtJIYRPs6kwwTWnMI,Q337402,geoId/22001,US,United States of America,LA,Louisiana,22001,Acadia Parish,US,USA,2,,,,,,,62559,30472,32087,8916,8909,8166,7835,7123,8431,6959,3939,2281,1838140,30.266667,-92.4,1703,74.445455,,,,,,2.63,7.88,4.13,12.38,6.38,3.56,6.38,5.25,4.32,4.32,,13.88,,6.57,5.44,4.88,9.57,5.07,3.0,5.82,3.19,4.88,6.19,4.5,3.94,11.63,22.32,2.63,4.13,9.19,,4.69,4.32,5.82,38.27,6.94,8.63,3.94,3.94,6.0,5.07,3.56,14.339506,8.932099,21.376543,0.0,10.009259,78.797743
US_LA_22001,2020-01-07,ChIJHWEAP1GtJIYRPs6kwwTWnMI,Q337402,geoId/22001,US,United States of America,LA,Louisiana,22001,Acadia Parish,US,USA,2,,,,,,,62559,30472,32087,8916,8909,8166,7835,7123,8431,6959,3939,2281,1838140,30.266667,-92.4,1703,74.445455,,,,,,5.59,8.12,2.53,12.45,7.94,6.5,3.61,4.69,5.42,3.07,3.79,15.88,2.89,9.93,,6.14,9.21,5.23,3.43,7.04,4.33,3.43,3.79,3.43,4.69,9.75,24.91,5.59,5.05,8.48,,5.05,2.71,4.15,39.35,6.5,7.76,5.96,6.32,5.23,5.23,2.89,13.802469,8.209877,18.049383,0.0,4.657407,55.528499
US_LA_22001,2020-01-08,ChIJHWEAP1GtJIYRPs6kwwTWnMI,Q337402,geoId/22001,US,United States of America,LA,Louisiana,22001,Acadia Parish,US,USA,2,,,,,,,62559,30472,32087,8916,8909,8166,7835,7123,8431,6959,3939,2281,1838140,30.266667,-92.4,1703,74.445455,,,,,,3.67,7.7,3.67,12.28,9.16,6.05,5.87,5.87,4.58,2.75,4.4,13.2,3.48,7.7,,4.77,10.08,,4.03,4.77,5.68,3.3,4.77,4.58,3.3,9.35,36.84,5.68,4.77,8.98,3.48,4.58,4.03,4.58,33.73,5.68,16.13,4.58,4.03,5.87,2.93,2.57,9.339506,2.148148,18.228395,0.0,1.148148,58.716389
US_LA_22001,2020-01-09,ChIJHWEAP1GtJIYRPs6kwwTWnMI,Q337402,geoId/22001,US,United States of America,LA,Louisiana,22001,Acadia Parish,US,USA,2,,,,,,,62559,30472,32087,8916,8909,8166,7835,7123,8431,6959,3939,2281,1838140,30.266667,-92.4,1703,74.445455,,,,,,3.42,10.43,4.68,12.05,7.2,4.68,5.04,3.78,3.6,,2.7,15.83,,8.81,5.4,3.6,7.01,3.96,2.52,5.22,6.48,3.24,5.4,5.04,2.7,10.07,31.3,5.94,3.96,7.01,,3.42,6.48,5.58,40.47,4.5,10.61,5.58,2.52,6.3,3.42,4.86,15.524691,10.111111,22.5,0.0,10.648148,73.26579
US_LA_22001,2020-01-10,ChIJHWEAP1GtJIYRPs6kwwTWnMI,Q337402,geoId/22001,US,United States of America,LA,Louisiana,22001,Acadia Parish,US,USA,2,,,,,,,62559,30472,32087,8916,8909,8166,7835,7123,8431,6959,3939,2281,1838140,30.266667,-92.4,1703,74.445455,,,,,,2.6,9.01,,7.97,8.14,6.24,3.29,4.5,3.46,2.77,2.6,11.78,4.68,7.97,2.77,2.77,9.53,3.12,3.12,3.64,4.16,2.94,5.02,3.29,,5.2,28.41,5.2,4.85,7.79,,4.33,3.12,3.46,36.55,2.94,7.28,6.06,5.02,3.12,4.16,2.6,20.222222,17.87037,24.092593,0.0,17.851852,84.654546
