location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MO_29175,2020-01-01,ChIJdwGDsdXRwocRxuvjxPLj22c,Q489625,geoId/29175,US,United States of America,MO,Missouri,29175,Randolph County,US,USA,2,,,,,,,24899,13068,11831,2914,3056,3542,3280,3284,3370,2725,1674,1054,1180544,39.43,-92.5,1263,75.566667,,,,,9.06,11.11,,,,17.7,10.7,,,21.82,6.59,7.41,39.11,9.06,,3.277778,-2.769841,13.126984,0.0,,-4.111111,57.499149
US_MO_29175,2020-01-02,ChIJdwGDsdXRwocRxuvjxPLj22c,Q489625,geoId/29175,US,United States of America,MO,Missouri,29175,Randolph County,US,USA,2,,,,,,,24899,13068,11831,2914,3056,3542,3280,3284,3370,2725,1674,1054,1180544,39.43,-92.5,1263,75.566667,,,,,7.64,12.61,7.26,7.26,6.88,16.05,15.29,,7.26,33.25,11.46,8.03,37.45,14.14,7.26,7.436508,2.333333,11.698413,0.0,,0.87037,62.961426
US_MO_29175,2020-01-03,ChIJdwGDsdXRwocRxuvjxPLj22c,Q489625,geoId/29175,US,United States of America,MO,Missouri,29175,Randolph County,US,USA,2,,,,,,,24899,13068,11831,2914,3056,3542,3280,3284,3370,2725,1674,1054,1180544,39.43,-92.5,1263,75.566667,,,,,9.13,10.27,8.75,,,14.45,7.61,,8.37,26.24,,7.99,40.69,6.08,6.08,4.68254,2.222222,9.301587,0.0,,1.962963,81.796891
US_MO_29175,2020-01-04,ChIJdwGDsdXRwocRxuvjxPLj22c,Q489625,geoId/29175,US,United States of America,MO,Missouri,29175,Randolph County,US,USA,2,,,,,,,24899,13068,11831,2914,3056,3542,3280,3284,3370,2725,1674,1054,1180544,39.43,-92.5,1263,75.566667,,,,,6.15,9.02,9.02,8.2,,13.54,9.43,,,29.12,,13.13,41.84,,,2.015873,-0.230159,5.928571,0.0,,-2.694444,70.575487
US_MO_29175,2020-01-05,ChIJdwGDsdXRwocRxuvjxPLj22c,Q489625,geoId/29175,US,United States of America,MO,Missouri,29175,Randolph County,US,USA,2,,,,,,,24899,13068,11831,2914,3056,3542,3280,3284,3370,2725,1674,1054,1180544,39.43,-92.5,1263,75.566667,,,,,8.49,11.73,6.07,,8.9,22.24,10.11,,7.28,24.26,,11.32,37.2,,,3.373016,-1.428571,11.055556,0.0,,-4.805556,55.09122
US_MO_29175,2020-01-06,ChIJdwGDsdXRwocRxuvjxPLj22c,Q489625,geoId/29175,US,United States of America,MO,Missouri,29175,Randolph County,US,USA,2,,,,,,,24899,13068,11831,2914,3056,3542,3280,3284,3370,2725,1674,1054,1180544,39.43,-92.5,1263,75.566667,,,,,5.17,4.82,7.92,6.89,,12.75,9.99,,,26.87,4.82,6.55,34.8,7.58,6.2,1.904762,-3.984127,8.761905,0.0,,-5.148148,59.043854
US_MO_29175,2020-01-07,ChIJdwGDsdXRwocRxuvjxPLj22c,Q489625,geoId/29175,US,United States of America,MO,Missouri,29175,Randolph County,US,USA,2,,,,,,,24899,13068,11831,2914,3056,3542,3280,3284,3370,2725,1674,1054,1180544,39.43,-92.5,1263,75.566667,,,,,5.9,8.53,5.9,7.21,5.25,12.46,11.15,,7.87,25.58,7.54,7.54,33.77,5.9,,2.579365,-1.047619,8.126984,0.0,,-4.398148,59.652947
US_MO_29175,2020-01-08,ChIJdwGDsdXRwocRxuvjxPLj22c,Q489625,geoId/29175,US,United States of America,MO,Missouri,29175,Randolph County,US,USA,2,,,,,,,24899,13068,11831,2914,3056,3542,3280,3284,3370,2725,1674,1054,1180544,39.43,-92.5,1263,75.566667,,,,,,11.48,8.2,7.22,7.22,17.06,5.91,4.59,9.51,29.2,5.25,9.19,37.73,13.12,,2.031746,-3.52381,7.555556,0.0,,-6.527778,52.327593
US_MO_29175,2020-01-09,ChIJdwGDsdXRwocRxuvjxPLj22c,Q489625,geoId/29175,US,United States of America,MO,Missouri,29175,Randolph County,US,USA,2,,,,,,,24899,13068,11831,2914,3056,3542,3280,3284,3370,2725,1674,1054,1180544,39.43,-92.5,1263,75.566667,,,,,,10.65,6.13,6.13,,9.68,9.68,5.49,9.04,34.85,9.68,7.42,35.18,9.36,,9.944444,2.412698,16.349206,0.0,,1.101852,53.878839
US_MO_29175,2020-01-10,ChIJdwGDsdXRwocRxuvjxPLj22c,Q489625,geoId/29175,US,United States of America,MO,Missouri,29175,Randolph County,US,USA,2,,,,,,,24899,13068,11831,2914,3056,3542,3280,3284,3370,2725,1674,1054,1180544,39.43,-92.5,1263,75.566667,,,,,5.68,7.89,6.94,4.73,6.0,14.51,9.15,6.94,5.68,26.82,,5.05,34.08,6.31,5.36,8.920635,3.571429,14.325397,3.471333,50.8,7.907407,89.385557
US_MO_29175,2020-01-11,ChIJdwGDsdXRwocRxuvjxPLj22c,Q489625,geoId/29175,US,United States of America,MO,Missouri,29175,Randolph County,US,USA,2,,,,,,,24899,13068,11831,2914,3056,3542,3280,3284,3370,2725,1674,1054,1180544,39.43,-92.5,1263,75.566667,,,,,,12.43,6.21,5.83,,18.26,8.94,,7.38,26.41,6.6,,36.9,,,-1.68254,-5.357143,5.365079,35.602333,30.48,-2.416667,91.376096
US_MO_29175,2020-01-12,ChIJdwGDsdXRwocRxuvjxPLj22c,Q489625,geoId/29175,US,United States of America,MO,Missouri,29175,Randolph County,US,USA,2,,,,,,,24899,13068,11831,2914,3056,3542,3280,3284,3370,2725,1674,1054,1180544,39.43,-92.5,1263,75.566667,,,,,6.75,6.75,7.15,11.12,6.35,13.9,6.75,,7.94,21.04,,7.94,34.94,,,-4.293651,-5.920635,-1.428571,2.328333,,-5.648148,88.608286
US_MO_29175,2020-01-13,ChIJdwGDsdXRwocRxuvjxPLj22c,Q489625,geoId/29175,US,United States of America,MO,Missouri,29175,Randolph County,US,USA,2,,,,,,,24899,13068,11831,2914,3056,3542,3280,3284,3370,2725,1674,1054,1180544,39.43,-92.5,1263,75.566667,,,,,7.64,11.77,9.23,5.73,6.36,14.0,14.0,7.32,9.55,33.09,,6.68,44.23,4.77,6.68,-0.309524,-2.809524,3.396825,0.0,30.48,-1.203704,92.211093
US_MO_29175,2020-01-14,ChIJdwGDsdXRwocRxuvjxPLj22c,Q489625,geoId/29175,US,United States of America,MO,Missouri,29175,Randolph County,US,USA,2,,,,,,,24899,13068,11831,2914,3056,3542,3280,3284,3370,2725,1674,1054,1180544,39.43,-92.5,1263,75.566667,,,,,5.91,8.39,7.77,,7.15,11.81,8.39,4.66,5.59,29.22,6.84,6.84,35.44,9.01,4.97,5.034722,1.027778,10.472222,0.0,30.48,2.865079,84.738159
US_MO_29175,2020-01-15,ChIJdwGDsdXRwocRxuvjxPLj22c,Q489625,geoId/29175,US,United States of America,MO,Missouri,29175,Randolph County,US,USA,2,,,,,,,24899,13068,11831,2914,3056,3542,3280,3284,3370,2725,1674,1054,1180544,39.43,-92.5,1263,75.566667,,,,,5.4,12.71,10.48,6.35,6.99,10.48,9.53,6.04,11.43,31.13,7.3,7.3,40.66,8.26,7.3,7.123457,2.740741,10.432099,0.0,,5.625,87.939428
US_MO_29175,2020-01-16,ChIJdwGDsdXRwocRxuvjxPLj22c,Q489625,geoId/29175,US,United States of America,MO,Missouri,29175,Randolph County,US,USA,2,,,,,,,24899,13068,11831,2914,3056,3542,3280,3284,3370,2725,1674,1054,1180544,39.43,-92.5,1263,75.566667,,,,,5.3,9.05,5.62,,,12.79,9.99,,4.99,29.34,4.99,6.24,34.64,7.8,6.55,-4.574074,-9.209877,3.246914,0.056444,,-8.784722,70.271003
