location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13303,2020-01-01,ChIJLwJtNfYv94gRozqQf0nDF64,Q498286,geoId/13303,US,United States of America,GA,Georgia,13303,Washington County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20311,10237,10074,2470,2447,2739,2473,2374,3011,2499,1456,842,1074317,32.97,-82.79,684,77.34,,,,15.87,23.43,,29.48,12.09,56.69,,8.45,2.872222,15.333333,0.0,-1.288889,50.738881
US_GA_13303,2020-01-02,ChIJLwJtNfYv94gRozqQf0nDF64,Q498286,geoId/13303,US,United States of America,GA,Georgia,13303,Washington County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20311,10237,10074,2470,2447,2739,2473,2374,3011,2499,1456,842,1074317,32.97,-82.79,684,77.34,,,,20.77,26.13,11.39,32.16,14.74,53.59,,8.744444,4.261111,14.155556,0.8128,4.555556,75.205744
US_GA_13303,2020-01-03,ChIJLwJtNfYv94gRozqQf0nDF64,Q498286,geoId/13303,US,United States of America,GA,Georgia,13303,Washington County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20311,10237,10074,2470,2447,2739,2473,2374,3011,2499,1456,842,1074317,32.97,-82.79,684,77.34,,,,,22.67,10.0,26.68,12.0,42.68,,18.172222,9.605556,26.266667,8.9408,14.85,81.2771
US_GA_13303,2020-01-04,ChIJLwJtNfYv94gRozqQf0nDF64,Q498286,geoId/13303,US,United States of America,GA,Georgia,13303,Washington County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20311,10237,10074,2470,2447,2739,2473,2374,3011,2499,1456,842,1074317,32.97,-82.79,684,77.34,,,,14.4,20.46,12.88,31.07,14.4,47.74,14.4,16.411111,12.011111,22.361111,20.8788,12.811111,79.441334
US_GA_13303,2020-01-05,ChIJLwJtNfYv94gRozqQf0nDF64,Q498286,geoId/13303,US,United States of America,GA,Georgia,13303,Washington County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20311,10237,10074,2470,2447,2739,2473,2374,3011,2499,1456,842,1074317,32.97,-82.79,684,77.34,,,,14.17,24.41,,35.43,,53.54,,7.283333,1.261111,15.988889,1.016,-1.577778,53.526883
US_GA_13303,2020-01-06,ChIJLwJtNfYv94gRozqQf0nDF64,Q498286,geoId/13303,US,United States of America,GA,Georgia,13303,Washington County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20311,10237,10074,2470,2447,2739,2473,2374,3011,2499,1456,842,1074317,32.97,-82.79,684,77.34,,,,,10.09,10.09,25.55,13.45,54.47,12.78,8.538889,1.333333,18.588889,0.0,1.844444,63.317062
US_GA_13303,2020-01-07,ChIJLwJtNfYv94gRozqQf0nDF64,Q498286,geoId/13303,US,United States of America,GA,Georgia,13303,Washington County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20311,10237,10074,2470,2447,2739,2473,2374,3011,2499,1456,842,1074317,32.97,-82.79,684,77.34,,,,14.79,13.2,9.51,19.01,,35.91,10.56,10.933333,4.877778,18.188889,0.0,4.788889,66.079376
US_GA_13303,2020-01-08,ChIJLwJtNfYv94gRozqQf0nDF64,Q498286,geoId/13303,US,United States of America,GA,Georgia,13303,Washington County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20311,10237,10074,2470,2447,2739,2473,2374,3011,2499,1456,842,1074317,32.97,-82.79,684,77.34,,,,10.06,13.08,13.58,27.67,8.55,33.2,15.09,8.433333,0.077778,17.677778,0.0254,-2.188889,47.622893
US_GA_13303,2020-01-09,ChIJLwJtNfYv94gRozqQf0nDF64,Q498286,geoId/13303,US,United States of America,GA,Georgia,13303,Washington County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20311,10237,10074,2470,2447,2739,2473,2374,3011,2499,1456,842,1074317,32.97,-82.79,684,77.34,,,,7.58,12.31,,20.37,9.0,27.95,9.47,8.027778,-0.505556,19.838889,0.0,1.35,63.320828
US_GA_13303,2020-01-10,ChIJLwJtNfYv94gRozqQf0nDF64,Q498286,geoId/13303,US,United States of America,GA,Georgia,13303,Washington County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20311,10237,10074,2470,2447,2739,2473,2374,3011,2499,1456,842,1074317,32.97,-82.79,684,77.34,,,,14.94,14.94,10.12,22.65,8.19,39.52,,15.861111,11.616667,21.788889,0.0,10.244444,69.328042
