location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_MN_27015,2020-10-10,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,16,0,260,2,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,-3,,3,,5.32,5.65,8.64,6.64,,7.97,8.3,4.65,4.98,6.98,,4.98,,4.65,,15.95,5.32,7.31,,,34.22,,,5.98,,14.327778,6.6,21.416667,0.0,4.777778,52.961616
US_MN_27015,2020-10-11,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,3,1,263,3,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,26,,-7,,,7.38,8.23,9.37,5.11,,8.23,,6.82,5.68,,5.39,5.39,4.54,5.96,16.18,,4.54,,4.83,34.93,,3.98,6.25,,15.172222,8.394444,26.522222,0.0,6.527778,56.552971
US_MN_27015,2020-10-12,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,4,0,267,3,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,4,-8,-18,4,3.75,6.8,9.85,7.5,4.92,5.16,6.1,,7.74,5.16,,6.33,,4.92,4.22,12.66,4.22,3.99,4.46,5.63,30.73,,4.46,4.46,3.75,14.344444,7.872222,24.4,18.542,6.272222,58.620311
US_MN_27015,2020-10-13,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,4,0,271,3,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,3,-7,-15,3,,6.36,9.66,10.13,6.13,5.18,7.3,,6.13,4.0,4.0,6.13,,,4.71,15.31,5.89,4.95,,3.3,33.69,,3.53,4.48,4.71,12.605556,9.388889,16.488889,0.6604,1.85,48.224147
US_MN_27015,2020-10-14,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,0,0,271,3,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,2,-9,-16,3,,6.97,7.21,9.13,8.65,,6.97,4.33,9.61,5.05,6.49,6.25,3.36,5.29,4.08,13.46,6.49,5.29,5.05,4.33,30.28,,,4.81,5.53,11.761111,6.894444,17.533333,0.072571,2.472222,53.189986
US_MN_27015,2020-10-15,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,5,0,276,3,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,5,-4,-25,4,4.5,7.59,5.91,5.91,5.91,5.62,,,,6.47,,4.78,,3.94,4.78,15.19,8.16,4.5,,3.94,34.03,,,,3.94,5.116667,-1.194444,10.611111,0.0,-3.361111,54.62323
US_MN_27015,2020-10-16,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,9,0,285,3,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,2,1,-28,5,4.05,,6.94,6.08,7.52,7.81,6.08,,4.63,,5.79,5.21,4.05,4.05,5.5,13.6,4.05,,,4.05,30.67,,4.34,,,4.122222,0.394444,8.155556,0.0,-3.833333,56.536992
US_MN_27015,2020-10-17,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,5,0,290,3,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,-4,-6,-2,,4.79,7.98,6.38,7.02,5.43,7.66,6.7,,8.94,6.38,,,,4.47,5.75,15.64,6.38,4.79,,,33.2,,5.11,6.38,,6.538889,2.755556,13.477778,0.338667,0.588889,65.969057
US_MN_27015,2020-10-18,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,0,0,290,3,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,23,,-6,,4.16,6.83,5.64,7.42,,,8.31,,5.64,6.83,,,,,8.9,14.25,4.75,4.75,,,32.95,,5.64,9.79,,0.5,-3.411111,4.072222,0.1016,-5.755556,63.191336
US_MN_27015,2020-10-19,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,8,0,298,3,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,3,-3,-16,3,,5.74,6.69,8.13,4.06,4.3,7.89,3.59,7.17,,,5.74,,4.3,5.5,16.5,4.3,5.98,,3.83,31.32,4.3,6.93,4.54,,-0.738889,-3.694444,1.194444,0.508,-4.7,74.754902
US_MN_27015,2020-10-20,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,2,0,300,3,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,-12,-19,-16,9,3.47,6.48,4.17,8.33,6.25,6.02,3.94,,4.86,3.94,,3.47,,3.7,4.17,14.59,3.24,,3.47,,28.71,,3.7,3.47,,0.261111,-0.755556,1.161111,0.0,-1.238889,89.782188
US_MN_27015,2020-10-21,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,7,0,307,3,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,6,-11,-13,5,,6.43,7.14,12.14,4.28,7.85,9.52,3.57,6.43,4.76,,3.57,3.81,5.0,,13.8,3.33,6.66,4.05,,38.08,4.28,5.47,5.71,,1.155556,-0.272222,2.777778,5.588,-0.9,86.274044
US_MN_27015,2020-10-22,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,4,0,311,3,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,-10,-15,-15,7,,,8.39,8.86,5.36,7.69,9.79,5.83,6.29,5.13,,,,4.2,6.53,17.48,6.76,5.83,,4.43,35.89,,,5.59,,0.011111,-1.333333,0.816667,0.616857,-1.327778,90.778778
US_MN_27015,2020-10-23,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,5,0,316,3,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,8,-2,-14,6,3.91,4.88,5.37,7.57,6.35,6.84,6.11,4.64,4.88,4.88,3.66,4.15,3.91,3.42,5.37,12.94,3.66,3.66,,3.91,28.33,3.91,4.64,,,0.266667,-2.283333,1.011111,1.233714,-1.583333,87.549784
US_MN_27015,2020-10-24,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,4,0,320,3,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,-3,,0,,,5.9,7.96,6.19,4.13,5.6,9.14,,5.6,9.44,,,,,,16.51,5.9,5.6,,,29.78,,4.72,,,-4.505556,-7.7,-1.788889,0.846667,-7.788889,77.948233
US_MN_27015,2020-10-25,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,1,0,321,3,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,2,,-6,,4.43,9.13,6.64,9.41,5.26,,8.03,,6.64,4.71,,,,,4.71,18.82,,5.81,4.43,4.15,31.0,,4.71,4.71,,-3.427778,-4.955556,-2.344444,0.0,-5.483333,85.863792
US_MN_27015,2020-10-26,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,3,0,324,3,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,-1,-7,-15,4,3.3,4.71,5.42,9.42,4.47,5.42,8.71,5.65,8.48,4.0,3.53,7.06,,4.0,4.95,21.19,4.24,4.71,,4.47,34.61,,3.77,4.24,3.77,-5.544444,-8.866667,-2.555556,0.0762,-8.744444,78.295254
US_MN_27015,2020-10-27,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,9,0,333,3,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,2,-7,-14,6,3.98,3.74,6.32,9.36,5.15,5.15,6.55,3.51,6.55,7.25,4.21,5.85,3.27,4.21,4.91,18.95,6.08,3.98,3.27,4.45,35.79,,7.49,4.91,5.61,-7.138889,-12.455556,0.005556,0.451556,-10.316667,78.120294
US_MN_27015,2020-10-28,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,2,0,335,3,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,2,-13,-13,4,,5.67,5.92,10.11,5.18,,11.59,4.93,5.42,7.15,3.45,5.42,4.44,5.67,5.42,14.79,3.94,4.93,5.42,4.19,34.51,,5.42,5.18,4.93,1.411111,-2.783333,8.538889,0.0,-3.516667,69.852555
US_MN_27015,2020-10-29,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,13,0,348,3,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,-1,-6,-13,4,5.49,4.24,7.23,8.98,3.74,5.74,6.74,,7.48,6.99,4.74,4.49,,,3.74,16.46,,6.99,3.49,4.49,37.92,,,,,0.516667,-1.494444,4.3,0.0254,-2.6,79.802685
US_MN_27015,2020-10-30,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,17,0,365,3,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,8,0,-17,4,,4.47,5.78,8.67,,5.52,8.67,,6.04,9.46,,,,,5.78,15.24,4.21,3.94,,,28.12,,,5.26,5.26,2.061728,-0.623457,7.783951,0.042333,-1.851852,75.376814
US_MN_27015,2020-10-31,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,8,0,373,3,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,-2,,0,,,4.63,12.56,,6.61,,5.29,4.96,,5.62,,,,,6.28,11.57,,,,,32.07,,,,,5.882716,2.135802,13.265432,0.084667,0.771605,69.819572
US_MN_27015,2020-11-01,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,11,0,384,3,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,,,-15,,4.06,5.51,8.41,23.79,6.38,,13.64,4.35,15.67,7.83,,4.64,,4.06,5.51,17.41,4.64,5.51,,,33.66,,,6.38,,0.462963,-3.969136,7.0,0.0,-6.938272,57.755653
US_MN_27015,2020-11-02,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,20,0,404,3,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,0,-9,-15,3,,5.96,5.96,13.16,4.47,4.72,9.43,3.97,13.41,7.45,,4.96,5.71,,5.71,15.64,3.72,7.45,,4.96,25.82,,4.72,3.72,4.22,4.166667,-3.228395,17.697531,0.0,-4.685185,52.956199
US_MN_27015,2020-11-03,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,18,0,422,3,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,20,-11,-16,4,,4.4,7.64,7.64,4.4,3.7,8.56,3.7,8.56,6.25,,4.4,,,7.87,15.27,6.02,5.32,,4.17,32.4,3.7,,5.09,,11.12963,2.271605,25.527778,0.0,0.148148,47.265139
US_MN_27015,2020-11-04,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,12,0,434,3,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,-4,-12,-15,4,,5.21,6.57,8.15,,3.85,9.96,4.53,6.11,3.85,,3.62,3.4,,3.4,16.07,4.08,3.85,4.08,3.4,24.68,3.17,,3.62,3.17,13.366667,2.927778,26.044444,0.0,1.211111,44.41978
US_MN_27015,2020-11-05,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,28,1,462,4,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,-8,-13,-15,5,,5.55,6.75,6.03,3.38,,11.09,,6.99,6.75,,3.86,3.62,4.82,3.86,16.88,4.34,4.82,6.99,4.1,29.18,,3.38,3.38,,12.633333,5.422222,20.361111,0.0,2.211111,49.470126
US_MN_27015,2020-11-06,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,38,0,500,4,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,3,-5,-19,5,,6.15,6.67,6.67,4.1,4.62,9.74,4.62,6.92,4.87,,4.1,,,5.13,22.56,3.85,,,,29.48,3.59,3.59,3.85,4.1,15.209877,9.339506,24.759259,0.0,3.259259,45.365014
US_MN_27015,2020-11-07,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,35,0,535,4,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,-8,-7,-3,,,4.62,9.85,6.16,,,6.77,,4.31,5.23,,,4.62,,4.62,17.85,4.31,4.62,,,25.55,4.31,,,,17.138889,13.494444,22.338889,0.0,10.566667,65.515595
US_MN_27015,2020-11-08,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,35,1,570,5,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,11,,-7,,4.66,7.0,6.12,9.62,4.96,,10.79,6.41,4.08,5.54,,,,,5.83,16.91,7.87,4.96,,4.37,37.02,,4.66,6.41,,16.75,12.394444,21.733333,0.0,10.111111,65.043827
US_MN_27015,2020-11-09,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,14,0,584,5,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,-5,-8,-19,6,,5.49,6.44,6.2,5.25,3.82,8.83,6.44,8.59,5.49,,4.77,,,,17.66,,4.06,,,26.72,3.82,5.01,,,12.493827,0.524691,19.475309,5.0292,8.67284,77.72375
US_MN_27015,2020-11-10,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,19,0,603,5,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,-23,-18,-19,10,,4.88,5.34,6.97,4.65,,9.06,3.25,5.11,7.67,4.18,,5.11,4.42,3.72,17.66,4.65,4.65,,,31.14,,,3.95,,-1.876543,-4.074074,-0.302469,7.0612,-4.604938,81.783625
US_MN_27015,2020-11-11,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,22,0,625,5,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,-1,-15,-21,8,,,5.43,6.61,8.74,7.79,8.97,6.14,6.61,8.5,,5.9,4.49,3.78,4.01,19.6,5.43,5.2,5.2,5.2,29.04,3.31,4.96,4.49,3.31,-3.988889,-8.922222,1.577778,1.100667,-6.15,85.066622
US_MN_27015,2020-11-12,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,43,0,668,5,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,-19,-21,-18,9,,6.92,,9.79,4.77,6.92,6.92,4.3,7.64,4.54,,,5.01,3.34,8.83,20.77,5.25,6.92,3.34,,31.27,4.06,4.54,4.06,,-3.238889,-7.611111,-0.961111,3.7592,-5.583333,84.059572
US_MN_27015,2020-11-13,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,25,0,693,5,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,4,1,-21,10,3.51,5.26,7.51,4.51,5.01,7.51,8.77,6.26,4.01,6.51,,3.51,5.01,,4.51,22.79,5.76,5.26,,3.76,25.8,,4.76,6.26,4.26,-7.533333,-13.677778,1.505556,0.0,-10.155556,81.663228
US_MN_27015,2020-11-14,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,59,0,752,5,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,-16,-7,-3,,5.35,8.02,6.24,4.75,5.94,,12.78,5.05,6.24,8.62,,,,,4.46,13.97,4.75,5.05,5.35,,35.96,,,8.02,,0.561111,-1.116667,2.988889,0.4064,-2.933333,77.550253
US_MN_27015,2020-11-15,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,43,0,795,5,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,3,,-11,,,6.32,4.02,7.18,6.04,,11.21,6.04,6.61,4.6,4.31,,4.6,5.17,,14.95,7.76,5.17,,5.46,31.33,,,4.31,,0.783333,-2.066667,3.405556,0.072571,-2.8,77.144583
US_MN_27015,2020-11-16,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,62,0,857,5,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,-6,-9,-19,7,3.38,3.62,6.51,9.41,4.83,6.51,9.89,,7.48,7.0,,3.86,7.96,3.86,3.38,17.61,4.34,5.79,3.38,4.34,30.16,,3.86,4.34,,-0.5,-4.55,5.733333,0.0762,-4.433333,74.966482
US_MN_27015,2020-11-17,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,22,1,879,6,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,-6,-4,-21,8,3.37,6.51,7.47,6.27,4.82,6.03,10.12,4.34,3.62,7.71,,5.3,6.03,4.34,3.86,20.01,6.99,4.58,,4.1,24.34,,5.54,4.58,3.62,-3.35,-8.316667,1.283333,0.0,-6.344444,79.904726
US_MN_27015,2020-11-18,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,30,0,909,6,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,-2,-9,-18,6,,,7.71,9.34,5.14,3.97,14.25,3.5,9.81,5.37,,,,,5.14,18.22,4.2,,,5.37,30.83,,3.27,6.3,,3.505556,-0.622222,12.527778,0.0,-1.472222,70.024609
US_MN_27015,2020-11-19,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,51,3,960,9,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,-5,-6,-18,7,4.23,6.21,4.23,7.46,,5.72,10.94,4.47,7.96,8.45,4.72,,3.73,4.47,4.97,17.4,8.7,4.97,,3.73,29.58,,6.21,5.47,3.48,8.533333,4.033333,12.505556,0.0,3.983333,73.359273
US_MN_27015,2020-11-20,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,64,1,1024,10,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,-1,-7,-17,9,,6.18,6.67,8.15,4.45,4.2,6.92,5.44,5.93,4.7,5.44,,,,,18.04,5.19,,3.46,,23.97,,7.66,7.17,6.92,3.022222,-0.422222,7.666667,0.0,0.322222,82.543729
US_MN_27015,2020-11-21,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,45,0,1069,10,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,-26,-4,-3,,,,,4.76,,5.65,5.06,,5.95,7.44,,4.17,,,,14.88,10.12,,,4.46,31.84,,,5.65,,-1.722222,-6.933333,5.083333,0.0,-4.35,82.34461
US_MN_27015,2020-11-22,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,57,0,1126,10,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,-4,,-8,,,6.85,5.99,5.99,4.85,7.14,9.99,,,5.99,4.57,,5.42,,,13.99,4.0,5.42,,4.57,38.25,4.28,5.14,5.99,4.0,2.344444,-0.394444,6.538889,0.465667,-0.9,79.426562
US_MN_27015,2020-11-23,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,49,0,1175,10,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,-9,-6,-24,9,6.15,5.64,6.92,4.61,4.1,5.64,8.71,5.64,5.89,4.87,,,3.84,,5.89,19.22,,3.84,,3.59,34.34,,,4.87,,-1.944444,-7.127778,2.866667,0.0762,-4.538889,82.599173
US_MN_27015,2020-11-24,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,36,0,1211,10,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,-8,-1,-25,11,3.57,5.36,7.91,7.4,5.87,,5.87,4.34,5.36,8.93,,,4.59,5.11,,19.91,6.12,,,3.83,27.82,8.17,4.08,,,1.455556,0.338889,3.005556,0.042333,0.088889,90.709943
US_MN_27015,2020-11-25,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,39,1,1250,11,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,13,30,-34,10,5.82,6.88,7.67,6.08,,,8.46,,3.97,4.23,,,5.02,,4.23,18.51,,5.82,4.5,,30.41,5.02,7.4,,,0.894444,-0.377778,2.677778,0.1016,-0.044444,93.537034
US_MN_27015,2020-11-26,ChIJ5b9XZBw-9YcRL5bVrsrmvmQ,Q110900,geoId/27015,US,United States of America,MN,Minnesota,27015,Brown County,US,USA,2,0,0,1250,11,,,25172,12569,12603,3007,3240,3017,2872,2477,3589,3247,2025,1698,1795841,44.23,-94.72,1602,81.3125,-87,,-84,28,,6.05,9.79,6.91,,4.03,6.62,6.05,4.03,,,4.32,,,,14.98,8.35,,,6.91,29.95,4.03,,5.76,,0.383333,-1.583333,2.533333,0.0,-1.772222,85.55532
