location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_IA_19123,2020-05-08,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,0,0,20,1,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,,-34,,10.56,12.07,,5.28,7.54,8.29,,21.49,,,30.16,9.05,6.03,10.074074,4.641975,15.314815,0.381,0.763889,52.384306
US_IA_19123,2020-05-09,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,0,0,20,1,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,,-15,,7.68,,,,,,,20.34,9.04,7.23,36.61,7.68,,9.277778,-0.444444,19.04321,0.084667,-3.263889,41.186826
US_IA_19123,2020-05-10,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,0,0,20,1,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,,-22,,8.96,8.15,5.71,6.11,10.19,,,24.04,6.93,8.56,40.34,9.37,6.11,9.716049,4.771605,17.41358,0.084667,2.048611,58.525778
US_IA_19123,2020-05-11,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,0,0,20,1,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,,-30,,,13.86,5.84,,13.5,6.57,,22.25,5.47,7.66,33.92,9.85,6.57,8.561728,4.339506,14.024691,0.0,-1.770833,48.374732
US_IA_19123,2020-05-12,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,1,0,21,1,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,,-31,,7.81,16.0,5.21,5.95,8.93,8.93,,22.32,5.95,7.44,32.74,6.32,,9.932099,4.716049,16.858025,0.0,-2.819444,40.670032
US_IA_19123,2020-05-13,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,0,0,21,1,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,,-32,,,9.66,6.8,6.08,8.95,9.66,5.73,28.27,,11.81,31.14,11.09,,10.493827,4.518519,15.67284,0.028222,5.284722,70.493624
US_IA_19123,2020-05-14,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,0,0,21,1,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,-26,-33,,6.66,14.03,5.96,8.07,9.12,5.61,,22.1,7.72,11.22,30.16,8.77,,15.604938,11.092593,21.938272,1.8288,14.888889,94.42588
US_IA_19123,2020-05-15,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,1,0,22,1,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,-3,-27,,6.93,11.17,,,6.16,9.25,,20.42,5.39,7.71,34.67,6.93,8.09,17.450617,13.567901,22.611111,21.844,12.916667,74.394161
US_IA_19123,2020-05-16,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,1,0,23,1,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,-15,-3,,9.68,11.78,8.42,6.31,6.31,,,24.83,,11.36,39.13,11.36,,17.87037,10.895062,23.907407,0.036286,12.611111,71.322
US_IA_19123,2020-05-17,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,1,0,24,1,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,,-19,,8.89,13.33,8.08,5.66,7.67,6.06,,21.81,5.66,7.27,33.52,10.1,,16.574074,12.969136,21.777778,3.852333,15.180556,91.402488
US_IA_19123,2020-05-18,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,5,0,29,1,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,,-29,,7.93,11.18,,9.01,6.49,10.82,,16.22,5.05,9.01,42.91,6.85,6.13,12.950617,10.969136,15.851852,5.503333,12.083333,94.347908
US_IA_19123,2020-05-19,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,8,0,37,1,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,-14,-29,,6.0,7.5,9.75,10.87,,7.12,6.0,24.75,7.5,10.12,34.87,7.5,6.37,13.216049,10.95679,17.12963,0.072571,12.076389,92.807876
US_IA_19123,2020-05-20,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,9,1,46,2,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,,-32,,5.26,9.02,7.14,5.26,9.39,11.27,7.14,20.29,6.39,6.01,36.81,7.51,6.76,14.864198,13.641975,17.037037,0.0,13.888889,93.950186
US_IA_19123,2020-05-21,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,1,0,47,2,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,-17,-33,,8.49,14.29,6.95,7.34,,7.34,10.43,25.1,,9.27,31.66,,,14.487654,12.512346,16.419753,0.108857,13.208333,92.060036
US_IA_19123,2020-05-22,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,1,2,48,4,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,2,-29,,,9.38,6.52,,6.93,11.82,6.52,20.39,,9.38,33.03,10.19,,16.938272,13.907407,22.777778,0.15875,14.798611,87.133254
US_IA_19123,2020-05-23,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,0,0,48,4,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,-19,-13,,8.03,12.49,6.69,,14.28,8.03,,21.86,,8.03,33.9,12.49,,19.185185,16.092593,24.141975,1.669143,17.027778,87.176225
US_IA_19123,2020-05-24,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,37,2,85,6,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,,-22,,8.68,10.85,,,6.51,6.95,,24.75,,10.42,33.86,9.12,6.51,20.771605,15.697531,27.12963,2.902857,17.895833,83.451066
US_IA_19123,2020-05-25,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,0,1,85,7,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,-22,-75,,,11.51,,,,,,18.91,6.17,13.98,37.01,13.16,8.63,21.598765,17.728395,28.919753,1.947333,19.333333,86.755295
US_IA_19123,2020-05-26,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,0,1,85,8,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,-13,-29,,7.26,14.13,5.73,8.02,5.73,9.17,6.11,27.88,,12.22,36.67,11.08,7.26,21.62963,17.351852,28.061728,2.751667,19.715278,88.488314
US_IA_19123,2020-05-27,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,3,0,88,8,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,,-28,,6.44,7.2,5.68,,5.68,10.23,5.3,19.69,,11.74,32.19,12.88,,21.481481,17.271605,26.425926,1.36525,19.229167,87.099481
US_IA_19123,2020-05-28,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,3,0,91,8,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,-24,-27,,9.5,10.96,7.67,,,9.5,7.67,21.93,,8.04,37.28,10.96,5.48,20.561111,18.272222,23.577778,0.072571,19.006173,91.410012
US_IA_19123,2020-05-29,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,2,1,93,9,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,0,-23,,5.98,15.55,9.17,,,11.16,7.18,14.75,,11.56,32.69,7.58,5.58,17.333333,11.761111,21.961111,4.2164,11.407407,68.420827
US_IA_19123,2020-05-30,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,0,1,93,10,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,-19,5,,,11.53,,,,9.68,,20.75,,7.38,29.05,13.83,,17.044444,10.55,23.1,0.0,10.308642,64.947444
US_IA_19123,2020-05-31,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,1,0,94,10,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,,-13,,9.24,17.16,,6.6,,7.48,8.36,22.45,,13.64,32.57,11.88,,18.305556,12.094444,24.255556,0.0,10.265432,59.915777
US_IA_19123,2020-06-01,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,1,0,95,10,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,,-24,,7.0,13.22,6.61,,7.0,7.39,,16.33,,12.45,43.95,11.67,6.61,21.622222,16.738889,29.061111,0.0,13.962963,61.863921
US_IA_19123,2020-06-02,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,2,0,97,10,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,-10,-23,,7.17,15.54,7.57,,,8.37,7.17,15.93,7.17,10.76,34.26,12.35,12.35,25.616667,19.194444,32.4,0.0,18.617284,65.400358
US_IA_19123,2020-06-03,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,1,2,98,12,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,2,-25,,9.91,13.48,8.72,,,7.14,5.55,23.79,,9.91,37.67,14.67,7.14,25.45,21.305556,30.688889,0.550333,21.018519,76.80512
US_IA_19123,2020-06-04,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,0,1,98,13,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,-12,-26,,8.92,15.41,,5.68,,8.92,6.49,22.31,7.71,12.98,33.26,16.22,,25.444444,20.194444,31.566667,0.362857,19.962963,72.082988
US_IA_19123,2020-06-05,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,1,0,99,13,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,15,-23,,6.19,15.27,7.43,,,,7.43,27.24,,16.51,31.36,14.03,,25.555556,19.216667,32.044444,6.4008,20.234568,72.6011
US_IA_19123,2020-06-06,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,0,0,99,13,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,-3,-9,,,16.13,,,7.12,8.54,,19.93,,18.51,29.9,17.08,7.59,25.383333,19.844444,30.911111,0.0508,16.981481,59.81362
US_IA_19123,2020-06-07,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,2,0,101,13,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,-2,-6,,10.23,19.13,,,,,,20.91,,17.35,41.37,15.12,,25.388889,19.261111,31.955556,0.0,16.759259,59.39651
US_IA_19123,2020-06-08,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,1,1,102,14,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,,-25,,6.05,16.14,,,,10.89,10.89,19.77,8.47,14.12,36.3,14.92,14.92,26.961111,20.433333,32.3,0.0,17.919753,57.936044
US_IA_19123,2020-06-09,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,1,0,103,14,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,-23,-26,,7.86,10.86,,7.86,7.49,9.36,8.61,12.36,11.61,14.61,38.95,6.74,,22.472222,19.238889,29.622222,11.611429,16.981481,71.051245
US_IA_19123,2020-06-10,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,1,0,104,14,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,,-24,,,16.67,,,,8.91,,18.22,6.2,10.85,36.43,11.24,5.43,19.5,15.061111,23.016667,21.408571,17.407407,87.432678
US_IA_19123,2020-06-11,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,3,0,107,14,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,-12,-28,,6.52,13.86,6.11,,,,8.15,23.23,6.52,9.38,36.69,8.15,9.78,20.138889,12.727778,28.022222,1.4986,11.654321,58.009188
US_IA_19123,2020-06-12,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,0,0,107,14,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,7,-24,,7.73,9.88,,,,7.3,6.45,23.2,,14.18,32.66,11.17,8.59,22.483333,14.077778,29.261111,0.0,12.783951,54.557373
US_IA_19123,2020-06-13,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,0,0,107,14,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,-14,0,,,9.93,10.41,,,7.09,,16.56,,10.88,36.42,,,21.088889,14.3,28.122222,0.0,13.54321,62.225178
US_IA_19123,2020-06-14,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,1,0,108,14,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,-3,-9,,9.97,12.69,,,8.15,8.61,,21.75,,18.12,37.6,11.33,7.25,19.977778,13.644444,26.122222,0.0,12.240741,61.126318
US_IA_19123,2020-06-15,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,0,0,108,14,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,,-25,,,10.72,,,6.75,11.11,,19.84,7.94,13.49,34.93,15.88,11.51,22.022222,15.933333,28.316667,0.0254,12.783951,56.046101
US_IA_19123,2020-06-16,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,0,1,108,15,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,-10,-24,,5.52,14.98,,6.31,8.28,9.06,7.09,21.68,7.49,11.82,41.38,11.04,8.67,22.911111,16.5,28.311111,0.0,11.709877,49.58374
US_IA_19123,2020-06-17,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,0,0,108,15,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,,-24,,10.47,12.48,11.28,7.25,,12.89,7.25,29.8,,10.07,37.05,10.07,6.85,22.316667,14.811111,29.25,0.0,13.432099,57.224991
US_IA_19123,2020-06-18,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,0,0,108,15,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,-14,-28,,9.64,21.69,8.43,5.62,,7.23,6.02,24.5,7.23,12.85,36.95,10.84,8.43,23.938889,17.327778,29.788889,0.0,17.345679,66.701076
US_IA_19123,2020-06-19,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,1,0,109,15,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,6,-25,,8.51,11.75,,,,,,27.15,,13.78,34.45,12.56,5.67,23.438889,20.133333,28.277778,4.614333,20.203704,82.286768
US_IA_19123,2020-06-20,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,0,0,109,15,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,-4,3,,7.4,8.33,,,,,,31.0,,17.12,35.63,13.42,8.33,22.216667,19.222222,27.583333,2.721429,20.197531,88.096154
US_IA_19123,2020-06-21,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,3,0,112,15,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,,-7,,6.77,17.6,,,,,,24.82,,15.8,31.14,11.73,,23.766667,18.155556,29.977778,3.443111,20.111111,80.214088
US_IA_19123,2020-06-22,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,0,0,112,15,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,,-27,,6.25,14.85,10.16,,,9.38,,31.25,8.2,12.11,35.16,10.16,6.64,21.574074,17.746914,28.91358,10.522857,19.638889,88.593169
US_IA_19123,2020-06-23,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,0,0,112,15,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,-10,-28,,6.44,10.47,9.67,,7.25,11.28,,29.0,6.85,12.89,39.88,10.47,5.64,19.148148,14.487654,24.185185,4.910667,15.576389,79.483065
US_IA_19123,2020-06-24,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,2,1,114,16,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,,-24,,8.43,9.28,8.01,6.32,9.7,7.59,12.65,23.61,,7.59,32.88,7.59,,19.993827,13.512346,26.765432,0.0,14.4375,70.197914
US_IA_19123,2020-06-25,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,2,0,116,16,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,-12,-26,,6.6,12.78,10.31,,7.83,10.31,11.13,21.85,,11.96,35.87,8.66,,22.827778,16.044444,29.333333,0.0,15.45679,63.209919
US_IA_19123,2020-06-26,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,1,0,117,16,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,20,-26,,8.69,14.48,,,,9.93,7.03,24.4,,9.51,35.16,11.99,8.27,25.355556,21.022222,30.016667,0.47625,21.08642,76.976947
US_IA_19123,2020-06-27,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,0,0,117,16,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,8,-3,,8.51,14.66,,,,9.46,,18.92,,10.4,39.73,15.13,7.09,24.222222,20.116667,29.316667,5.588,21.54321,85.291774
US_IA_19123,2020-06-28,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,0,1,117,17,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,-4,-7,,8.31,12.68,,7.0,,8.31,,25.36,,9.62,36.28,9.62,,23.694444,19.772222,29.422222,0.465667,21.580247,88.023308
US_IA_19123,2020-06-29,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,-2,0,115,17,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,,-27,,6.87,12.13,6.87,7.28,,5.66,7.68,24.26,7.28,17.39,38.42,12.13,8.49,26.583333,22.888889,31.127778,0.635,23.549383,83.623247
US_IA_19123,2020-06-30,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,0,0,115,17,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,-9,-24,,6.22,14.51,,,,8.71,6.63,28.61,,12.85,40.21,9.54,9.12,24.972222,22.288889,29.816667,0.0,22.820988,88.212676
US_IA_19123,2020-07-01,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,0,0,115,17,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,,-25,,7.91,13.44,7.51,,5.93,8.3,7.12,18.98,6.33,11.86,38.75,11.47,,22.938889,20.416667,26.894444,9.059333,21.444444,91.656016
US_IA_19123,2020-07-02,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,0,0,115,17,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,5,-32,,,13.44,6.3,,,8.82,10.08,14.28,,8.82,33.6,8.4,7.56,24.627778,19.977778,31.005556,3.429,22.148148,86.053844
US_IA_19123,2020-07-03,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,0,0,115,17,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,9,-57,,,13.86,11.39,,7.43,,,15.35,,17.82,29.71,14.85,8.91,25.566667,20.605556,30.572222,0.0,21.271605,77.3649
US_IA_19123,2020-07-04,ChIJScYuIh1O74cRP2QPSKgx6VQ,Q485922,geoId/19123,US,United States of America,IA,Iowa,19123,Mahaska County,US,USA,2,0,0,115,17,,,22211,11247,10964,3002,3039,2698,2637,2522,2879,2722,1591,1121,1790344,41.333889,-92.645556,1485,78.228571,-31,-27,,,12.12,8.82,,,,,16.53,9.37,17.63,44.63,12.67,,25.627778,20.405556,30.922222,0.0,20.598765,73.882483
