location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IN_18183,2020-01-01,ChIJC87Qi7LXFYgRsK0cVrcvO6o,Q507399,geoId/18183,US,United States of America,IN,Indiana,18183,Whitley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33722,16830,16892,4172,4315,3848,3964,4183,4889,4471,2443,1437,1797315,41.14,-85.5,875,80.628571,,,,,6.61,5.79,5.51,11.57,6.06,6.06,4.96,,17.63,11.3,5.79,10.19,5.79,6.34,6.06,6.06,4.41,3.86,8.54,25.62,3.86,6.89,,,3.86,34.72,4.41,,6.34,,,-0.141975,-3.12963,4.666667,0.141111,,-3.574074,77.754853
US_IN_18183,2020-01-02,ChIJC87Qi7LXFYgRsK0cVrcvO6o,Q507399,geoId/18183,US,United States of America,IN,Indiana,18183,Whitley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33722,16830,16892,4172,4315,3848,3964,4183,4889,4471,2443,1437,1797315,41.14,-85.5,875,80.628571,,,,,5.53,6.84,5.0,10.0,7.37,5.79,4.21,,19.21,13.42,,6.58,,,5.26,,,7.37,6.58,27.11,7.37,6.32,,,7.63,43.17,4.21,5.0,4.74,4.21,,5.022222,-0.127778,9.305556,0.0,,-0.166667,69.239298
US_IN_18183,2020-01-03,ChIJC87Qi7LXFYgRsK0cVrcvO6o,Q507399,geoId/18183,US,United States of America,IN,Indiana,18183,Whitley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33722,16830,16892,4172,4315,3848,3964,4183,4889,4471,2443,1437,1797315,41.14,-85.5,875,80.628571,,,,,3.71,9.54,3.98,11.66,7.95,,6.89,,20.93,13.25,4.5,9.54,4.5,4.77,4.24,7.95,4.24,7.68,5.57,26.23,6.89,4.5,,4.24,,40.54,,4.77,6.09,5.04,5.04,5.683333,3.327778,8.211111,0.0254,,4.344444,91.223351
US_IN_18183,2020-01-04,ChIJC87Qi7LXFYgRsK0cVrcvO6o,Q507399,geoId/18183,US,United States of America,IN,Indiana,18183,Whitley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33722,16830,16892,4172,4315,3848,3964,4183,4889,4471,2443,1437,1797315,41.14,-85.5,875,80.628571,,,,,,6.63,4.7,8.56,7.18,6.35,4.14,,18.5,11.05,6.35,4.97,4.14,3.87,4.7,6.08,,6.63,6.35,27.62,3.87,6.35,,3.87,4.14,43.08,4.97,9.11,5.25,,,1.611111,-0.027778,5.088889,0.0508,,-0.148148,88.560061
US_IN_18183,2020-01-05,ChIJC87Qi7LXFYgRsK0cVrcvO6o,Q507399,geoId/18183,US,United States of America,IN,Indiana,18183,Whitley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33722,16830,16892,4172,4315,3848,3964,4183,4889,4471,2443,1437,1797315,41.14,-85.5,875,80.628571,,,,,6.28,8.74,,7.37,7.65,,4.92,6.55,22.12,8.19,4.1,10.93,6.55,,,4.1,,6.83,,20.21,6.83,4.37,,5.19,4.1,40.15,4.1,4.1,5.46,7.1,6.28,0.266667,-3.222222,5.933333,0.127,,-3.311111,77.004258
US_IN_18183,2020-01-06,ChIJC87Qi7LXFYgRsK0cVrcvO6o,Q507399,geoId/18183,US,United States of America,IN,Indiana,18183,Whitley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33722,16830,16892,4172,4315,3848,3964,4183,4889,4471,2443,1437,1797315,41.14,-85.5,875,80.628571,,,,,6.17,7.16,,12.35,10.12,,6.91,,17.28,10.86,4.44,10.62,5.93,3.95,4.2,3.46,6.91,5.68,5.93,25.93,7.16,4.2,5.43,3.7,5.93,40.49,,7.16,6.91,5.43,6.17,1.616667,-3.077778,5.911111,0.0,,-2.855556,72.577023
US_IN_18183,2020-01-07,ChIJC87Qi7LXFYgRsK0cVrcvO6o,Q507399,geoId/18183,US,United States of America,IN,Indiana,18183,Whitley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33722,16830,16892,4172,4315,3848,3964,4183,4889,4471,2443,1437,1797315,41.14,-85.5,875,80.628571,,,,,5.35,5.58,5.58,7.91,10.23,5.35,4.19,,16.74,10.0,3.49,10.46,,3.49,3.25,3.95,5.81,4.88,8.6,26.28,4.19,8.37,3.25,5.35,,35.81,4.19,6.28,5.81,3.95,6.05,0.472222,-4.027778,5.477778,0.0,,-3.805556,73.282635
US_IN_18183,2020-01-08,ChIJC87Qi7LXFYgRsK0cVrcvO6o,Q507399,geoId/18183,US,United States of America,IN,Indiana,18183,Whitley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33722,16830,16892,4172,4315,3848,3964,4183,4889,4471,2443,1437,1797315,41.14,-85.5,875,80.628571,,,,,,5.51,3.91,6.43,5.05,7.35,4.37,,15.17,8.04,4.37,9.88,3.22,3.68,5.75,4.83,7.81,4.14,9.42,25.96,6.2,5.75,5.05,4.37,7.12,34.47,5.29,14.25,4.6,4.6,3.91,-2.344444,-6.266667,3.572222,0.0,,-7.938889,65.578505
US_IN_18183,2020-01-09,ChIJC87Qi7LXFYgRsK0cVrcvO6o,Q507399,geoId/18183,US,United States of America,IN,Indiana,18183,Whitley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33722,16830,16892,4172,4315,3848,3964,4183,4889,4471,2443,1437,1797315,41.14,-85.5,875,80.628571,,,,,3.68,6.43,3.68,11.49,8.73,3.45,5.52,,16.32,9.19,3.91,8.27,8.04,5.06,3.91,5.06,3.68,5.52,4.83,29.88,,7.12,3.68,4.6,6.43,32.64,5.52,8.04,4.83,3.22,3.68,-0.4,-6.538889,9.966667,0.0508,,-6.538889,63.385467
US_IN_18183,2020-01-10,ChIJC87Qi7LXFYgRsK0cVrcvO6o,Q507399,geoId/18183,US,United States of America,IN,Indiana,18183,Whitley County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33722,16830,16892,4172,4315,3848,3964,4183,4889,4471,2443,1437,1797315,41.14,-85.5,875,80.628571,,,,,4.97,6.56,4.3,9.04,8.37,3.84,4.75,4.3,14.7,4.75,7.46,9.5,4.52,5.65,3.84,4.07,5.2,3.17,6.78,24.65,5.88,7.01,4.75,,4.97,35.27,,8.14,,4.52,4.75,8.805556,6.238889,11.566667,9.779,,6.833333,87.568647
