location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_FL_12041,2020-01-01,ChIJ72sWtiEg6YgR14_EOL-cwIc,Q111720,geoId/12041,US,United States of America,FL,Florida,12041,Gilchrist County,US,USA,2,,,,,,,17900,9254,8646,1997,2297,2407,1877,1936,2524,2393,1583,886,1210741,29.73,-82.8,921,77.36,,,,,,16.91,22.3,29.22,10.808642,5.246914,18.320988,0.0,3.592593,61.287793
US_FL_12041,2020-01-02,ChIJ72sWtiEg6YgR14_EOL-cwIc,Q111720,geoId/12041,US,United States of America,FL,Florida,12041,Gilchrist County,US,USA,2,,,,,,,17900,9254,8646,1997,2297,2407,1877,1936,2524,2393,1583,886,1210741,29.73,-82.8,921,77.36,,,,,11.85,,26.66,44.43,14.635802,7.95679,24.95679,0.0,9.302469,70.549907
US_FL_12041,2020-01-03,ChIJ72sWtiEg6YgR14_EOL-cwIc,Q111720,geoId/12041,US,United States of America,FL,Florida,12041,Gilchrist County,US,USA,2,,,,,,,17900,9254,8646,1997,2297,2407,1877,1936,2524,2393,1583,886,1210741,29.73,-82.8,921,77.36,,,,,13.57,15.83,33.92,45.23,21.401235,17.58642,26.901235,0.0,18.858025,85.770721
US_FL_12041,2020-01-04,ChIJ72sWtiEg6YgR14_EOL-cwIc,Q111720,geoId/12041,US,United States of America,FL,Florida,12041,Gilchrist County,US,USA,2,,,,,,,17900,9254,8646,1997,2297,2407,1877,1936,2524,2393,1583,886,1210741,29.73,-82.8,921,77.36,,,,,14.72,23.24,22.47,33.32,20.944444,16.981481,24.345679,1.185333,19.08642,89.2661
US_FL_12041,2020-01-05,ChIJ72sWtiEg6YgR14_EOL-cwIc,Q111720,geoId/12041,US,United States of America,FL,Florida,12041,Gilchrist County,US,USA,2,,,,,,,17900,9254,8646,1997,2297,2407,1877,1936,2524,2393,1583,886,1210741,29.73,-82.8,921,77.36,,,,,,18.42,20.82,40.04,11.407407,4.17284,17.753086,3.189111,1.641975,51.200607
US_FL_12041,2020-01-06,ChIJ72sWtiEg6YgR14_EOL-cwIc,Q111720,geoId/12041,US,United States of America,FL,Florida,12041,Gilchrist County,US,USA,2,,,,,,,17900,9254,8646,1997,2297,2407,1877,1936,2524,2393,1583,886,1210741,29.73,-82.8,921,77.36,,,,,,22.89,32.8,48.82,9.074074,1.987654,18.753086,0.0,2.567901,63.879283
US_FL_12041,2020-01-07,ChIJ72sWtiEg6YgR14_EOL-cwIc,Q111720,geoId/12041,US,United States of America,FL,Florida,12041,Gilchrist County,US,USA,2,,,,,,,17900,9254,8646,1997,2297,2407,1877,1936,2524,2393,1583,886,1210741,29.73,-82.8,921,77.36,,,,,,13.49,31.75,49.22,11.314815,3.469136,20.895062,0.0,7.648148,78.235804
US_FL_12041,2020-01-08,ChIJ72sWtiEg6YgR14_EOL-cwIc,Q111720,geoId/12041,US,United States of America,FL,Florida,12041,Gilchrist County,US,USA,2,,,,,,,17900,9254,8646,1997,2297,2407,1877,1936,2524,2393,1583,886,1210741,29.73,-82.8,921,77.36,,,,,12.33,,26.96,31.59,10.925926,1.901235,19.018519,0.0,2.401235,56.155734
US_FL_12041,2020-01-09,ChIJ72sWtiEg6YgR14_EOL-cwIc,Q111720,geoId/12041,US,United States of America,FL,Florida,12041,Gilchrist County,US,USA,2,,,,,,,17900,9254,8646,1997,2297,2407,1877,1936,2524,2393,1583,886,1210741,29.73,-82.8,921,77.36,,,,,,11.65,23.98,37.68,11.17284,2.376543,23.839506,0.0,5.95679,70.453359
US_FL_12041,2020-01-10,ChIJ72sWtiEg6YgR14_EOL-cwIc,Q111720,geoId/12041,US,United States of America,FL,Florida,12041,Gilchrist County,US,USA,2,,,,,,,17900,9254,8646,1997,2297,2407,1877,1936,2524,2393,1583,886,1210741,29.73,-82.8,921,77.36,,,,,,10.89,21.79,30.5,18.462963,12.611111,26.302469,0.0,14.339506,76.989424
US_FL_12041,2020-01-11,ChIJ72sWtiEg6YgR14_EOL-cwIc,Q111720,geoId/12041,US,United States of America,FL,Florida,12041,Gilchrist County,US,USA,2,,,,,,,17900,9254,8646,1997,2297,2407,1877,1936,2524,2393,1583,886,1210741,29.73,-82.8,921,77.36,,,,,,,19.58,37.6,21.679012,16.697531,27.364198,0.0,18.851852,84.089019
US_FL_12041,2020-01-12,ChIJ72sWtiEg6YgR14_EOL-cwIc,Q111720,geoId/12041,US,United States of America,FL,Florida,12041,Gilchrist County,US,USA,2,,,,,,,17900,9254,8646,1997,2297,2407,1877,1936,2524,2393,1583,886,1210741,29.73,-82.8,921,77.36,,,,,13.55,13.55,26.31,40.66,22.351852,18.111111,27.604938,0.0,19.518519,84.371764
US_FL_12041,2020-01-13,ChIJ72sWtiEg6YgR14_EOL-cwIc,Q111720,geoId/12041,US,United States of America,FL,Florida,12041,Gilchrist County,US,USA,2,,,,,,,17900,9254,8646,1997,2297,2407,1877,1936,2524,2393,1583,886,1210741,29.73,-82.8,921,77.36,,,,,,12.67,26.05,39.43,22.462963,18.851852,27.641975,0.03175,19.296296,82.741253
US_FL_12041,2020-01-14,ChIJ72sWtiEg6YgR14_EOL-cwIc,Q111720,geoId/12041,US,United States of America,FL,Florida,12041,Gilchrist County,US,USA,2,,,,,,,17900,9254,8646,1997,2297,2407,1877,1936,2524,2393,1583,886,1210741,29.73,-82.8,921,77.36,,,,,18.59,11.44,30.02,41.46,20.030864,14.740741,26.475309,0.0,17.685185,86.626335
US_FL_12041,2020-01-15,ChIJ72sWtiEg6YgR14_EOL-cwIc,Q111720,geoId/12041,US,United States of America,FL,Florida,12041,Gilchrist County,US,USA,2,,,,,,,17900,9254,8646,1997,2297,2407,1877,1936,2524,2393,1583,886,1210741,29.73,-82.8,921,77.36,,,,,,,23.59,37.59,20.691358,15.685185,26.506173,0.0,18.351852,86.865417
US_FL_12041,2020-01-16,ChIJ72sWtiEg6YgR14_EOL-cwIc,Q111720,geoId/12041,US,United States of America,FL,Florida,12041,Gilchrist County,US,USA,2,,,,,,,17900,9254,8646,1997,2297,2407,1877,1936,2524,2393,1583,886,1210741,29.73,-82.8,921,77.36,,,,,,,33.21,36.98,19.160494,14.734568,25.216049,0.0,17.753086,91.703893
US_FL_12041,2020-01-17,ChIJ72sWtiEg6YgR14_EOL-cwIc,Q111720,geoId/12041,US,United States of America,FL,Florida,12041,Gilchrist County,US,USA,2,,,,,,,17900,9254,8646,1997,2297,2407,1877,1936,2524,2393,1583,886,1210741,29.73,-82.8,921,77.36,,,,,17.42,10.89,25.41,30.49,18.364198,14.438272,22.820988,0.028222,12.432099,68.580593
US_FL_12041,2020-01-18,ChIJ72sWtiEg6YgR14_EOL-cwIc,Q111720,geoId/12041,US,United States of America,FL,Florida,12041,Gilchrist County,US,USA,2,,,,,,,17900,9254,8646,1997,2297,2407,1877,1936,2524,2393,1583,886,1210741,29.73,-82.8,921,77.36,,,,,,18.44,29.34,41.07,16.5,10.351852,24.296296,0.0,11.962963,74.63086
US_FL_12041,2020-01-19,ChIJ72sWtiEg6YgR14_EOL-cwIc,Q111720,geoId/12041,US,United States of America,FL,Florida,12041,Gilchrist County,US,USA,2,,,,,,,17900,9254,8646,1997,2297,2407,1877,1936,2524,2393,1583,886,1210741,29.73,-82.8,921,77.36,,,,,13.74,16.79,22.14,40.45,18.574074,13.876543,23.654321,0.931333,16.376543,87.16522
US_FL_12041,2020-01-20,ChIJ72sWtiEg6YgR14_EOL-cwIc,Q111720,geoId/12041,US,United States of America,FL,Florida,12041,Gilchrist County,US,USA,2,,,,,,,17900,9254,8646,1997,2297,2407,1877,1936,2524,2393,1583,886,1210741,29.73,-82.8,921,77.36,,,,,,17.61,30.42,42.43,9.518519,3.135802,18.148148,0.907143,0.820988,54.692988
US_FL_12041,2020-01-21,ChIJ72sWtiEg6YgR14_EOL-cwIc,Q111720,geoId/12041,US,United States of America,FL,Florida,12041,Gilchrist County,US,USA,2,,,,,,,17900,9254,8646,1997,2297,2407,1877,1936,2524,2393,1583,886,1210741,29.73,-82.8,921,77.36,,,,,,10.72,35.01,32.15,5.049383,0.12963,10.617284,0.0,-2.462963,58.440349
US_FL_12041,2020-01-22,ChIJ72sWtiEg6YgR14_EOL-cwIc,Q111720,geoId/12041,US,United States of America,FL,Florida,12041,Gilchrist County,US,USA,2,,,,,,,17900,9254,8646,1997,2297,2407,1877,1936,2524,2393,1583,886,1210741,29.73,-82.8,921,77.36,,,,,16.14,,27.57,37.66,5.061728,-0.993827,14.290123,0.0,-4.358025,50.744875
US_FL_12041,2020-01-23,ChIJ72sWtiEg6YgR14_EOL-cwIc,Q111720,geoId/12041,US,United States of America,FL,Florida,12041,Gilchrist County,US,USA,2,,,,,,,17900,9254,8646,1997,2297,2407,1877,1936,2524,2393,1583,886,1210741,29.73,-82.8,921,77.36,,,,,12.04,17.0,31.87,31.87,12.888889,9.623457,18.462963,0.0,8.555556,75.397239
US_FL_12041,2020-01-24,ChIJ72sWtiEg6YgR14_EOL-cwIc,Q111720,geoId/12041,US,United States of America,FL,Florida,12041,Gilchrist County,US,USA,2,,,,,,,17900,9254,8646,1997,2297,2407,1877,1936,2524,2393,1583,886,1210741,29.73,-82.8,921,77.36,,,,,,13.32,21.98,36.63,15.969136,11.901235,21.95679,0.0,14.216049,89.517579
