location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MO_29049,2020-01-01,ChIJi7df4Y80wIcRUmERgsBHSxs,Q484478,geoId/29049,US,United States of America,MO,Missouri,29049,Clinton County,US,USA,2,,,,,,,20551,10341,10210,2462,2846,2240,2350,2531,3093,2568,1510,951,1180483,39.6,-94.4,1097,76.75,,,,,,11.67,,25.94,,30.48,,56.42,,2.6875,-4.402778,13.402778,0.0,,-4.013889,61.560409
US_MO_29049,2020-01-02,ChIJi7df4Y80wIcRUmERgsBHSxs,Q484478,geoId/29049,US,United States of America,MO,Missouri,29049,Clinton County,US,USA,2,,,,,,,20551,10341,10210,2462,2846,2240,2350,2531,3093,2568,1510,951,1180483,39.6,-94.4,1097,76.75,,,,,9.86,15.78,10.52,26.95,14.46,41.42,15.12,50.62,12.49,6.965278,2.645833,11.180556,0.0,,1.972222,70.718332
US_MO_29049,2020-01-03,ChIJi7df4Y80wIcRUmERgsBHSxs,Q484478,geoId/29049,US,United States of America,MO,Missouri,29049,Clinton County,US,USA,2,,,,,,,20551,10341,10210,2462,2846,2240,2350,2531,3093,2568,1510,951,1180483,39.6,-94.4,1097,76.75,,,,,11.85,12.51,12.51,27.65,10.53,28.97,,52.01,,4.361111,-1.111111,9.395833,0.03175,,0.180556,74.3811
US_MO_29049,2020-01-04,ChIJi7df4Y80wIcRUmERgsBHSxs,Q484478,geoId/29049,US,United States of America,MO,Missouri,29049,Clinton County,US,USA,2,,,,,,,20551,10341,10210,2462,2846,2240,2350,2531,3093,2568,1510,951,1180483,39.6,-94.4,1097,76.75,,,,,9.55,10.82,12.73,23.55,,28.65,13.37,50.93,,1.4375,-3.534722,6.611111,0.0,,-6.409722,56.156272
US_MO_29049,2020-01-05,ChIJi7df4Y80wIcRUmERgsBHSxs,Q484478,geoId/29049,US,United States of America,MO,Missouri,29049,Clinton County,US,USA,2,,,,,,,20551,10341,10210,2462,2846,2240,2350,2531,3093,2568,1510,951,1180483,39.6,-94.4,1097,76.75,,,,,10.23,11.51,,24.29,,29.4,10.87,47.3,9.59,5.041667,-0.472222,11.736111,0.0,,-5.0,48.444616
US_MO_29049,2020-01-06,ChIJi7df4Y80wIcRUmERgsBHSxs,Q484478,geoId/29049,US,United States of America,MO,Missouri,29049,Clinton County,US,USA,2,,,,,,,20551,10341,10210,2462,2846,2240,2350,2531,3093,2568,1510,951,1180483,39.6,-94.4,1097,76.75,,,,,9.15,9.72,,29.18,11.44,37.18,,43.48,,0.916667,-4.5,7.701389,0.0,,-5.041667,64.827145
US_MO_29049,2020-01-07,ChIJi7df4Y80wIcRUmERgsBHSxs,Q484478,geoId/29049,US,United States of America,MO,Missouri,29049,Clinton County,US,USA,2,,,,,,,20551,10341,10210,2462,2846,2240,2350,2531,3093,2568,1510,951,1180483,39.6,-94.4,1097,76.75,,,,,9.25,13.36,,16.45,11.82,25.18,,32.38,10.79,2.673611,-2.611111,11.166667,0.0,,-4.298611,60.295151
US_MO_29049,2020-01-08,ChIJi7df4Y80wIcRUmERgsBHSxs,Q484478,geoId/29049,US,United States of America,MO,Missouri,29049,Clinton County,US,USA,2,,,,,,,20551,10341,10210,2462,2846,2240,2350,2531,3093,2568,1510,951,1180483,39.6,-94.4,1097,76.75,,,,,,,8.86,14.28,9.35,34.95,7.88,35.44,12.31,2.777778,-2.673611,10.180556,0.0,,-5.173611,56.003335
US_MO_29049,2020-01-09,ChIJi7df4Y80wIcRUmERgsBHSxs,Q484478,geoId/29049,US,United States of America,MO,Missouri,29049,Clinton County,US,USA,2,,,,,,,20551,10341,10210,2462,2846,2240,2350,2531,3093,2568,1510,951,1180483,39.6,-94.4,1097,76.75,,,,,7.85,12.76,10.8,13.74,13.25,36.31,,40.24,7.36,11.881944,4.3125,18.138889,0.0,,2.069444,51.140466
US_MO_29049,2020-01-10,ChIJi7df4Y80wIcRUmERgsBHSxs,Q484478,geoId/29049,US,United States of America,MO,Missouri,29049,Clinton County,US,USA,2,,,,,,,20551,10341,10210,2462,2846,2240,2350,2531,3093,2568,1510,951,1180483,39.6,-94.4,1097,76.75,,,,,,,,14.91,10.12,26.63,,33.55,13.31,4.298611,-0.215278,13.006944,0.0,,0.256944,75.109657
