location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anemia,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bloating,search_trends_bone_fracture,search_trends_burn,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_dementia,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_epilepsy,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_flatulence,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_hay_fever,search_trends_headache,search_trends_heart_arrhythmia,search_trends_heartburn,search_trends_hypertension,search_trends_hypothyroidism,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_nausea,search_trends_obesity,search_trends_pain,search_trends_paresthesia,search_trends_perspiration,search_trends_scar,search_trends_skin_condition,search_trends_skin_rash,search_trends_skin_ulcer,search_trends_sleep_disorder,search_trends_sore_throat,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IN_18173,2020-10-21,ChIJpaqNNQdJbogRs_rV4JB22tE,Q503093,geoId/18173,US,United States of America,IN,Indiana,18173,Warrick County,US,USA,2,17,1,1966,67,,,0,0,0,1,0,4,1,3,4,1,7,11,68,138,95,323,252,254,297,211,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,6,11,902,1044,62401,30710,31691,7759,8762,6558,7639,8176,8833,7648,4597,2429,1804403,38.1,-87.27,391,79.336364,1,4,-18,6,1.86,5.05,10.0,4.74,11.03,2.17,11.44,4.95,1.86,5.26,5.98,3.61,2.06,3.92,2.27,2.27,6.19,3.4,3.92,2.99,2.27,5.05,1.86,9.07,5.46,2.27,2.78,5.88,3.81,2.17,4.12,3.71,2.37,4.64,2.68,2.47,6.7,2.06,23.61,5.98,4.74,7.11,3.09,4.95,5.88,2.68,1.44,5.36,39.49,2.27,1.75,2.78,4.95,5.16,,4.33,1.65,2.58,5.36,3.61,5.98,2.17,1.75,4.12,2.27,18.62963,13.716049,23.864198,1.397,,15.290123,82.158841
US_IN_18173,2020-10-22,ChIJpaqNNQdJbogRs_rV4JB22tE,Q503093,geoId/18173,US,United States of America,IN,Indiana,18173,Warrick County,US,USA,2,42,0,2008,67,,,0,0,2,3,0,13,4,4,9,6,7,11,70,141,95,336,256,258,306,217,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,20,21,922,1065,62401,30710,31691,7759,8762,6558,7639,8176,8833,7648,4597,2429,1804403,38.1,-87.27,391,79.336364,4,0,-19,5,2.18,4.26,8.43,3.54,11.96,3.02,9.78,4.89,3.12,6.66,6.14,3.85,1.87,2.5,,1.56,8.63,2.81,4.89,2.81,1.98,4.58,2.08,7.38,3.12,2.5,3.74,7.28,4.78,2.08,4.47,3.74,,5.3,2.91,2.7,8.32,3.12,25.48,5.83,1.77,7.07,3.43,4.26,4.78,1.87,1.77,5.93,38.17,1.98,,1.77,6.55,7.18,2.08,1.87,1.87,3.12,5.3,5.1,4.58,1.87,2.7,2.29,1.56,19.234568,13.160494,27.635802,0.564444,,14.382716,75.363385
US_IN_18173,2020-10-23,ChIJpaqNNQdJbogRs_rV4JB22tE,Q503093,geoId/18173,US,United States of America,IN,Indiana,18173,Warrick County,US,USA,2,25,0,2033,67,,,0,0,0,0,3,3,4,2,6,5,7,11,70,141,98,339,260,260,312,222,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,10,15,932,1080,62401,30710,31691,7759,8762,6558,7639,8176,8833,7648,4597,2429,1804403,38.1,-87.27,391,79.336364,-6,-10,-19,6,,4.13,7.05,3.73,10.97,1.71,6.75,5.44,2.42,5.34,4.43,3.62,1.61,3.12,,2.11,6.34,2.52,4.53,4.03,2.42,5.24,2.31,11.78,3.93,2.42,2.21,4.63,4.33,2.01,4.43,4.03,,5.34,3.83,3.52,8.46,2.42,21.34,5.24,2.21,6.44,1.61,3.42,5.34,2.52,1.61,4.93,37.65,1.81,1.91,1.51,2.92,6.34,1.41,2.62,2.31,2.01,5.84,4.73,4.53,2.52,1.91,2.72,1.61,19.819444,9.430556,27.784722,3.737429,,16.138889,79.506861
US_IN_18173,2020-10-24,ChIJpaqNNQdJbogRs_rV4JB22tE,Q503093,geoId/18173,US,United States of America,IN,Indiana,18173,Warrick County,US,USA,2,20,0,2053,67,,,0,0,0,2,1,6,3,5,2,0,7,11,70,143,99,345,263,265,314,222,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,7,12,939,1092,62401,30710,31691,7759,8762,6558,7639,8176,8833,7648,4597,2429,1804403,38.1,-87.27,391,79.336364,-7,-3,-5,1,2.0,4.71,7.07,4.47,8.01,1.77,6.95,5.18,,3.42,6.01,3.3,,2.59,1.65,2.59,7.3,1.88,4.47,2.94,3.18,4.59,2.24,8.24,2.83,3.3,3.06,3.3,3.65,2.94,4.24,3.77,,4.0,,3.42,5.3,2.0,22.14,5.65,4.95,5.3,2.35,4.12,4.12,2.12,2.59,4.47,33.44,2.12,,2.35,4.12,4.95,,2.47,,3.42,4.95,3.53,4.59,3.06,2.83,2.71,2.24,9.104938,7.253086,12.148148,5.043714,,4.82716,74.673732
US_IN_18173,2020-10-25,ChIJpaqNNQdJbogRs_rV4JB22tE,Q503093,geoId/18173,US,United States of America,IN,Indiana,18173,Warrick County,US,USA,2,25,0,2078,67,,,0,0,0,1,1,3,6,1,3,6,7,11,70,144,100,348,269,266,317,228,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,11,13,950,1105,62401,30710,31691,7759,8762,6558,7639,8176,8833,7648,4597,2429,1804403,38.1,-87.27,391,79.336364,-3,-11,-6,1,,5.01,7.46,3.68,8.02,2.34,5.79,5.46,1.89,3.56,3.79,4.23,3.12,3.12,,2.67,8.13,3.45,3.79,3.34,1.78,5.01,2.12,7.24,3.68,2.67,2.0,4.9,2.9,2.34,3.79,5.01,,4.68,3.34,2.34,5.79,,21.17,6.68,3.68,6.13,4.34,4.57,3.9,3.56,,4.01,37.88,1.78,,2.23,3.34,5.57,1.78,2.67,,3.12,5.68,4.57,5.12,2.0,3.23,1.78,2.79,10.006173,8.358025,11.62963,0.471714,,6.080247,76.704631
US_IN_18173,2020-10-26,ChIJpaqNNQdJbogRs_rV4JB22tE,Q503093,geoId/18173,US,United States of America,IN,Indiana,18173,Warrick County,US,USA,2,32,0,2110,67,,,0,0,0,3,1,5,4,6,4,6,7,11,70,147,101,353,273,272,321,234,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,13,18,963,1123,62401,30710,31691,7759,8762,6558,7639,8176,8833,7648,4597,2429,1804403,38.1,-87.27,391,79.336364,-2,-6,-18,6,,4.23,8.47,3.43,10.38,2.92,9.37,5.85,4.13,6.15,6.75,4.74,1.71,3.23,1.92,2.52,8.27,2.72,5.04,3.43,1.61,6.25,2.32,9.98,3.93,2.62,2.02,5.64,3.83,1.81,5.04,3.63,1.71,4.84,3.02,3.63,8.77,2.92,20.36,6.15,4.43,5.14,3.12,4.84,5.14,2.12,1.71,6.35,36.99,1.92,,1.71,3.33,3.02,3.63,1.51,2.22,4.13,5.85,4.43,5.04,2.42,2.52,2.02,2.42,9.395062,7.975309,10.987654,0.907143,,7.802469,89.903432
US_IN_18173,2020-10-27,ChIJpaqNNQdJbogRs_rV4JB22tE,Q503093,geoId/18173,US,United States of America,IN,Indiana,18173,Warrick County,US,USA,2,30,0,2140,67,,,0,0,2,2,2,4,4,8,3,3,7,11,72,149,103,357,277,280,324,237,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,14,15,977,1138,62401,30710,31691,7759,8762,6558,7639,8176,8833,7648,4597,2429,1804403,38.1,-87.27,391,79.336364,-3,-2,-19,7,3.15,4.03,9.83,3.93,10.32,2.26,9.14,6.39,,3.83,6.98,3.15,2.36,4.13,1.87,2.46,7.87,3.83,4.62,2.65,2.26,4.13,2.26,10.13,4.03,2.65,3.74,4.62,3.83,2.16,4.72,3.74,,4.42,3.34,2.95,6.39,2.16,21.93,6.49,2.75,4.62,4.13,5.21,6.1,2.16,1.97,7.96,38.35,2.06,1.48,2.85,5.21,5.6,3.15,1.57,,5.01,5.41,4.62,5.21,3.05,2.16,3.15,2.56,8.580247,7.493827,10.796296,5.769429,,7.54321,93.37201
US_IN_18173,2020-10-28,ChIJpaqNNQdJbogRs_rV4JB22tE,Q503093,geoId/18173,US,United States of America,IN,Indiana,18173,Warrick County,US,USA,2,27,0,2167,67,,,0,0,2,2,0,4,3,10,2,3,7,11,74,151,103,361,280,290,326,240,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,13,14,990,1152,62401,30710,31691,7759,8762,6558,7639,8176,8833,7648,4597,2429,1804403,38.1,-87.27,391,79.336364,-3,1,-15,6,,4.64,7.11,3.46,11.16,2.67,8.99,4.64,2.27,4.84,5.93,4.35,2.37,3.56,,1.88,7.11,5.04,3.16,3.65,3.06,4.84,1.78,8.69,4.25,3.56,2.96,3.65,4.35,1.58,2.77,4.05,1.58,5.33,2.67,1.88,6.03,3.06,20.84,4.35,3.95,5.24,3.46,5.14,5.04,3.16,1.48,5.83,35.36,,1.68,,4.05,7.9,1.78,3.16,,4.15,4.64,4.45,4.25,2.17,2.47,2.67,1.98,10.030864,8.395062,12.32716,1.741714,,8.962963,93.212347
US_IN_18173,2020-10-29,ChIJpaqNNQdJbogRs_rV4JB22tE,Q503093,geoId/18173,US,United States of America,IN,Indiana,18173,Warrick County,US,USA,2,34,1,2201,68,,,0,0,1,2,1,4,9,4,8,3,7,11,75,153,104,365,289,294,334,243,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,16,18,1006,1170,62401,30710,31691,7759,8762,6558,7639,8176,8833,7648,4597,2429,1804403,38.1,-87.27,391,79.336364,-8,-11,-20,8,,3.78,8.15,3.88,9.44,3.48,7.15,6.16,,3.88,5.96,4.67,2.48,2.68,3.28,2.19,8.74,4.27,6.06,2.88,2.09,5.37,2.19,11.53,3.78,3.68,2.88,4.77,4.97,2.48,5.17,3.18,,4.57,2.88,2.19,5.96,2.19,24.44,6.66,4.27,4.57,2.48,4.77,5.66,2.98,1.69,4.97,35.37,1.49,1.89,2.29,3.58,6.56,1.39,2.48,,2.38,4.47,4.97,4.17,2.48,3.28,3.38,1.69,10.618056,7.902778,12.4375,59.871429,,9.736111,94.370562
US_IN_18173,2020-10-30,ChIJpaqNNQdJbogRs_rV4JB22tE,Q503093,geoId/18173,US,United States of America,IN,Indiana,18173,Warrick County,US,USA,2,19,0,2220,68,,,0,0,0,0,2,1,4,3,2,2,7,11,75,153,106,366,293,297,336,245,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,8,11,1014,1181,62401,30710,31691,7759,8762,6558,7639,8176,8833,7648,4597,2429,1804403,38.1,-87.27,391,79.336364,4,6,-18,5,1.54,4.2,5.63,3.38,10.34,3.48,7.99,6.14,2.35,4.3,5.53,5.94,1.64,2.76,,3.58,4.91,1.95,4.09,3.38,2.25,2.97,1.95,8.39,3.58,1.84,1.74,4.71,3.89,1.54,3.17,3.79,1.64,3.89,1.64,2.35,7.99,1.84,18.43,6.65,2.35,4.71,3.48,5.22,5.02,1.84,,4.4,34.5,1.54,1.43,1.54,3.48,4.81,,1.64,,2.76,4.91,3.28,4.91,2.05,2.66,2.15,1.54,7.253086,2.351852,11.790123,14.00175,,2.191358,70.37185
US_IN_18173,2020-10-31,ChIJpaqNNQdJbogRs_rV4JB22tE,Q503093,geoId/18173,US,United States of America,IN,Indiana,18173,Warrick County,US,USA,2,31,0,2251,68,,,0,0,1,5,1,3,4,6,4,4,7,11,76,158,107,369,297,303,340,249,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,13,18,1027,1199,62401,30710,31691,7759,8762,6558,7639,8176,8833,7648,4597,2429,1804403,38.1,-87.27,391,79.336364,-1,12,-11,1,,3.46,6.43,4.08,9.89,2.23,8.41,5.69,2.1,3.96,3.59,3.71,,2.23,2.35,,8.53,4.58,3.83,2.35,,4.45,2.97,9.52,3.21,2.35,2.6,4.58,2.84,2.6,3.09,2.35,,3.46,2.35,5.07,7.42,,16.07,5.93,2.35,5.56,,2.84,3.96,,2.47,4.08,28.93,,,1.85,2.97,4.33,2.35,1.98,,2.1,4.08,3.59,4.33,3.09,2.23,2.84,,7.493827,1.074074,17.08642,0.028222,,2.555556,71.174159
US_IN_18173,2020-11-01,ChIJpaqNNQdJbogRs_rV4JB22tE,Q503093,geoId/18173,US,United States of America,IN,Indiana,18173,Warrick County,US,USA,2,14,0,2265,68,,,0,0,0,1,1,4,1,2,1,4,7,11,76,159,108,373,298,305,341,253,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,8,6,1035,1205,62401,30710,31691,7759,8762,6558,7639,8176,8833,7648,4597,2429,1804403,38.1,-87.27,391,79.336364,-5,-16,-11,2,,3.94,9.41,3.94,11.6,2.85,16.31,4.16,1.75,3.94,5.91,3.17,,3.06,2.08,2.52,9.52,2.85,3.94,3.06,2.52,11.16,2.85,7.99,3.72,2.85,2.3,5.69,2.52,1.97,3.39,4.05,2.08,3.5,3.72,3.06,7.22,1.64,23.21,5.04,4.05,8.43,3.28,4.16,4.05,3.28,,4.27,33.82,1.64,1.64,1.64,2.85,5.25,1.64,2.3,1.75,3.06,6.13,4.71,5.47,1.97,2.08,3.06,2.63,10.253086,4.975309,13.512346,0.0,,0.746914,51.923401
US_IN_18173,2020-11-02,ChIJpaqNNQdJbogRs_rV4JB22tE,Q503093,geoId/18173,US,United States of America,IN,Indiana,18173,Warrick County,US,USA,2,51,0,2316,68,,,0,0,4,2,0,4,10,12,9,4,7,11,80,161,108,377,308,317,350,257,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,24,26,1059,1231,62401,30710,31691,7759,8762,6558,7639,8176,8833,7648,4597,2429,1804403,38.1,-87.27,391,79.336364,-3,-7,-19,7,2.3,4.3,7.11,3.3,10.61,3.1,13.62,5.11,2.2,4.61,6.31,4.5,,4.3,1.7,2.3,9.11,2.8,4.21,2.5,3.5,9.01,2.9,6.31,2.6,2.5,2.0,5.41,4.5,2.6,3.1,3.5,1.7,5.01,2.5,2.8,7.11,1.5,23.43,6.51,2.9,6.11,3.9,5.51,5.91,3.5,2.0,6.01,40.14,2.1,1.4,2.0,3.7,5.71,2.3,2.5,1.9,2.6,5.51,3.1,4.3,2.9,2.8,2.4,1.8,3.518519,-3.524691,11.641975,0.0,,-6.530864,48.060714
US_IN_18173,2020-11-03,ChIJpaqNNQdJbogRs_rV4JB22tE,Q503093,geoId/18173,US,United States of America,IN,Indiana,18173,Warrick County,US,USA,2,50,1,2366,69,,,0,0,3,1,3,7,12,11,6,5,7,11,83,162,111,384,320,328,356,262,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,24,26,1083,1257,62401,30710,31691,7759,8762,6558,7639,8176,8833,7648,4597,2429,1804403,38.1,-87.27,391,79.336364,7,0,-25,7,,2.84,8.51,4.46,10.95,2.23,12.36,6.28,1.93,4.05,6.38,4.66,,3.24,1.82,2.03,7.7,2.94,3.14,3.04,2.23,8.51,3.75,8.82,3.95,2.13,2.33,4.56,3.55,2.03,3.85,2.74,,3.45,2.53,3.45,7.3,,19.25,6.79,3.65,6.18,3.95,4.76,4.05,2.43,1.93,4.87,35.27,2.23,1.72,2.23,4.76,6.18,1.82,3.04,,3.24,3.85,5.07,3.75,2.63,1.93,2.33,4.46,8.858025,0.351852,19.944444,0.0,,-0.641975,51.576802
US_IN_18173,2020-11-04,ChIJpaqNNQdJbogRs_rV4JB22tE,Q503093,geoId/18173,US,United States of America,IN,Indiana,18173,Warrick County,US,USA,2,57,0,2423,69,,,0,0,4,3,2,8,7,9,5,11,7,11,87,165,113,392,327,337,361,273,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,28,28,1111,1285,62401,30710,31691,7759,8762,6558,7639,8176,8833,7648,4597,2429,1804403,38.1,-87.27,391,79.336364,-4,-3,-17,7,2.09,3.27,5.73,5.64,8.27,2.82,8.36,4.64,1.54,2.73,5.27,3.91,,4.27,,3.0,8.0,3.82,3.54,1.73,3.0,6.73,2.0,8.36,3.82,2.27,1.73,3.54,3.73,2.64,3.36,4.09,,4.45,2.45,3.54,7.09,2.64,26.18,5.36,2.36,6.54,3.18,5.91,4.45,4.0,,4.73,32.91,2.36,,1.64,4.09,6.18,,2.27,1.91,3.82,4.27,4.36,4.82,3.18,1.91,2.36,,13.055556,4.87037,23.975309,0.0,,4.932099,58.011079
US_IN_18173,2020-11-05,ChIJpaqNNQdJbogRs_rV4JB22tE,Q503093,geoId/18173,US,United States of America,IN,Indiana,18173,Warrick County,US,USA,2,42,0,2465,69,,,1,0,0,1,3,6,8,5,6,5,8,11,87,166,116,398,335,342,367,278,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,20,22,1131,1307,62401,30710,31691,7759,8762,6558,7639,8176,8833,7648,4597,2429,1804403,38.1,-87.27,391,79.336364,-3,0,-19,7,1.34,4.32,7.39,4.8,8.35,2.59,9.5,7.29,2.88,3.26,5.47,3.55,1.73,5.85,,2.21,8.73,2.69,4.03,2.88,2.59,5.47,2.98,8.93,5.28,2.5,1.82,4.32,5.18,2.69,5.66,2.88,,5.28,1.92,2.98,7.96,2.11,22.07,5.95,3.17,7.1,1.73,4.89,5.28,3.46,1.92,6.53,42.42,1.73,2.02,1.44,4.89,5.85,2.11,1.92,1.92,4.13,5.57,4.22,4.03,2.21,1.63,2.98,1.63,14.5,8.154321,21.839506,0.0,,6.740741,59.844617
US_IN_18173,2020-11-06,ChIJpaqNNQdJbogRs_rV4JB22tE,Q503093,geoId/18173,US,United States of America,IN,Indiana,18173,Warrick County,US,USA,2,36,0,2501,69,,,0,1,0,3,2,9,6,4,6,2,8,12,87,169,118,407,341,346,373,280,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,13,23,1144,1330,62401,30710,31691,7759,8762,6558,7639,8176,8833,7648,4597,2429,1804403,38.1,-87.27,391,79.336364,-2,-3,-18,7,,4.17,4.96,6.16,8.93,2.18,5.86,4.67,2.28,3.28,5.26,3.57,1.49,3.47,1.69,3.08,9.13,3.08,5.16,3.57,1.89,5.66,2.88,7.84,4.47,3.28,2.28,4.76,4.67,1.99,4.96,3.97,,4.17,2.18,2.48,6.05,2.08,25.61,4.76,2.28,6.35,2.98,5.16,5.06,2.28,1.79,3.87,35.44,2.38,,1.79,3.38,6.65,,1.89,2.28,4.17,3.87,4.47,5.16,2.28,,1.89,,12.938272,5.141975,22.530864,0.0,,6.697531,65.971236
US_IN_18173,2020-11-07,ChIJpaqNNQdJbogRs_rV4JB22tE,Q503093,geoId/18173,US,United States of America,IN,Indiana,18173,Warrick County,US,USA,2,32,0,2533,69,,,0,0,0,2,0,7,3,6,6,4,8,12,87,171,118,414,344,352,379,284,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,19,13,1163,1343,62401,30710,31691,7759,8762,6558,7639,8176,8833,7648,4597,2429,1804403,38.1,-87.27,391,79.336364,-4,-3,-5,2,,3.0,8.09,4.97,9.36,2.66,7.63,4.51,2.2,3.0,3.7,3.58,,3.0,,2.43,6.12,4.74,3.35,2.66,3.58,4.97,1.85,6.01,5.2,1.85,2.77,3.47,3.24,2.77,3.35,5.43,1.85,3.93,1.97,1.73,5.55,1.97,17.34,2.89,2.66,5.08,2.08,3.35,5.08,2.31,,3.81,33.75,2.43,,1.62,4.04,3.35,1.62,1.62,1.73,2.31,4.62,4.28,3.81,3.58,2.43,1.62,2.54,13.425926,4.598765,24.567901,0.0,,7.45679,67.339922
US_IN_18173,2020-11-08,ChIJpaqNNQdJbogRs_rV4JB22tE,Q503093,geoId/18173,US,United States of America,IN,Indiana,18173,Warrick County,US,USA,2,26,0,2559,69,,,0,1,0,1,1,4,3,1,7,7,8,13,87,172,119,418,347,353,386,291,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,10,16,1173,1359,62401,30710,31691,7759,8762,6558,7639,8176,8833,7648,4597,2429,1804403,38.1,-87.27,391,79.336364,-4,-13,-7,1,1.86,4.16,7.44,5.14,11.27,1.86,8.42,5.47,1.53,3.83,4.92,3.94,2.19,3.61,2.3,2.52,7.99,4.7,5.03,2.84,2.08,5.14,1.86,8.31,3.5,1.64,2.41,4.38,3.39,2.84,4.7,4.59,1.64,5.47,2.52,3.06,5.91,,20.46,7.33,2.41,8.53,2.19,3.39,4.92,,,4.59,37.52,3.61,2.19,1.75,4.16,6.67,,1.75,2.41,1.97,5.25,3.61,3.94,,,3.72,2.19,19.185185,12.962963,27.438272,0.0,,11.555556,61.580979
US_IN_18173,2020-11-09,ChIJpaqNNQdJbogRs_rV4JB22tE,Q503093,geoId/18173,US,United States of America,IN,Indiana,18173,Warrick County,US,USA,2,67,0,2626,69,,,0,0,1,5,1,12,10,8,9,10,8,13,88,177,120,430,357,361,395,301,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,33,34,1206,1393,62401,30710,31691,7759,8762,6558,7639,8176,8833,7648,4597,2429,1804403,38.1,-87.27,391,79.336364,0,-7,-20,8,1.46,5.45,8.27,6.9,8.56,2.82,9.33,6.32,2.53,5.54,5.15,3.31,1.56,3.5,2.04,1.95,7.0,2.92,4.76,3.4,2.82,6.9,2.24,8.27,4.08,3.69,2.82,4.38,6.32,1.75,4.86,3.21,1.36,4.96,2.43,3.21,8.95,2.04,24.11,7.2,3.6,7.1,3.11,5.45,5.25,2.14,2.43,6.03,43.37,2.72,1.65,2.04,3.89,5.25,1.95,1.85,,2.43,5.64,4.18,4.96,2.62,2.14,2.24,1.46,19.382716,13.697531,26.530864,0.0,,13.530864,69.045746
US_IN_18173,2020-11-10,ChIJpaqNNQdJbogRs_rV4JB22tE,Q503093,geoId/18173,US,United States of America,IN,Indiana,18173,Warrick County,US,USA,2,43,0,2669,69,,,0,1,2,3,2,9,9,5,4,6,8,14,90,180,122,439,366,366,399,307,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,14,28,1220,1421,62401,30710,31691,7759,8762,6558,7639,8176,8833,7648,4597,2429,1804403,38.1,-87.27,391,79.336364,-4,-3,-19,6,2.13,3.1,6.58,8.42,10.35,2.61,7.16,6.87,1.65,4.26,7.26,4.84,1.84,4.35,1.65,3.77,9.19,3.39,5.13,4.06,4.06,6.87,2.03,10.54,4.35,3.0,1.65,4.55,4.64,1.94,5.51,1.65,1.55,5.03,2.61,3.19,9.48,2.23,26.8,5.51,3.97,5.71,3.48,4.26,5.13,2.32,2.71,5.22,39.09,2.61,1.94,,4.55,6.19,2.23,3.0,1.45,2.9,6.58,3.48,4.93,2.23,2.52,2.9,2.13,20.549383,16.419753,25.648148,0.0508,,16.098765,75.786538
US_IN_18173,2020-11-11,ChIJpaqNNQdJbogRs_rV4JB22tE,Q503093,geoId/18173,US,United States of America,IN,Indiana,18173,Warrick County,US,USA,2,65,0,2734,69,,,0,2,1,2,2,12,9,7,7,8,8,16,91,182,124,451,375,373,406,315,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,30,34,1250,1455,62401,30710,31691,7759,8762,6558,7639,8176,8833,7648,4597,2429,1804403,38.1,-87.27,391,79.336364,-1,-1,-24,9,2.68,3.93,7.67,9.68,10.35,3.26,9.78,6.13,2.68,4.12,6.81,4.31,1.34,4.7,1.44,2.88,7.67,3.55,3.83,2.49,2.11,5.46,2.11,8.34,4.89,2.68,2.49,6.04,4.89,2.59,2.59,3.35,,2.68,2.4,1.92,8.24,2.78,25.5,6.81,3.16,5.66,4.03,4.41,4.22,2.88,1.92,4.6,40.26,2.97,2.49,1.73,2.78,5.27,1.63,3.26,2.68,3.74,4.6,4.31,5.27,1.82,2.97,2.97,2.21,12.851852,7.191358,21.475309,3.27025,,7.987654,72.456437
US_IN_18173,2020-11-12,ChIJpaqNNQdJbogRs_rV4JB22tE,Q503093,geoId/18173,US,United States of America,IN,Indiana,18173,Warrick County,US,USA,2,55,1,2789,70,,,1,0,2,2,2,4,11,5,12,11,9,16,93,184,126,455,386,378,418,326,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,26,28,1276,1483,62401,30710,31691,7759,8762,6558,7639,8176,8833,7648,4597,2429,1804403,38.1,-87.27,391,79.336364,-1,-3,-19,7,1.77,3.14,4.61,8.14,9.03,3.24,9.61,5.59,,5.3,6.08,4.02,1.77,2.55,1.67,2.55,9.03,3.24,4.22,1.77,2.55,6.77,,9.91,3.73,2.16,2.26,4.41,3.92,1.57,4.61,3.53,1.47,3.63,3.53,3.24,8.83,2.16,24.72,5.59,3.43,5.2,2.85,4.41,4.61,3.83,1.57,5.49,39.43,3.14,1.96,2.26,3.92,5.79,1.47,2.45,1.77,2.65,5.0,5.0,5.1,3.04,1.57,4.22,2.94,6.604938,0.734568,15.191358,0.0,,0.240741,63.95579
