location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_MI_26105,2021-12-21,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,4657,64,6,16800,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,21,,-13,6,5.24,5.5,9.43,6.55,5.5,,13.88,7.86,4.45,8.12,4.98,5.24,,,,4.71,22.52,4.71,6.29,4.71,4.45,3.93,35.88,4.45,7.86,,3.93,5.76,-1.222222,-5.3,2.794444,0.03175,-5.875,71.29583
US_MI_26105,2021-12-22,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,30,2,4687,66,15,16815,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,28,46,-15,6,5.87,3.73,10.67,6.67,4.27,8.27,14.14,6.13,,10.94,5.87,,,6.67,4.8,6.67,28.54,4.53,5.33,,4.27,4.0,31.21,4.53,5.33,5.6,6.4,5.07,-4.911111,-6.355556,0.855556,0.0,-9.895833,68.321462
US_MI_26105,2021-12-23,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,4687,66,13,16828,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,31,66,-25,7,,6.06,9.36,8.26,4.68,,13.49,5.23,4.13,5.51,4.68,4.13,,,,9.64,25.61,4.41,4.41,4.96,5.23,,26.16,,,5.51,4.41,4.41,-4.127778,-7.483333,-0.877778,0.290286,-7.888889,76.179201
US_MI_26105,2021-12-24,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,4687,66,0,16828,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-24,,-60,15,,4.17,8.93,7.44,,,13.09,9.52,,5.36,5.06,6.54,,4.46,,6.84,25.29,4.76,6.84,,5.95,,27.07,4.17,8.93,5.65,,,1.527778,-1.538889,6.65,0.1905,-0.222222,88.774694
US_MI_26105,2021-12-25,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,4687,66,0,16828,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-95,-74,-65,,,,8.02,,,6.17,12.35,6.17,,8.33,,,4.32,,,,20.68,4.63,6.79,4.94,,,29.63,5.25,4.63,,,6.17,4.727778,0.355556,7.711111,0.338667,2.527778,85.358788
US_MI_26105,2021-12-26,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,4687,66,0,16828,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,13,,-11,,4.28,7.14,12.56,5.71,,6.28,9.13,6.0,,9.42,5.71,4.0,4.0,4.57,,4.85,16.84,,6.28,,,,33.69,,6.57,5.71,,4.28,-0.966667,-4.577778,2.333333,0.0,-5.368056,72.965895
US_MI_26105,2021-12-27,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,52,0,4739,66,28,16856,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,9,14,-32,10,,10.68,13.02,5.73,,4.43,16.66,10.15,3.91,6.77,7.03,5.73,6.51,4.43,,8.85,24.74,6.77,6.77,4.17,3.65,,30.98,5.99,6.51,5.47,4.43,,0.05,-2.016667,3.222222,0.108857,-3.034722,80.116641
US_MI_26105,2021-12-28,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,4739,66,20,16876,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,9,,-27,9,5.17,6.2,13.18,7.5,3.88,5.95,15.25,6.98,4.65,9.31,5.43,4.91,5.69,5.17,5.43,8.27,26.63,6.72,5.69,3.62,8.01,5.69,32.31,4.91,8.01,5.43,5.17,3.62,-1.311111,-3.738889,3.027778,0.036286,-5.138889,75.766517
US_MI_26105,2021-12-29,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,28,0,4767,66,20,16896,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,13,15,-26,9,6.63,4.34,10.2,6.63,7.65,4.59,13.26,8.67,4.59,8.16,,4.59,3.57,4.85,4.34,4.08,24.74,4.59,5.36,3.83,,6.38,34.44,,4.59,,,,-1.327778,-3.705556,1.355556,0.072571,-3.236111,87.062014
US_MI_26105,2021-12-30,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,4767,66,25,16921,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,23,37,-32,9,4.84,4.33,8.66,7.9,6.62,5.61,13.51,5.86,3.82,10.7,5.35,5.35,5.86,3.82,,6.12,18.6,8.66,6.37,3.82,,6.62,32.87,5.1,4.84,6.37,4.59,5.35,-3.855556,-8.538889,-0.622222,0.0254,-7.097222,80.34236
US_MI_26105,2021-12-31,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,4767,66,0,16921,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,9,,-50,14,4.34,4.09,9.96,7.92,,6.9,13.54,7.41,4.85,6.13,5.36,,,3.83,5.88,6.38,19.67,3.83,6.38,,,3.58,28.35,4.34,4.09,3.83,,,0.138889,-3.005556,2.038889,0.042333,-2.506944,82.699852
US_MI_26105,2022-01-01,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,4767,66,0,16921,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-29,,-31,,5.72,7.8,7.02,8.84,4.68,5.72,11.19,5.2,4.42,,5.2,4.16,4.42,4.16,4.42,4.68,20.29,4.68,8.06,,,,36.42,,6.76,5.72,3.9,4.42,-1.922222,-5.366667,0.955556,0.0508,-5.069444,79.161104
US_MI_26105,2022-01-02,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,4767,66,0,16921,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-4,,-5,,,9.92,10.19,,,6.97,14.75,6.97,5.37,11.53,5.1,,3.75,,,6.71,24.68,,7.51,,3.75,5.63,33.26,,7.24,,5.37,4.02,-6.383333,-8.011111,-4.455556,0.0,-10.875,71.279898
US_MI_26105,2022-01-03,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,86,1,4853,67,0,16921,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,8,11,-16,7,4.03,,9.25,6.88,4.51,3.8,11.39,7.59,4.27,11.62,5.22,4.03,3.8,3.56,3.56,7.59,26.33,11.15,6.41,3.32,4.98,8.78,34.87,5.46,7.83,3.56,7.12,3.32,-5.533333,-10.111111,-0.983333,0.0,-10.479167,69.859603
US_MI_26105,2022-01-04,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,4853,67,49,16970,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,16,,-7,5,6.04,3.25,9.77,5.12,6.74,4.42,8.14,,3.72,10.23,3.25,,4.42,7.91,,6.51,22.09,6.28,5.35,3.95,,5.81,29.76,4.65,6.28,5.12,3.95,3.49,-1.005556,-4.227778,2.066667,0.0,-5.25,74.435207
US_MI_26105,2022-01-05,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,46,2,4899,69,28,16998,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-33,-21,-20,13,3.98,6.97,7.97,4.98,5.73,5.23,11.7,4.48,4.23,6.72,4.23,,3.73,,5.23,7.72,27.14,7.97,6.72,3.73,5.23,4.73,32.37,6.97,7.97,5.98,3.98,3.98,-0.85,-5.105556,1.816667,0.677333,-4.243056,78.36933
US_MI_26105,2022-01-06,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,4899,69,0,16998,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-27,-13,-25,13,4.92,5.96,8.03,7.0,7.51,8.29,10.88,4.15,,8.03,7.77,4.66,3.63,5.7,4.41,7.51,14.25,6.22,4.92,4.41,,5.7,39.12,,6.22,7.25,6.22,4.92,-5.772222,-9.733333,-2.555556,0.084667,-8.611111,81.04309
US_MI_26105,2022-01-07,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,64,5,4963,74,42,17040,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-21,-7,-21,11,,4.36,6.16,6.16,3.59,,12.32,6.67,4.62,7.19,3.85,4.88,5.39,,5.13,6.42,17.96,,4.88,,4.62,6.16,32.34,,,4.62,,4.62,-10.572222,-14.188889,-6.4,0.296333,-14.145833,77.378643
US_MI_26105,2022-01-08,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,4963,74,12,17052,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-10,,5,,6.8,7.08,12.46,6.23,6.52,5.67,14.45,4.25,6.23,10.2,7.08,3.97,,,3.97,5.1,21.81,,6.52,4.53,4.82,,29.75,,4.53,3.97,,3.97,-7.932099,-13.58642,-2.950617,0.03175,-13.142857,68.024562
US_MI_26105,2022-01-09,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,4963,74,18,17070,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-21,,1,,7.67,6.85,9.59,9.87,4.39,4.39,11.79,5.48,,5.76,4.11,5.48,4.93,,,4.66,21.93,5.21,6.58,4.11,,4.93,30.43,4.39,5.21,4.11,4.66,4.39,-3.234568,-9.728395,0.555556,0.0,-6.611111,78.684367
US_MI_26105,2022-01-10,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,85,0,5048,74,9,17079,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-15,-7,-19,9,5.01,9.52,10.77,6.26,7.76,6.26,12.52,7.76,,8.77,6.01,3.51,7.01,4.26,3.51,7.76,20.54,6.76,6.51,,,7.01,35.56,,3.51,5.26,3.76,,-11.666667,-13.104167,-9.340278,0.0,-15.952381,71.053079
US_MI_26105,2022-01-11,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,5048,74,8,17087,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-5,,-10,5,5.29,3.85,6.01,7.45,5.53,,13.7,4.81,4.57,9.37,,4.81,6.01,,,5.53,19.94,,4.33,3.6,,9.85,32.2,3.36,5.77,,4.08,3.6,-9.283951,-13.123457,-1.506173,0.0,-13.368056,72.607853
US_MI_26105,2022-01-12,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,72,0,5120,74,11,17098,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,2,11,-8,5,,5.42,10.34,7.88,6.65,3.45,15.02,10.34,3.45,9.85,4.68,7.14,,6.15,4.68,6.89,21.17,3.69,,3.45,6.65,8.12,42.58,,,5.17,,4.92,0.654321,-1.759259,2.290123,0.0,-3.534722,73.801345
US_MI_26105,2022-01-13,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,5120,74,25,17123,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-3,11,-11,5,5.37,7.57,10.74,6.1,3.66,,10.25,5.61,4.64,9.03,5.12,,7.08,3.66,,6.1,19.52,5.37,6.34,3.42,4.88,5.37,34.66,,4.15,4.39,4.39,5.86,-1.388889,-4.419753,1.240741,0.0,-4.048611,82.222393
US_MI_26105,2022-01-14,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,90,0,5210,74,27,17150,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-10,-6,-12,6,,6.63,8.36,7.13,5.65,6.39,13.02,7.13,4.91,10.81,5.16,,5.65,6.88,,5.16,23.84,3.69,6.63,,6.39,4.91,29.73,4.42,5.9,4.67,3.69,4.42,-5.691358,-10.111111,0.765432,0.0,-10.229167,70.115177
US_MI_26105,2022-01-15,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,5210,74,0,17150,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-2,,1,,4.78,7.02,10.39,4.21,7.59,3.93,12.36,8.43,5.62,4.78,5.06,8.71,6.46,4.5,6.74,5.06,20.23,6.18,8.43,4.21,,,37.09,,7.02,5.9,,5.34,-12.240741,-15.450617,-7.111111,0.0,-17.708333,63.763638
US_MI_26105,2022-01-16,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,5210,74,16,17166,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-5,,-2,,6.24,5.15,11.66,8.95,6.24,7.87,9.49,7.05,,6.78,,4.88,7.59,4.88,5.42,4.88,18.71,4.61,3.8,,5.42,4.61,37.43,4.34,,4.61,,5.15,-11.604938,-18.277778,-3.67284,0.0,-15.708333,72.993376
US_MI_26105,2022-01-17,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,5210,74,0,17166,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-7,2,-18,7,5.05,4.57,13.22,6.97,4.57,,14.18,7.21,6.73,7.69,4.33,3.61,6.25,,4.57,7.21,21.87,4.09,5.77,3.37,4.81,6.97,33.65,,5.53,4.57,,4.57,-3.753086,-6.549383,-1.654321,0.0635,-7.5625,75.67965
US_MI_26105,2022-01-18,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,5210,74,29,17195,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-3,,-11,5,5.19,8.73,11.56,4.48,6.6,6.6,12.97,4.72,4.95,10.14,7.31,4.01,5.66,5.19,5.66,8.96,23.35,6.37,5.9,,3.77,11.32,36.56,3.3,6.84,5.9,3.3,4.95,-1.320988,-3.333333,0.802469,0.0,-5.756944,72.431864
US_MI_26105,2022-01-19,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,213,2,5423,76,23,17218,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-2,8,-9,6,,5.03,9.55,8.54,5.28,5.53,12.56,5.53,4.02,10.55,3.77,4.02,4.27,5.03,7.03,6.78,19.09,4.02,6.28,3.77,4.02,7.03,34.17,4.02,6.28,,7.03,5.28,-1.345679,-7.314815,4.388889,0.0,-5.854167,71.594051
US_MI_26105,2022-01-20,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,5423,76,6,17224,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-9,0,-16,8,,,9.67,5.8,5.08,7.49,15.71,7.01,6.29,12.33,5.8,8.22,3.87,4.35,3.63,4.35,19.82,4.59,6.29,5.56,,5.32,35.54,,6.04,,5.8,4.83,-8.876543,-10.061728,-6.962963,0.1016,-13.909722,67.430735
US_MI_26105,2022-01-21,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,92,0,5515,76,15,17239,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-11,1,-10,7,4.35,5.8,7.74,6.05,5.56,4.35,11.13,7.98,3.87,7.5,4.6,4.6,4.84,4.11,4.84,6.53,18.14,,,,4.6,,32.65,,5.56,,4.6,4.11,-9.259259,-11.734568,-5.493827,0.0,-14.861111,64.210434
US_MI_26105,2022-01-22,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,5515,76,10,17249,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-18,,3,,4.43,10.25,8.04,4.16,5.54,8.31,11.64,4.71,6.93,9.14,5.82,,6.93,,4.43,4.71,17.73,3.88,8.59,4.71,4.71,5.54,29.1,,7.21,5.54,,5.82,-4.993827,-7.907407,-2.833333,0.0,-9.402778,71.957608
US_MI_26105,2022-01-23,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,5515,76,17,17266,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-13,,-2,,4.72,5.83,10.56,6.11,5.56,5.28,11.39,3.89,4.17,8.06,,4.17,,,,7.22,12.23,,6.95,,4.72,,35.57,5.56,5.83,,,,-7.993827,-11.376543,-4.820988,0.0635,-12.902778,68.351212
US_MI_26105,2022-01-24,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,162,0,5677,76,4,17270,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-26,-9,-11,6,4.79,4.07,11.25,5.74,,,11.25,7.18,3.83,12.68,4.79,4.79,5.03,,,8.62,19.62,4.31,5.03,3.83,,4.55,32.07,4.31,4.55,4.79,5.5,3.83,-7.697531,-9.277778,-5.876543,0.254,-11.291667,75.687033
US_MI_26105,2022-01-25,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,5677,76,6,17276,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-13,,-13,7,7.58,4.16,9.05,7.34,5.63,,14.43,5.38,5.87,10.76,3.42,,3.91,,5.14,7.58,19.08,6.6,4.65,4.65,5.38,4.4,36.2,,4.4,6.85,4.4,,-9.524691,-12.901235,-6.654321,0.6604,-13.909722,71.143253
US_MI_26105,2022-01-26,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,159,1,5836,77,9,17285,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-10,10,-10,6,4.55,4.07,10.54,6.47,6.47,5.03,10.3,5.51,5.75,8.87,4.79,5.27,4.31,,,7.19,27.32,7.19,,3.83,3.83,4.31,33.79,3.83,5.99,6.23,4.31,6.71,-11.839506,-15.345679,-8.04321,0.254,-15.715278,74.555162
US_MI_26105,2022-01-27,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,5836,77,6,17291,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-6,8,-11,7,5.38,3.67,10.04,8.08,6.12,5.38,10.04,5.63,6.12,9.06,3.43,4.41,4.65,,4.16,6.61,24.72,7.1,5.87,5.14,6.12,6.12,39.9,5.14,5.63,5.38,4.16,3.43,-4.746914,-9.333333,-1.567901,0.0,-8.909722,73.593272
US_MI_26105,2022-01-28,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,143,1,5979,78,6,17297,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-12,-1,-8,7,5.76,4.25,11.76,6.76,,4.75,13.27,5.51,3.5,9.01,4.25,3.75,3.5,,3.75,6.76,21.27,6.76,3.75,,4.25,4.0,31.79,,7.01,7.51,,5.76,-8.203704,-10.728395,-4.82716,0.0,-13.826389,64.63619
US_MI_26105,2022-01-29,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,5979,78,12,17309,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-8,,6,,,6.39,8.62,7.51,3.89,6.39,13.07,8.06,,8.34,4.73,,4.73,,,4.45,17.24,7.23,6.67,,4.17,5.28,36.15,,4.45,8.06,3.89,,-9.41358,-14.154321,-5.549383,0.0,-14.131944,69.497042
US_MI_26105,2022-01-30,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,5979,78,11,17320,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-14,,-8,,,5.48,8.22,10.14,3.83,4.11,11.23,7.4,5.75,6.3,,3.83,4.66,,3.83,4.93,23.56,4.66,5.75,,5.21,6.03,36.16,,4.93,5.48,,3.83,-6.506173,-8.839506,-3.339506,0.0635,-9.756944,78.100169
US_MI_26105,2022-01-31,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,121,0,6100,78,0,17320,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-6,6,-6,4,4.34,4.1,8.45,7.72,,7.48,7.96,5.55,3.62,6.28,3.38,7.48,,,5.31,5.07,21.96,5.07,6.28,,7.72,5.07,37.65,3.38,6.03,4.34,,4.59,-4.765432,-8.265432,-1.148148,0.0,-9.347222,71.354393
US_MI_26105,2022-02-01,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,6100,78,0,17320,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,3,,-8,4,4.29,5.56,8.59,10.86,5.56,5.05,9.35,6.82,4.04,8.84,5.05,4.55,3.54,4.55,,7.07,22.48,5.05,10.61,5.56,4.04,,33.59,5.56,5.56,6.57,,5.3,-0.006173,-4.191358,5.160494,0.0,-5.423611,67.332955
US_MI_26105,2022-02-02,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,120,1,6220,79,14,17334,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,-1,6,-7,6,3.41,9.5,9.01,7.31,4.38,6.09,8.04,5.36,3.41,8.77,6.09,8.04,,4.14,4.14,9.01,19.49,6.82,3.65,4.38,6.82,4.63,35.57,3.65,6.09,6.58,3.9,6.09,-2.950617,-6.246914,3.549383,0.0,-7.680556,69.73413
US_MI_26105,2022-02-03,ChIJYxH9iSMUHIgRFW2Lv6ozBaA,Q63718,geoId/26105,US,United States of America,MI,Michigan,26105,Mason County,US,USA,2,0,0,6220,79,0,17334,28996,14416,14580,3128,3355,3086,3002,3073,4200,4730,2853,1569,1907322,44.02,-86.5,3216,77.9625,4,12,-10,5,,5.64,8.71,9.22,4.1,7.43,8.46,6.15,4.61,8.2,3.84,,5.89,4.1,4.36,6.66,24.08,6.15,4.87,3.84,5.89,4.1,30.49,4.61,,5.89,5.64,5.38,-7.91358,-9.833333,-5.567901,0.0,-13.881944,62.340854
