location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_workplaces,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_SD_46101,2020-01-17,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,,47.02,-11.622222,-19.627778,-5.388889,1.778,78.74,-14.376543,79.931848
US_SD_46101,2020-01-18,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,,65.25,-11.966667,-19.377778,-3.322222,6.604,83.82,-13.574074,87.564107
US_SD_46101,2020-01-19,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,,,-20.188889,-22.316667,-17.916667,0.1905,160.02,-23.444444,75.095834
US_SD_46101,2020-01-20,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,,72.05,-19.472222,-23.077778,-13.122222,0.0,160.02,-22.117284,78.933445
US_SD_46101,2020-01-21,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,,55.68,-15.416667,-20.616667,-7.411111,0.0,160.02,-17.666667,81.865105
US_SD_46101,2020-01-22,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,,46.23,-1.905556,-7.855556,1.755556,0.028222,160.02,-3.234568,90.690651
US_SD_46101,2020-01-23,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,,33.48,-1.3,-4.4,0.855556,0.0,200.66,-1.790123,96.84483
US_SD_46101,2020-01-24,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,,41.2,-2.627778,-3.233333,-1.555556,0.290286,149.86,-3.277778,95.274061
US_SD_46101,2020-01-25,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,,51.63,-3.361111,-5.605556,-1.9,0.0,149.86,-4.882716,89.194752
US_SD_46101,2020-01-26,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,,,-3.677778,-8.7,1.838889,0.084667,149.86,-4.833333,91.205079
US_SD_46101,2020-01-27,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,,32.98,-3.488889,-7.016667,0.666667,0.036286,110.49,-4.487654,93.245516
US_SD_46101,2020-01-28,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,,,-7.933333,-10.233333,-4.7,0.0,100.33,-8.864198,93.218946
US_SD_46101,2020-01-29,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,,39.84,-7.438889,-11.094444,-4.494444,0.028222,129.54,-8.506173,91.436301
US_SD_46101,2020-01-30,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,,,-4.044444,-6.622222,-0.266667,0.0,100.33,-4.703704,95.267471
US_SD_46101,2020-01-31,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,,36.17,0.116667,-1.179012,1.375,1.524,129.54,-0.320988,96.794893
US_SD_46101,2020-02-01,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,,57.95,-1.005556,-5.905556,3.6,0.254,95.25,-2.580247,88.939886
US_SD_46101,2020-02-02,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,,64.81,4.016667,1.327778,5.866667,0.0,74.93,0.055556,75.849269
US_SD_46101,2020-02-03,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,,49.54,-2.288889,-7.166667,1.711111,0.0,64.77,-5.351852,79.815108
US_SD_46101,2020-02-04,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,,,-9.877778,-13.2,-4.933333,0.0,40.64,-13.728395,73.876856
US_SD_46101,2020-02-05,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,,,-7.744444,-12.161111,-1.8,0.0,50.8,-11.925926,72.085757
US_SD_46101,2020-02-06,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,,37.84,-6.177778,-9.927778,-1.127778,0.0,40.64,-8.561728,82.863696
US_SD_46101,2020-02-07,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,,,-8.65,-12.711111,-2.066667,0.1016,50.8,-10.567901,86.717772
US_SD_46101,2020-02-08,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,,50.92,-12.227778,-18.283333,-2.75,0.0254,50.8,-15.469136,76.863593
US_SD_46101,2020-02-09,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,,,-6.05,-10.783333,-3.533333,2.878667,64.77,-7.87037,87.303004
US_SD_46101,2020-02-10,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,,36.72,-8.633333,-14.655556,-1.4,0.254,85.09,-10.666667,85.003622
US_SD_46101,2020-02-11,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,,32.66,-6.05,-12.5,-1.305556,0.042333,69.85,-8.41358,83.81684
US_SD_46101,2020-02-12,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,,53.6,-6.172222,-21.055556,-0.138889,0.0,64.77,-9.407407,78.655202
US_SD_46101,2020-02-13,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,,,-23.527778,-27.622222,-18.038889,0.0254,64.77,-27.833333,67.941909
US_SD_46101,2020-02-14,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,,,-15.433333,-24.627778,-2.988889,0.0,69.85,-19.154321,73.51237
US_SD_46101,2020-02-15,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,,53.17,-2.561111,-5.377778,0.744444,0.0,64.77,-5.783951,78.876108
US_SD_46101,2020-02-16,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,,,-4.266667,-7.444444,-1.266667,0.0,59.69,-6.432099,85.416473
US_SD_46101,2020-02-17,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,-23,71.78,-3.588889,-5.683333,-1.683333,0.0,35.56,-4.518519,93.63884
US_SD_46101,2020-02-18,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,-4,35.08,-7.011111,-11.455556,-3.877778,0.0,30.48,-9.234568,84.27669
US_SD_46101,2020-02-19,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,5,45.52,-14.077778,-17.3,-9.638889,0.0,35.56,-17.796296,73.914723
US_SD_46101,2020-02-20,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,4,29.41,-15.265432,-22.716049,-4.290123,0.0,35.56,-18.909722,73.787121
US_SD_46101,2020-02-21,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,10,31.75,-4.32716,-9.635802,3.018519,0.0,30.48,-7.611111,77.707863
US_SD_46101,2020-02-22,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,,,-0.85,-5.905556,5.461111,0.0,40.64,-3.746914,80.976109
US_SD_46101,2020-02-23,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,,50.9,0.7,-3.688889,4.316667,0.0,40.64,-2.907407,77.259416
US_SD_46101,2020-02-24,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,8,48.11,-1.805556,-6.027778,2.144444,0.0,40.64,-4.111111,84.586375
US_SD_46101,2020-02-25,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,6,30.76,-2.155556,-4.961111,0.294444,0.0,,-4.962963,81.830861
US_SD_46101,2020-02-26,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,2,,-7.7,-12.288889,-2.216667,0.0,,-10.17284,82.936219
US_SD_46101,2020-02-27,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,2,34.67,-6.816667,-10.344444,-1.638889,0.0,,-9.166667,83.51952
US_SD_46101,2020-02-28,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,0,,-2.45,-5.561111,-0.783333,0.0508,,-4.123457,88.872139
US_SD_46101,2020-02-29,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,,57.46,0.45,-4.566667,8.85,0.0,,-2.0,83.887857
US_SD_46101,2020-03-01,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,,58.61,3.561111,-0.688889,7.744444,0.0,40.64,-0.135802,77.07787
US_SD_46101,2020-03-02,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,4,45.83,-0.244444,-4.222222,4.527778,0.0,40.64,-3.444444,79.422413
US_SD_46101,2020-03-03,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,6,32.93,2.488889,-0.733333,6.316667,0.0,40.64,-1.117284,77.593058
US_SD_46101,2020-03-04,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,5,32.16,2.572222,-2.411111,10.516667,0.181429,40.64,0.080247,84.005607
US_SD_46101,2020-03-05,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,5,41.68,3.738889,-0.055556,10.405556,0.1524,40.64,-0.574074,73.942147
US_SD_46101,2020-03-06,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,10,48.4,-0.511111,-6.372222,6.494444,0.0,40.64,-4.135802,76.899079
US_SD_46101,2020-03-07,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,,40.0,5.688889,0.65,16.061111,0.0,40.64,-1.5,60.019418
US_SD_46101,2020-03-08,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,,39.24,10.461111,4.305556,17.694444,0.0,40.64,2.555556,58.553382
US_SD_46101,2020-03-09,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,2,,-0.533333,-4.494444,10.962963,0.0,40.64,-2.54321,86.876554
US_SD_46101,2020-03-10,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,2,42.98,-3.183333,-7.122222,1.611111,0.15875,40.64,-5.111111,86.915023
US_SD_46101,2020-03-11,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,0,37.99,1.488889,-4.888889,12.266667,0.0635,,-0.679012,85.213963
US_SD_46101,2020-03-12,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,-4,40.06,5.022222,0.155556,10.616667,0.0,40.64,1.919753,80.602599
US_SD_46101,2020-03-13,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,0,,0.105556,-4.077778,4.183333,0.0508,,-5.783951,64.719726
US_SD_46101,2020-03-14,ChIJyfcp4yFyiYcRip4nIKymrG0,Q495219,geoId/46101,US,United States of America,SD,South Dakota,46101,Moody County,US,USA,2,,,,,,,6494,3266,3228,949,886,661,749,664,949,841,494,301,1739841,44.02,-96.67,487,1350,77.2,,,-2.561111,-6.205556,2.061111,0.635,,-6.160494,76.684945
