location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_CO_08089,2020-01-01,ChIJddvwpowZDocRoWa2QdZLKRU,Q312509,geoId/08089,US,United States of America,CO,Colorado,08089,Otero County,US,USA,2,,,,,,,18345,9013,9332,2326,2649,2124,2101,1941,2306,2375,1531,992,1411343,37.9,-103.71,3289,76.942857,,,,,13.96,15.12,,22.1,,24.43,,38.97,,1.923611,-9.840278,14.270833,0.0,,-10.015873,41.758728
US_CO_08089,2020-01-02,ChIJddvwpowZDocRoWa2QdZLKRU,Q312509,geoId/08089,US,United States of America,CO,Colorado,08089,Otero County,US,USA,2,,,,,,,18345,9013,9332,2326,2649,2124,2101,1941,2306,2375,1531,992,1411343,37.9,-103.71,3289,76.942857,,,,,,,8.16,15.3,12.24,27.54,,46.91,,3.131944,-6.097222,12.506944,0.0,,-7.404762,47.098118
US_CO_08089,2020-01-03,ChIJddvwpowZDocRoWa2QdZLKRU,Q312509,geoId/08089,US,United States of America,CO,Colorado,08089,Otero County,US,USA,2,,,,,,,18345,9013,9332,2326,2649,2124,2101,1941,2306,2375,1531,992,1411343,37.9,-103.71,3289,76.942857,,,,,,8.72,,15.39,12.83,24.63,,45.15,9.23,-0.944444,-8.180556,9.152778,0.0,,-9.428571,52.948128
US_CO_08089,2020-01-04,ChIJddvwpowZDocRoWa2QdZLKRU,Q312509,geoId/08089,US,United States of America,CO,Colorado,08089,Otero County,US,USA,2,,,,,,,18345,9013,9332,2326,2649,2124,2101,1941,2306,2375,1531,992,1411343,37.9,-103.71,3289,76.942857,,,,,9.49,9.49,,15.63,15.07,22.89,,34.05,,1.381944,-8.319444,14.868056,0.0,,-8.595238,48.140351
US_CO_08089,2020-01-05,ChIJddvwpowZDocRoWa2QdZLKRU,Q312509,geoId/08089,US,United States of America,CO,Colorado,08089,Otero County,US,USA,2,,,,,,,18345,9013,9332,2326,2649,2124,2101,1941,2306,2375,1531,992,1411343,37.9,-103.71,3289,76.942857,,,,,,8.65,8.11,28.66,,26.5,,37.32,,4.097222,-7.138889,14.180556,0.0,,-8.460317,40.531173
US_CO_08089,2020-01-06,ChIJddvwpowZDocRoWa2QdZLKRU,Q312509,geoId/08089,US,United States of America,CO,Colorado,08089,Otero County,US,USA,2,,,,,,,18345,9013,9332,2326,2649,2124,2101,1941,2306,2375,1531,992,1411343,37.9,-103.71,3289,76.942857,,,,,,13.14,,19.28,10.08,19.28,7.88,41.62,,1.201389,-7.229167,10.416667,0.0,,-11.992063,37.08751
US_CO_08089,2020-01-07,ChIJddvwpowZDocRoWa2QdZLKRU,Q312509,geoId/08089,US,United States of America,CO,Colorado,08089,Otero County,US,USA,2,,,,,,,18345,9013,9332,2326,2649,2124,2101,1941,2306,2375,1531,992,1411343,37.9,-103.71,3289,76.942857,,,,,9.86,9.01,7.29,15.87,8.58,21.44,6.86,34.73,,2.173611,-7.951389,15.373016,0.0,,-12.595238,33.326558
US_CO_08089,2020-01-08,ChIJddvwpowZDocRoWa2QdZLKRU,Q312509,geoId/08089,US,United States of America,CO,Colorado,08089,Otero County,US,USA,2,,,,,,,18345,9013,9332,2326,2649,2124,2101,1941,2306,2375,1531,992,1411343,37.9,-103.71,3289,76.942857,,,,,8.24,7.83,8.24,14.41,9.47,42.01,8.65,35.42,18.12,3.784722,-6.819444,16.666667,0.0,,-10.436508,35.193593
US_CO_08089,2020-01-09,ChIJddvwpowZDocRoWa2QdZLKRU,Q312509,geoId/08089,US,United States of America,CO,Colorado,08089,Otero County,US,USA,2,,,,,,,18345,9013,9332,2326,2649,2124,2101,1941,2306,2375,1531,992,1411343,37.9,-103.71,3289,76.942857,,,,,6.69,,7.53,11.29,9.62,24.25,8.78,34.7,10.45,3.777778,-5.854167,14.506944,0.0,,-11.563492,31.732621
US_CO_08089,2020-01-10,ChIJddvwpowZDocRoWa2QdZLKRU,Q312509,geoId/08089,US,United States of America,CO,Colorado,08089,Otero County,US,USA,2,,,,,,,18345,9013,9332,2326,2649,2124,2101,1941,2306,2375,1531,992,1411343,37.9,-103.71,3289,76.942857,,,,,10.04,,,16.06,10.04,29.11,,36.13,8.53,-1.409722,-8.145833,9.118056,0.0,,-8.849206,57.250062
