location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_GA_13035,2020-11-14,ChIJVyz8gVEU9IgRjDcmwwfSqm4,Q488210,geoId/13035,US,United States of America,GA,Georgia,13035,Butts County,US,USA,2,16,1,965,46,,,0,0,1,1,1,0,2,1,1,2,10,9,40,142,140,122,118,93,64,73,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,7,11,22,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,9,14,15,8,4,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24067,12759,11308,2776,2766,3552,3211,3211,3386,2703,1644,818,1028131,33.29,-83.96,492,75.8,14,0,2,-7,,10.07,10.47,12.89,6.04,10.87,7.65,8.05,18.53,,7.25,35.44,8.46,6.44,14.061111,6.344444,23.166667,0.0,7.355556,64.546994
US_GA_13035,2020-11-15,ChIJVyz8gVEU9IgRjDcmwwfSqm4,Q488210,geoId/13035,US,United States of America,GA,Georgia,13035,Butts County,US,USA,2,6,0,971,46,,,0,1,1,1,1,3,0,0,0,0,10,10,41,143,141,125,118,93,64,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,11,22,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,9,14,15,8,4,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24067,12759,11308,2776,2766,3552,3211,3211,3386,2703,1644,818,1028131,33.29,-83.96,492,75.8,,-2,3,-11,,8.31,10.69,8.71,,5.94,6.73,9.5,19.8,,9.11,35.63,7.13,5.94,15.188889,7.833333,23.433333,0.0,12.123457,81.947127
US_GA_13035,2020-11-16,ChIJVyz8gVEU9IgRjDcmwwfSqm4,Q488210,geoId/13035,US,United States of America,GA,Georgia,13035,Butts County,US,USA,2,0,0,971,46,,,0,0,0,0,0,0,0,0,0,0,10,10,41,143,141,125,118,93,64,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,11,22,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,9,14,15,8,4,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24067,12759,11308,2776,2766,3552,3211,3211,3386,2703,1644,818,1028131,33.29,-83.96,492,75.8,,-8,0,-13,5,8.21,9.24,8.21,6.5,9.92,9.92,,22.92,5.82,7.18,36.94,4.79,5.13,11.327778,4.638889,20.433333,0.0508,0.666667,48.331499
US_GA_13035,2020-11-17,ChIJVyz8gVEU9IgRjDcmwwfSqm4,Q488210,geoId/13035,US,United States of America,GA,Georgia,13035,Butts County,US,USA,2,9,0,980,46,,,0,0,0,2,2,1,3,2,0,0,10,10,41,145,143,126,121,95,64,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,11,22,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,9,14,15,8,4,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24067,12759,11308,2776,2766,3552,3211,3211,3386,2703,1644,818,1028131,33.29,-83.96,492,75.8,,-2,2,-18,5,9.84,9.49,9.84,5.27,12.3,8.79,9.14,29.88,,9.14,42.53,6.68,5.62,10.277778,3.227778,18.527778,0.0,-1.55,44.022599
US_GA_13035,2020-11-18,ChIJVyz8gVEU9IgRjDcmwwfSqm4,Q488210,geoId/13035,US,United States of America,GA,Georgia,13035,Butts County,US,USA,2,-1,0,979,46,,,0,0,0,-4,0,0,0,2,0,0,10,10,41,141,143,126,121,97,64,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,11,22,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,9,14,15,8,4,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24067,12759,11308,2776,2766,3552,3211,3211,3386,2703,1644,818,1028131,33.29,-83.96,492,75.8,,-9,3,-17,4,5.0,12.34,9.67,6.0,11.34,5.67,9.01,31.36,4.67,5.34,33.69,,8.67,9.544444,1.961111,17.722222,0.0,-3.727778,39.423713
US_GA_13035,2020-11-19,ChIJVyz8gVEU9IgRjDcmwwfSqm4,Q488210,geoId/13035,US,United States of America,GA,Georgia,13035,Butts County,US,USA,2,6,0,985,46,,,0,0,0,3,0,1,0,0,0,0,10,10,41,144,143,127,121,97,64,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,11,22,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,9,14,15,8,4,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24067,12759,11308,2776,2766,3552,3211,3211,3386,2703,1644,818,1028131,33.29,-83.96,492,75.8,-9,-10,-3,-17,6,4.7,9.74,,8.4,13.44,11.09,9.41,29.57,5.71,5.71,34.94,6.72,,8.355556,1.316667,17.488889,0.0,-0.922222,52.660167
US_GA_13035,2020-11-20,ChIJVyz8gVEU9IgRjDcmwwfSqm4,Q488210,geoId/13035,US,United States of America,GA,Georgia,13035,Butts County,US,USA,2,11,0,996,46,,,0,0,2,0,3,1,1,2,0,0,10,10,43,144,146,128,122,99,64,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,11,22,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,9,14,15,8,4,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24067,12759,11308,2776,2766,3552,3211,3211,3386,2703,1644,818,1028131,33.29,-83.96,492,75.8,5,-7,5,-15,3,5.2,13.18,9.01,5.55,12.13,7.97,6.24,21.84,5.89,10.05,40.56,7.28,,10.972222,2.588889,21.583333,0.0,4.366667,64.449504
US_GA_13035,2020-11-21,ChIJVyz8gVEU9IgRjDcmwwfSqm4,Q488210,geoId/13035,US,United States of America,GA,Georgia,13035,Butts County,US,USA,2,30,0,1026,46,,,0,0,3,0,1,1,2,0,0,0,10,10,46,144,147,129,124,99,64,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,11,22,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,9,14,15,8,4,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24067,12759,11308,2776,2766,3552,3211,3211,3386,2703,1644,818,1028131,33.29,-83.96,492,75.8,,-8,26,-9,,,10.03,8.03,6.42,11.64,10.03,,20.87,,13.24,36.52,8.43,7.22,13.483333,5.222222,22.322222,0.0,9.588889,77.703256
US_GA_13035,2020-11-22,ChIJVyz8gVEU9IgRjDcmwwfSqm4,Q488210,geoId/13035,US,United States of America,GA,Georgia,13035,Butts County,US,USA,2,2,0,1028,46,,,0,0,1,0,0,0,1,2,0,0,10,10,47,144,147,129,125,101,64,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,11,22,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,9,14,15,8,4,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24067,12759,11308,2776,2766,3552,3211,3211,3386,2703,1644,818,1028131,33.29,-83.96,492,75.8,,-3,13,-8,,,10.37,9.99,7.3,14.98,12.68,7.3,23.05,,8.45,41.1,,9.22,13.466667,7.016667,22.472222,0.0,10.191358,79.773241
US_GA_13035,2020-11-23,ChIJVyz8gVEU9IgRjDcmwwfSqm4,Q488210,geoId/13035,US,United States of America,GA,Georgia,13035,Butts County,US,USA,2,2,0,1030,46,,,0,0,0,2,0,1,1,0,0,0,10,10,47,146,147,130,126,101,64,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,11,22,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,9,14,15,8,4,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24067,12759,11308,2776,2766,3552,3211,3211,3386,2703,1644,818,1028131,33.29,-83.96,492,75.8,,-7,2,-23,5,7.34,11.98,,6.18,10.44,8.89,10.44,20.87,,12.75,38.26,6.57,,13.244444,7.822222,19.85,0.0,7.016667,66.112574
US_GA_13035,2020-11-24,ChIJVyz8gVEU9IgRjDcmwwfSqm4,Q488210,geoId/13035,US,United States of America,GA,Georgia,13035,Butts County,US,USA,2,12,0,1042,46,,,0,0,0,1,1,1,0,0,0,1,10,10,47,147,148,131,126,101,64,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,11,22,0,0,0,1,0,0,0,1,0,0,0,0,1,3,7,9,14,16,8,4,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24067,12759,11308,2776,2766,3552,3211,3211,3386,2703,1644,818,1028131,33.29,-83.96,492,75.8,,13,9,-29,6,7.61,15.62,6.81,6.81,13.22,9.61,8.81,28.84,9.61,9.21,38.05,6.81,6.81,8.727778,2.744444,17.133333,0.0,1.677778,61.66303
US_GA_13035,2020-11-25,ChIJVyz8gVEU9IgRjDcmwwfSqm4,Q488210,geoId/13035,US,United States of America,GA,Georgia,13035,Butts County,US,USA,2,8,0,1050,46,,,0,0,0,1,1,0,0,0,1,0,10,10,47,148,149,131,126,101,65,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,11,22,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,9,14,16,8,4,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24067,12759,11308,2776,2766,3552,3211,3211,3386,2703,1644,818,1028131,33.29,-83.96,492,75.8,,37,4,-32,6,7.25,6.86,9.15,5.34,8.01,5.34,5.34,24.79,,6.1,40.8,6.48,,14.433333,7.511111,22.616667,0.6985,9.222222,71.028983
US_GA_13035,2020-11-26,ChIJVyz8gVEU9IgRjDcmwwfSqm4,Q488210,geoId/13035,US,United States of America,GA,Georgia,13035,Butts County,US,USA,2,7,0,1057,46,,,0,0,0,1,0,1,1,1,1,0,10,10,47,149,149,132,127,102,66,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,11,22,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,9,14,16,8,4,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24067,12759,11308,2776,2766,3552,3211,3211,3386,2703,1644,818,1028131,33.29,-83.96,492,75.8,,,-35,-81,22,,12.48,9.26,5.63,9.66,,10.06,16.5,7.24,7.65,41.45,,,18.561111,13.088889,23.238889,19.854333,16.388889,87.349882
US_GA_13035,2020-11-27,ChIJVyz8gVEU9IgRjDcmwwfSqm4,Q488210,geoId/13035,US,United States of America,GA,Georgia,13035,Butts County,US,USA,2,15,0,1072,46,,,0,0,0,2,1,0,4,0,1,0,10,10,47,151,150,132,131,102,67,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,11,22,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,9,14,16,8,4,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24067,12759,11308,2776,2766,3552,3211,3211,3386,2703,1644,818,1028131,33.29,-83.96,492,75.8,-24,-18,-29,-59,16,9.74,6.63,,,10.53,5.46,,15.98,,7.41,41.71,,,14.666667,7.627778,22.733333,5.8166,8.905556,68.615947
US_GA_13035,2020-11-28,ChIJVyz8gVEU9IgRjDcmwwfSqm4,Q488210,geoId/13035,US,United States of America,GA,Georgia,13035,Butts County,US,USA,2,6,0,1078,46,,,0,0,0,2,0,0,0,0,1,0,10,10,47,153,150,132,131,102,68,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,11,22,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,9,14,16,8,4,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24067,12759,11308,2776,2766,3552,3211,3211,3386,2703,1644,818,1028131,33.29,-83.96,492,75.8,9,-12,9,-24,,6.49,8.4,7.25,,10.31,8.78,6.87,19.09,,9.16,28.26,5.73,,14.572222,9.25,20.672222,3.120571,10.838889,78.776369
US_GA_13035,2020-11-29,ChIJVyz8gVEU9IgRjDcmwwfSqm4,Q488210,geoId/13035,US,United States of America,GA,Georgia,13035,Butts County,US,USA,2,6,0,1084,46,,,0,0,0,0,2,2,0,1,1,0,10,10,47,153,152,134,131,103,69,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,11,22,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,9,14,16,8,4,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24067,12759,11308,2776,2766,3552,3211,3211,3386,2703,1644,818,1028131,33.29,-83.96,492,75.8,,-11,21,-19,,7.25,9.06,7.97,6.52,9.42,7.97,10.87,25.37,7.25,7.97,36.61,7.61,,12.533333,10.516667,16.988889,7.293429,11.228395,91.17198
US_GA_13035,2020-11-30,ChIJVyz8gVEU9IgRjDcmwwfSqm4,Q488210,geoId/13035,US,United States of America,GA,Georgia,13035,Butts County,US,USA,2,7,0,1091,46,,,0,0,0,2,0,3,0,1,0,1,10,10,47,155,152,137,131,104,69,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,11,22,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,9,14,16,8,4,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24067,12759,11308,2776,2766,3552,3211,3211,3386,2703,1644,818,1028131,33.29,-83.96,492,75.8,,-12,2,-17,6,6.94,7.27,6.28,,10.57,6.61,6.94,20.81,4.95,6.28,34.35,5.95,7.6,10.066667,3.494444,15.466667,33.128857,7.233333,82.761681
US_GA_13035,2020-12-01,ChIJVyz8gVEU9IgRjDcmwwfSqm4,Q488210,geoId/13035,US,United States of America,GA,Georgia,13035,Butts County,US,USA,2,12,0,1103,46,,,0,0,0,1,0,0,1,1,0,0,10,10,47,156,152,137,132,105,69,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,11,22,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,9,14,16,8,4,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24067,12759,11308,2776,2766,3552,3211,3211,3386,2703,1644,818,1028131,33.29,-83.96,492,75.8,,-5,4,-21,6,,7.49,7.17,,8.8,6.52,,19.22,,7.49,34.21,7.49,6.19,2.616667,-0.966667,9.527778,2.667,-4.061111,61.545775
US_GA_13035,2020-12-02,ChIJVyz8gVEU9IgRjDcmwwfSqm4,Q488210,geoId/13035,US,United States of America,GA,Georgia,13035,Butts County,US,USA,2,10,0,1113,46,,,0,0,0,0,0,1,2,2,0,1,10,10,47,156,152,138,134,107,69,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,11,22,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,9,14,16,8,4,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24067,12759,11308,2776,2766,3552,3211,3211,3386,2703,1644,818,1028131,33.29,-83.96,492,75.8,,-9,-1,-20,5,6.04,10.5,9.23,4.45,11.77,7.95,6.36,19.09,,4.45,34.68,5.73,,3.127778,-2.483333,12.416667,0.0,-5.122222,55.158827
US_GA_13035,2020-12-03,ChIJVyz8gVEU9IgRjDcmwwfSqm4,Q488210,geoId/13035,US,United States of America,GA,Georgia,13035,Butts County,US,USA,2,17,0,1130,46,,,0,0,0,5,2,2,3,1,1,0,10,10,47,161,154,140,137,108,70,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,11,22,0,0,0,0,0,0,1,0,0,0,0,0,1,3,7,9,15,16,8,4,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24067,12759,11308,2776,2766,3552,3211,3211,3386,2703,1644,818,1028131,33.29,-83.96,492,75.8,4,1,-2,-16,5,7.89,11.5,8.22,,10.19,9.2,8.55,17.75,5.26,,39.44,,7.56,4.455556,-2.144444,13.977778,0.0,-1.472222,66.065692
US_GA_13035,2020-12-04,ChIJVyz8gVEU9IgRjDcmwwfSqm4,Q488210,geoId/13035,US,United States of America,GA,Georgia,13035,Butts County,US,USA,2,13,0,1143,46,,,0,0,0,0,1,2,1,0,0,1,10,10,47,161,155,142,138,108,70,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,11,22,0,0,0,0,0,1,0,0,0,0,0,0,1,3,7,10,15,16,8,4,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24067,12759,11308,2776,2766,3552,3211,3211,3386,2703,1644,818,1028131,33.29,-83.96,492,75.8,-4,-11,0,-20,7,9.19,8.51,7.14,,9.53,6.46,6.8,23.82,,8.17,31.3,6.8,,10.011111,3.716667,15.883333,1.923143,6.838889,81.039005
US_GA_13035,2020-12-05,ChIJVyz8gVEU9IgRjDcmwwfSqm4,Q488210,geoId/13035,US,United States of America,GA,Georgia,13035,Butts County,US,USA,2,22,0,1165,46,,,0,0,0,1,0,0,2,1,1,1,10,10,47,162,155,142,140,109,71,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,11,22,0,0,0,0,0,0,0,0,1,0,0,0,1,3,7,10,15,16,9,4,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24067,12759,11308,2776,2766,3552,3211,3211,3386,2703,1644,818,1028131,33.29,-83.96,492,75.8,11,-11,-1,-10,,,8.26,10.23,,18.49,7.87,10.62,21.64,,,31.87,,,7.838889,2.816667,15.366667,3.1496,2.761111,70.345499
US_GA_13035,2020-12-06,ChIJVyz8gVEU9IgRjDcmwwfSqm4,Q488210,geoId/13035,US,United States of America,GA,Georgia,13035,Butts County,US,USA,2,3,0,1168,46,,,1,0,0,0,0,0,0,1,0,0,11,10,47,162,155,142,140,110,71,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,11,22,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,10,15,16,9,4,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24067,12759,11308,2776,2766,3552,3211,3211,3386,2703,1644,818,1028131,33.29,-83.96,492,75.8,,-2,2,-14,,5.36,13.01,6.88,5.36,14.54,11.09,5.74,21.04,10.33,10.33,49.34,,5.36,7.633333,1.672222,14.888889,0.0,3.45,75.188543
US_GA_13035,2020-12-07,ChIJVyz8gVEU9IgRjDcmwwfSqm4,Q488210,geoId/13035,US,United States of America,GA,Georgia,13035,Butts County,US,USA,2,24,0,1192,46,,,0,0,3,2,1,2,2,3,2,1,11,10,50,164,156,144,142,113,73,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,11,22,0,0,0,0,0,0,0,1,1,0,0,0,1,3,7,10,15,17,10,4,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24067,12759,11308,2776,2766,3552,3211,3211,3386,2703,1644,818,1028131,33.29,-83.96,492,75.8,,-10,-4,-16,4,4.92,7.54,7.87,6.23,12.12,7.87,4.92,28.51,4.92,5.24,33.1,,9.5,8.022222,2.677778,13.322222,0.943429,4.777778,80.048038
US_GA_13035,2020-12-08,ChIJVyz8gVEU9IgRjDcmwwfSqm4,Q488210,geoId/13035,US,United States of America,GA,Georgia,13035,Butts County,US,USA,2,14,0,1206,46,,,0,0,2,1,1,1,0,3,3,0,11,10,52,165,157,145,142,116,76,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,11,22,0,0,0,0,0,0,0,0,1,0,0,0,1,3,7,10,15,17,11,4,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24067,12759,11308,2776,2766,3552,3211,3211,3386,2703,1644,818,1028131,33.29,-83.96,492,75.8,,-5,-8,-19,5,5.12,12.62,5.46,6.48,10.58,8.19,10.58,25.25,7.51,4.78,37.53,6.14,5.12,3.327778,-0.811111,10.427778,0.1778,-3.594444,60.615733
US_GA_13035,2020-12-09,ChIJVyz8gVEU9IgRjDcmwwfSqm4,Q488210,geoId/13035,US,United States of America,GA,Georgia,13035,Butts County,US,USA,2,18,1,1224,47,,,0,0,0,0,1,4,1,1,2,0,11,10,52,165,158,149,143,117,78,79,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,7,12,22,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,10,15,17,11,4,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24067,12759,11308,2776,2766,3552,3211,3211,3386,2703,1644,818,1028131,33.29,-83.96,492,75.8,,-8,-3,-19,3,7.37,11.39,7.03,5.02,13.73,8.37,5.02,26.79,7.03,8.04,36.17,7.03,8.37,5.677778,-1.083333,16.611111,0.0,-0.094444,66.498211
US_GA_13035,2020-12-10,ChIJVyz8gVEU9IgRjDcmwwfSqm4,Q488210,geoId/13035,US,United States of America,GA,Georgia,13035,Butts County,US,USA,2,18,0,1242,47,,,0,1,1,1,1,0,4,1,3,1,11,11,53,166,159,149,147,118,81,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,12,22,0,0,0,0,0,0,0,0,1,0,0,0,1,3,7,10,15,17,12,4,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24067,12759,11308,2776,2766,3552,3211,3211,3386,2703,1644,818,1028131,33.29,-83.96,492,75.8,-5,-11,-6,-20,7,5.15,12.35,8.23,5.15,13.04,5.15,7.21,24.7,5.15,7.21,32.25,5.83,,10.005556,1.194444,20.7,0.0,3.477778,64.387143
US_GA_13035,2020-12-11,ChIJVyz8gVEU9IgRjDcmwwfSqm4,Q488210,geoId/13035,US,United States of America,GA,Georgia,13035,Butts County,US,USA,2,19,0,1261,47,,,0,1,0,1,0,3,3,3,1,0,11,12,53,167,159,152,150,121,82,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,12,22,0,0,0,1,0,0,0,1,0,0,0,0,1,4,7,10,15,18,12,4,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24067,12759,11308,2776,2766,3552,3211,3211,3386,2703,1644,818,1028131,33.29,-83.96,492,75.8,-7,-11,-7,-19,5,5.53,8.64,7.95,,11.06,5.18,7.6,26.6,4.84,4.84,36.28,4.84,4.84,10.044444,2.172222,20.277778,0.0,4.555556,69.324323
US_GA_13035,2020-12-12,ChIJVyz8gVEU9IgRjDcmwwfSqm4,Q488210,geoId/13035,US,United States of America,GA,Georgia,13035,Butts County,US,USA,2,29,0,1290,47,,,0,0,1,2,3,2,5,5,2,2,11,12,54,169,162,154,155,126,84,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,12,22,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,10,15,18,12,4,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24067,12759,11308,2776,2766,3552,3211,3211,3386,2703,1644,818,1028131,33.29,-83.96,492,75.8,5,-8,7,-14,,8.56,13.23,,7.39,10.9,6.62,5.84,23.74,7.39,10.9,43.59,5.84,5.84,12.988889,5.005556,20.594444,0.0,8.544444,74.73778
US_GA_13035,2020-12-13,ChIJVyz8gVEU9IgRjDcmwwfSqm4,Q488210,geoId/13035,US,United States of America,GA,Georgia,13035,Butts County,US,USA,2,13,0,1303,47,,,0,0,0,5,1,4,1,1,0,1,11,12,54,174,163,158,156,127,84,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,12,22,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,10,15,18,12,4,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24067,12759,11308,2776,2766,3552,3211,3211,3386,2703,1644,818,1028131,33.29,-83.96,492,75.8,-4,-1,1,-21,,5.29,9.81,7.55,5.66,13.97,8.68,7.93,21.14,,6.42,32.47,7.55,,15.488889,9.455556,20.305556,1.2065,12.283333,81.277035
US_GA_13035,2020-12-14,ChIJVyz8gVEU9IgRjDcmwwfSqm4,Q488210,geoId/13035,US,United States of America,GA,Georgia,13035,Butts County,US,USA,2,15,0,1318,47,,,0,0,0,1,0,0,5,3,6,0,11,12,54,175,163,158,161,130,90,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,12,22,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,10,15,18,12,4,00-04,05-09,10-17,18-29,30-39,40-49,50-59,60-69,70-79,80-,24067,12759,11308,2776,2766,3552,3211,3211,3386,2703,1644,818,1028131,33.29,-83.96,492,75.8,,-11,-3,-18,6,7.34,8.94,8.3,6.38,12.13,8.3,9.26,21.7,6.06,6.06,37.66,,6.38,14.038889,7.733333,19.122222,7.112,10.555556,79.794851
