location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_SC_45025,2020-01-12,ChIJ58Jyk_ahVYgRq1_KRxIFuK4,Q502419,geoId/45025,US,United States of America,SC,South Carolina,45025,Chesterfield County,US,USA,2,,,,,,,45979,22362,23617,5475,5831,5734,4863,6000,6683,6090,3655,1648,2532501,34.64,-80.16,2087,75.42,,,,,,8.38,,9.73,9.19,5.13,6.75,7.03,19.72,10.0,7.03,6.48,5.94,7.57,,6.48,7.57,6.75,8.11,24.86,,8.65,4.05,7.03,7.03,45.93,3.78,8.38,6.21,3.78,7.57,19.055556,16.877778,21.694444,6.5405,17.104938,88.568585
US_SC_45025,2020-01-13,ChIJ58Jyk_ahVYgRq1_KRxIFuK4,Q502419,geoId/45025,US,United States of America,SC,South Carolina,45025,Chesterfield County,US,USA,2,,,,,,,45979,22362,23617,5475,5831,5734,4863,6000,6683,6090,3655,1648,2532501,34.64,-80.16,2087,75.42,,,,,5.74,9.48,,7.24,7.99,6.24,4.99,4.74,16.72,9.98,,8.49,,5.74,5.24,5.24,4.49,,7.49,32.45,7.49,7.74,4.74,4.49,3.74,37.19,3.99,6.74,5.99,4.74,8.98,18.366667,17.338889,20.25,6.731,17.765432,96.1926
US_SC_45025,2020-01-14,ChIJ58Jyk_ahVYgRq1_KRxIFuK4,Q502419,geoId/45025,US,United States of America,SC,South Carolina,45025,Chesterfield County,US,USA,2,,,,,,,45979,22362,23617,5475,5831,5734,4863,6000,6683,6090,3655,1648,2532501,34.64,-80.16,2087,75.42,,,,,7.79,4.93,4.41,9.61,6.49,5.45,6.49,4.67,16.1,7.53,4.16,10.13,5.19,6.75,3.9,4.67,5.97,4.41,7.27,25.45,8.57,11.43,4.67,4.16,,41.29,5.97,6.23,,7.27,5.19,18.694444,16.961111,20.788889,9.271,17.567901,93.227128
US_SC_45025,2020-01-15,ChIJ58Jyk_ahVYgRq1_KRxIFuK4,Q502419,geoId/45025,US,United States of America,SC,South Carolina,45025,Chesterfield County,US,USA,2,,,,,,,45979,22362,23617,5475,5831,5734,4863,6000,6683,6090,3655,1648,2532501,34.64,-80.16,2087,75.42,,,,,6.05,6.84,5.0,12.63,7.37,5.53,5.0,,15.26,7.37,5.79,12.9,,9.21,4.21,3.95,4.47,5.53,9.47,30.0,5.53,9.21,7.37,4.21,5.0,44.21,5.0,10.0,5.79,7.11,7.89,16.733333,13.227778,22.111111,0.798286,14.981481,89.667599
US_SC_45025,2020-01-16,ChIJ58Jyk_ahVYgRq1_KRxIFuK4,Q502419,geoId/45025,US,United States of America,SC,South Carolina,45025,Chesterfield County,US,USA,2,,,,,,,45979,22362,23617,5475,5831,5734,4863,6000,6683,6090,3655,1648,2532501,34.64,-80.16,2087,75.42,,,,,5.12,9.98,4.85,11.33,6.47,7.28,,6.2,14.83,9.71,4.32,8.63,,5.93,,7.01,6.47,5.39,9.98,28.86,8.36,7.82,4.32,5.66,6.2,46.39,3.78,7.28,6.2,5.93,6.47,17.777778,13.133333,21.277778,0.028222,11.049383,65.364785
US_SC_45025,2020-01-17,ChIJ58Jyk_ahVYgRq1_KRxIFuK4,Q502419,geoId/45025,US,United States of America,SC,South Carolina,45025,Chesterfield County,US,USA,2,,,,,,,45979,22362,23617,5475,5831,5734,4863,6000,6683,6090,3655,1648,2532501,34.64,-80.16,2087,75.42,,,,,,5.7,5.97,8.68,8.14,7.05,5.15,4.34,7.32,5.97,3.8,14.92,4.07,4.07,4.88,4.61,3.8,4.34,9.76,33.36,11.66,11.12,3.8,5.15,,47.46,6.24,11.12,6.78,7.87,6.78,7.788889,3.522222,14.138889,0.0,-7.283951,34.58232
US_SC_45025,2020-01-18,ChIJ58Jyk_ahVYgRq1_KRxIFuK4,Q502419,geoId/45025,US,United States of America,SC,South Carolina,45025,Chesterfield County,US,USA,2,,,,,,,45979,22362,23617,5475,5831,5734,4863,6000,6683,6090,3655,1648,2532501,34.64,-80.16,2087,75.42,,,,,5.57,6.68,4.18,12.81,8.08,7.24,6.13,,14.76,6.68,5.01,6.41,,5.57,5.01,6.13,,,6.41,23.68,8.08,9.19,6.96,5.29,8.08,49.02,,5.29,5.29,5.29,7.8,5.95,1.966667,12.066667,0.0,-2.351852,55.897448
US_SC_45025,2020-01-19,ChIJ58Jyk_ahVYgRq1_KRxIFuK4,Q502419,geoId/45025,US,United States of America,SC,South Carolina,45025,Chesterfield County,US,USA,2,,,,,,,45979,22362,23617,5475,5831,5734,4863,6000,6683,6090,3655,1648,2532501,34.64,-80.16,2087,75.42,,,,,5.14,8.38,,9.73,6.49,8.11,4.6,3.79,10.55,6.76,,9.19,5.41,,5.68,4.06,6.76,5.68,5.14,28.39,4.06,12.17,,6.49,6.22,44.89,4.33,4.06,5.41,5.68,5.95,11.333333,5.333333,15.033333,1.016,6.919753,74.524527
US_SC_45025,2020-01-20,ChIJ58Jyk_ahVYgRq1_KRxIFuK4,Q502419,geoId/45025,US,United States of America,SC,South Carolina,45025,Chesterfield County,US,USA,2,,,,,,,45979,22362,23617,5475,5831,5734,4863,6000,6683,6090,3655,1648,2532501,34.64,-80.16,2087,75.42,,,,,3.69,10.03,3.69,11.61,5.28,8.18,4.75,5.54,21.11,13.72,5.54,10.29,4.49,5.54,7.39,5.28,6.6,5.54,8.71,29.81,6.07,9.76,3.96,4.22,8.71,43.27,5.54,6.6,7.92,,,2.388889,-2.188889,9.355556,0.0762,-8.506173,45.688009
US_SC_45025,2020-01-21,ChIJ58Jyk_ahVYgRq1_KRxIFuK4,Q502419,geoId/45025,US,United States of America,SC,South Carolina,45025,Chesterfield County,US,USA,2,,,,,,,45979,22362,23617,5475,5831,5734,4863,6000,6683,6090,3655,1648,2532501,34.64,-80.16,2087,75.42,,,,,5.54,7.92,,9.51,10.03,8.71,5.81,7.13,23.5,11.35,5.02,11.88,7.39,7.66,8.98,6.34,5.81,5.81,10.83,36.17,7.66,7.39,6.34,4.49,4.22,47.26,,6.6,5.02,8.19,5.28,-0.427778,-3.911111,4.594444,0.028222,-10.925926,46.099786
US_SC_45025,2020-01-22,ChIJ58Jyk_ahVYgRq1_KRxIFuK4,Q502419,geoId/45025,US,United States of America,SC,South Carolina,45025,Chesterfield County,US,USA,2,,,,,,,45979,22362,23617,5475,5831,5734,4863,6000,6683,6090,3655,1648,2532501,34.64,-80.16,2087,75.42,,,,,6.02,6.02,3.93,12.3,5.5,6.28,6.28,6.02,20.68,10.73,6.02,10.21,4.71,6.28,5.24,4.97,5.5,8.64,9.95,31.16,6.54,7.85,4.71,5.5,6.81,43.46,6.28,5.76,5.5,5.76,7.07,1.277778,-3.533333,9.272222,0.0,-10.67284,41.734754
US_SC_45025,2020-01-23,ChIJ58Jyk_ahVYgRq1_KRxIFuK4,Q502419,geoId/45025,US,United States of America,SC,South Carolina,45025,Chesterfield County,US,USA,2,,,,,,,45979,22362,23617,5475,5831,5734,4863,6000,6683,6090,3655,1648,2532501,34.64,-80.16,2087,75.42,,,,,6.24,9.11,,10.15,9.89,5.98,5.72,3.9,21.85,13.01,3.9,10.41,4.68,4.68,5.98,4.42,,7.02,7.29,42.15,8.85,9.89,3.64,3.9,,40.33,7.02,5.98,9.11,7.29,10.67,3.222222,-1.938889,9.888889,0.0,-4.487654,58.226663
US_SC_45025,2020-01-24,ChIJ58Jyk_ahVYgRq1_KRxIFuK4,Q502419,geoId/45025,US,United States of America,SC,South Carolina,45025,Chesterfield County,US,USA,2,,,,,,,45979,22362,23617,5475,5831,5734,4863,6000,6683,6090,3655,1648,2532501,34.64,-80.16,2087,75.42,,,,,5.79,9.22,,9.74,6.06,6.06,4.21,,23.17,9.74,,13.17,3.69,5.79,4.21,4.74,6.32,5.0,12.64,39.76,7.37,8.16,3.95,5.27,,39.5,6.85,9.22,8.16,5.79,,9.538889,3.438889,18.388889,1.6764,6.08642,79.499555
US_SC_45025,2020-01-25,ChIJ58Jyk_ahVYgRq1_KRxIFuK4,Q502419,geoId/45025,US,United States of America,SC,South Carolina,45025,Chesterfield County,US,USA,2,,,,,,,45979,22362,23617,5475,5831,5734,4863,6000,6683,6090,3655,1648,2532501,34.64,-80.16,2087,75.42,,,,,4.21,11.51,,8.98,6.45,8.14,5.89,5.89,24.13,12.91,,5.61,4.77,5.61,7.02,,4.77,6.45,8.14,37.32,5.33,7.86,,,3.93,47.15,6.74,7.58,3.93,,4.21,10.055556,5.311111,16.05,15.4305,7.716049,85.586703
US_SC_45025,2020-01-26,ChIJ58Jyk_ahVYgRq1_KRxIFuK4,Q502419,geoId/45025,US,United States of America,SC,South Carolina,45025,Chesterfield County,US,USA,2,,,,,,,45979,22362,23617,5475,5831,5734,4863,6000,6683,6090,3655,1648,2532501,34.64,-80.16,2087,75.42,,,,,5.72,8.71,3.98,6.22,7.71,6.72,7.71,,23.39,8.21,3.48,6.22,4.23,4.73,4.48,,4.23,4.73,7.96,32.59,5.22,6.97,5.47,,,41.8,,7.96,5.72,,5.72,5.872222,-0.605556,13.022222,0.0,0.561728,69.919108
US_SC_45025,2020-01-27,ChIJ58Jyk_ahVYgRq1_KRxIFuK4,Q502419,geoId/45025,US,United States of America,SC,South Carolina,45025,Chesterfield County,US,USA,2,,,,,,,45979,22362,23617,5475,5831,5734,4863,6000,6683,6090,3655,1648,2532501,34.64,-80.16,2087,75.42,,,,,6.01,10.53,3.51,9.78,8.27,5.26,6.52,7.52,26.57,10.28,3.76,11.28,,8.02,4.76,4.76,4.51,8.52,8.77,40.35,5.26,6.52,3.51,5.51,,38.1,4.01,4.26,6.52,4.26,4.51,7.5,2.016667,13.805556,1.100667,3.314815,75.595938
US_SC_45025,2020-01-28,ChIJ58Jyk_ahVYgRq1_KRxIFuK4,Q502419,geoId/45025,US,United States of America,SC,South Carolina,45025,Chesterfield County,US,USA,2,,,,,,,45979,22362,23617,5475,5831,5734,4863,6000,6683,6090,3655,1648,2532501,34.64,-80.16,2087,75.42,,,,,4.85,7.4,,8.68,7.4,5.36,4.34,8.93,26.04,10.98,5.11,12.25,3.57,5.11,10.47,4.34,5.11,6.64,9.7,31.91,,9.7,4.08,6.89,3.83,47.22,6.89,9.19,4.85,9.45,8.42,6.907407,0.901235,13.339506,0.145143,2.631944,75.690733
US_SC_45025,2020-01-29,ChIJ58Jyk_ahVYgRq1_KRxIFuK4,Q502419,geoId/45025,US,United States of America,SC,South Carolina,45025,Chesterfield County,US,USA,2,,,,,,,45979,22362,23617,5475,5831,5734,4863,6000,6683,6090,3655,1648,2532501,34.64,-80.16,2087,75.42,,,,,6.09,9.9,5.84,11.17,9.39,9.9,9.14,,31.73,13.96,4.06,13.45,3.81,7.11,4.82,4.82,7.36,5.84,9.14,50.76,9.39,9.9,3.55,5.08,8.88,44.93,6.34,16.75,4.57,7.11,6.85,5.633333,0.955556,12.227778,0.0,0.740741,71.267438
US_SC_45025,2020-01-30,ChIJ58Jyk_ahVYgRq1_KRxIFuK4,Q502419,geoId/45025,US,United States of America,SC,South Carolina,45025,Chesterfield County,US,USA,2,,,,,,,45979,22362,23617,5475,5831,5734,4863,6000,6683,6090,3655,1648,2532501,34.64,-80.16,2087,75.42,,,,,,5.94,,10.07,6.97,7.75,8.01,4.13,35.38,14.2,,9.3,,4.65,10.59,4.91,3.87,4.65,11.1,43.38,5.42,7.23,,5.94,8.26,43.12,4.39,6.97,5.17,5.17,3.62,7.555556,1.933333,12.344444,0.1016,1.802469,67.862329
US_SC_45025,2020-01-31,ChIJ58Jyk_ahVYgRq1_KRxIFuK4,Q502419,geoId/45025,US,United States of America,SC,South Carolina,45025,Chesterfield County,US,USA,2,,,,,,,45979,22362,23617,5475,5831,5734,4863,6000,6683,6090,3655,1648,2532501,34.64,-80.16,2087,75.42,,,,,6.93,6.41,,11.8,7.95,10.52,6.93,6.67,31.56,10.52,,9.24,,6.67,4.62,5.13,3.85,4.62,6.93,33.87,9.24,11.03,6.16,3.59,5.9,45.67,,5.39,3.85,5.64,5.39,3.061111,0.633333,8.333333,8.0264,0.098765,81.681092
US_SC_45025,2020-02-01,ChIJ58Jyk_ahVYgRq1_KRxIFuK4,Q502419,geoId/45025,US,United States of America,SC,South Carolina,45025,Chesterfield County,US,USA,2,,,,,,,45979,22362,23617,5475,5831,5734,4863,6000,6683,6090,3655,1648,2532501,34.64,-80.16,2087,75.42,,,,,7.64,7.37,4.37,9.55,8.19,6.82,6.28,4.91,30.84,14.19,5.19,7.37,4.64,6.28,10.92,5.19,4.91,,10.1,33.02,7.37,,,4.37,7.64,31.93,4.37,7.37,7.1,,4.09,5.383333,3.222222,9.644444,6.4516,4.074074,91.845148
US_SC_45025,2020-02-02,ChIJ58Jyk_ahVYgRq1_KRxIFuK4,Q502419,geoId/45025,US,United States of America,SC,South Carolina,45025,Chesterfield County,US,USA,2,,,,,,,45979,22362,23617,5475,5831,5734,4863,6000,6683,6090,3655,1648,2532501,34.64,-80.16,2087,75.42,,,,,4.44,6.79,,8.88,7.05,8.1,4.7,,28.47,14.1,6.27,10.71,4.96,7.05,6.27,4.44,6.53,,8.88,31.34,,8.88,4.44,4.18,5.49,43.09,4.44,7.31,5.75,5.49,7.05,7.927778,0.805556,17.344444,0.056444,2.049383,67.322665
US_SC_45025,2020-02-03,ChIJ58Jyk_ahVYgRq1_KRxIFuK4,Q502419,geoId/45025,US,United States of America,SC,South Carolina,45025,Chesterfield County,US,USA,2,,,,,,,45979,22362,23617,5475,5831,5734,4863,6000,6683,6090,3655,1648,2532501,34.64,-80.16,2087,75.42,,,,,6.1,8.13,,10.16,5.33,5.84,6.61,5.33,31.75,12.7,4.07,12.7,5.08,8.64,8.38,4.57,5.33,5.59,6.86,34.8,5.84,8.64,4.32,5.84,7.37,45.47,5.08,6.86,8.13,5.59,4.83,13.588889,3.355556,23.827778,0.0762,2.462963,47.316196
US_SC_45025,2020-02-04,ChIJ58Jyk_ahVYgRq1_KRxIFuK4,Q502419,geoId/45025,US,United States of America,SC,South Carolina,45025,Chesterfield County,US,USA,2,,,,,,,45979,22362,23617,5475,5831,5734,4863,6000,6683,6090,3655,1648,2532501,34.64,-80.16,2087,75.42,,,,,7.82,8.86,4.69,11.47,12.77,8.6,,7.3,32.05,14.86,5.21,8.08,7.56,10.42,9.64,3.91,4.17,3.65,8.6,30.49,4.95,7.56,4.69,5.21,6.78,47.95,6.25,5.99,,5.47,9.64,16.527778,10.377778,21.883333,0.0,6.962963,53.074404
US_SC_45025,2020-02-05,ChIJ58Jyk_ahVYgRq1_KRxIFuK4,Q502419,geoId/45025,US,United States of America,SC,South Carolina,45025,Chesterfield County,US,USA,2,,,,,,,45979,22362,23617,5475,5831,5734,4863,6000,6683,6090,3655,1648,2532501,34.64,-80.16,2087,75.42,,,,,4.81,7.34,4.05,11.64,5.57,4.05,5.57,6.32,33.65,15.18,4.81,8.6,3.79,8.1,4.3,6.83,6.58,7.84,9.11,33.9,6.58,7.84,4.55,6.83,5.82,43.51,6.32,4.81,5.06,4.05,6.07,17.033333,13.211111,20.5,0.508,13.407407,79.407783
US_SC_45025,2020-02-06,ChIJ58Jyk_ahVYgRq1_KRxIFuK4,Q502419,geoId/45025,US,United States of America,SC,South Carolina,45025,Chesterfield County,US,USA,2,,,,,,,45979,22362,23617,5475,5831,5734,4863,6000,6683,6090,3655,1648,2532501,34.64,-80.16,2087,75.42,,,,,6.54,11.38,,14.77,9.93,7.99,4.12,4.6,28.09,13.08,4.84,7.75,5.33,7.02,10.41,3.39,5.81,,8.23,38.99,9.44,9.44,6.3,5.57,4.12,39.23,3.63,7.99,7.51,3.63,6.54,18.055556,15.488889,22.855556,12.6492,16.092593,88.456558
US_SC_45025,2020-02-07,ChIJ58Jyk_ahVYgRq1_KRxIFuK4,Q502419,geoId/45025,US,United States of America,SC,South Carolina,45025,Chesterfield County,US,USA,2,,,,,,,45979,22362,23617,5475,5831,5734,4863,6000,6683,6090,3655,1648,2532501,34.64,-80.16,2087,75.42,,,,,6.5,9.1,,10.92,5.98,5.98,,,31.19,12.74,3.64,6.76,6.5,6.76,6.5,6.24,4.16,4.42,10.66,34.05,4.68,6.76,3.64,5.72,3.9,44.71,,8.06,4.94,4.68,,12.660494,6.425926,18.530864,29.718,7.277778,69.526407
US_SC_45025,2020-02-08,ChIJ58Jyk_ahVYgRq1_KRxIFuK4,Q502419,geoId/45025,US,United States of America,SC,South Carolina,45025,Chesterfield County,US,USA,2,,,,,,,45979,22362,23617,5475,5831,5734,4863,6000,6683,6090,3655,1648,2532501,34.64,-80.16,2087,75.42,,,,,7.66,7.94,6.02,12.31,9.03,10.12,4.38,4.65,30.1,11.77,5.47,7.66,3.83,,6.29,4.11,7.94,,9.3,33.38,6.29,9.03,4.65,,,44.06,,4.65,,5.47,4.65,2.933333,-1.611111,6.344444,0.338667,-2.308642,69.098532
US_SC_45025,2020-02-09,ChIJ58Jyk_ahVYgRq1_KRxIFuK4,Q502419,geoId/45025,US,United States of America,SC,South Carolina,45025,Chesterfield County,US,USA,2,,,,,,,45979,22362,23617,5475,5831,5734,4863,6000,6683,6090,3655,1648,2532501,34.64,-80.16,2087,75.42,,,,,6.21,8.65,4.59,10.54,7.03,5.13,4.59,4.59,28.91,15.4,4.32,8.38,6.21,4.86,6.21,4.86,7.29,7.29,7.57,36.2,6.75,12.16,,5.4,4.86,42.15,5.94,10.54,6.48,,4.32,5.744444,-0.588889,12.655556,0.225778,0.487654,69.779663
US_SC_45025,2020-02-10,ChIJ58Jyk_ahVYgRq1_KRxIFuK4,Q502419,geoId/45025,US,United States of America,SC,South Carolina,45025,Chesterfield County,US,USA,2,,,,,,,45979,22362,23617,5475,5831,5734,4863,6000,6683,6090,3655,1648,2532501,34.64,-80.16,2087,75.42,,,,,7.6,7.09,,13.68,6.58,5.83,7.85,5.57,26.85,11.14,3.55,11.9,5.83,7.09,6.33,5.57,4.81,7.34,6.84,35.46,7.6,9.37,5.57,7.6,4.81,41.54,4.81,7.34,4.81,9.12,9.88,9.144444,0.305556,19.677778,0.0,5.012346,75.005864
US_SC_45025,2020-02-11,ChIJ58Jyk_ahVYgRq1_KRxIFuK4,Q502419,geoId/45025,US,United States of America,SC,South Carolina,45025,Chesterfield County,US,USA,2,,,,,,,45979,22362,23617,5475,5831,5734,4863,6000,6683,6090,3655,1648,2532501,34.64,-80.16,2087,75.42,,,,,4.89,7.46,4.12,13.38,6.69,6.18,5.92,5.92,20.33,11.58,4.89,10.55,6.43,,7.46,,5.66,3.86,13.38,33.71,4.63,8.75,5.15,5.92,4.89,45.8,3.6,6.95,6.69,5.4,10.04,18.905556,14.961111,23.5,1.820333,15.728395,81.072966
