location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IN_18079,2020-09-01,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,1,0,283,14,,,0,0,0,0,0,0,0,0,1,0,2,3,2,11,13,45,32,40,43,46,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,128,149,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,,1,5.0,11.38,7.77,8.32,4.16,4.72,5.83,23.03,5.55,11.93,34.41,6.94,,24.011111,17.811111,29.377778,0.1524,,20.833333,81.715073
US_IN_18079,2020-09-02,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,4,0,279,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,,1,,13.3,7.6,,7.87,10.58,7.87,20.62,5.43,7.33,33.38,6.78,4.34,24.55,20.338889,28.233333,6.5786,,21.265432,81.235919
US_IN_18079,2020-09-03,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,1,0,284,14,,,0,0,0,0,0,1,0,0,0,0,2,3,2,11,13,46,32,40,43,46,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,129,149,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,,0,,10.22,9.11,,,12.7,4.7,21.26,,10.22,30.38,6.35,6.08,24.594444,21.3,29.588889,13.433778,,20.716049,78.474339
US_IN_18079,2020-09-04,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,2,0,286,14,,,0,0,0,0,0,0,1,1,0,0,2,3,2,11,13,46,33,41,43,46,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,1,130,150,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,,1,,9.94,16.56,4.52,7.23,5.12,,19.57,5.42,12.04,30.41,10.54,5.12,22.65,16.422222,28.961111,1.8542,,13.716049,56.70572
US_IN_18079,2020-09-05,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,2,0,288,14,,,0,0,0,0,1,1,0,0,0,0,2,3,2,11,14,47,33,41,43,46,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,1,131,151,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,,,,17.08,,,10.93,5.81,15.71,19.47,,12.29,26.3,8.2,6.49,19.427778,11.038889,27.744444,0.0254,,10.746914,56.83677
US_IN_18079,2020-09-06,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,1,0,289,14,,,0,0,0,0,0,0,0,0,0,0,2,3,2,11,14,47,33,41,43,46,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,131,152,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,,,,16.48,6.59,,7.25,,,19.78,,11.21,36.59,9.23,,20.85,11.511111,27.872222,0.0,,14.444444,66.768188
US_IN_18079,2020-09-07,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,0,0,285,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,,,,15.67,5.96,,6.58,6.27,4.39,21.63,,13.79,32.6,9.4,6.58,24.005556,15.277778,30.627778,0.0,,16.993827,64.732533
US_IN_18079,2020-09-08,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,12,0,301,14,,,0,0,0,1,2,1,3,2,1,2,2,3,2,12,16,48,36,43,44,48,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,6,6,137,158,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,,1,4.92,9.84,7.1,7.1,8.74,8.47,4.37,21.58,6.01,12.02,33.33,12.57,6.01,25.155556,17.633333,31.488889,0.0,,18.506173,66.234847
US_IN_18079,2020-09-09,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,3,0,304,14,,,0,0,0,0,0,1,0,0,0,0,2,3,2,12,16,49,36,43,44,48,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,1,139,159,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,,-1,5.78,12.67,18.18,5.78,8.26,7.71,6.33,20.93,5.78,10.74,31.95,9.09,7.16,24.222222,17.005556,31.694444,0.0,,17.882716,67.405633
US_IN_18079,2020-09-10,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,1,0,305,14,,,0,0,0,1,0,0,0,0,0,0,2,3,2,13,16,49,36,43,44,48,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,139,160,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,,-2,4.9,7.08,10.08,4.36,5.72,6.81,7.08,20.97,4.63,9.53,28.05,4.63,7.35,23.705556,17.388889,31.533333,0.0,,18.820988,74.131778
US_IN_18079,2020-09-11,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,2,0,307,14,,,1,0,0,0,0,0,0,1,0,0,3,3,2,13,16,49,36,44,44,48,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,1,140,161,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,12,1,-19,-2,5.36,8.75,10.16,5.65,5.08,8.47,6.49,18.63,,6.21,32.74,7.9,6.78,21.827778,18.577778,28.083333,0.0,,18.283951,79.892411
US_IN_18079,2020-09-12,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,4,0,304,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,14,10,-12,,6.23,13.45,4.92,,7.87,4.59,5.58,19.36,8.53,8.53,29.52,7.87,6.23,22.327778,18.011111,29.205556,0.0,,18.314815,77.749372
US_IN_18079,2020-09-13,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,2,0,306,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,-18,,,11.82,,5.6,7.78,7.16,7.16,16.49,,11.51,31.12,7.78,6.22,24.144444,18.727778,28.966667,2.624667,,19.722222,76.020714
US_IN_18079,2020-09-14,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,2,0,309,14,,,0,0,0,0,0,1,0,1,0,0,3,3,2,13,16,50,36,45,44,48,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,1,141,162,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,7,-19,0,,8.97,9.82,4.77,4.21,4.77,7.01,22.16,5.61,8.97,28.89,9.54,5.05,20.772222,14.788889,27.333333,0.1778,,14.796296,68.322473
US_IN_18079,2020-09-15,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,1,0,310,14,,,0,0,0,0,0,1,0,0,0,0,3,3,2,13,16,51,36,45,44,48,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,142,162,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,15,-16,0,6.46,14.04,7.3,4.21,5.9,7.3,8.99,21.35,7.02,10.11,25.84,8.43,7.02,18.188889,11.788889,26.138889,0.0,,10.87037,62.438665
US_IN_18079,2020-09-16,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,0,0,308,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,-1,-14,-1,4.21,9.25,8.13,4.49,,4.21,4.49,17.66,7.01,11.78,31.12,5.61,4.49,17.15,9.516667,26.511111,0.0,,11.450617,68.975628
US_IN_18079,2020-09-17,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,0,0,308,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,6,-17,0,4.22,10.12,9.28,5.06,5.34,5.34,,19.39,4.22,7.03,29.23,7.59,5.9,19.266667,9.733333,27.977778,0.0,,12.820988,65.815716
US_IN_18079,2020-09-18,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,2,0,310,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,11,5,-17,0,4.9,9.22,5.76,5.48,5.19,6.05,5.76,21.04,4.32,5.48,28.83,6.05,5.48,17.022222,11.061111,26.916667,0.0,,7.851852,54.606943
US_IN_18079,2020-09-19,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,2,0,312,14,,,0,0,1,0,0,0,0,0,1,0,3,3,3,13,16,51,36,45,45,48,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,1,143,163,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,9,-13,,6.75,9.94,,,,5.68,,16.34,,7.81,26.99,5.33,,13.866667,6.566667,21.155556,0.0,,3.154321,48.177609
US_IN_18079,2020-09-20,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,1,0,313,14,,,0,0,0,0,0,0,1,0,0,0,3,3,3,13,16,51,37,45,45,48,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,144,163,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,-17,,5.5,12.31,6.8,,,,4.53,14.25,5.83,7.45,32.71,8.42,5.18,14.4,5.705556,23.638889,0.0,,3.290123,47.353772
US_IN_18079,2020-09-21,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,3,0,316,14,,,0,0,0,0,1,1,0,0,0,0,3,3,3,13,17,52,37,45,45,48,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,1,146,164,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,7,-15,1,3.83,11.2,6.56,5.19,4.92,5.46,,20.22,7.92,9.84,31.42,11.48,,15.35,5.933333,24.477778,0.0,,5.395062,51.942774
US_IN_18079,2020-09-22,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,1,0,317,14,,,0,0,0,0,0,0,0,0,1,0,3,3,3,13,17,52,37,45,46,48,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,147,164,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,19,-16,1,3.9,8.63,5.01,,5.57,6.4,6.68,20.59,4.45,,32.56,6.4,6.4,15.905556,7.144444,24.6,0.0,,8.382716,61.129174
US_IN_18079,2020-09-23,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,0,0,315,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,8,-13,0,4.48,9.81,6.44,6.16,6.72,10.09,8.4,17.37,4.76,6.72,33.9,5.88,5.6,16.483333,8.155556,24.088889,0.0,,11.0,69.756311
US_IN_18079,2020-09-24,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,1,0,318,14,,,0,0,0,0,0,0,0,0,0,1,3,3,3,13,17,52,37,45,46,49,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,147,165,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,9,-15,1,4.18,11.42,8.08,5.85,,6.41,7.24,18.94,5.57,8.91,33.14,8.63,4.46,18.527778,10.527778,25.061111,0.1524,,12.339506,66.717264
US_IN_18079,2020-09-25,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,1,0,319,14,,,0,0,0,0,0,0,0,0,1,0,3,3,3,13,17,52,37,45,47,49,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,148,165,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,12,7,-16,0,8.83,12.53,5.13,,7.12,7.12,6.55,15.38,4.84,,24.49,,,18.816667,11.855556,26.438889,0.1524,,12.901235,68.034386
US_IN_18079,2020-09-26,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,1,0,317,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,12,8,-12,,5.76,6.1,,5.42,6.78,6.78,6.44,16.28,,9.49,29.84,5.76,10.17,19.566667,12.477778,26.188889,0.0,,15.407407,76.432266
US_IN_18079,2020-09-27,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,1,0,320,14,,,0,0,0,0,0,0,0,1,0,0,3,3,3,13,17,52,37,46,47,49,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,149,165,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,-14,,,7.3,5.08,,,4.44,7.62,22.85,8.25,9.2,39.35,7.3,4.76,20.066667,14.005556,26.677778,0.0,,15.154321,72.93264
US_IN_18079,2020-09-28,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,1,0,321,14,,,0,0,0,1,0,0,0,0,0,0,3,3,3,14,17,52,37,46,47,49,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,149,166,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,5,-15,4,5.62,6.42,8.02,5.88,,7.49,5.88,19.79,6.15,8.29,35.56,7.49,7.75,17.144444,13.433333,25.677778,0.056444,,14.302469,82.948656
US_IN_18079,2020-09-29,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,1,0,322,14,,,0,0,0,0,0,1,0,0,0,0,3,3,3,14,17,53,37,46,47,49,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,150,166,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,21,-18,3,5.6,5.04,7.84,5.88,7.0,8.97,8.4,15.69,5.04,7.29,34.18,5.32,3.92,12.644444,7.133333,20.244444,5.1816,,8.623457,76.411293
US_IN_18079,2020-09-30,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,2,0,324,14,,,0,0,0,0,0,0,0,1,0,0,3,3,3,14,17,53,37,47,47,49,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,2,150,168,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,8,-14,0,4.52,8.2,8.2,5.09,4.81,9.61,5.94,15.83,,,34.49,4.52,4.81,14.877778,7.533333,24.677778,0.5842,,7.58642,61.563924
US_IN_18079,2020-10-01,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,4,0,328,14,,,0,0,0,0,0,0,0,1,1,2,3,3,3,14,17,53,37,48,48,51,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,3,151,171,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,16,-16,0,3.92,6.45,7.57,,,7.57,5.33,14.86,4.21,7.85,22.99,,4.49,14.033333,6.422222,23.85,0.0,,4.432099,52.544511
US_IN_18079,2020-10-02,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,2,0,330,14,,,0,0,0,0,0,0,0,0,0,2,3,3,3,14,17,53,37,48,48,53,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,1,152,172,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,12,6,-16,-1,5.94,9.51,,5.35,5.35,,6.53,19.31,,5.35,28.81,5.35,,10.705556,3.633333,19.694444,0.254,,4.203704,63.910651
US_IN_18079,2020-10-03,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,5,1,328,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,18,11,-14,,,13.35,,,6.34,7.34,6.67,16.69,4.67,6.67,28.37,6.67,6.01,12.316667,3.972222,18.916667,0.0,,4.981481,60.41971
US_IN_18079,2020-10-04,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,1,0,329,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,-12,,4.93,8.63,4.32,4.32,5.86,7.71,6.47,17.26,4.32,,33.59,4.93,,12.644444,6.616667,18.872222,0.141111,,8.271605,74.003173
US_IN_18079,2020-10-05,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,6,0,336,15,,,0,0,0,0,0,1,0,1,2,1,3,3,3,14,17,54,37,49,50,54,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,5,153,177,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,6,-15,2,4.75,8.94,6.43,,7.27,10.9,5.87,19.57,4.47,6.15,31.86,5.31,5.59,9.283333,1.388889,18.9,0.5588,,3.179012,65.262519
US_IN_18079,2020-10-06,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,2,0,338,15,,,0,0,0,0,0,1,0,0,0,1,3,3,3,14,17,55,37,49,50,55,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,,155,177,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,15,-17,0,,10.72,4.95,,6.87,5.77,7.97,19.24,4.67,9.62,31.07,6.05,,12.7,2.127778,23.566667,0.0254,,4.858025,58.861948
US_IN_18079,2020-10-07,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,1,0,339,15,,,0,0,0,0,0,0,0,0,0,1,3,3,3,14,17,55,37,49,50,56,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,156,177,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,9,-15,1,3.89,9.74,6.12,5.29,8.07,6.95,7.51,14.46,,6.12,33.94,,4.45,19.05,6.45,29.427778,0.0,,8.802469,51.543833
US_IN_18079,2020-10-08,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,5,0,344,15,,,0,0,0,1,0,1,0,0,1,0,3,3,3,15,17,56,37,49,51,56,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,3,158,180,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,7,15,-14,2,6.84,10.12,6.29,,6.29,6.57,4.92,16.14,,6.84,30.92,6.29,4.65,17.772222,8.561111,28.777778,0.0,,6.981481,49.937218
US_IN_18079,2020-10-09,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,2,0,346,15,,,0,0,0,0,0,0,1,0,1,0,3,3,3,15,17,56,38,49,52,56,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,2,158,182,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,10,7,-16,0,,6.56,4.85,5.7,6.27,6.56,5.7,19.11,,4.56,26.52,9.7,4.56,18.055556,8.5,28.2,0.0,,9.432099,57.23481
US_IN_18079,2020-10-10,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,1,0,347,15,,,0,0,0,0,0,0,0,0,0,1,3,3,3,15,17,56,38,49,52,57,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,159,182,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,15,8,-13,,6.12,8.5,8.16,,,6.12,,14.96,6.8,5.1,34.01,6.8,6.12,20.633333,14.711111,25.811111,0.0762,,16.006173,74.462777
US_IN_18079,2020-10-11,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,1,0,348,15,,,0,0,0,0,0,1,0,0,0,0,3,3,3,15,17,57,38,49,52,57,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,159,183,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,,-16,,5.73,8.28,7.33,4.46,4.46,8.6,,15.93,,5.73,28.03,6.05,5.1,20.338889,15.866667,26.338889,0.0508,,16.246914,77.50192
US_IN_18079,2020-10-12,ChIJJ2pBeIKza4gRD4IHXifSCKE,Q512965,geoId/18079,US,United States of America,IN,Indiana,18079,Jennings County,US,USA,2,2,0,350,15,,,0,0,0,0,0,0,0,0,1,1,3,3,3,15,17,57,38,49,53,58,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,1,160,184,27652,13895,13757,3429,3613,3536,2971,3790,4155,3205,2078,875,1325524,39.0,-85.63,980,77.666667,,-7,-29,6,,11.3,7.1,9.36,5.81,11.62,6.46,15.49,8.39,9.04,36.79,8.07,5.16,20.1,15.222222,26.138889,0.0508,,16.345679,78.206184
