location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_itch,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NE_31151,2020-01-01,ChIJDyajSd9Al4cRuZwFj8Hu3jU,Q496045,geoId/31151,US,United States of America,NE,Nebraska,31151,Saline County,US,USA,2,,,,,,,14365,7382,6983,2018,2271,1994,1705,1719,1753,1460,829,616,1425458,40.53,-97.14,1492,77.425,,,,,13.61,25.61,,30.42,-0.211111,-4.744444,7.311111,0.0,,-4.166667,75.173653
US_NE_31151,2020-01-02,ChIJDyajSd9Al4cRuZwFj8Hu3jU,Q496045,geoId/31151,US,United States of America,NE,Nebraska,31151,Saline County,US,USA,2,,,,,,,14365,7382,6983,2018,2271,1994,1705,1719,1753,1460,829,616,1425458,40.53,-97.14,1492,77.425,,,,11.47,29.06,24.47,,46.65,2.322222,-2.233333,6.416667,0.028222,,-0.208333,83.361192
US_NE_31151,2020-01-03,ChIJDyajSd9Al4cRuZwFj8Hu3jU,Q496045,geoId/31151,US,United States of America,NE,Nebraska,31151,Saline County,US,USA,2,,,,,,,14365,7382,6983,2018,2271,1994,1705,1719,1753,1460,829,616,1425458,40.53,-97.14,1492,77.425,,,,12.61,12.61,26.7,,36.34,0.561111,-4.177778,5.355556,0.0,,-2.3125,80.87133
US_NE_31151,2020-01-04,ChIJDyajSd9Al4cRuZwFj8Hu3jU,Q496045,geoId/31151,US,United States of America,NE,Nebraska,31151,Saline County,US,USA,2,,,,,,,14365,7382,6983,2018,2271,1994,1705,1719,1753,1460,829,616,1425458,40.53,-97.14,1492,77.425,,,,,17.05,24.81,,37.21,-0.611111,-7.5,7.405556,0.0,,-6.291667,65.360421
US_NE_31151,2020-01-05,ChIJDyajSd9Al4cRuZwFj8Hu3jU,Q496045,geoId/31151,US,United States of America,NE,Nebraska,31151,Saline County,US,USA,2,,,,,,,14365,7382,6983,2018,2271,1994,1705,1719,1753,1460,829,616,1425458,40.53,-97.14,1492,77.425,,,,13.34,27.46,36.88,11.77,40.8,5.177778,1.611111,8.366667,0.0,,-2.256944,59.198393
US_NE_31151,2020-01-06,ChIJDyajSd9Al4cRuZwFj8Hu3jU,Q496045,geoId/31151,US,United States of America,NE,Nebraska,31151,Saline County,US,USA,2,,,,,,,14365,7382,6983,2018,2271,1994,1705,1719,1753,1460,829,616,1425458,40.53,-97.14,1492,77.425,,,,,21.58,41.13,,28.32,-0.033333,-5.383333,7.266667,0.0,,-4.194444,72.941763
US_NE_31151,2020-01-07,ChIJDyajSd9Al4cRuZwFj8Hu3jU,Q496045,geoId/31151,US,United States of America,NE,Nebraska,31151,Saline County,US,USA,2,,,,,,,14365,7382,6983,2018,2271,1994,1705,1719,1753,1460,829,616,1425458,40.53,-97.14,1492,77.425,,,,,28.95,36.95,,36.34,1.45,-4.661111,9.388889,0.0,,-3.6875,68.476517
US_NE_31151,2020-01-08,ChIJDyajSd9Al4cRuZwFj8Hu3jU,Q496045,geoId/31151,US,United States of America,NE,Nebraska,31151,Saline County,US,USA,2,,,,,,,14365,7382,6983,2018,2271,1994,1705,1719,1753,1460,829,616,1425458,40.53,-97.14,1492,77.425,,,,,12.87,31.88,,27.59,-0.927778,-5.277778,6.361111,0.1524,,-5.319444,72.000804
US_NE_31151,2020-01-09,ChIJDyajSd9Al4cRuZwFj8Hu3jU,Q496045,geoId/31151,US,United States of America,NE,Nebraska,31151,Saline County,US,USA,2,,,,,,,14365,7382,6983,2018,2271,1994,1705,1719,1753,1460,829,616,1425458,40.53,-97.14,1492,77.425,,,,,31.26,34.27,,40.88,5.411111,0.311111,8.411111,0.0762,,-1.284722,62.71753
US_NE_31151,2020-01-10,ChIJDyajSd9Al4cRuZwFj8Hu3jU,Q496045,geoId/31151,US,United States of America,NE,Nebraska,31151,Saline County,US,USA,2,,,,,,,14365,7382,6983,2018,2271,1994,1705,1719,1753,1460,829,616,1425458,40.53,-97.14,1492,77.425,,,,,15.59,30.55,,33.67,-2.627778,-7.855556,3.722222,0.084667,,-4.618056,85.855479
US_NE_31151,2020-01-11,ChIJDyajSd9Al4cRuZwFj8Hu3jU,Q496045,geoId/31151,US,United States of America,NE,Nebraska,31151,Saline County,US,USA,2,,,,,,,14365,7382,6983,2018,2271,1994,1705,1719,1753,1460,829,616,1425458,40.53,-97.14,1492,77.425,,,,,22.82,23.56,,37.54,-10.194444,-14.855556,-3.5,0.874889,,-15.486111,64.746353
US_NE_31151,2020-01-12,ChIJDyajSd9Al4cRuZwFj8Hu3jU,Q496045,geoId/31151,US,United States of America,NE,Nebraska,31151,Saline County,US,USA,2,,,,,,,14365,7382,6983,2018,2271,1994,1705,1719,1753,1460,829,616,1425458,40.53,-97.14,1492,77.425,,,,,,28.17,,41.17,-8.216667,-12.355556,-3.533333,0.0,30.48,-10.694444,80.329194
US_NE_31151,2020-01-13,ChIJDyajSd9Al4cRuZwFj8Hu3jU,Q496045,geoId/31151,US,United States of America,NE,Nebraska,31151,Saline County,US,USA,2,,,,,,,14365,7382,6983,2018,2271,1994,1705,1719,1753,1460,829,616,1425458,40.53,-97.14,1492,77.425,,,,8.44,8.44,31.49,,28.68,-2.772222,-6.311111,0.877778,0.423333,30.48,-3.277778,96.035122
US_NE_31151,2020-01-14,ChIJDyajSd9Al4cRuZwFj8Hu3jU,Q496045,geoId/31151,US,United States of America,NE,Nebraska,31151,Saline County,US,USA,2,,,,,,,14365,7382,6983,2018,2271,1994,1705,1719,1753,1460,829,616,1425458,40.53,-97.14,1492,77.425,,,,12.54,16.9,38.17,,38.71,-1.816667,-7.472222,1.183333,0.0,,-3.298611,89.921066
US_NE_31151,2020-01-15,ChIJDyajSd9Al4cRuZwFj8Hu3jU,Q496045,geoId/31151,US,United States of America,NE,Nebraska,31151,Saline County,US,USA,2,,,,,,,14365,7382,6983,2018,2271,1994,1705,1719,1753,1460,829,616,1425458,40.53,-97.14,1492,77.425,,,,9.88,15.37,35.68,,33.48,-2.594444,-9.333333,-0.161111,0.0,,-5.034722,83.516849
US_NE_31151,2020-01-16,ChIJDyajSd9Al4cRuZwFj8Hu3jU,Q496045,geoId/31151,US,United States of America,NE,Nebraska,31151,Saline County,US,USA,2,,,,,,,14365,7382,6983,2018,2271,1994,1705,1719,1753,1460,829,616,1425458,40.53,-97.14,1492,77.425,,,,,17.03,25.54,,34.06,-13.116667,-17.044444,-7.516667,0.0,,-17.951389,66.099881
