location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IL_17051,2020-01-01,ChIJG231YyZtdIgRdAw-JR72GCE,Q111584,geoId/17051,US,United States of America,IL,Illinois,17051,Fayette County,US,USA,2,,,,,,,21514,11323,10191,2422,2613,2770,2622,2720,2942,2616,1669,1140,1801528,39.0,-89.02,1879,79.15,,,,,13.8,28.38,22.24,49.09,3.25,-2.0,10.65,0.0,,-2.361111,67.51651
US_IL_17051,2020-01-02,ChIJG231YyZtdIgRdAw-JR72GCE,Q111584,geoId/17051,US,United States of America,IL,Illinois,17051,Fayette County,US,USA,2,,,,,,,21514,11323,10191,2422,2613,2770,2622,2720,2942,2616,1669,1140,1801528,39.0,-89.02,1879,79.15,,,,,12.34,21.05,18.14,50.8,6.877778,3.411111,11.438889,0.2032,,0.6,65.304186
US_IL_17051,2020-01-03,ChIJG231YyZtdIgRdAw-JR72GCE,Q111584,geoId/17051,US,United States of America,IL,Illinois,17051,Fayette County,US,USA,2,,,,,,,21514,11323,10191,2422,2613,2770,2622,2720,2942,2616,1669,1140,1801528,39.0,-89.02,1879,79.15,,,,,,24.63,40.56,47.08,7.061111,3.672222,8.922222,2.467429,,6.333333,95.34569
US_IL_17051,2020-01-04,ChIJG231YyZtdIgRdAw-JR72GCE,Q111584,geoId/17051,US,United States of America,IL,Illinois,17051,Fayette County,US,USA,2,,,,,,,21514,11323,10191,2422,2613,2770,2622,2720,2942,2616,1669,1140,1801528,39.0,-89.02,1879,79.15,,,,,,27.22,29.49,43.1,2.172222,0.2,4.105556,0.3048,,0.205556,87.144219
US_IL_17051,2020-01-05,ChIJG231YyZtdIgRdAw-JR72GCE,Q111584,geoId/17051,US,United States of America,IL,Illinois,17051,Fayette County,US,USA,2,,,,,,,21514,11323,10191,2422,2613,2770,2622,2720,2942,2616,1669,1140,1801528,39.0,-89.02,1879,79.15,,,,,,11.61,30.17,51.84,1.866667,-3.416667,10.922222,0.0508,,-2.661111,72.456748
US_IL_17051,2020-01-06,ChIJG231YyZtdIgRdAw-JR72GCE,Q111584,geoId/17051,US,United States of America,IL,Illinois,17051,Fayette County,US,USA,2,,,,,,,21514,11323,10191,2422,2613,2770,2622,2720,2942,2616,1669,1140,1801528,39.0,-89.02,1879,79.15,,,,,13.14,25.03,34.41,41.3,3.116667,-3.255556,8.755556,0.0,,-3.772222,61.230886
US_IL_17051,2020-01-07,ChIJG231YyZtdIgRdAw-JR72GCE,Q111584,geoId/17051,US,United States of America,IL,Illinois,17051,Fayette County,US,USA,2,,,,,,,21514,11323,10191,2422,2613,2770,2622,2720,2942,2616,1669,1140,1801528,39.0,-89.02,1879,79.15,,,,,10.71,16.65,23.79,38.66,1.772222,-3.711111,7.666667,0.0,,-3.677778,67.597047
US_IL_17051,2020-01-08,ChIJG231YyZtdIgRdAw-JR72GCE,Q111584,geoId/17051,US,United States of America,IL,Illinois,17051,Fayette County,US,USA,2,,,,,,,21514,11323,10191,2422,2613,2770,2622,2720,2942,2616,1669,1140,1801528,39.0,-89.02,1879,79.15,,,,,,9.61,31.22,25.82,1.538889,-2.244444,5.461111,0.0,,-6.644444,55.034103
US_IL_17051,2020-01-09,ChIJG231YyZtdIgRdAw-JR72GCE,Q111584,geoId/17051,US,United States of America,IL,Illinois,17051,Fayette County,US,USA,2,,,,,,,21514,11323,10191,2422,2613,2770,2622,2720,2942,2616,1669,1140,1801528,39.0,-89.02,1879,79.15,,,,,8.84,9.43,33.0,34.17,6.311111,0.533333,12.872222,0.0508,,-2.616667,53.588741
US_IL_17051,2020-01-10,ChIJG231YyZtdIgRdAw-JR72GCE,Q111584,geoId/17051,US,United States of America,IL,Illinois,17051,Fayette County,US,USA,2,,,,,,,21514,11323,10191,2422,2613,2770,2622,2720,2942,2616,1669,1140,1801528,39.0,-89.02,1879,79.15,,,,,9.99,13.31,22.75,31.62,11.783333,8.7,14.127778,22.44725,,10.044444,89.339985
US_IL_17051,2020-01-11,ChIJG231YyZtdIgRdAw-JR72GCE,Q111584,geoId/17051,US,United States of America,IL,Illinois,17051,Fayette County,US,USA,2,,,,,,,21514,11323,10191,2422,2613,2770,2622,2720,2942,2616,1669,1140,1801528,39.0,-89.02,1879,79.15,,,,,,12.76,33.04,45.05,9.405556,2.216667,16.305556,41.402,,8.411111,93.847154
US_IL_17051,2020-01-12,ChIJG231YyZtdIgRdAw-JR72GCE,Q111584,geoId/17051,US,United States of America,IL,Illinois,17051,Fayette County,US,USA,2,,,,,,,21514,11323,10191,2422,2613,2770,2622,2720,2942,2616,1669,1140,1801528,39.0,-89.02,1879,79.15,,,,,,12.67,39.49,41.73,-0.077778,-1.611111,2.255556,11.08075,,-1.783333,88.684253
US_IL_17051,2020-01-13,ChIJG231YyZtdIgRdAw-JR72GCE,Q111584,geoId/17051,US,United States of America,IL,Illinois,17051,Fayette County,US,USA,2,,,,,,,21514,11323,10191,2422,2613,2770,2622,2720,2942,2616,1669,1140,1801528,39.0,-89.02,1879,79.15,,,,,,11.85,34.35,38.5,2.216667,-0.45,4.655556,0.0254,,0.316667,87.780188
US_IL_17051,2020-01-14,ChIJG231YyZtdIgRdAw-JR72GCE,Q111584,geoId/17051,US,United States of America,IL,Illinois,17051,Fayette County,US,USA,2,,,,,,,21514,11323,10191,2422,2613,2770,2622,2720,2942,2616,1669,1140,1801528,39.0,-89.02,1879,79.15,,,,,9.63,16.85,28.88,34.9,3.727778,-0.616667,9.911111,0.0254,,2.122222,89.581731
US_IL_17051,2020-01-15,ChIJG231YyZtdIgRdAw-JR72GCE,Q111584,geoId/17051,US,United States of America,IL,Illinois,17051,Fayette County,US,USA,2,,,,,,,21514,11323,10191,2422,2613,2770,2622,2720,2942,2616,1669,1140,1801528,39.0,-89.02,1879,79.15,,,,,11.8,10.03,27.13,41.29,6.888889,2.255556,12.583333,0.2032,,5.644444,92.211828
US_IL_17051,2020-01-16,ChIJG231YyZtdIgRdAw-JR72GCE,Q111584,geoId/17051,US,United States of America,IL,Illinois,17051,Fayette County,US,USA,2,,,,,,,21514,11323,10191,2422,2613,2770,2622,2720,2942,2616,1669,1140,1801528,39.0,-89.02,1879,79.15,,,,,,11.12,22.24,34.53,0.327778,-4.877778,9.772222,0.0762,,-3.755556,74.801251
US_IL_17051,2020-01-17,ChIJG231YyZtdIgRdAw-JR72GCE,Q111584,geoId/17051,US,United States of America,IL,Illinois,17051,Fayette County,US,USA,2,,,,,,,21514,11323,10191,2422,2613,2770,2622,2720,2942,2616,1669,1140,1801528,39.0,-89.02,1879,79.15,,,,,,16.15,23.93,40.08,-2.844444,-4.588889,0.311111,0.3556,,-7.327778,72.144154
US_IL_17051,2020-01-18,ChIJG231YyZtdIgRdAw-JR72GCE,Q111584,geoId/17051,US,United States of America,IL,Illinois,17051,Fayette County,US,USA,2,,,,,,,21514,11323,10191,2422,2613,2770,2622,2720,2942,2616,1669,1140,1801528,39.0,-89.02,1879,79.15,,,,,,,17.39,49.91,3.6,-1.144444,9.916667,28.5115,,1.1,84.377457
US_IL_17051,2020-01-19,ChIJG231YyZtdIgRdAw-JR72GCE,Q111584,geoId/17051,US,United States of America,IL,Illinois,17051,Fayette County,US,USA,2,,,,,,,21514,11323,10191,2422,2613,2770,2622,2720,2942,2616,1669,1140,1801528,39.0,-89.02,1879,79.15,,,,,,17.04,26.33,47.23,-7.183333,-10.777778,-1.122222,3.937,,-13.255556,62.83706
US_IL_17051,2020-01-20,ChIJG231YyZtdIgRdAw-JR72GCE,Q111584,geoId/17051,US,United States of America,IL,Illinois,17051,Fayette County,US,USA,2,,,,,,,21514,11323,10191,2422,2613,2770,2622,2720,2942,2616,1669,1140,1801528,39.0,-89.02,1879,79.15,,,,,11.29,22.58,33.11,62.46,-8.605556,-10.711111,-4.4,0.0,,-12.505556,74.434461
US_IL_17051,2020-01-21,ChIJG231YyZtdIgRdAw-JR72GCE,Q111584,geoId/17051,US,United States of America,IL,Illinois,17051,Fayette County,US,USA,2,,,,,,,21514,11323,10191,2422,2613,2770,2622,2720,2942,2616,1669,1140,1801528,39.0,-89.02,1879,79.15,,,,,,22.52,28.3,28.87,-4.805556,-8.416667,-0.272222,0.0,,-7.938889,79.565143
