location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_OK_40039,2020-01-01,ChIJiZAlZiOgrocRftg_DsokgP8,Q490716,geoId/40039,US,United States of America,OK,Oklahoma,40039,Custer County,US,USA,2,,,,,,,28974,14434,14540,4168,4221,5645,3630,2778,3127,2625,1676,1104,1822204,35.64,-99.01,2595,76.42,,,,,,,10.25,7.59,6.45,6.45,,16.7,14.42,6.45,8.73,6.83,6.83,6.83,6.07,28.84,,5.69,,33.77,7.59,6.45,4.933333,-0.35,13.911111,0.0,-2.477778,58.90533
US_OK_40039,2020-01-02,ChIJiZAlZiOgrocRftg_DsokgP8,Q490716,geoId/40039,US,United States of America,OK,Oklahoma,40039,Custer County,US,USA,2,,,,,,,28974,14434,14540,4168,4221,5645,3630,2778,3127,2625,1676,1104,1822204,35.64,-99.01,2595,76.42,,,,,,,9.53,12.35,8.47,,7.76,25.4,12.7,5.64,9.17,,7.41,5.64,4.94,29.28,8.82,8.47,4.94,47.27,8.82,8.47,6.516667,-0.616667,13.427778,0.0,1.044444,68.361813
US_OK_40039,2020-01-03,ChIJiZAlZiOgrocRftg_DsokgP8,Q490716,geoId/40039,US,United States of America,OK,Oklahoma,40039,Custer County,US,USA,2,,,,,,,28974,14434,14540,4168,4221,5645,3630,2778,3127,2625,1676,1104,1822204,35.64,-99.01,2595,76.42,,,,,,,7.26,10.37,7.6,5.87,5.53,26.61,10.02,,17.28,,,4.84,6.22,31.79,6.22,6.57,7.95,33.52,5.53,,6.588889,1.111111,12.761111,0.0,0.1,63.588212
US_OK_40039,2020-01-04,ChIJiZAlZiOgrocRftg_DsokgP8,Q490716,geoId/40039,US,United States of America,OK,Oklahoma,40039,Custer County,US,USA,2,,,,,,,28974,14434,14540,4168,4221,5645,3630,2778,3127,2625,1676,1104,1822204,35.64,-99.01,2595,76.42,,,,,,,8.34,9.86,8.34,6.83,6.07,24.27,16.3,5.69,10.24,7.2,8.72,6.45,,30.33,7.2,5.69,6.07,37.16,,6.83,3.577778,-2.988889,12.1,0.0,-3.316667,60.803362
US_OK_40039,2020-01-05,ChIJiZAlZiOgrocRftg_DsokgP8,Q490716,geoId/40039,US,United States of America,OK,Oklahoma,40039,Custer County,US,USA,2,,,,,,,28974,14434,14540,4168,4221,5645,3630,2778,3127,2625,1676,1104,1822204,35.64,-99.01,2595,76.42,,,,,,5.14,9.18,15.05,9.91,8.08,9.91,22.39,12.48,6.24,9.54,,,,6.97,29.74,7.71,7.71,,41.12,5.87,,7.244444,0.161111,14.233333,0.0,-1.594444,53.614014
US_OK_40039,2020-01-06,ChIJiZAlZiOgrocRftg_DsokgP8,Q490716,geoId/40039,US,United States of America,OK,Oklahoma,40039,Custer County,US,USA,2,,,,,,,28974,14434,14540,4168,4221,5645,3630,2778,3127,2625,1676,1104,1822204,35.64,-99.01,2595,76.42,,,,,,6.29,10.7,11.96,7.24,5.03,7.87,24.23,12.59,5.66,7.24,5.98,4.41,6.92,8.81,27.06,6.61,10.38,,37.44,7.24,5.98,3.394444,-3.872222,13.166667,0.0,-4.561111,56.364768
US_OK_40039,2020-01-07,ChIJiZAlZiOgrocRftg_DsokgP8,Q490716,geoId/40039,US,United States of America,OK,Oklahoma,40039,Custer County,US,USA,2,,,,,,,28974,14434,14540,4168,4221,5645,3630,2778,3127,2625,1676,1104,1822204,35.64,-99.01,2595,76.42,,,,,,5.5,9.48,11.31,9.17,6.73,5.81,23.85,9.79,4.59,8.56,4.59,6.12,4.89,11.62,26.3,7.64,5.5,7.64,40.06,,5.2,4.294444,-4.644444,16.655556,0.0,-7.316667,42.760762
US_OK_40039,2020-01-08,ChIJiZAlZiOgrocRftg_DsokgP8,Q490716,geoId/40039,US,United States of America,OK,Oklahoma,40039,Custer County,US,USA,2,,,,,,,28974,14434,14540,4168,4221,5645,3630,2778,3127,2625,1676,1104,1822204,35.64,-99.01,2595,76.42,,,,,,5.19,4.88,11.3,10.38,6.72,8.24,23.51,12.52,5.5,12.82,4.58,6.41,,7.33,38.17,5.5,,7.33,43.36,19.24,4.58,6.522222,-1.222222,16.511111,0.0,-5.716667,41.385289
US_OK_40039,2020-01-09,ChIJiZAlZiOgrocRftg_DsokgP8,Q490716,geoId/40039,US,United States of America,OK,Oklahoma,40039,Custer County,US,USA,2,,,,,,,28974,14434,14540,4168,4221,5645,3630,2778,3127,2625,1676,1104,1822204,35.64,-99.01,2595,76.42,,,,,,5.13,7.85,10.87,6.34,5.74,,17.82,9.06,5.44,9.36,7.55,,,10.57,41.69,9.97,4.23,9.06,44.4,19.63,5.13,12.633333,7.477778,19.005556,0.0,4.5,57.8049
US_OK_40039,2020-01-10,ChIJiZAlZiOgrocRftg_DsokgP8,Q490716,geoId/40039,US,United States of America,OK,Oklahoma,40039,Custer County,US,USA,2,,,,,,,28974,14434,14540,4168,4221,5645,3630,2778,3127,2625,1676,1104,1822204,35.64,-99.01,2595,76.42,,,,,,4.46,8.62,10.4,7.72,4.46,5.35,15.75,7.72,6.24,8.02,,,4.75,6.24,29.12,4.46,6.83,5.35,37.44,8.32,8.91,9.666667,1.238889,16.65,0.762,6.927778,83.273576
