location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_burn,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_epilepsy,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_flatulence,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_obesity,search_trends_pain,search_trends_scar,search_trends_skin_condition,search_trends_skin_rash,search_trends_sleep_disorder,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_AL_01113,2020-08-23,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,7,0,1538,2,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,,,,,3.07,4.27,8.28,2.14,10.55,5.88,4.67,3.07,2.54,4.67,4.14,,2.14,3.61,8.82,4.14,4.27,4.01,3.61,2.81,9.75,4.41,2.27,2.14,4.81,3.47,2.54,4.14,4.81,3.34,2.54,4.94,23.91,4.81,,10.15,,4.14,5.08,2.81,4.81,34.73,2.14,4.54,6.81,2.27,2.4,6.14,5.74,3.74,4.41,2.0,4.41,,24.938272,20.820988,31.166667,1.312333,21.368056,80.57675
US_AL_01113,2020-08-24,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,12,0,1550,2,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,,,-27,7,2.48,4.84,6.87,1.58,9.45,9.0,5.29,1.91,2.59,5.63,3.26,3.04,1.8,3.49,6.08,3.15,3.49,4.28,3.94,3.49,8.89,3.71,2.59,3.04,4.5,3.94,2.48,3.6,4.28,4.61,3.04,7.54,18.34,3.49,3.49,9.12,2.14,3.71,5.06,2.48,4.61,38.49,2.59,4.28,5.63,2.25,,5.85,5.63,4.05,2.59,2.59,3.15,1.8,24.950617,22.537037,29.037037,3.005667,23.041667,88.580467
US_AL_01113,2020-08-25,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,2,0,1552,2,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,,,-29,7,2.67,3.45,5.01,3.45,10.12,6.45,5.23,,2.78,5.9,4.34,2.56,,2.34,6.9,3.0,4.0,3.34,4.23,2.11,8.01,2.89,2.45,2.23,4.34,2.89,2.0,2.89,3.78,4.0,1.89,4.89,20.69,4.89,2.23,6.45,2.89,4.23,4.23,2.45,5.9,37.27,2.23,3.12,5.67,1.78,2.56,4.12,4.34,5.01,3.12,,3.34,1.89,25.839506,23.228395,30.604938,9.144,23.416667,86.602075
US_AL_01113,2020-08-26,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,10,0,1562,2,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,,,-28,6,,2.71,7.23,1.69,9.71,10.05,6.1,1.81,3.16,4.4,4.18,1.92,2.26,3.05,6.66,2.94,4.06,3.27,4.63,2.6,10.27,2.26,1.81,2.94,4.74,1.58,,3.16,4.06,3.16,1.58,9.6,21.0,4.06,3.05,7.45,3.39,4.52,3.05,1.69,3.95,33.08,,4.52,5.98,2.37,3.39,5.53,6.1,4.74,3.73,3.05,4.06,1.81,28.012346,24.08642,33.62963,1.749778,23.881944,78.545462
US_AL_01113,2020-08-27,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,19,0,1581,2,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,,,-28,7,2.25,5.63,7.66,2.03,7.77,9.57,3.94,,2.7,4.73,4.5,2.36,,3.49,7.54,3.15,3.6,3.94,3.38,1.91,7.99,2.93,2.7,3.04,4.95,3.94,2.03,3.83,3.94,3.38,3.26,7.99,17.67,5.18,1.91,7.54,1.58,4.39,3.71,2.7,5.4,36.13,2.25,4.28,5.85,1.91,2.59,4.95,4.62,4.05,3.83,2.14,3.38,,27.549383,23.796296,33.697531,0.181429,23.5625,78.716415
US_AL_01113,2020-08-28,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,7,0,1588,2,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,,,-27,7,2.38,5.89,7.26,3.52,8.62,7.37,5.33,2.49,3.06,5.1,2.95,1.93,1.59,4.2,5.89,2.27,3.85,2.95,4.54,2.38,7.48,2.95,2.72,2.27,4.31,5.21,2.04,4.31,3.74,4.31,2.15,5.21,18.37,5.55,2.04,7.82,2.15,4.42,2.61,3.97,4.42,35.71,2.49,3.63,7.26,1.81,3.97,4.88,2.61,3.4,3.74,2.61,3.06,2.38,26.298611,23.3125,32.402778,4.1148,23.380952,84.270249
US_AL_01113,2020-08-29,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,21,0,1609,2,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,,,,2,2.75,7.83,8.66,3.44,10.31,8.38,3.85,,2.34,4.95,4.54,,2.89,3.44,6.46,3.02,3.16,4.81,4.26,3.16,9.76,4.26,2.34,3.16,3.85,3.02,2.75,4.54,3.44,4.67,3.71,7.42,20.07,4.26,1.92,8.38,2.47,4.12,4.67,,,35.74,2.06,3.85,6.46,1.92,2.2,7.29,5.22,5.22,5.09,2.75,1.92,,26.180556,23.756944,30.673611,5.926667,23.444444,84.679527
US_AL_01113,2020-08-30,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,5,0,1614,2,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,,,,,2.75,5.1,7.32,,9.81,6.28,4.97,,1.83,5.1,5.88,2.35,2.88,3.4,6.14,3.92,5.36,3.92,5.62,2.75,6.93,4.84,3.27,4.45,3.01,3.53,2.62,4.45,3.92,3.92,2.48,7.19,21.57,6.67,2.75,8.63,3.27,5.75,3.53,2.75,3.79,39.35,,3.92,6.67,,3.92,4.97,3.01,4.84,5.75,3.01,3.4,2.62,26.541667,24.048611,32.263889,0.3048,23.436508,82.63663
US_AL_01113,2020-08-31,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,13,0,1627,2,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,,,-27,5,2.55,4.88,6.1,2.0,9.99,9.21,5.55,1.55,3.22,5.55,5.77,2.33,,3.44,7.43,2.66,3.44,3.11,4.99,3.22,8.88,4.11,2.44,1.89,6.21,3.33,1.89,3.88,3.77,4.33,4.22,7.77,19.86,5.88,3.66,10.76,2.77,5.33,5.22,5.55,5.33,37.06,1.89,5.33,8.1,2.33,2.77,5.66,5.88,3.55,4.0,2.66,2.55,2.44,26.4375,23.486111,32.465278,0.3048,23.214286,82.169608
US_AL_01113,2020-09-01,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,10,0,1637,2,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,,,-29,6,4.11,3.44,7.43,4.11,11.54,8.65,5.77,3.55,2.77,5.77,2.66,2.44,2.55,3.22,6.54,4.33,3.11,3.99,6.43,3.44,9.54,5.99,1.77,1.66,5.55,3.11,2.33,4.66,6.1,3.77,3.99,6.99,20.19,4.55,3.44,9.32,3.22,5.33,3.77,2.88,5.33,36.72,2.22,3.77,6.32,2.77,3.0,5.77,5.44,4.11,3.88,3.99,2.11,2.0,26.826389,22.763889,33.180556,0.042333,23.18254,80.636468
US_AL_01113,2020-09-02,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,4,0,1641,2,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,,,-30,6,3.65,5.93,7.76,2.06,13.24,9.59,3.2,1.83,2.51,4.68,3.08,2.97,2.28,2.51,7.99,3.88,3.31,2.28,5.25,3.31,7.53,3.31,,1.94,6.05,3.42,1.83,3.54,3.65,4.22,2.28,8.68,21.46,4.68,3.31,7.53,2.17,3.31,3.31,2.62,5.14,37.44,2.28,5.02,6.96,3.08,3.54,5.71,4.57,4.22,3.77,2.85,4.22,3.77,27.076389,23.402778,32.513889,0.036286,22.65873,76.794227
US_AL_01113,2020-09-03,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,9,0,1650,2,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,,,-30,5,3.94,4.28,6.08,2.25,12.16,9.12,4.05,,2.59,4.84,2.7,2.14,1.58,4.05,7.54,3.6,2.93,3.38,4.73,,9.46,5.18,3.04,2.59,5.29,3.15,1.8,3.38,3.72,4.05,2.14,9.01,21.73,7.09,2.7,8.0,2.7,4.73,3.83,2.37,5.52,32.21,2.25,4.39,6.08,3.49,1.8,5.18,3.72,4.28,2.7,2.93,2.81,2.7,27.345679,22.037037,33.518519,0.0,21.777778,71.767429
US_AL_01113,2020-09-04,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,3,0,1653,2,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,,,-31,6,1.85,5.54,6.93,3.81,8.31,6.7,4.39,2.19,3.23,5.54,3.23,1.73,,3.46,7.28,2.89,3.0,4.16,3.35,1.85,9.01,3.12,2.31,,4.73,2.42,1.73,3.35,5.31,4.16,3.0,8.54,22.17,4.5,2.89,6.81,2.54,2.77,4.85,2.77,4.04,34.64,1.85,3.69,5.2,,3.35,6.12,3.81,4.62,2.77,1.85,1.85,2.31,26.716049,20.074074,34.555556,0.0,20.9375,70.266682
US_AL_01113,2020-09-05,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,5,0,1658,2,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,,,,1,3.49,3.64,5.38,3.64,10.91,6.11,4.8,,,5.67,6.11,2.62,3.93,3.78,7.86,3.06,2.91,4.8,2.47,2.91,5.67,3.35,,2.76,4.36,2.76,2.33,3.35,4.36,5.53,2.76,6.4,23.42,4.66,3.78,11.35,,3.35,6.69,3.49,4.66,33.31,2.76,3.2,7.13,,,6.4,2.47,4.8,5.96,,3.93,2.33,27.197531,21.432099,33.802469,0.0,19.222222,61.563104
US_AL_01113,2020-09-06,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,1,0,1659,2,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,,,,,3.01,3.87,6.59,4.58,12.17,7.02,3.29,2.29,2.29,3.87,3.29,,2.29,4.01,7.59,3.44,3.58,3.15,2.86,2.86,9.59,4.29,,,5.01,2.86,3.01,4.29,4.72,4.87,4.58,6.3,19.33,4.58,2.43,8.88,2.0,3.01,4.44,,6.44,34.94,2.15,4.15,5.58,3.44,2.15,6.44,4.44,3.72,2.0,2.15,2.72,3.15,24.858025,18.580247,32.098765,0.0,16.659722,60.215907
US_AL_01113,2020-09-07,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,4,0,1663,2,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,,,-69,15,2.43,5.13,8.5,1.89,11.47,7.15,4.59,,2.97,4.59,4.05,,,3.51,7.29,2.83,4.45,3.24,4.59,2.56,7.42,4.72,2.29,2.02,4.05,4.18,3.38,3.24,6.21,4.59,3.1,7.02,17.95,4.32,3.64,9.31,2.16,3.91,5.13,2.7,3.78,36.45,3.64,3.78,6.61,2.43,,5.4,4.86,3.64,4.18,4.32,4.86,,24.024691,17.049383,31.783951,0.0,16.965278,65.055196
US_AL_01113,2020-09-08,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,2,0,1665,2,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,,,-31,6,2.78,5.56,7.56,2.56,9.12,7.9,4.45,2.67,3.89,5.23,4.89,2.22,2.45,4.12,8.34,3.34,4.34,2.22,3.11,2.0,7.23,2.78,1.56,2.45,4.0,3.67,3.56,2.89,3.78,3.89,3.34,6.34,24.02,6.12,3.67,8.9,3.34,4.34,4.45,2.0,5.23,33.7,3.0,4.12,7.01,3.56,2.45,5.67,2.45,5.89,2.33,,4.0,3.11,25.17284,19.197531,31.777778,0.0,18.979167,68.71104
US_AL_01113,2020-09-09,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,2,0,1667,2,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,,,-29,4,2.91,3.02,6.05,2.13,9.52,8.06,6.27,2.58,2.8,4.37,4.7,3.47,2.13,3.36,7.05,3.13,3.69,2.46,4.48,2.35,6.83,4.14,1.68,2.8,4.48,3.02,2.69,4.37,3.02,6.16,3.36,7.5,24.86,5.15,2.24,8.06,1.79,4.82,5.82,2.24,6.16,34.71,1.68,3.47,5.93,,2.24,4.14,3.25,5.04,3.02,2.8,3.02,2.24,24.549383,18.555556,31.530864,0.0,18.715278,70.296562
US_AL_01113,2020-09-10,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,4,0,1671,2,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,,,-31,5,3.37,4.05,6.29,3.04,11.13,7.76,4.72,3.6,3.6,5.62,3.26,3.93,,4.05,8.88,3.37,3.48,3.71,4.16,1.91,8.21,3.6,,1.8,4.72,3.82,2.92,3.6,4.05,4.16,2.92,8.21,20.91,6.41,2.7,8.32,3.71,3.6,4.38,1.91,4.72,39.68,3.26,1.8,5.96,,3.15,5.06,4.5,6.18,4.5,2.36,1.91,1.91,25.932099,21.302469,31.611111,1.27,22.208333,79.448524
US_AL_01113,2020-09-11,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,7,0,1678,2,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,-12,3,-29,5,3.0,3.8,7.14,2.3,10.02,8.29,3.8,,3.11,5.88,3.69,3.8,2.77,4.15,6.22,3.11,3.0,,5.64,1.73,6.45,3.57,2.3,2.54,5.18,2.54,2.19,3.11,5.53,4.95,1.73,8.06,19.82,4.61,1.61,8.18,3.23,3.46,4.84,2.77,4.84,37.44,4.95,3.46,5.76,1.61,2.77,5.53,3.8,4.84,3.46,2.42,3.57,2.77,26.858025,22.728395,33.308642,8.200571,22.75,77.709626
US_AL_01113,2020-09-12,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,0,0,1678,2,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,-8,6,-16,1,3.05,5.13,7.21,3.05,10.81,8.18,4.71,,2.77,7.07,,2.08,,2.91,8.59,2.63,4.29,3.88,4.85,,7.48,4.57,2.35,3.33,4.85,3.74,1.94,4.29,4.16,4.29,3.6,6.24,20.78,5.13,2.63,7.9,3.33,3.33,3.46,2.49,4.71,38.52,2.35,2.77,8.04,,2.63,4.71,3.19,6.1,2.77,1.94,3.33,2.77,26.617284,22.814815,33.345679,1.596571,22.465278,77.856732
US_AL_01113,2020-09-13,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,0,0,1678,2,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,-11,9,-22,,4.78,5.18,9.16,4.12,11.55,7.7,4.65,,2.39,5.58,4.78,2.52,1.86,3.05,8.36,3.19,5.44,4.91,3.32,,7.3,5.31,,3.45,5.31,1.99,1.99,4.78,6.11,2.52,3.58,7.83,21.64,4.12,3.45,7.97,1.86,4.12,3.19,,4.51,33.59,2.92,3.98,6.9,1.99,2.79,4.91,2.92,4.25,4.51,3.45,4.12,,26.0,22.759259,32.469136,0.973667,21.854167,77.638656
US_AL_01113,2020-09-14,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,4,0,1682,2,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,-9,10,-26,4,2.46,5.15,7.28,3.36,10.53,10.76,5.27,,4.93,4.26,4.26,3.25,1.79,3.92,6.28,4.15,2.8,4.03,3.81,2.24,7.62,4.26,2.8,2.46,5.04,2.8,,3.14,3.25,3.14,2.35,6.39,25.66,8.96,3.14,7.17,2.91,4.71,3.58,,5.04,37.98,2.02,6.16,7.06,2.91,1.79,6.05,3.47,4.71,4.37,2.58,4.71,1.79,26.074074,22.808642,31.04321,0.0,21.9375,77.735041
US_AL_01113,2020-09-15,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,1,0,1683,2,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,-3,12,-27,6,3.19,3.88,8.44,4.22,11.75,7.19,3.88,,4.68,4.91,5.48,3.99,3.19,3.77,7.64,2.74,4.11,2.51,4.56,2.4,9.24,4.22,2.4,,4.56,3.77,,2.51,5.59,3.88,2.17,7.19,25.9,6.05,3.19,8.33,1.82,4.56,4.56,2.74,5.36,36.16,2.17,4.91,8.1,,1.94,5.59,3.77,4.56,3.54,2.4,3.54,1.71,24.950617,22.648148,28.722222,2.54,22.055556,83.687183
US_AL_01113,2020-09-16,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,2,0,1685,2,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,-22,-10,-32,10,2.64,4.07,8.91,6.16,9.35,7.48,5.5,1.87,1.76,3.63,3.19,5.61,2.75,4.29,6.6,3.74,4.4,3.85,4.07,,7.92,2.53,1.87,2.09,3.52,3.08,1.76,2.31,3.41,4.4,2.53,6.05,26.5,6.93,3.85,7.15,4.29,3.52,3.63,2.31,5.61,34.53,2.53,3.19,4.07,2.64,,6.16,4.73,3.63,2.97,1.98,3.63,,21.166667,19.709877,24.45679,21.928667,18.9375,87.482772
US_AL_01113,2020-09-17,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,6,0,1691,2,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,-14,3,-36,11,2.85,3.83,7.12,4.49,8.76,7.12,5.91,,4.05,3.94,4.27,3.39,2.85,2.41,7.22,3.17,4.49,,4.82,1.64,8.43,2.41,2.08,2.3,3.61,3.83,,3.28,3.61,3.28,1.53,8.32,23.09,4.71,2.74,7.44,2.96,5.14,3.83,2.3,6.35,36.56,1.53,3.72,4.93,,2.08,4.6,5.04,4.49,3.61,2.63,3.83,1.97,22.652778,20.013889,26.486111,138.0236,20.75,89.049715
US_AL_01113,2020-09-18,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,1,0,1692,2,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,-10,2,-26,6,3.66,4.35,7.09,4.23,8.35,8.24,4.23,,2.52,6.29,3.2,3.77,3.09,3.09,8.01,3.77,5.26,3.89,4.8,3.43,7.66,2.97,2.4,3.66,4.23,3.89,3.66,2.97,3.32,4.0,1.95,5.95,21.05,4.46,2.97,7.55,3.66,3.55,4.12,3.32,3.09,33.63,3.55,5.26,6.98,2.4,1.95,3.89,4.58,7.21,2.63,1.72,2.63,1.95,23.479167,19.875,28.430556,0.28575,20.097222,81.371976
US_AL_01113,2020-09-19,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,19,0,1711,2,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,-8,8,-17,3,2.91,3.46,9.69,3.88,7.75,6.78,3.88,,2.08,6.23,4.29,2.91,3.46,4.01,7.61,3.6,3.18,1.94,3.6,,8.03,1.94,,5.26,4.84,2.08,1.94,4.57,6.23,3.05,3.32,6.64,20.49,5.54,2.21,8.17,2.77,2.63,4.01,,3.32,33.64,2.08,3.6,4.98,,3.05,4.29,3.74,6.09,4.71,2.63,3.18,2.49,21.715278,19.611111,25.847222,0.290286,17.729167,78.132853
US_AL_01113,2020-09-20,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,2,0,1713,2,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,-8,7,-18,,3.92,5.68,9.74,3.92,8.79,6.09,3.79,,3.25,4.46,5.28,2.44,2.3,2.84,7.3,3.79,2.98,3.79,4.33,2.03,7.98,2.57,4.73,2.84,3.65,2.71,2.71,5.0,5.55,5.14,3.25,7.03,23.4,6.09,3.79,8.66,2.44,2.57,3.92,2.16,4.73,35.98,2.57,5.41,6.9,3.11,2.71,6.49,3.92,4.73,4.6,3.65,2.84,2.3,18.715278,15.4375,22.486111,0.0,12.451389,67.076174
US_AL_01113,2020-09-21,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,18,0,1731,2,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,-7,6,-26,5,2.63,3.66,6.41,5.15,10.53,8.58,3.89,,4.12,5.04,2.75,5.15,2.29,4.23,8.12,3.55,5.15,3.78,4.58,2.63,8.58,3.66,2.98,2.98,4.69,3.32,2.4,5.72,5.15,6.29,3.09,5.49,19.34,5.15,4.35,6.52,2.52,4.23,4.81,2.63,4.23,36.84,1.6,5.26,6.64,3.89,2.17,4.12,5.26,5.15,2.17,3.2,4.46,1.6,18.479167,14.847222,23.1875,0.0,11.354167,63.30964
US_AL_01113,2020-09-22,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,-1,0,1730,2,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,-11,9,-28,6,2.58,4.1,6.68,3.28,9.73,9.38,4.46,1.64,3.87,5.98,5.51,4.69,,4.57,8.32,3.52,3.28,3.52,3.52,1.99,7.15,3.75,2.81,4.1,6.57,1.88,1.99,3.05,4.34,3.63,3.17,7.74,23.33,4.57,2.93,8.32,2.46,3.52,4.22,2.35,5.75,32.48,3.63,2.58,5.28,1.99,2.7,2.93,3.4,5.51,4.34,,3.17,,17.590278,12.701389,23.472222,0.0,11.770833,68.816236
US_AL_01113,2020-09-23,ChIJ87jB5LPfjIgRp8-2hTWWOvI,Q503329,geoId/01113,US,United States of America,AL,Alabama,01113,Russell County,US,USA,2,2,0,1732,2,,,56985,27423,29562,7934,7194,8070,7654,6995,7716,6242,3455,1725,1850809,32.286667,-85.193889,98,1677,72.8,-17,3,-25,5,2.38,3.74,8.4,4.2,12.03,6.58,3.52,2.16,4.31,5.79,4.42,5.45,2.61,3.29,7.71,2.95,3.52,4.31,6.47,2.27,8.51,3.06,3.18,2.72,5.56,2.5,1.93,3.63,3.63,3.4,2.95,7.71,25.64,5.22,3.4,10.1,3.52,5.9,3.74,,3.97,37.67,2.84,2.84,7.15,2.38,1.81,3.97,3.74,4.42,4.08,2.04,3.74,2.84,20.611111,14.840278,26.916667,0.0,15.715278,73.565568
