location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_OH_39001,2020-01-01,ChIJtUvMhiPiRogRJX-fMQc2A7c,Q109969,geoId/39001,US,United States of America,OH,Ohio,39001,Adams County,US,USA,2,,,,,,,27753,13789,13964,3509,3780,3055,2982,3645,3967,3595,2147,1073,911255,38.84,-83.48,1517,74.02,,,,,9.86,13.62,7.04,16.91,10.33,31.0,,41.33,7.51,3.55,1.094444,8.472222,0.0,,-2.194444,66.182803
US_OH_39001,2020-01-02,ChIJtUvMhiPiRogRJX-fMQc2A7c,Q109969,geoId/39001,US,United States of America,OH,Ohio,39001,Adams County,US,USA,2,,,,,,,27753,13789,13964,3509,3780,3055,2982,3645,3967,3595,2147,1073,911255,38.84,-83.48,1517,74.02,,,,,7.19,12.78,5.99,22.76,9.58,29.95,7.59,30.35,,4.694444,-0.022222,10.622222,0.042333,,-1.288889,65.715912
US_OH_39001,2020-01-03,ChIJtUvMhiPiRogRJX-fMQc2A7c,Q109969,geoId/39001,US,United States of America,OH,Ohio,39001,Adams County,US,USA,2,,,,,,,27753,13789,13964,3509,3780,3055,2982,3645,3967,3595,2147,1073,911255,38.84,-83.48,1517,74.02,,,,,6.36,9.93,6.75,19.46,10.33,25.82,9.53,36.15,,10.155556,6.577778,11.688889,13.165667,,9.683333,96.918294
US_OH_39001,2020-01-04,ChIJtUvMhiPiRogRJX-fMQc2A7c,Q109969,geoId/39001,US,United States of America,OH,Ohio,39001,Adams County,US,USA,2,,,,,,,27753,13789,13964,3509,3780,3055,2982,3645,3967,3595,2147,1073,911255,38.84,-83.48,1517,74.02,,,,,,9.57,,24.41,,24.89,11.01,44.04,,6.655556,1.644444,11.205556,10.498667,,5.611111,93.098873
US_OH_39001,2020-01-05,ChIJtUvMhiPiRogRJX-fMQc2A7c,Q109969,geoId/39001,US,United States of America,OH,Ohio,39001,Adams County,US,USA,2,,,,,,,27753,13789,13964,3509,3780,3055,2982,3645,3967,3595,2147,1073,911255,38.84,-83.48,1517,74.02,,,,,,13.9,11.12,13.9,11.12,21.78,7.88,34.75,9.27,2.238889,-0.566667,8.044444,2.00025,,-2.205556,72.551907
US_OH_39001,2020-01-06,ChIJtUvMhiPiRogRJX-fMQc2A7c,Q109969,geoId/39001,US,United States of America,OH,Ohio,39001,Adams County,US,USA,2,,,,,,,27753,13789,13964,3509,3780,3055,2982,3645,3967,3595,2147,1073,911255,38.84,-83.48,1517,74.02,,,,,,9.6,10.8,16.79,9.2,31.19,,36.39,8.4,3.588889,-1.172222,8.072222,0.0,,-2.438889,64.899551
US_OH_39001,2020-01-07,ChIJtUvMhiPiRogRJX-fMQc2A7c,Q109969,geoId/39001,US,United States of America,OH,Ohio,39001,Adams County,US,USA,2,,,,,,,27753,13789,13964,3509,3780,3055,2982,3645,3967,3595,2147,1073,911255,38.84,-83.48,1517,74.02,,,,,8.1,12.55,8.91,19.84,,30.37,6.08,38.88,8.51,2.294444,-2.761111,8.855556,0.0,,-4.116667,62.948048
US_OH_39001,2020-01-08,ChIJtUvMhiPiRogRJX-fMQc2A7c,Q109969,geoId/39001,US,United States of America,OH,Ohio,39001,Adams County,US,USA,2,,,,,,,27753,13789,13964,3509,3780,3055,2982,3645,3967,3595,2147,1073,911255,38.84,-83.48,1517,74.02,,,,,7.51,9.1,9.1,7.91,7.12,28.08,7.91,37.96,8.7,2.916667,-1.572222,7.861111,0.0,,-6.561111,49.888828
US_OH_39001,2020-01-09,ChIJtUvMhiPiRogRJX-fMQc2A7c,Q109969,geoId/39001,US,United States of America,OH,Ohio,39001,Adams County,US,USA,2,,,,,,,27753,13789,13964,3509,3780,3055,2982,3645,3967,3595,2147,1073,911255,38.84,-83.48,1517,74.02,,,,,5.96,10.73,10.73,13.91,7.55,35.38,5.96,38.56,9.94,2.488889,-3.844444,14.038889,0.0,,-6.322222,52.765417
US_OH_39001,2020-01-10,ChIJtUvMhiPiRogRJX-fMQc2A7c,Q109969,geoId/39001,US,United States of America,OH,Ohio,39001,Adams County,US,USA,2,,,,,,,27753,13789,13964,3509,3780,3055,2982,3645,3967,3595,2147,1073,911255,38.84,-83.48,1517,74.02,,,,,,7.28,,10.28,,29.98,10.28,39.83,,12.227778,7.383333,17.233333,1.415143,,4.338889,59.044184
