location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MO_29207,2020-01-11,ChIJkwsEpPdzeIgRwPs8LT1k6wA,Q497646,geoId/29207,US,United States of America,MO,Missouri,29207,Stoddard County,US,USA,2,,,,,,,29364,14500,14864,3434,3653,3386,3510,3599,4027,3671,2505,1579,1180521,36.86,-89.95,2147,75.35,,,,,7.2,6.82,8.33,6.44,,12.88,11.36,10.98,,7.2,23.1,8.71,7.2,6.06,34.84,6.82,5.3,12.024691,4.185185,19.006173,38.565667,,10.506173,90.492255
US_MO_29207,2020-01-12,ChIJkwsEpPdzeIgRwPs8LT1k6wA,Q497646,geoId/29207,US,United States of America,MO,Missouri,29207,Stoddard County,US,USA,2,,,,,,,29364,14500,14864,3434,3653,3386,3510,3599,4027,3671,2505,1579,1180521,36.86,-89.95,2147,75.35,,,,,8.65,10.23,8.26,,9.05,13.37,11.41,7.47,,8.65,33.43,5.51,5.51,,46.02,7.47,5.51,2.419753,0.679012,4.296296,13.165667,,0.024691,84.280787
US_MO_29207,2020-01-13,ChIJkwsEpPdzeIgRwPs8LT1k6wA,Q497646,geoId/29207,US,United States of America,MO,Missouri,29207,Stoddard County,US,USA,2,,,,,,,29364,14500,14864,3434,3653,3386,3510,3599,4027,3671,2505,1579,1180521,36.86,-89.95,2147,75.35,,,,,9.93,9.93,5.12,7.22,9.03,12.34,7.83,9.33,,11.14,28.0,,7.22,,43.05,7.53,,4.709877,2.524691,8.888889,0.0,,2.074074,83.122767
US_MO_29207,2020-01-14,ChIJkwsEpPdzeIgRwPs8LT1k6wA,Q497646,geoId/29207,US,United States of America,MO,Missouri,29207,Stoddard County,US,USA,2,,,,,,,29364,14500,14864,3434,3653,3386,3510,3599,4027,3671,2505,1579,1180521,36.86,-89.95,2147,75.35,,,,,6.28,10.04,,5.96,5.65,10.67,,8.16,4.71,9.41,28.56,5.02,7.22,,37.97,9.73,,7.04321,4.037037,9.814815,0.0635,,5.876543,92.371472
US_MO_29207,2020-01-15,ChIJkwsEpPdzeIgRwPs8LT1k6wA,Q497646,geoId/29207,US,United States of America,MO,Missouri,29207,Stoddard County,US,USA,2,,,,,,,29364,14500,14864,3434,3653,3386,3510,3599,4027,3671,2505,1579,1180521,36.86,-89.95,2147,75.35,,,,,6.08,11.24,10.94,,,11.85,8.2,12.46,,8.2,32.81,7.9,,5.17,29.47,10.03,5.77,11.08642,6.944444,15.351852,0.0,,10.432099,95.787571
US_MO_29207,2020-01-16,ChIJkwsEpPdzeIgRwPs8LT1k6wA,Q497646,geoId/29207,US,United States of America,MO,Missouri,29207,Stoddard County,US,USA,2,,,,,,,29364,14500,14864,3434,3653,3386,3510,3599,4027,3671,2505,1579,1180521,36.86,-89.95,2147,75.35,,,,,7.05,12.57,8.28,6.44,7.36,11.65,6.75,10.12,,12.27,22.39,6.44,7.05,,35.57,7.67,9.81,6.037037,0.611111,12.851852,0.0,,2.382716,77.63016
US_MO_29207,2020-01-17,ChIJkwsEpPdzeIgRwPs8LT1k6wA,Q497646,geoId/29207,US,United States of America,MO,Missouri,29207,Stoddard County,US,USA,2,,,,,,,29364,14500,14864,3434,3653,3386,3510,3599,4027,3671,2505,1579,1180521,36.86,-89.95,2147,75.35,,,,,6.3,12.3,7.2,5.4,4.2,11.7,8.7,11.4,,10.2,27.91,5.7,5.4,5.1,36.01,6.6,,1.506173,-0.561728,5.851852,0.0,,-3.981481,67.039522
US_MO_29207,2020-01-18,ChIJkwsEpPdzeIgRwPs8LT1k6wA,Q497646,geoId/29207,US,United States of America,MO,Missouri,29207,Stoddard County,US,USA,2,,,,,,,29364,14500,14864,3434,3653,3386,3510,3599,4027,3671,2505,1579,1180521,36.86,-89.95,2147,75.35,,,,,10.87,14.9,8.05,,6.85,18.12,10.87,10.87,5.64,9.26,25.37,9.26,7.25,5.64,42.28,8.46,7.25,10.253086,3.407407,15.950617,7.577667,,5.814815,74.216645
US_MO_29207,2020-01-19,ChIJkwsEpPdzeIgRwPs8LT1k6wA,Q497646,geoId/29207,US,United States of America,MO,Missouri,29207,Stoddard County,US,USA,2,,,,,,,29364,14500,14864,3434,3653,3386,3510,3599,4027,3671,2505,1579,1180521,36.86,-89.95,2147,75.35,,,,,8.41,15.62,9.21,,,15.62,11.62,10.41,,,28.44,,9.61,,40.05,9.61,6.01,0.771605,-2.080247,6.790123,3.302,,-9.209877,47.379164
US_MO_29207,2020-01-20,ChIJkwsEpPdzeIgRwPs8LT1k6wA,Q497646,geoId/29207,US,United States of America,MO,Missouri,29207,Stoddard County,US,USA,2,,,,,,,29364,14500,14864,3434,3653,3386,3510,3599,4027,3671,2505,1579,1180521,36.86,-89.95,2147,75.35,,,,,6.98,9.92,6.62,7.35,6.62,19.48,10.29,11.76,,8.45,24.99,5.88,10.66,5.51,45.21,9.19,,-4.839506,-6.876543,-1.45679,0.0,,-9.833333,68.110948
US_MO_29207,2020-01-21,ChIJkwsEpPdzeIgRwPs8LT1k6wA,Q497646,geoId/29207,US,United States of America,MO,Missouri,29207,Stoddard County,US,USA,2,,,,,,,29364,14500,14864,3434,3653,3386,3510,3599,4027,3671,2505,1579,1180521,36.86,-89.95,2147,75.35,,,,,9.32,14.29,4.35,,,18.64,9.32,19.26,4.66,9.63,30.13,,9.63,4.35,40.06,7.14,,-3.006173,-6.098765,0.401235,0.0,,-8.061728,68.32056
US_MO_29207,2020-01-22,ChIJkwsEpPdzeIgRwPs8LT1k6wA,Q497646,geoId/29207,US,United States of America,MO,Missouri,29207,Stoddard County,US,USA,2,,,,,,,29364,14500,14864,3434,3653,3386,3510,3599,4027,3671,2505,1579,1180521,36.86,-89.95,2147,75.35,,,,,,7.59,10.62,,6.07,15.17,7.59,11.84,5.77,8.5,32.47,,8.5,7.59,27.31,7.28,4.55,-1.62963,-4.975309,2.438272,0.0,,-6.080247,72.179974
US_MO_29207,2020-01-23,ChIJkwsEpPdzeIgRwPs8LT1k6wA,Q497646,geoId/29207,US,United States of America,MO,Missouri,29207,Stoddard County,US,USA,2,,,,,,,29364,14500,14864,3434,3653,3386,3510,3599,4027,3671,2505,1579,1180521,36.86,-89.95,2147,75.35,,,,,5.64,7.72,6.24,5.64,4.75,20.19,8.31,9.5,5.64,10.09,28.2,4.45,6.24,8.02,37.11,7.42,7.12,2.635802,0.104938,4.67284,1.100667,,-0.709877,79.082
US_MO_29207,2020-01-24,ChIJkwsEpPdzeIgRwPs8LT1k6wA,Q497646,geoId/29207,US,United States of America,MO,Missouri,29207,Stoddard County,US,USA,2,,,,,,,29364,14500,14864,3434,3653,3386,3510,3599,4027,3671,2505,1579,1180521,36.86,-89.95,2147,75.35,,,,,7.89,9.11,7.29,5.16,8.2,23.08,8.2,10.63,5.47,6.68,33.1,6.07,4.55,6.38,37.96,4.55,,4.234568,3.185185,5.728395,8.593667,,3.012346,91.92535
US_MO_29207,2020-01-25,ChIJkwsEpPdzeIgRwPs8LT1k6wA,Q497646,geoId/29207,US,United States of America,MO,Missouri,29207,Stoddard County,US,USA,2,,,,,,,29364,14500,14864,3434,3653,3386,3510,3599,4027,3671,2505,1579,1180521,36.86,-89.95,2147,75.35,,,,,8.33,11.9,9.52,9.52,9.52,25.38,12.29,14.67,10.71,9.91,36.09,,9.52,,45.21,6.74,6.34,3.416667,1.916667,6.25,1.397,,-0.1875,77.430975
US_MO_29207,2020-01-26,ChIJkwsEpPdzeIgRwPs8LT1k6wA,Q497646,geoId/29207,US,United States of America,MO,Missouri,29207,Stoddard County,US,USA,2,,,,,,,29364,14500,14864,3434,3653,3386,3510,3599,4027,3671,2505,1579,1180521,36.86,-89.95,2147,75.35,,,,,10.06,15.46,8.63,,5.39,30.91,12.22,10.42,7.19,14.02,34.51,5.39,7.55,5.75,37.74,8.63,,5.006944,0.708333,11.763889,0.0,,2.75,85.511873
US_MO_29207,2020-01-27,ChIJkwsEpPdzeIgRwPs8LT1k6wA,Q497646,geoId/29207,US,United States of America,MO,Missouri,29207,Stoddard County,US,USA,2,,,,,,,29364,14500,14864,3434,3653,3386,3510,3599,4027,3671,2505,1579,1180521,36.86,-89.95,2147,75.35,,,,,10.05,4.87,4.57,7.62,5.48,20.1,9.75,7.31,7.0,8.83,30.15,9.44,,,39.9,7.31,5.79,7.41358,1.030864,12.037037,0.169333,,4.141975,80.113383
US_MO_29207,2020-01-28,ChIJkwsEpPdzeIgRwPs8LT1k6wA,Q497646,geoId/29207,US,United States of America,MO,Missouri,29207,Stoddard County,US,USA,2,,,,,,,29364,14500,14864,3434,3653,3386,3510,3599,4027,3671,2505,1579,1180521,36.86,-89.95,2147,75.35,,,,,7.3,10.65,12.78,5.78,7.0,30.12,8.82,7.91,4.56,9.13,43.51,5.17,5.78,7.61,41.68,13.69,5.48,1.962963,0.018519,7.135802,0.0,,0.487654,90.045691
US_MO_29207,2020-01-29,ChIJkwsEpPdzeIgRwPs8LT1k6wA,Q497646,geoId/29207,US,United States of America,MO,Missouri,29207,Stoddard County,US,USA,2,,,,,,,29364,14500,14864,3434,3653,3386,3510,3599,4027,3671,2505,1579,1180521,36.86,-89.95,2147,75.35,,,,,6.32,9.02,8.42,5.11,6.32,27.07,10.23,7.52,4.51,6.92,41.81,9.62,7.22,7.22,35.49,11.73,6.01,2.32716,1.055556,3.444444,1.227667,,1.216049,92.480877
US_MO_29207,2020-01-30,ChIJkwsEpPdzeIgRwPs8LT1k6wA,Q497646,geoId/29207,US,United States of America,MO,Missouri,29207,Stoddard County,US,USA,2,,,,,,,29364,14500,14864,3434,3653,3386,3510,3599,4027,3671,2505,1579,1180521,36.86,-89.95,2147,75.35,,,,,,14.03,10.15,6.87,8.06,37.32,11.94,9.25,7.46,8.06,53.44,6.87,6.87,4.48,40.3,10.45,6.87,3.061728,1.777778,5.246914,1.161143,,1.438272,89.228461
US_MO_29207,2020-01-31,ChIJkwsEpPdzeIgRwPs8LT1k6wA,Q497646,geoId/29207,US,United States of America,MO,Missouri,29207,Stoddard County,US,USA,2,,,,,,,29364,14500,14864,3434,3653,3386,3510,3599,4027,3671,2505,1579,1180521,36.86,-89.95,2147,75.35,,,,,5.61,9.15,7.38,5.91,6.79,32.77,10.63,9.45,4.72,6.79,36.32,4.13,5.02,,36.32,7.68,5.61,5.148148,3.438272,7.432099,0.846667,,3.660494,90.256051
US_MO_29207,2020-02-01,ChIJkwsEpPdzeIgRwPs8LT1k6wA,Q497646,geoId/29207,US,United States of America,MO,Missouri,29207,Stoddard County,US,USA,2,,,,,,,29364,14500,14864,3434,3653,3386,3510,3599,4027,3671,2505,1579,1180521,36.86,-89.95,2147,75.35,,,,,13.01,16.56,9.07,5.91,,26.42,11.04,6.7,8.28,8.67,35.09,8.67,9.86,10.64,44.16,6.31,,7.118056,4.305556,11.493056,0.66675,,3.229167,76.558069
US_MO_29207,2020-02-02,ChIJkwsEpPdzeIgRwPs8LT1k6wA,Q497646,geoId/29207,US,United States of America,MO,Missouri,29207,Stoddard County,US,USA,2,,,,,,,29364,14500,14864,3434,3653,3386,3510,3599,4027,3671,2505,1579,1180521,36.86,-89.95,2147,75.35,,,,,10.91,12.79,7.53,7.53,7.53,27.85,11.29,9.78,7.15,9.03,28.98,6.4,6.77,,38.76,8.65,,8.916667,2.923611,18.152778,0.0,,2.0625,62.266713
US_MO_29207,2020-02-03,ChIJkwsEpPdzeIgRwPs8LT1k6wA,Q497646,geoId/29207,US,United States of America,MO,Missouri,29207,Stoddard County,US,USA,2,,,,,,,29364,14500,14864,3434,3653,3386,3510,3599,4027,3671,2505,1579,1180521,36.86,-89.95,2147,75.35,,,,,8.96,12.85,7.17,,6.87,25.09,10.16,10.46,9.56,,34.65,5.68,7.47,5.97,37.04,7.47,4.48,13.796296,8.820988,18.962963,0.0,,6.524691,61.844852
US_MO_29207,2020-02-04,ChIJkwsEpPdzeIgRwPs8LT1k6wA,Q497646,geoId/29207,US,United States of America,MO,Missouri,29207,Stoddard County,US,USA,2,,,,,,,29364,14500,14864,3434,3653,3386,3510,3599,4027,3671,2505,1579,1180521,36.86,-89.95,2147,75.35,,,,,11.55,8.0,8.89,4.74,5.04,27.55,6.52,8.89,10.07,10.37,38.21,5.33,4.44,5.63,39.69,5.92,5.33,14.092593,7.222222,17.62963,10.625667,,12.228395,88.705399
US_MO_29207,2020-02-05,ChIJkwsEpPdzeIgRwPs8LT1k6wA,Q497646,geoId/29207,US,United States of America,MO,Missouri,29207,Stoddard County,US,USA,2,,,,,,,29364,14500,14864,3434,3653,3386,3510,3599,4027,3671,2505,1579,1180521,36.86,-89.95,2147,75.35,,,,,5.68,9.27,7.17,6.58,7.47,27.5,10.76,6.58,11.36,11.36,44.84,9.56,7.47,8.97,44.24,7.17,4.48,4.58642,3.067901,6.537037,19.558,,3.438272,92.346287
US_MO_29207,2020-02-06,ChIJkwsEpPdzeIgRwPs8LT1k6wA,Q497646,geoId/29207,US,United States of America,MO,Missouri,29207,Stoddard County,US,USA,2,,,,,,,29364,14500,14864,3434,3653,3386,3510,3599,4027,3671,2505,1579,1180521,36.86,-89.95,2147,75.35,,,,,9.38,9.38,4.98,4.4,4.1,18.76,11.14,7.62,7.33,12.02,27.85,4.98,7.04,12.31,31.07,10.55,,1.666667,0.41358,3.17284,6.223,,-0.037037,88.582223
US_MO_29207,2020-02-07,ChIJkwsEpPdzeIgRwPs8LT1k6wA,Q497646,geoId/29207,US,United States of America,MO,Missouri,29207,Stoddard County,US,USA,2,,,,,,,29364,14500,14864,3434,3653,3386,3510,3599,4027,3671,2505,1579,1180521,36.86,-89.95,2147,75.35,,,,,9.14,11.35,5.04,,5.36,25.22,8.83,5.99,5.67,9.77,26.79,,7.88,14.5,30.58,5.36,6.3,1.450617,-0.641975,5.08642,0.34925,,-4.049383,66.982661
US_MO_29207,2020-02-08,ChIJkwsEpPdzeIgRwPs8LT1k6wA,Q497646,geoId/29207,US,United States of America,MO,Missouri,29207,Stoddard County,US,USA,2,,,,,,,29364,14500,14864,3434,3653,3386,3510,3599,4027,3671,2505,1579,1180521,36.86,-89.95,2147,75.35,,,,,9.25,10.05,,,7.64,27.74,17.69,9.65,6.83,,30.56,,5.63,7.24,44.63,5.63,6.43,3.180556,-0.715278,7.756944,0.0,,-2.25,67.669928
US_MO_29207,2020-02-09,ChIJkwsEpPdzeIgRwPs8LT1k6wA,Q497646,geoId/29207,US,United States of America,MO,Missouri,29207,Stoddard County,US,USA,2,,,,,,,29364,14500,14864,3434,3653,3386,3510,3599,4027,3671,2505,1579,1180521,36.86,-89.95,2147,75.35,,,,,9.01,14.49,7.05,6.66,,31.33,11.36,7.44,12.14,9.4,36.03,7.05,6.66,7.83,45.82,10.97,,7.326389,0.298611,17.902778,0.036286,,1.798611,68.210954
US_MO_29207,2020-02-10,ChIJkwsEpPdzeIgRwPs8LT1k6wA,Q497646,geoId/29207,US,United States of America,MO,Missouri,29207,Stoddard County,US,USA,2,,,,,,,29364,14500,14864,3434,3653,3386,3510,3599,4027,3671,2505,1579,1180521,36.86,-89.95,2147,75.35,,,,,5.74,16.92,6.04,5.44,8.46,28.71,17.23,12.99,7.25,7.55,41.7,14.51,9.97,7.55,36.26,12.09,,10.0,4.376543,15.845679,14.351,,8.302469,89.268973
US_MO_29207,2020-02-11,ChIJkwsEpPdzeIgRwPs8LT1k6wA,Q497646,geoId/29207,US,United States of America,MO,Missouri,29207,Stoddard County,US,USA,2,,,,,,,29364,14500,14864,3434,3653,3386,3510,3599,4027,3671,2505,1579,1180521,36.86,-89.95,2147,75.35,,,,,8.49,14.56,5.76,5.76,6.98,20.62,9.71,10.01,8.49,8.49,30.94,6.07,8.19,5.16,36.4,5.76,,3.82716,2.277778,6.17284,4.499429,,1.222222,83.280177
US_MO_29207,2020-02-12,ChIJkwsEpPdzeIgRwPs8LT1k6wA,Q497646,geoId/29207,US,United States of America,MO,Missouri,29207,Stoddard County,US,USA,2,,,,,,,29364,14500,14864,3434,3653,3386,3510,3599,4027,3671,2505,1579,1180521,36.86,-89.95,2147,75.35,,,,,9.6,15.3,7.5,6.0,,23.41,10.8,10.2,5.7,8.7,33.91,7.2,6.6,,32.71,10.2,5.7,4.152778,3.166667,5.493056,0.8636,,2.381944,88.317464
US_MO_29207,2020-02-13,ChIJkwsEpPdzeIgRwPs8LT1k6wA,Q497646,geoId/29207,US,United States of America,MO,Missouri,29207,Stoddard County,US,USA,2,,,,,,,29364,14500,14864,3434,3653,3386,3510,3599,4027,3671,2505,1579,1180521,36.86,-89.95,2147,75.35,,,,,7.94,22.9,6.72,5.19,,21.07,12.52,9.16,4.28,6.11,24.12,5.8,11.6,,29.32,5.5,,3.555556,-0.194444,5.229167,16.425333,,0.569444,80.9609
US_MO_29207,2020-02-14,ChIJkwsEpPdzeIgRwPs8LT1k6wA,Q497646,geoId/29207,US,United States of America,MO,Missouri,29207,Stoddard County,US,USA,2,,,,,,,29364,14500,14864,3434,3653,3386,3510,3599,4027,3671,2505,1579,1180521,36.86,-89.95,2147,75.35,,,,,5.1,9.52,6.46,5.1,,15.65,,10.2,,7.82,25.51,5.1,4.76,5.44,30.61,5.1,10.2,-5.680556,-9.527778,-0.840278,0.1905,,-11.451389,63.852716
US_MO_29207,2020-02-15,ChIJkwsEpPdzeIgRwPs8LT1k6wA,Q497646,geoId/29207,US,United States of America,MO,Missouri,29207,Stoddard County,US,USA,2,,,,,,,29364,14500,14864,3434,3653,3386,3510,3599,4027,3671,2505,1579,1180521,36.86,-89.95,2147,75.35,6,-8,-3,,9.78,7.04,5.87,,7.44,24.26,15.26,6.26,8.61,7.44,34.44,6.26,7.44,,39.92,6.26,6.26,0.619048,-5.888889,9.309524,0.0,,-5.5,63.846525
US_MO_29207,2020-02-16,ChIJkwsEpPdzeIgRwPs8LT1k6wA,Q497646,geoId/29207,US,United States of America,MO,Missouri,29207,Stoddard County,US,USA,2,,,,,,,29364,14500,14864,3434,3653,3386,3510,3599,4027,3671,2505,1579,1180521,36.86,-89.95,2147,75.35,7,-7,0,,11.48,9.51,13.07,6.73,9.51,22.57,7.13,5.54,7.52,,40.39,,7.13,,43.56,7.52,,7.698413,1.650794,14.095238,0.0,,1.396825,64.716299
US_MO_29207,2020-02-17,ChIJkwsEpPdzeIgRwPs8LT1k6wA,Q497646,geoId/29207,US,United States of America,MO,Missouri,29207,Stoddard County,US,USA,2,,,,,,,29364,14500,14864,3434,3653,3386,3510,3599,4027,3671,2505,1579,1180521,36.86,-89.95,2147,75.35,-3,-13,-18,,10.17,11.99,9.81,8.36,6.18,23.98,11.26,14.89,7.63,6.9,32.7,7.27,6.9,8.36,49.77,8.36,9.08,9.690476,4.936508,15.825397,0.0,,6.103175,78.519961
US_MO_29207,2020-02-18,ChIJkwsEpPdzeIgRwPs8LT1k6wA,Q497646,geoId/29207,US,United States of America,MO,Missouri,29207,Stoddard County,US,USA,2,,,,,,,29364,14500,14864,3434,3653,3386,3510,3599,4027,3671,2505,1579,1180521,36.86,-89.95,2147,75.35,-5,-1,0,,10.16,11.09,7.7,5.54,8.01,22.79,8.32,9.55,5.24,8.62,34.81,6.47,7.08,6.47,39.73,8.62,6.78,9.520833,4.972222,13.555556,3.6576,,7.409722,86.81649
US_MO_29207,2020-02-19,ChIJkwsEpPdzeIgRwPs8LT1k6wA,Q497646,geoId/29207,US,United States of America,MO,Missouri,29207,Stoddard County,US,USA,2,,,,,,,29364,14500,14864,3434,3653,3386,3510,3599,4027,3671,2505,1579,1180521,36.86,-89.95,2147,75.35,4,-7,2,0,8.18,8.48,7.88,,6.06,18.48,8.79,10.6,5.45,7.27,30.29,,,6.36,36.35,8.18,,4.660494,-0.117284,10.216049,0.451556,,-1.839506,63.188986
US_MO_29207,2020-02-20,ChIJkwsEpPdzeIgRwPs8LT1k6wA,Q497646,geoId/29207,US,United States of America,MO,Missouri,29207,Stoddard County,US,USA,2,,,,,,,29364,14500,14864,3434,3653,3386,3510,3599,4027,3671,2505,1579,1180521,36.86,-89.95,2147,75.35,4,-1,2,,6.83,12.17,8.9,10.98,5.34,21.97,11.28,11.28,5.05,5.64,28.2,6.23,4.75,4.75,41.85,5.64,5.94,3.901235,0.802469,7.148148,0.0,,-2.777778,61.858189
US_MO_29207,2020-02-21,ChIJkwsEpPdzeIgRwPs8LT1k6wA,Q497646,geoId/29207,US,United States of America,MO,Missouri,29207,Stoddard County,US,USA,2,,,,,,,29364,14500,14864,3434,3653,3386,3510,3599,4027,3671,2505,1579,1180521,36.86,-89.95,2147,75.35,7,-5,3,,6.3,14.39,8.69,,,16.49,6.89,9.59,9.29,6.0,25.78,6.0,6.89,4.2,39.87,6.3,7.79,-1.401235,-6.018519,4.191358,0.0,,-9.388889,54.658263
