location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_GA_13055,2020-06-28,ChIJ7a3KrTMjYIgR8GMTa9-uDss,Q486179,geoId/13055,US,United States of America,GA,Georgia,13055,Chattooga County,US,USA,2,0,0,56,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24746,12692,12054,3001,3096,3173,2989,3233,3334,3049,1882,989,1059837,34.48,-85.35,812,72.9,,,-18,,9.27,10.59,9.27,,,7.5,8.38,19.41,10.59,8.82,45.01,9.27,7.06,25.011111,20.377778,31.416667,9.724571,,21.769841,81.005412
US_GA_13055,2020-06-29,ChIJ7a3KrTMjYIgR8GMTa9-uDss,Q486179,geoId/13055,US,United States of America,GA,Georgia,13055,Chattooga County,US,USA,2,0,0,56,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24746,12692,12054,3001,3096,3173,2989,3233,3334,3049,1882,989,1059837,34.48,-85.35,812,72.9,,6,-35,,6.66,8.33,,7.5,5.83,11.66,8.74,27.07,7.08,12.91,44.97,11.24,,25.483333,20.355556,32.444444,2.921,,21.912698,78.889258
US_GA_13055,2020-06-30,ChIJ7a3KrTMjYIgR8GMTa9-uDss,Q486179,geoId/13055,US,United States of America,GA,Georgia,13055,Chattooga County,US,USA,2,5,0,61,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24746,12692,12054,3001,3096,3173,2989,3233,3334,3049,1882,989,1059837,34.48,-85.35,812,72.9,,15,-34,,6.7,13.83,6.29,,7.12,14.66,9.22,25.14,,10.47,39.38,10.89,,23.5,20.45,30.527778,4.402667,,21.02381,84.480524
US_GA_13055,2020-07-01,ChIJ7a3KrTMjYIgR8GMTa9-uDss,Q486179,geoId/13055,US,United States of America,GA,Georgia,13055,Chattooga County,US,USA,2,1,0,62,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24746,12692,12054,3001,3096,3173,2989,3233,3334,3049,1882,989,1059837,34.48,-85.35,812,72.9,,18,-35,,9.23,16.78,,11.33,7.97,7.13,6.29,28.53,8.81,14.69,45.73,10.49,6.71,22.711111,19.822222,28.194444,11.357429,,20.285714,83.998217
US_GA_13055,2020-07-02,ChIJ7a3KrTMjYIgR8GMTa9-uDss,Q486179,geoId/13055,US,United States of America,GA,Georgia,13055,Chattooga County,US,USA,2,1,0,63,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24746,12692,12054,3001,3096,3173,2989,3233,3334,3049,1882,989,1059837,34.48,-85.35,812,72.9,,19,-39,,9.57,14.36,11.31,7.4,6.53,7.83,10.45,25.68,,16.1,39.6,13.93,,25.127778,20.394444,31.744444,0.818444,,21.150794,77.142472
US_GA_13055,2020-07-03,ChIJ7a3KrTMjYIgR8GMTa9-uDss,Q486179,geoId/13055,US,United States of America,GA,Georgia,13055,Chattooga County,US,USA,2,4,0,67,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24746,12692,12054,3001,3096,3173,2989,3233,3334,3049,1882,989,1059837,34.48,-85.35,812,72.9,10,18,-49,,9.28,13.46,,7.89,6.96,12.99,10.67,18.56,8.35,11.14,40.37,18.1,7.42,26.388889,20.194444,33.227778,0.0,,21.119048,70.816104
US_GA_13055,2020-07-04,ChIJ7a3KrTMjYIgR8GMTa9-uDss,Q486179,geoId/13055,US,United States of America,GA,Georgia,13055,Chattooga County,US,USA,2,0,0,67,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24746,12692,12054,3001,3096,3173,2989,3233,3334,3049,1882,989,1059837,34.48,-85.35,812,72.9,-17,,-22,,,14.4,,,7.45,,,18.37,,14.9,40.72,12.41,7.95,26.122222,21.338889,32.777778,2.159,,21.936508,75.855921
US_GA_13055,2020-07-05,ChIJ7a3KrTMjYIgR8GMTa9-uDss,Q486179,geoId/13055,US,United States of America,GA,Georgia,13055,Chattooga County,US,USA,2,0,0,67,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24746,12692,12054,3001,3096,3173,2989,3233,3334,3049,1882,989,1059837,34.48,-85.35,812,72.9,,,-23,,,14.46,9.94,,8.59,8.13,,27.11,,19.43,40.67,14.46,,26.683333,21.566667,33.2,0.889,,21.579365,71.713436
US_GA_13055,2020-07-06,ChIJ7a3KrTMjYIgR8GMTa9-uDss,Q486179,geoId/13055,US,United States of America,GA,Georgia,13055,Chattooga County,US,USA,2,0,0,67,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24746,12692,12054,3001,3096,3173,2989,3233,3334,3049,1882,989,1059837,34.48,-85.35,812,72.9,,13,-36,,,14.22,8.37,5.86,8.78,12.13,10.46,28.86,7.53,15.48,51.87,12.97,8.37,25.45,21.122222,30.666667,0.0,,21.007937,74.89233
US_GA_13055,2020-07-07,ChIJ7a3KrTMjYIgR8GMTa9-uDss,Q486179,geoId/13055,US,United States of America,GA,Georgia,13055,Chattooga County,US,USA,2,6,0,73,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24746,12692,12054,3001,3096,3173,2989,3233,3334,3049,1882,989,1059837,34.48,-85.35,812,72.9,,13,-33,,8.79,12.14,6.28,8.37,5.86,8.79,7.12,26.79,9.21,17.58,33.91,12.56,9.63,25.816667,22.166667,30.916667,0.834571,,21.603175,76.00427
US_GA_13055,2020-07-08,ChIJ7a3KrTMjYIgR8GMTa9-uDss,Q486179,geoId/13055,US,United States of America,GA,Georgia,13055,Chattooga County,US,USA,2,3,0,76,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24746,12692,12054,3001,3096,3173,2989,3233,3334,3049,1882,989,1059837,34.48,-85.35,812,72.9,,9,-37,,7.11,13.81,9.21,,8.79,9.21,10.04,38.49,7.53,15.9,41.84,17.16,,25.1,21.622222,30.666667,0.550333,,22.150794,81.826782
US_GA_13055,2020-07-09,ChIJ7a3KrTMjYIgR8GMTa9-uDss,Q486179,geoId/13055,US,United States of America,GA,Georgia,13055,Chattooga County,US,USA,2,1,0,77,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24746,12692,12054,3001,3096,3173,2989,3233,3334,3049,1882,989,1059837,34.48,-85.35,812,72.9,,14,-30,,13.11,13.53,8.46,8.46,13.53,11.41,10.15,29.59,,16.49,43.97,11.84,6.76,25.261111,21.216667,31.8,4.499429,,22.150794,80.779037
US_GA_13055,2020-07-10,ChIJ7a3KrTMjYIgR8GMTa9-uDss,Q486179,geoId/13055,US,United States of America,GA,Georgia,13055,Chattooga County,US,USA,2,4,0,81,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24746,12692,12054,3001,3096,3173,2989,3233,3334,3049,1882,989,1059837,34.48,-85.35,812,72.9,-1,4,-28,,7.37,12.57,,6.07,,11.27,,25.14,9.97,18.2,47.24,12.13,7.8,26.916667,21.938889,33.444444,4.318,,22.587302,75.494211
US_GA_13055,2020-07-11,ChIJ7a3KrTMjYIgR8GMTa9-uDss,Q486179,geoId/13055,US,United States of America,GA,Georgia,13055,Chattooga County,US,USA,2,-1,0,80,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24746,12692,12054,3001,3096,3173,2989,3233,3334,3049,1882,989,1059837,34.48,-85.35,812,72.9,7,,-1,,7.93,16.79,,,,12.12,,27.51,7.93,11.66,42.9,18.65,9.33,26.544444,19.672222,32.594444,0.2286,,19.166667,62.047873
US_GA_13055,2020-07-12,ChIJ7a3KrTMjYIgR8GMTa9-uDss,Q486179,geoId/13055,US,United States of America,GA,Georgia,13055,Chattooga County,US,USA,2,1,0,81,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24746,12692,12054,3001,3096,3173,2989,3233,3334,3049,1882,989,1059837,34.48,-85.35,812,72.9,,,-16,,,7.87,8.31,,10.05,7.87,8.31,26.23,9.18,13.12,38.47,13.12,8.74,22.766667,19.188889,30.616667,0.0,,19.261905,78.237905
US_GA_13055,2020-07-13,ChIJ7a3KrTMjYIgR8GMTa9-uDss,Q486179,geoId/13055,US,United States of America,GA,Georgia,13055,Chattooga County,US,USA,2,0,0,81,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24746,12692,12054,3001,3096,3173,2989,3233,3334,3049,1882,989,1059837,34.48,-85.35,812,72.9,,8,-28,,7.91,12.07,7.08,,8.74,5.83,12.49,27.89,6.66,12.49,41.63,10.82,,24.433333,19.305556,31.755556,3.2766,,20.428571,76.262682
US_GA_13055,2020-07-14,ChIJ7a3KrTMjYIgR8GMTa9-uDss,Q486179,geoId/13055,US,United States of America,GA,Georgia,13055,Chattooga County,US,USA,2,0,0,81,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24746,12692,12054,3001,3096,3173,2989,3233,3334,3049,1882,989,1059837,34.48,-85.35,812,72.9,,10,-30,,,19.33,5.88,,8.4,15.97,8.4,20.59,,18.49,40.34,18.91,9.24,25.733333,18.805556,32.772222,0.0,,19.555556,66.613114
US_GA_13055,2020-07-15,ChIJ7a3KrTMjYIgR8GMTa9-uDss,Q486179,geoId/13055,US,United States of America,GA,Georgia,13055,Chattooga County,US,USA,2,3,0,84,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24746,12692,12054,3001,3096,3173,2989,3233,3334,3049,1882,989,1059837,34.48,-85.35,812,72.9,,8,-30,,6.69,10.04,6.69,,10.45,7.11,10.04,22.58,8.78,12.54,38.89,13.38,,26.3,19.444444,33.888889,0.0,,20.111111,66.597756
US_GA_13055,2020-07-16,ChIJ7a3KrTMjYIgR8GMTa9-uDss,Q486179,geoId/13055,US,United States of America,GA,Georgia,13055,Chattooga County,US,USA,2,4,0,88,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24746,12692,12054,3001,3096,3173,2989,3233,3334,3049,1882,989,1059837,34.48,-85.35,812,72.9,,8,-31,,6.94,14.31,,,9.54,,6.94,37.3,9.11,12.14,50.74,10.41,8.67,27.144444,20.383333,33.861111,0.0,,21.039683,66.99545
US_GA_13055,2020-07-17,ChIJ7a3KrTMjYIgR8GMTa9-uDss,Q486179,geoId/13055,US,United States of America,GA,Georgia,13055,Chattooga County,US,USA,2,1,0,89,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24746,12692,12054,3001,3096,3173,2989,3233,3334,3049,1882,989,1059837,34.48,-85.35,812,72.9,-4,2,-29,,,14.07,7.47,,6.59,11.87,,18.9,8.79,11.87,36.93,10.11,9.23,27.955556,21.133333,34.688889,0.0,,21.563492,65.987984
US_GA_13055,2020-07-18,ChIJ7a3KrTMjYIgR8GMTa9-uDss,Q486179,geoId/13055,US,United States of America,GA,Georgia,13055,Chattooga County,US,USA,2,4,0,93,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24746,12692,12054,3001,3096,3173,2989,3233,3334,3049,1882,989,1059837,34.48,-85.35,812,72.9,2,,-2,,7.05,17.4,8.94,,11.76,7.53,10.82,20.7,,18.34,28.69,13.64,8.94,27.5,22.144444,34.127778,0.0,,22.269841,71.371669
US_GA_13055,2020-07-19,ChIJ7a3KrTMjYIgR8GMTa9-uDss,Q486179,geoId/13055,US,United States of America,GA,Georgia,13055,Chattooga County,US,USA,2,0,0,93,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24746,12692,12054,3001,3096,3173,2989,3233,3334,3049,1882,989,1059837,34.48,-85.35,812,72.9,,,-11,,8.38,8.38,8.38,,7.94,15.0,8.38,32.65,,9.71,47.65,13.24,7.06,27.155556,22.388889,33.938889,0.254,,22.769841,74.452086
US_GA_13055,2020-07-20,ChIJ7a3KrTMjYIgR8GMTa9-uDss,Q486179,geoId/13055,US,United States of America,GA,Georgia,13055,Chattooga County,US,USA,2,0,0,93,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24746,12692,12054,3001,3096,3173,2989,3233,3334,3049,1882,989,1059837,34.48,-85.35,812,72.9,,10,-32,,7.11,13.81,6.7,7.53,12.55,10.46,11.3,23.01,5.86,18.41,43.1,11.3,5.86,27.244444,21.844444,34.405556,2.116667,,22.031746,70.767615
US_GA_13055,2020-07-21,ChIJ7a3KrTMjYIgR8GMTa9-uDss,Q486179,geoId/13055,US,United States of America,GA,Georgia,13055,Chattooga County,US,USA,2,5,0,98,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24746,12692,12054,3001,3096,3173,2989,3233,3334,3049,1882,989,1059837,34.48,-85.35,812,72.9,,9,-32,,,19.6,7.67,,13.21,7.67,11.51,26.42,,13.21,41.77,14.49,,27.066667,22.072222,33.916667,0.0,,22.349206,73.403665
US_GA_13055,2020-07-22,ChIJ7a3KrTMjYIgR8GMTa9-uDss,Q486179,geoId/13055,US,United States of America,GA,Georgia,13055,Chattooga County,US,USA,2,3,0,101,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24746,12692,12054,3001,3096,3173,2989,3233,3334,3049,1882,989,1059837,34.48,-85.35,812,72.9,,12,-31,,6.45,12.04,8.6,7.31,6.02,12.9,7.74,25.8,,9.46,42.14,7.31,,25.577778,21.816667,33.233333,5.842,,21.785714,77.877839
US_GA_13055,2020-07-23,ChIJ7a3KrTMjYIgR8GMTa9-uDss,Q486179,geoId/13055,US,United States of America,GA,Georgia,13055,Chattooga County,US,USA,2,14,0,115,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24746,12692,12054,3001,3096,3173,2989,3233,3334,3049,1882,989,1059837,34.48,-85.35,812,72.9,,9,-30,,8.56,16.69,6.85,6.85,8.56,10.27,,25.25,,12.41,38.09,16.26,6.42,26.705556,21.65,33.544444,1.016,,21.134921,69.734495
US_GA_13055,2020-07-24,ChIJ7a3KrTMjYIgR8GMTa9-uDss,Q486179,geoId/13055,US,United States of America,GA,Georgia,13055,Chattooga County,US,USA,2,10,0,125,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24746,12692,12054,3001,3096,3173,2989,3233,3334,3049,1882,989,1059837,34.48,-85.35,812,72.9,-4,1,-27,,,10.75,6.88,,12.04,12.04,,29.68,7.74,,41.29,8.17,9.89,26.177778,21.35,32.527778,0.0,,21.31746,72.79438
US_GA_13055,2020-07-25,ChIJ7a3KrTMjYIgR8GMTa9-uDss,Q486179,geoId/13055,US,United States of America,GA,Georgia,13055,Chattooga County,US,USA,2,9,0,134,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24746,12692,12054,3001,3096,3173,2989,3233,3334,3049,1882,989,1059837,34.48,-85.35,812,72.9,2,,-6,,,9.94,9.49,,16.26,13.1,,32.07,,7.23,37.04,10.39,10.39,26.422222,21.294444,33.088889,0.0,,21.357143,71.843245
US_GA_13055,2020-07-26,ChIJ7a3KrTMjYIgR8GMTa9-uDss,Q486179,geoId/13055,US,United States of America,GA,Georgia,13055,Chattooga County,US,USA,2,10,0,144,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24746,12692,12054,3001,3096,3173,2989,3233,3334,3049,1882,989,1059837,34.48,-85.35,812,72.9,,,-10,,7.97,14.61,6.64,,7.97,11.51,7.97,21.69,7.08,13.72,39.84,7.53,,25.311111,20.183333,32.766667,10.341429,,20.444444,72.55787
US_GA_13055,2020-07-27,ChIJ7a3KrTMjYIgR8GMTa9-uDss,Q486179,geoId/13055,US,United States of America,GA,Georgia,13055,Chattooga County,US,USA,2,1,0,145,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24746,12692,12054,3001,3096,3173,2989,3233,3334,3049,1882,989,1059837,34.48,-85.35,812,72.9,,16,-32,,,12.48,,6.85,14.9,8.86,,28.19,11.68,12.08,40.27,7.65,,25.794444,20.988889,32.816667,3.556,,21.793651,76.303497
US_GA_13055,2020-07-28,ChIJ7a3KrTMjYIgR8GMTa9-uDss,Q486179,geoId/13055,US,United States of America,GA,Georgia,13055,Chattooga County,US,USA,2,11,0,156,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24746,12692,12054,3001,3096,3173,2989,3233,3334,3049,1882,989,1059837,34.48,-85.35,812,72.9,,15,-30,,7.92,18.77,5.84,25.02,14.18,7.92,8.34,29.61,7.92,12.09,36.28,10.01,6.26,25.477778,21.172222,31.888889,5.36575,,22.047619,79.277847
US_GA_13055,2020-07-29,ChIJ7a3KrTMjYIgR8GMTa9-uDss,Q486179,geoId/13055,US,United States of America,GA,Georgia,13055,Chattooga County,US,USA,2,2,0,158,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24746,12692,12054,3001,3096,3173,2989,3233,3334,3049,1882,989,1059837,34.48,-85.35,812,72.9,,12,-32,,8.88,13.31,9.68,14.93,11.3,8.47,9.28,27.43,6.46,12.91,39.94,10.09,8.88,25.916667,22.416667,31.55,0.395111,,22.357143,79.044647
US_GA_13055,2020-07-30,ChIJ7a3KrTMjYIgR8GMTa9-uDss,Q486179,geoId/13055,US,United States of America,GA,Georgia,13055,Chattooga County,US,USA,2,8,0,166,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24746,12692,12054,3001,3096,3173,2989,3233,3334,3049,1882,989,1059837,34.48,-85.35,812,72.9,,4,-34,,7.41,14.43,8.97,10.92,8.19,10.92,,20.67,5.85,12.09,31.98,7.8,6.63,26.344444,23.072222,30.866667,0.296333,,23.119048,81.404541
US_GA_13055,2020-07-31,ChIJ7a3KrTMjYIgR8GMTa9-uDss,Q486179,geoId/13055,US,United States of America,GA,Georgia,13055,Chattooga County,US,USA,2,9,0,175,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24746,12692,12054,3001,3096,3173,2989,3233,3334,3049,1882,989,1059837,34.48,-85.35,812,72.9,8,1,-28,,7.36,15.87,12.0,8.9,9.29,10.84,10.06,24.39,,10.45,34.07,6.97,,27.888889,24.159722,33.611111,1.651,,23.211111,72.550259
US_GA_13055,2020-08-01,ChIJ7a3KrTMjYIgR8GMTa9-uDss,Q486179,geoId/13055,US,United States of America,GA,Georgia,13055,Chattooga County,US,USA,2,12,0,187,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24746,12692,12054,3001,3096,3173,2989,3233,3334,3049,1882,989,1059837,34.48,-85.35,812,72.9,8,,2,,,8.89,,7.02,9.83,14.04,7.02,26.68,,10.77,45.88,7.49,,25.716667,21.388889,31.505556,2.25425,,20.928571,72.781334
US_GA_13055,2020-08-02,ChIJ7a3KrTMjYIgR8GMTa9-uDss,Q486179,geoId/13055,US,United States of America,GA,Georgia,13055,Chattooga County,US,USA,2,11,0,198,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24746,12692,12054,3001,3096,3173,2989,3233,3334,3049,1882,989,1059837,34.48,-85.35,812,72.9,,,-15,,6.88,12.9,9.03,12.47,14.62,25.79,,27.08,6.02,11.18,38.69,6.02,6.45,24.983333,20.294444,30.644444,0.0,,19.309524,68.341521
US_GA_13055,2020-08-03,ChIJ7a3KrTMjYIgR8GMTa9-uDss,Q486179,geoId/13055,US,United States of America,GA,Georgia,13055,Chattooga County,US,USA,2,0,0,198,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24746,12692,12054,3001,3096,3173,2989,3233,3334,3049,1882,989,1059837,34.48,-85.35,812,72.9,,15,-31,,7.51,13.53,,6.76,10.89,9.77,,29.68,6.01,6.01,42.08,10.14,,24.35,20.011111,31.172222,0.85725,,19.777778,73.744624
US_GA_13055,2020-08-04,ChIJ7a3KrTMjYIgR8GMTa9-uDss,Q486179,geoId/13055,US,United States of America,GA,Georgia,13055,Chattooga County,US,USA,2,1,0,199,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24746,12692,12054,3001,3096,3173,2989,3233,3334,3049,1882,989,1059837,34.48,-85.35,812,72.9,,9,-32,,9.47,17.8,6.82,8.71,8.71,6.44,7.95,27.65,,12.88,39.77,9.85,,24.461111,19.25,31.638889,5.55625,,20.15873,74.756284
US_GA_13055,2020-08-05,ChIJ7a3KrTMjYIgR8GMTa9-uDss,Q486179,geoId/13055,US,United States of America,GA,Georgia,13055,Chattooga County,US,USA,2,13,0,212,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24746,12692,12054,3001,3096,3173,2989,3233,3334,3049,1882,989,1059837,34.48,-85.35,812,72.9,,17,-30,,7.38,10.34,6.28,7.38,5.54,8.49,,24.73,6.28,11.81,41.34,9.97,5.54,24.7,19.355556,31.35,0.92075,,20.246032,74.487286
US_GA_13055,2020-08-06,ChIJ7a3KrTMjYIgR8GMTa9-uDss,Q486179,geoId/13055,US,United States of America,GA,Georgia,13055,Chattooga County,US,USA,2,19,1,231,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24746,12692,12054,3001,3096,3173,2989,3233,3334,3049,1882,989,1059837,34.48,-85.35,812,72.9,,4,-31,,7.25,15.95,7.25,7.25,11.6,5.44,7.25,22.11,9.06,13.05,35.89,7.97,6.89,25.183333,20.533333,31.694444,0.0,,21.571429,78.372946
US_GA_13055,2020-08-07,ChIJ7a3KrTMjYIgR8GMTa9-uDss,Q486179,geoId/13055,US,United States of America,GA,Georgia,13055,Chattooga County,US,USA,2,10,0,241,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24746,12692,12054,3001,3096,3173,2989,3233,3334,3049,1882,989,1059837,34.48,-85.35,812,72.9,-2,5,-24,,5.6,12.25,10.85,4.9,8.05,9.1,7.0,23.1,6.3,8.75,38.85,7.0,,24.966667,20.311111,32.344444,4.390571,,20.992063,76.177867
