location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_AL_01063,2020-07-21,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,4,0,224,9,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-12,-21,,27.127778,22.977778,33.655556,0.423333,23.574074,79.321568
US_AL_01063,2020-07-22,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,1,1,225,10,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-17,-16,45.22,27.75,22.716667,34.3,0.7874,23.240741,74.649615
US_AL_01063,2020-07-23,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,3,0,228,10,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-20,-18,52.67,27.833333,22.25,34.033333,0.127,22.537037,72.319458
US_AL_01063,2020-07-24,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,3,0,231,10,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-30,-21,,26.188889,23.044444,32.222222,1.636889,22.75,80.338254
US_AL_01063,2020-07-25,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,1,0,232,10,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-20,,54.41,26.611111,21.955556,33.65,4.572,22.787037,78.339483
US_AL_01063,2020-07-26,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,1,0,233,10,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-29,,,26.044444,21.544444,32.688889,3.245556,22.305556,77.789475
US_AL_01063,2020-07-27,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,4,1,237,11,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-21,-21,,26.638889,22.627778,32.244444,0.1905,23.175926,80.276182
US_AL_01063,2020-07-28,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,2,0,239,11,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-19,-26,,26.311111,23.094444,31.433333,0.338667,23.157407,83.333841
US_AL_01063,2020-07-29,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,0,0,239,11,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-17,-15,60.19,25.483333,23.388889,30.661111,2.19075,23.787037,88.862727
US_AL_01063,2020-07-30,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,2,0,241,11,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-24,-28,71.83,26.416667,23.25,32.105556,9.906,23.62963,84.137506
US_AL_01063,2020-07-31,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,1,0,242,11,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-26,-24,,27.759259,24.197531,33.234568,0.931333,24.188889,79.957318
US_AL_01063,2020-08-01,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,0,0,242,11,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-22,,,26.625,22.652778,31.715278,2.69875,21.944444,75.572032
US_AL_01063,2020-08-02,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,1,0,243,11,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-27,,,26.338889,22.216667,31.0,0.3175,21.148148,70.993238
US_AL_01063,2020-08-03,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,2,0,245,11,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-21,-19,,26.505556,20.788889,32.677778,0.0254,20.12963,67.187431
US_AL_01063,2020-08-04,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,3,0,248,11,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-14,-18,46.98,25.988889,20.077778,33.072222,0.0,21.37963,74.696972
US_AL_01063,2020-08-05,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,2,0,250,11,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-20,-22,52.72,25.972222,20.6,32.466667,1.016,21.212963,75.099543
US_AL_01063,2020-08-06,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,2,0,252,11,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-20,-26,,25.855556,19.5,32.6,0.0,19.685185,69.482909
US_AL_01063,2020-08-07,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,1,0,253,11,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-35,-30,61.24,26.122222,19.644444,33.555556,0.0,20.425926,69.8104
US_AL_01063,2020-08-08,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,0,0,253,11,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-35,,,27.188889,20.883333,34.588889,0.0762,21.657407,70.586596
US_AL_01063,2020-08-09,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,2,0,255,11,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-33,,,28.072222,21.788889,35.416667,0.5334,22.425926,70.472026
US_AL_01063,2020-08-10,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,1,0,256,11,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-29,-20,,28.644444,22.616667,36.038889,0.0,23.231481,72.425129
US_AL_01063,2020-08-11,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,1,0,257,11,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-24,-23,46.22,28.638889,23.255556,35.822222,0.0,23.62963,73.869632
US_AL_01063,2020-08-12,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,1,0,258,11,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-17,-24,59.88,26.588889,21.911111,33.805556,21.2725,22.842593,79.959219
US_AL_01063,2020-08-13,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,2,0,260,11,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-21,-26,47.0,26.2,22.133333,32.522222,4.064,22.851852,82.765926
US_AL_01063,2020-08-14,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,1,0,261,11,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-35,-29,67.3,26.027778,22.866667,32.583333,1.42875,23.425926,85.237348
US_AL_01063,2020-08-15,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,1,0,262,11,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-37,,66.05,26.577778,22.794444,33.255556,12.3444,23.083333,80.191909
US_AL_01063,2020-08-16,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,1,0,263,11,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-31,,51.16,26.655556,21.033333,33.9,0.0,22.074074,75.436624
US_AL_01063,2020-08-17,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,0,2,263,13,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,,26.577778,21.738889,33.516667,0.381,21.527778,74.063197
US_AL_01063,2020-08-18,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,3,0,266,13,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,,26.116667,19.105556,33.522222,0.0,19.731481,66.707928
US_AL_01063,2020-08-19,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,4,0,270,13,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,,25.838889,19.633333,32.672222,0.0,20.518519,71.550181
US_AL_01063,2020-08-20,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,4,1,274,14,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,44.61,24.338889,19.738889,30.322222,0.987778,20.601852,79.183937
US_AL_01063,2020-08-21,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,1,0,275,14,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,,23.216667,20.077778,30.327778,11.90625,20.240741,82.771661
US_AL_01063,2020-08-22,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,-1,0,274,14,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,,23.433333,18.85,30.755556,6.6675,19.638889,78.032346
US_AL_01063,2020-08-23,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,0,0,274,14,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,,25.444444,20.1,32.266667,2.3876,21.203704,76.461667
US_AL_01063,2020-08-24,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,1,0,275,14,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,40.45,26.344444,22.244444,32.211111,0.0,22.546296,79.273854
US_AL_01063,2020-08-25,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,1,0,276,14,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,40.6,25.288889,23.4,28.8,2.95275,23.740741,90.560172
US_AL_01063,2020-08-26,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,3,0,279,14,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,48.81,27.472222,24.1,33.65,14.336889,24.787037,84.489047
US_AL_01063,2020-08-27,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,2,0,281,14,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,38.28,27.022222,23.927778,31.944444,0.60325,24.305556,85.108776
US_AL_01063,2020-08-28,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,1,0,282,14,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,,25.838889,23.433333,29.6,9.708444,23.805556,87.345043
US_AL_01063,2020-08-29,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,-1,1,281,15,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,,26.483333,23.461111,32.505556,16.735778,23.768519,83.198993
US_AL_01063,2020-08-30,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,3,0,284,15,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,,26.811111,23.3,32.988889,0.0,23.805556,82.771782
US_AL_01063,2020-08-31,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,1,0,285,15,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,,26.772222,22.783333,32.844444,3.048,24.009259,82.305205
US_AL_01063,2020-09-01,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,0,0,285,15,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,57.95,27.411111,23.088889,33.25,2.9464,24.12963,78.826199
US_AL_01063,2020-09-02,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,1,0,286,15,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,41.85,27.944444,23.811111,33.144444,0.0,23.740741,76.30477
US_AL_01063,2020-09-03,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,1,0,287,15,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,51.16,27.377778,23.405556,33.077778,0.0,22.953704,75.118943
US_AL_01063,2020-09-04,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,1,0,288,15,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,35.79,27.361111,21.455556,34.222222,0.0,22.564815,72.919314
US_AL_01063,2020-09-05,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,4,0,292,15,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,,26.422222,21.694444,31.683333,0.0,20.166667,67.698427
US_AL_01063,2020-09-06,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,0,0,292,15,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,71.32,24.538889,17.633333,32.661111,0.0,17.555556,63.330151
US_AL_01063,2020-09-07,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,0,0,292,15,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,,24.188889,17.094444,31.811111,0.0,17.944444,66.326956
US_AL_01063,2020-09-08,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,0,0,292,15,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,56.46,24.711111,18.544444,32.344444,0.0,19.87037,72.7438
US_AL_01063,2020-09-09,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,0,0,292,15,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,,25.816667,19.9,32.044444,0.0,20.37963,70.121543
US_AL_01063,2020-09-10,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,0,0,292,15,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,,,55.51,25.127778,19.261111,32.388889,0.0,20.657407,74.159129
US_AL_01063,2020-09-11,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,0,0,292,15,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-35,-24,,26.527778,22.138889,32.966667,0.649111,23.064815,80.195699
US_AL_01063,2020-09-12,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,1,0,293,15,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-40,,86.61,26.133333,22.188889,32.355556,1.524,23.166667,82.249776
US_AL_01063,2020-09-13,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,0,0,293,15,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-35,,,26.727778,22.838889,32.466667,2.229556,23.12963,80.031907
US_AL_01063,2020-09-14,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,2,0,295,15,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-23,-16,38.43,26.305556,22.194444,32.538889,0.0,22.166667,77.580712
US_AL_01063,2020-09-15,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,0,0,295,15,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-20,-27,57.25,26.194444,23.005556,30.761111,0.169333,22.157407,77.893476
US_AL_01063,2020-09-16,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,2,0,297,15,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-21,-24,52.48,23.211111,21.422222,26.744444,0.620889,19.425926,77.668601
US_AL_01063,2020-09-17,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,2,0,299,15,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-17,-28,54.25,24.75,20.827778,31.866667,3.951111,19.833333,72.831267
US_AL_01063,2020-09-18,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,1,0,300,15,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-38,-26,,23.383333,18.4,28.677778,0.0,17.712963,70.563888
US_AL_01063,2020-09-19,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,0,0,300,15,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-34,,58.29,21.45,17.838889,25.866667,0.0,15.805556,70.619003
US_AL_01063,2020-09-20,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,0,0,300,15,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-37,,,21.316667,16.744444,26.966667,0.0,14.333333,63.346493
US_AL_01063,2020-09-21,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,0,0,300,15,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-27,-21,,20.166667,17.088889,24.877778,0.0,13.157407,63.154487
US_AL_01063,2020-09-22,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,2,0,302,15,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-19,-23,,18.238889,15.105556,22.394444,0.028222,13.416667,72.422856
US_AL_01063,2020-09-23,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,1,0,303,15,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-22,-13,41.99,20.283333,16.927778,25.822222,0.326571,16.638889,79.510573
US_AL_01063,2020-09-24,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,0,0,303,15,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-26,-16,,20.444444,17.95,23.938889,12.7,19.333333,94.123001
US_AL_01063,2020-09-25,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,0,0,303,15,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-36,-15,,20.694444,19.45,23.116667,5.785556,19.203704,91.222385
US_AL_01063,2020-09-26,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,0,0,303,15,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-32,,,22.544444,20.027778,28.105556,0.127,19.296296,81.694606
US_AL_01063,2020-09-27,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,0,0,303,15,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-37,,,22.966667,17.661111,29.805556,0.0,19.268519,78.652943
US_AL_01063,2020-09-28,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,0,0,303,15,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-33,-23,58.76,22.3,17.611111,29.405556,1.27,19.685185,87.388456
US_AL_01063,2020-09-29,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,2,0,305,15,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-19,-24,65.84,17.888889,14.483333,23.866667,6.519333,12.018519,67.77902
US_AL_01063,2020-09-30,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,1,0,306,15,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-25,-15,,16.127778,8.744444,26.105556,0.4064,10.12963,66.173464
US_AL_01063,2020-10-01,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,0,0,306,15,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-25,-15,54.49,17.872222,10.577778,26.905556,0.0,11.574074,64.790524
US_AL_01063,2020-10-02,ChIJB6-ELJvIhYgR5dROx5dmh3I,Q493709,geoId/01063,US,United States of America,AL,Alabama,01063,Greene County,US,USA,2,1,0,307,15,,,8310,3937,4373,992,1024,999,870,820,1128,1332,699,446,1848778,32.852222,-87.950833,1709,75.45,,,-39,-21,44.47,15.161111,7.194444,23.244444,0.0,7.611111,59.830546
