location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WV_54077,2020-01-11,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,,,,,7.03,,7.03,11.17,7.03,24.82,,33.92,,15.524691,9.203704,21.432099,0.451556,50.8,8.909722,63.699298
US_WV_54077,2020-01-12,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,,,,,6.86,9.29,,11.3,10.09,26.24,11.71,45.62,8.07,11.58642,5.0,20.722222,13.135429,,7.1875,73.629343
US_WV_54077,2020-01-13,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,,,,,,7.4,10.89,15.68,9.15,32.23,7.4,46.6,7.84,4.858025,-0.049383,13.074074,0.762,,2.055556,83.498963
US_WV_54077,2020-01-14,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,,,,,,,8.62,14.66,9.92,30.61,7.33,48.72,7.33,5.925926,0.679012,11.666667,1.306286,,4.402778,90.715316
US_WV_54077,2020-01-15,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,,,,,,8.6,,11.76,9.05,32.57,,43.88,,6.697531,0.055556,15.950617,1.487714,,3.534722,80.313094
US_WV_54077,2020-01-16,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,,,,,7.92,9.68,7.92,15.4,17.6,29.05,7.92,44.45,9.24,7.055556,-0.907407,15.512346,1.42875,,1.152778,65.281791
US_WV_54077,2020-01-17,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,,,,,,10.78,9.06,13.8,7.33,26.74,,34.93,,-2.864198,-5.493827,-0.481481,0.471714,,-9.847222,57.294863
US_WV_54077,2020-01-18,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,,,,,7.59,6.79,9.59,13.98,11.99,23.17,,48.34,11.99,-0.302469,-4.771605,7.17284,1.959429,,-4.263889,73.582266
US_WV_54077,2020-01-19,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,,,,,9.36,7.33,9.77,14.65,10.17,16.28,7.33,39.48,,0.179012,-7.154321,9.049383,13.631333,,-3.965278,72.802701
US_WV_54077,2020-01-20,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,,,,,7.49,9.15,7.9,13.31,9.15,29.12,,48.26,,-7.858025,-9.895062,-3.851852,0.979714,,-12.229167,68.721972
US_WV_54077,2020-01-21,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,,,,,7.88,14.45,7.44,18.39,6.57,30.21,7.0,46.84,7.44,-7.0,-11.012346,-2.895062,0.0635,30.48,-11.215278,69.519964
US_WV_54077,2020-01-22,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,,,,,,11.81,6.82,19.08,12.72,34.08,6.82,50.44,11.36,-5.67284,-12.320988,4.919753,0.0,30.48,-11.284722,63.106538
US_WV_54077,2020-01-23,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,,,,,9.97,9.97,8.16,18.14,8.61,29.92,9.07,41.71,7.25,-0.839506,-8.660494,8.123457,0.0,,-8.798611,56.913376
US_WV_54077,2020-01-24,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,,,,,7.14,10.27,10.72,22.32,13.39,35.72,,40.18,8.48,4.277778,0.641975,8.450617,0.0,,-2.083333,64.519991
US_WV_54077,2020-01-25,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,,,,,6.73,11.36,7.15,23.98,10.52,23.56,7.57,39.97,7.15,4.703704,1.32716,10.141975,17.526,,3.222222,88.39653
US_WV_54077,2020-01-26,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,,,,,,6.06,,23.45,11.32,27.9,,39.62,,0.796296,-0.037037,4.462963,2.328333,,-1.743056,80.908257
US_WV_54077,2020-01-27,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,,,,,13.77,10.33,8.17,29.69,8.17,41.73,8.17,48.19,,1.265432,0.160494,2.12963,0.653143,,-1.659722,78.770438
US_WV_54077,2020-01-28,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,,,,,,7.93,,27.33,12.34,38.78,7.49,34.38,10.14,0.395062,0.006944,2.305556,0.28575,,-2.048611,81.331131
US_WV_54077,2020-01-29,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,,,,,6.97,6.53,,29.61,12.19,36.14,,38.75,8.27,-0.604938,-2.148148,0.895062,0.60325,,-3.847222,76.503612
US_WV_54077,2020-01-30,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,,,,,,12.13,7.63,32.34,11.23,35.93,,49.85,10.33,-2.481481,-5.709877,0.95679,0.108857,,-5.1875,79.791183
US_WV_54077,2020-01-31,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,,,,,,7.94,10.14,32.19,11.46,29.1,,37.48,,1.512346,-2.950617,5.932099,0.181429,,-1.138889,81.333499
US_WV_54077,2020-02-01,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,,,,,,6.65,6.65,19.96,,36.6,,37.43,9.57,1.901235,-0.771605,5.111111,0.846667,,0.986111,92.583821
US_WV_54077,2020-02-02,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,,,,,9.26,8.45,9.26,20.12,13.68,29.78,6.44,34.61,8.85,4.358025,0.160494,12.666667,3.937,,-0.590278,68.344194
US_WV_54077,2020-02-03,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,,,,,6.67,12.45,7.11,20.01,15.56,33.34,6.67,42.68,,12.808642,4.364198,19.734568,0.366889,30.48,2.034722,47.262341
US_WV_54077,2020-02-04,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,,,,,,8.88,10.66,19.1,9.33,34.21,7.55,46.65,7.55,12.993827,5.759259,17.401235,1.0795,,5.888889,61.135606
US_WV_54077,2020-02-05,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,,,,,,7.91,6.59,27.24,12.3,39.54,6.59,38.22,9.67,4.839506,0.679012,13.160494,7.069667,,2.541667,86.568855
US_WV_54077,2020-02-06,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,,,,,8.25,9.56,9.56,36.06,14.34,31.71,,45.18,,6.722222,1.024691,11.469136,3.513667,,5.159722,91.363486
US_WV_54077,2020-02-07,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,,,,,,7.4,,27.15,6.58,36.2,,34.96,,1.888889,-2.901235,9.271605,10.414,,0.0625,87.268879
US_WV_54077,2020-02-08,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,,,,,,7.54,,28.06,14.24,27.64,8.79,33.08,,-2.197531,-4.296296,1.203704,3.937,,-5.416667,76.513143
US_WV_54077,2020-02-09,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,,,,,,8.44,9.71,27.86,11.4,25.33,6.33,45.59,8.02,0.006173,-3.87037,5.567901,1.058333,50.8,-3.013889,78.340177
US_WV_54077,2020-02-10,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,,,,,6.83,8.97,6.4,29.03,,32.88,7.26,33.73,7.26,6.746914,1.111111,9.524691,4.614333,30.48,2.833333,75.148054
US_WV_54077,2020-02-11,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,,,,,,16.65,,31.98,,31.11,10.51,40.74,,7.030864,3.487654,9.333333,15.663333,,6.020833,92.517843
US_WV_54077,2020-02-12,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,,,,,6.69,13.82,,23.19,12.49,37.01,8.47,39.69,,1.734568,-1.481481,6.351852,3.175,,-1.555556,77.244977
US_WV_54077,2020-02-13,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,,,,,,6.8,6.8,23.11,9.06,30.82,6.8,43.51,8.61,5.592593,0.012346,11.660494,9.313333,,3.902778,89.087775
US_WV_54077,2020-02-14,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,,,,,8.08,7.63,8.53,15.71,9.87,15.26,8.53,36.8,,-2.993827,-6.993827,1.524691,4.953,,-7.375,70.243111
US_WV_54077,2020-02-15,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,3,-6,4,,6.97,15.25,,16.56,10.9,24.84,9.59,34.43,6.54,-6.290123,-13.345679,3.845679,0.508,,-12.618056,59.451963
US_WV_54077,2020-02-16,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,11,-3,1,,7.13,10.49,,16.36,13.01,29.37,6.71,41.12,8.81,3.814815,-0.987654,10.635802,0.0,50.8,-5.888889,48.646794
US_WV_54077,2020-02-17,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,-5,-3,-7,,7.37,13.43,9.1,17.77,8.23,34.23,,40.73,,3.907407,-3.765432,10.770833,0.0,,-2.743056,61.159464
US_WV_54077,2020-02-18,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,2,-3,2,,6.81,10.64,6.38,20.43,12.34,31.07,11.49,39.58,8.09,8.308642,5.753086,11.765432,0.0,,1.013889,58.935131
US_WV_54077,2020-02-19,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,-3,-2,1,,7.78,13.72,11.44,16.93,12.81,32.02,,39.8,7.32,2.881944,-2.0625,10.027778,5.950857,,-2.412698,66.857946
US_WV_54077,2020-02-20,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,1,-7,-1,,7.82,7.36,,17.02,7.82,19.78,,46.46,,-1.623457,-5.018519,3.925926,0.0,,-8.465278,59.060893
US_WV_54077,2020-02-21,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,-11,-2,1,,,12.44,12.44,14.75,9.68,30.41,,35.94,,-5.08642,-11.018519,1.67284,0.0,,-12.930556,52.714066
US_WV_54077,2020-02-22,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,2,7,6,,,13.5,6.97,18.29,6.97,20.03,8.27,34.4,10.01,-0.932099,-9.0,8.259259,0.0,,-13.340278,37.617967
US_WV_54077,2020-02-23,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,12,5,12,,8.22,8.63,,15.62,9.46,25.08,,43.17,9.05,2.203704,-6.030864,12.45679,0.0,,-11.152778,37.030591
US_WV_54077,2020-02-24,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,-2,-8,4,,,10.97,,26.33,6.58,26.33,7.46,40.37,7.9,6.0,-1.530864,12.808642,0.0,,-5.243056,44.213574
US_WV_54077,2020-02-25,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,0,4,3,,6.64,11.51,7.08,30.54,15.49,44.26,9.29,47.35,7.08,7.709877,3.382716,12.018519,2.431143,,4.340278,78.03239
US_WV_54077,2020-02-26,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,7,12,1,,,10.07,9.19,30.64,10.07,40.27,,38.52,7.44,9.395062,5.419753,14.283951,2.63525,,7.013889,84.116218
US_WV_54077,2020-02-27,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,-14,-11,-13,,6.51,6.51,8.54,29.7,12.61,36.61,,34.58,6.1,-1.611111,-5.407407,7.432099,11.284857,,-5.222222,74.132379
US_WV_54077,2020-02-28,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,-3,-5,-12,,,9.85,8.56,22.7,6.42,28.26,7.71,32.12,,-2.493827,-5.111111,0.820988,1.052286,50.8,-7.409722,66.973619
US_WV_54077,2020-02-29,ChIJs6-7lb2hSogRV66gPet-6L0,Q495157,geoId/54077,US,United States of America,WV,West Virginia,54077,Preston County,US,USA,2,,,,,,,33826,17392,16434,3650,3484,4140,4325,4459,4807,4728,2837,1396,1245076,39.47,-79.67,526,1687,77.0625,8,-2,4,,,9.74,7.2,25.42,,38.13,8.9,38.55,7.63,-4.518519,-8.018519,-0.734568,1.100667,30.48,-10.965278,58.644439
