location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MI_26035,2020-01-01,ChIJKaTYZthbH4gRGi_zhNuGnxM,Q63953,geoId/26035,US,United States of America,MI,Michigan,26035,Clare County,US,USA,2,,,,,,,30565,15268,15297,3306,3377,3185,2988,3402,4620,5011,3161,1515,1907312,43.99,-84.84,1490,75.19,,,,,,7.97,9.06,,5.8,19.57,10.14,6.16,,9.42,25.36,,6.52,7.25,39.85,,5.43,-2.433333,-6.005556,1.1,0.169333,100.33,-6.462963,74.303578
US_MI_26035,2020-01-02,ChIJKaTYZthbH4gRGi_zhNuGnxM,Q63953,geoId/26035,US,United States of America,MI,Michigan,26035,Clare County,US,USA,2,,,,,,,30565,15268,15297,3306,3377,3185,2988,3402,4620,5011,3161,1515,1907312,43.99,-84.84,1490,75.19,,,,,,10.99,7.69,,5.13,16.85,6.23,8.43,5.86,5.5,30.77,8.79,9.53,6.23,38.84,7.33,,2.766667,-2.077778,6.527778,0.0762,100.33,-2.567901,68.031941
US_MI_26035,2020-01-03,ChIJKaTYZthbH4gRGi_zhNuGnxM,Q63953,geoId/26035,US,United States of America,MI,Michigan,26035,Clare County,US,USA,2,,,,,,,30565,15268,15297,3306,3377,3185,2988,3402,4620,5011,3161,1515,1907312,43.99,-84.84,1490,75.19,,,,,10.33,10.68,4.99,,6.41,14.96,11.04,7.12,,12.46,21.37,5.34,5.7,6.77,37.03,,,2.433333,0.4,5.055556,0.0,129.54,-0.641975,80.427151
US_MI_26035,2020-01-04,ChIJKaTYZthbH4gRGi_zhNuGnxM,Q63953,geoId/26035,US,United States of America,MI,Michigan,26035,Clare County,US,USA,2,,,,,,,30565,15268,15297,3306,3377,3185,2988,3402,4620,5011,3161,1515,1907312,43.99,-84.84,1490,75.19,,,,,6.34,5.63,7.04,,5.28,17.25,10.91,6.34,,5.28,23.58,4.93,6.69,5.28,26.75,5.98,,-0.511111,-1.688889,1.744444,0.0,129.54,-3.438272,81.051574
US_MI_26035,2020-01-05,ChIJKaTYZthbH4gRGi_zhNuGnxM,Q63953,geoId/26035,US,United States of America,MI,Michigan,26035,Clare County,US,USA,2,,,,,,,30565,15268,15297,3306,3377,3185,2988,3402,4620,5011,3161,1515,1907312,43.99,-84.84,1490,75.19,,,,,9.86,,7.3,,,17.89,8.76,6.21,,6.94,21.54,7.67,6.21,5.84,34.68,7.3,8.03,-1.433333,-2.944444,-0.177778,0.1905,78.74,-4.734568,78.763677
US_MI_26035,2020-01-06,ChIJKaTYZthbH4gRGi_zhNuGnxM,Q63953,geoId/26035,US,United States of America,MI,Michigan,26035,Clare County,US,USA,2,,,,,,,30565,15268,15297,3306,3377,3185,2988,3402,4620,5011,3161,1515,1907312,43.99,-84.84,1490,75.19,,,,,8.35,6.26,8.0,,7.3,9.39,7.3,9.04,,9.04,28.87,8.0,8.35,,40.69,5.91,6.26,0.255556,-2.538889,2.527778,0.834571,78.74,-4.876543,68.931536
US_MI_26035,2020-01-07,ChIJKaTYZthbH4gRGi_zhNuGnxM,Q63953,geoId/26035,US,United States of America,MI,Michigan,26035,Clare County,US,USA,2,,,,,,,30565,15268,15297,3306,3377,3185,2988,3402,4620,5011,3161,1515,1907312,43.99,-84.84,1490,75.19,,,,,4.07,6.69,11.06,6.69,4.07,13.09,5.82,9.31,,5.82,21.82,,5.53,,29.39,4.66,5.53,-0.372222,-3.772222,2.516667,0.0,149.86,-4.012346,77.251125
US_MI_26035,2020-01-08,ChIJKaTYZthbH4gRGi_zhNuGnxM,Q63953,geoId/26035,US,United States of America,MI,Michigan,26035,Clare County,US,USA,2,,,,,,,30565,15268,15297,3306,3377,3185,2988,3402,4620,5011,3161,1515,1907312,43.99,-84.84,1490,75.19,,,,,5.98,6.52,5.98,5.16,5.71,12.23,5.98,3.8,,7.07,25.27,3.8,3.8,5.43,25.82,8.15,5.43,-5.3,-8.705556,1.161111,0.127,149.86,-11.54321,62.228894
US_MI_26035,2020-01-09,ChIJKaTYZthbH4gRGi_zhNuGnxM,Q63953,geoId/26035,US,United States of America,MI,Michigan,26035,Clare County,US,USA,2,,,,,,,30565,15268,15297,3306,3377,3185,2988,3402,4620,5011,3161,1515,1907312,43.99,-84.84,1490,75.19,,,,,5.39,6.98,,5.08,,16.49,6.34,9.52,,6.34,26.96,7.29,,5.71,36.16,6.34,5.08,-5.577778,-10.65,2.905556,0.0,180.34,-10.845679,67.253451
US_MI_26035,2020-01-10,ChIJKaTYZthbH4gRGi_zhNuGnxM,Q63953,geoId/26035,US,United States of America,MI,Michigan,26035,Clare County,US,USA,2,,,,,,,30565,15268,15297,3306,3377,3185,2988,3402,4620,5011,3161,1515,1907312,43.99,-84.84,1490,75.19,,,,,,7.34,7.34,,,11.01,6.67,11.68,,5.01,19.36,,6.67,5.67,29.71,6.01,,5.966667,2.661111,7.816667,0.127,180.34,2.617284,78.882506
