location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_AL_01007,2020-01-01,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,11.55,13.96,20.7,40.43,5.111111,-0.933333,12.838889,0.0,,-1.422222,61.048427
US_AL_01007,2020-01-02,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,8.9,15.18,28.27,40.3,10.85,7.561111,16.627778,3.302,,7.466667,80.261834
US_AL_01007,2020-01-03,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,12.41,15.89,17.88,29.3,16.716667,13.444444,21.4,48.655111,,15.577778,94.667307
US_AL_01007,2020-01-04,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,,12.55,24.05,39.21,12.944444,8.377778,15.15,12.446,,8.366667,74.533056
US_AL_01007,2020-01-05,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,,16.48,22.14,41.19,5.322222,-1.866667,14.433333,0.0762,,-1.4,62.204878
US_AL_01007,2020-01-06,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,10.95,11.95,29.37,28.37,8.288889,1.6,18.588889,0.0,,3.633333,69.941813
US_AL_01007,2020-01-07,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,10.38,12.64,20.32,38.37,12.105556,8.05,15.111111,0.0254,,3.755556,56.622516
US_AL_01007,2020-01-08,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,,14.6,26.11,34.51,6.505556,-2.122222,17.355556,0.0,,-2.455556,51.338778
US_AL_01007,2020-01-09,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,11.13,8.56,19.26,39.81,8.0,0.138889,18.772222,0.0,,0.366667,57.585533
US_AL_01007,2020-01-10,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,7.26,10.64,26.12,33.87,17.65,15.261111,22.394444,0.0,,10.944444,64.494135
US_AL_01007,2020-01-11,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,9.89,,23.08,34.85,20.161111,17.766667,23.144444,1.580444,,16.833333,81.579803
US_AL_01007,2020-01-12,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,9.81,10.32,18.58,35.61,13.122222,7.377778,18.738889,26.1874,,9.844444,80.24238
US_AL_01007,2020-01-13,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,,10.56,18.72,40.33,15.388889,12.827778,19.561111,0.649111,,13.288889,87.46278
US_AL_01007,2020-01-14,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,6.58,10.54,22.82,40.82,18.233333,16.577778,20.044444,23.988889,,17.322222,95.011706
US_AL_01007,2020-01-15,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,,12.85,22.48,38.53,16.783333,12.972222,20.65,27.234444,,15.833333,93.113284
US_AL_01007,2020-01-16,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,9.05,9.55,21.12,37.21,17.472222,14.211111,19.422222,2.596444,,13.077778,76.522211
US_AL_01007,2020-01-17,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,,11.38,18.8,35.63,13.383333,9.0,20.133333,1.411111,,-1.822222,35.356751
US_AL_01007,2020-01-18,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,11.99,8.99,18.98,33.97,13.322222,10.755556,16.772222,1.100667,,5.1,58.998669
US_AL_01007,2020-01-19,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,,,21.93,41.25,9.572222,3.427778,15.75,6.970889,,0.8,56.086351
US_AL_01007,2020-01-20,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,9.08,10.6,18.67,35.83,1.405556,-2.777778,6.916667,0.127,,-7.933333,51.809606
US_AL_01007,2020-01-21,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,9.92,20.36,29.75,47.5,-0.772222,-4.644444,5.377778,0.0,,-8.677778,55.766384
US_AL_01007,2020-01-22,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,11.61,17.41,32.18,49.59,1.005556,-4.894444,9.511111,0.0,,-8.311111,48.008817
US_AL_01007,2020-01-23,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,7.82,18.25,27.64,38.07,5.766667,3.233333,8.255556,0.536222,,-0.922222,61.510805
US_AL_01007,2020-01-24,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,9.59,18.12,18.12,39.97,10.505556,7.588889,15.25,15.578667,,7.088889,79.105541
US_AL_01007,2020-01-25,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,10.74,16.11,28.46,42.42,6.072222,0.588889,12.172222,0.4572,,0.677778,67.524823
US_AL_01007,2020-01-26,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,11.48,24.39,24.87,33.0,5.922222,0.383333,12.061111,0.0,,2.0,74.912581
US_AL_01007,2020-01-27,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,14.11,35.04,30.17,40.39,9.844444,7.066667,14.494444,0.733778,,6.733333,80.66703
US_AL_01007,2020-01-28,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,14.12,26.72,35.29,50.91,7.677778,0.522222,17.455556,0.254,,2.433333,67.008965
US_AL_01007,2020-01-29,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,12.03,17.8,42.81,39.45,9.522222,6.905556,13.777778,0.169333,,3.366667,63.810712
US_AL_01007,2020-01-30,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,11.24,33.22,29.64,44.98,7.4,0.055556,16.822222,1.1176,,2.966667,70.380503
US_AL_01007,2020-01-31,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,14.31,30.15,24.02,33.73,9.266667,6.077778,13.133333,0.0,,5.111111,74.102982
US_AL_01007,2020-02-01,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,10.23,23.53,32.23,30.18,9.244444,7.727778,11.416667,0.084667,,5.733333,79.500624
US_AL_01007,2020-02-02,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,9.27,22.43,23.89,35.11,8.177778,-0.283333,20.35,0.2286,,1.644444,61.261271
US_AL_01007,2020-02-03,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,8.93,18.91,28.9,42.03,12.716667,4.344444,23.038889,0.0,,5.322222,58.726477
US_AL_01007,2020-02-04,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,9.54,27.04,19.09,38.17,17.122222,13.688889,22.016667,0.056444,,12.3,72.878739
US_AL_01007,2020-02-05,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,10.48,23.82,35.73,36.68,19.188889,17.611111,22.066667,3.612444,,17.622222,90.228583
US_AL_01007,2020-02-06,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,,20.19,22.54,29.58,15.122222,7.455556,21.638889,60.113333,,13.744444,93.015389
US_AL_01007,2020-02-07,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,12.15,22.27,32.39,26.82,5.233333,1.455556,9.083333,39.116,,0.933333,74.489596
US_AL_01007,2020-02-08,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,,19.87,28.02,30.57,7.105556,2.15,14.838889,0.846667,,1.111111,64.540309
US_AL_01007,2020-02-09,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,11.55,14.57,24.11,32.65,8.494444,1.783333,18.633333,0.8128,,3.1,69.26892
US_AL_01007,2020-02-10,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,11.38,22.31,26.41,39.62,14.388889,11.35,17.738889,0.0,,9.366667,72.64133
US_AL_01007,2020-02-11,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,10.14,16.48,22.81,32.95,17.25,12.777778,21.6,87.093778,,15.933333,92.919757
US_AL_01007,2020-02-12,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,7.77,15.13,21.27,33.54,15.383333,11.033333,24.866667,19.1262,,12.922222,85.65922
US_AL_01007,2020-02-13,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,11.38,16.87,22.77,31.62,15.188889,7.938889,23.344444,8.833556,,11.988889,84.235184
US_AL_01007,2020-02-14,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,7.51,18.52,22.52,33.03,5.811111,0.588889,11.327778,8.1026,,-2.277778,56.919501
US_AL_01007,2020-02-15,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,14,10,3,,10.95,21.89,20.33,41.7,5.472222,-2.372222,15.644444,0.0,,-4.877778,46.867179
US_AL_01007,2020-02-16,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,-3,-2,-3,,13.47,22.8,23.83,38.86,9.827778,6.138889,13.861111,0.508,,3.422222,63.407188
US_AL_01007,2020-02-17,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,7,6,-13,,,15.55,20.9,32.56,11.616667,7.938889,17.65,1.3716,,9.266667,87.466739
US_AL_01007,2020-02-18,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,-4,7,1,,11.36,17.25,23.56,35.34,16.288889,14.183333,21.177778,9.764889,,15.011111,93.279262
US_AL_01007,2020-02-19,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,-1,-3,0,,10.21,21.28,23.41,32.34,13.5,10.155556,19.888889,30.846889,,11.511111,90.609459
US_AL_01007,2020-02-20,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,-1,-11,1,,,9.37,16.61,40.9,9.416667,5.738889,11.283333,9.849556,,7.333333,88.702082
US_AL_01007,2020-02-21,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,-5,8,4,,9.44,10.73,27.03,25.32,4.322222,-0.266667,9.233333,28.730222,,-1.933333,64.661835
US_AL_01007,2020-02-22,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,6,-2,19,,11.07,20.63,26.16,32.2,3.916667,-3.438889,13.505556,0.0,,-3.866667,55.681246
US_AL_01007,2020-02-23,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,-5,-2,-2,,9.96,24.12,18.35,40.37,7.138889,1.244444,13.494444,0.0,,0.022222,59.798459
US_AL_01007,2020-02-24,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,2,6,2,,9.3,9.72,24.94,30.01,10.716667,7.933333,14.305556,1.439333,,6.111111,75.458893
US_AL_01007,2020-02-25,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,7,11,4,,11.48,27.22,32.74,29.77,15.005556,11.038889,16.966667,12.050889,,11.477778,80.595585
US_AL_01007,2020-02-26,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,15,3,6,,17.05,27.7,34.95,36.23,9.372222,6.027778,14.433333,0.0,,6.211111,81.085872
US_AL_01007,2020-02-27,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,22,5,6,,8.63,26.75,37.53,29.77,5.344444,0.644444,9.983333,0.8128,,-4.022222,51.44861
US_AL_01007,2020-02-28,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,5,-2,5,,12.29,21.5,32.91,30.71,5.344444,-2.116667,15.627778,0.0,,-2.677778,54.961587
US_AL_01007,2020-02-29,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,23,3,6,,12.27,22.41,25.61,40.02,8.722222,0.344444,17.7,0.0,,-1.377778,48.763883
US_AL_01007,2020-03-01,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,20,6,3,,12.94,23.82,28.99,30.03,9.816667,2.388889,20.15,0.0,,0.777778,52.363096
US_AL_01007,2020-03-02,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,8,8,2,,8.11,24.74,37.31,27.98,15.0,11.938889,19.494444,1.439333,,10.477778,75.756515
US_AL_01007,2020-03-03,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,18,16,3,,9.09,20.66,39.67,38.44,18.85,16.283333,22.244444,22.069778,,16.722222,87.319424
US_AL_01007,2020-03-04,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,4,-13,-1,,11.04,19.68,32.63,35.99,14.844444,12.311111,19.438889,26.359556,,13.577778,92.776638
US_AL_01007,2020-03-05,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,14,3,2,,,28.52,37.03,35.03,11.994444,10.944444,14.394444,56.303333,,10.577778,91.323977
US_AL_01007,2020-03-06,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,5,3,3,,11.77,34.27,33.76,29.67,10.627778,5.45,16.377778,19.3294,,2.9,58.782534
US_AL_01007,2020-03-07,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,,,,,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,17,5,11,,10.28,20.55,18.39,38.4,8.461111,0.9,16.35,0.0,,-3.155556,43.711761
