location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_AL_01007,2020-08-11,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,5,1,455,6,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,1,-26,,10.49,7.75,20.98,26.45,27.916667,22.983333,34.711111,0.0,,22.377778,70.83858
US_AL_01007,2020-08-12,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,9,0,464,6,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,-25,,13.87,11.18,24.61,35.79,27.022222,22.383333,33.905556,4.699,,22.366667,74.240343
US_AL_01007,2020-08-13,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,5,0,469,6,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,-26,,10.6,11.92,20.75,32.67,26.65,22.15,33.594444,5.672667,,22.722222,77.680189
US_AL_01007,2020-08-14,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,8,0,477,6,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,-8,-25,,9.11,7.75,19.59,32.81,25.811111,22.505556,31.838889,0.677333,,22.844444,83.821115
US_AL_01007,2020-08-15,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,6,0,483,6,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,-8,,11.41,,12.41,33.25,26.405556,22.916667,32.711111,9.764889,,22.688889,79.050603
US_AL_01007,2020-08-16,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,0,0,483,6,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,-22,,11.29,,22.1,31.03,26.805556,20.511111,33.716667,0.1524,,21.122222,69.700959
US_AL_01007,2020-08-17,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,5,0,488,6,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,15.07,10.96,20.55,31.51,27.027778,21.827778,33.633333,0.0,,21.644444,70.300134
US_AL_01007,2020-08-18,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,2,0,490,6,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,10.68,7.57,23.14,34.27,25.944444,18.955556,33.561111,0.8382,,18.766667,63.605496
US_AL_01007,2020-08-19,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,13,0,503,6,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,13.29,6.86,23.57,30.43,25.972222,19.7,33.2,0.0,,19.611111,66.315059
US_AL_01007,2020-08-20,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,4,0,507,6,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,,9.21,25.43,29.37,24.183333,20.161111,30.172222,4.289778,,20.111111,76.373554
US_AL_01007,2020-08-21,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,7,0,514,6,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,8.19,,24.99,27.14,23.411111,20.155556,30.044444,13.1445,,20.1,80.832515
US_AL_01007,2020-08-22,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,2,0,516,6,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,8.87,,24.14,46.79,23.383333,19.6,30.072222,9.42975,,20.111111,80.072621
US_AL_01007,2020-08-23,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,7,0,523,6,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,9.81,,19.61,25.68,25.3,21.316667,31.872222,6.067778,,21.577778,79.184232
US_AL_01007,2020-08-24,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,3,0,526,6,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,8.79,6.7,23.02,36.83,26.061111,22.683333,31.111111,0.310444,,22.2,77.948545
US_AL_01007,2020-08-25,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,1,0,527,6,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,8.61,6.56,18.45,31.58,25.4,23.627778,28.405556,2.921,,23.411111,87.968238
US_AL_01007,2020-08-26,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,3,0,530,6,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,11.78,,20.3,32.08,27.361111,24.211111,33.45,11.5824,,24.055556,81.639034
US_AL_01007,2020-08-27,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,3,0,533,6,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,10.82,,15.63,24.05,27.283333,23.688889,32.55,0.0,,24.088889,81.198814
US_AL_01007,2020-08-28,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,2,0,535,6,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,10.04,7.33,18.91,27.79,25.333333,23.138889,28.822222,10.0965,,23.566667,89.367926
US_AL_01007,2020-08-29,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,5,1,540,7,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,9.05,,21.44,26.21,25.816667,23.4,30.933333,15.5448,,23.588889,87.724498
US_AL_01007,2020-08-30,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,10,0,550,7,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,9.32,,17.31,31.07,26.555556,23.327778,32.366667,0.15875,,23.866667,84.94687
US_AL_01007,2020-08-31,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,4,1,554,8,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,8.71,7.12,26.13,33.25,26.061111,22.788889,32.011111,6.7945,,23.711111,85.979281
US_AL_01007,2020-09-01,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,4,0,558,8,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,9.78,,10.57,39.91,26.411111,22.433333,32.311111,7.224889,,23.677778,83.806088
US_AL_01007,2020-09-02,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,4,0,562,8,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,8.17,10.12,26.85,31.13,27.266667,23.572222,32.183333,0.0,,23.4,78.410346
US_AL_01007,2020-09-03,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,2,0,564,8,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,7.17,9.81,25.67,33.22,26.87037,23.074074,32.475309,0.0,,22.819444,75.854894
US_AL_01007,2020-09-04,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,6,1,570,9,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,7.41,10.13,15.98,20.66,26.820988,21.111111,33.685185,0.0,,22.555556,74.078993
US_AL_01007,2020-09-05,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,6,0,576,9,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,7.96,11.45,13.93,33.84,26.141975,20.654321,31.722222,0.0,,18.111111,60.977386
US_AL_01007,2020-09-06,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,5,0,581,9,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,10.55,10.55,23.61,37.17,23.62963,16.709877,31.580247,0.0,,16.986111,64.284707
US_AL_01007,2020-09-07,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,2,0,583,9,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,13.98,6.99,21.91,27.97,23.660494,16.783951,31.0,0.0,,16.805556,62.89977
US_AL_01007,2020-09-08,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,6,0,589,9,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,11.65,6.21,24.86,34.57,24.197531,19.037037,31.5,0.0,,19.111111,70.3251
US_AL_01007,2020-09-09,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,2,0,591,9,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,10.94,6.25,21.87,35.93,25.154321,18.753086,31.666667,0.0,,19.013889,66.302682
US_AL_01007,2020-09-10,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,3,0,594,9,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,,,12.51,,14.72,30.17,25.027778,20.655556,30.566667,0.0,,21.744444,76.888794
US_AL_01007,2020-09-11,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,8,0,602,9,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,-11,-19,,9.07,6.42,19.27,32.11,26.45,22.4,32.655556,1.651,,22.788889,77.274819
US_AL_01007,2020-09-12,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,2,0,604,9,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,-9,,9.99,8.57,39.03,35.22,26.211111,22.266667,32.466667,0.649111,,22.722222,78.6055
US_AL_01007,2020-09-13,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,3,0,607,9,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,-26,,9.42,,25.44,34.86,26.472222,22.888889,32.005556,1.1684,,21.955556,74.014688
US_AL_01007,2020-09-14,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,3,0,610,9,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,-17,,10.06,9.29,23.6,30.95,26.661111,22.838889,32.122222,0.0,,21.244444,69.81043
US_AL_01007,2020-09-15,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,1,0,611,9,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,-2,-19,,10.96,10.58,29.09,31.74,25.961111,23.261111,29.85,0.056444,,21.511111,75.561184
US_AL_01007,2020-09-16,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,1,0,612,9,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,-21,,8.32,6.05,26.86,33.29,22.022222,20.227778,24.694444,0.635,,18.222222,78.605599
US_AL_01007,2020-09-17,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,5,0,617,9,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,-18,,18.06,5.64,18.44,32.74,24.074074,20.567901,30.808642,21.717,,19.555556,73.252219
US_AL_01007,2020-09-18,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,2,1,619,10,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,-10,-16,,9.12,6.84,16.72,26.22,23.592593,18.882716,28.32716,1.806222,,17.638889,67.719053
US_AL_01007,2020-09-19,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,9,0,628,10,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,-3,,10.82,,17.87,23.99,21.395062,18.283951,25.006173,0.0,,15.166667,67.848997
US_AL_01007,2020-09-20,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,4,0,632,10,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,-25,,9.31,,18.16,29.8,20.475309,16.104938,25.561728,0.0,,11.805556,56.560075
US_AL_01007,2020-09-21,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,4,0,636,10,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,-21,,6.87,6.11,21.77,31.32,19.5,16.537037,23.919753,0.0,,10.875,56.519802
US_AL_01007,2020-09-22,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,-1,0,635,10,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,3,-17,,,12.54,21.61,32.85,17.617284,14.185185,22.197531,0.0,,10.708333,63.234669
US_AL_01007,2020-09-23,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,3,0,638,10,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,-16,,13.75,6.11,23.3,27.89,20.511111,16.805556,26.777778,0.028222,,14.755556,68.374597
US_AL_01007,2020-09-24,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,4,0,642,10,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,-16,,8.19,7.44,16.74,32.74,20.461111,17.527778,24.511111,3.429,,17.822222,88.502058
US_AL_01007,2020-09-25,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,10,0,652,10,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,-13,-14,,11.04,,18.26,37.8,20.91358,19.462963,23.734568,13.97,,19.472222,91.343083
US_AL_01007,2020-09-26,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,2,0,654,10,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,-16,,11.14,8.35,22.28,33.41,22.635802,20.030864,28.240741,0.197556,,19.055556,79.562227
US_AL_01007,2020-09-27,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,2,0,656,10,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,-25,,10.1,7.8,22.48,40.38,23.160494,18.018519,29.876543,0.0,,19.166667,75.727294
US_AL_01007,2020-09-28,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,1,0,657,10,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,-17,,8.71,6.22,13.27,29.45,23.5,18.438272,29.783951,0.0,,20.333333,82.472413
US_AL_01007,2020-09-29,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,1,0,658,10,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,-17,,11.84,9.16,22.14,38.56,17.407407,14.907407,22.481481,5.1435,,12.75,74.479773
US_AL_01007,2020-09-30,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,6,1,664,11,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,-18,2,11.08,,24.54,36.41,15.746914,8.425926,25.320988,1.298222,,9.611111,64.771241
US_AL_01007,2020-10-01,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,8,-1,672,10,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,-14,-2,12.63,7.5,20.53,29.61,17.633333,10.655556,26.455556,0.0,,11.511111,65.463792
US_AL_01007,2020-10-02,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,3,0,675,10,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,-4,-14,,10.1,,18.82,24.78,15.283951,7.259259,22.419753,0.0,,6.083333,53.597457
US_AL_01007,2020-10-03,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,3,0,678,10,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,-14,,10.9,12.32,20.85,34.59,13.796296,5.611111,23.623457,0.0,,6.625,59.198653
US_AL_01007,2020-10-04,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,8,0,686,10,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,-24,,8.8,10.65,15.74,28.24,16.222222,9.516667,24.594444,0.0,,10.211111,62.312359
US_AL_01007,2020-10-05,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,1,0,687,10,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,-20,,13.33,12.52,26.25,30.29,17.422222,10.8,26.4,0.0,,12.277778,69.80757
US_AL_01007,2020-10-06,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,4,0,691,10,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,3,-23,,10.55,7.43,25.41,39.87,18.488889,11.244444,28.044444,0.0,,13.2,68.778687
US_AL_01007,2020-10-07,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,12,0,703,10,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,-21,1,7.35,11.6,19.33,32.09,21.45,14.611111,30.4,0.0,,16.077778,71.07171
US_AL_01007,2020-10-08,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,5,2,708,12,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,-19,,11.36,6.66,19.59,27.43,20.677778,14.411111,28.044444,0.0,,15.888889,73.629054
US_AL_01007,2020-10-09,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,11,0,719,12,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,-1,-18,,6.29,7.97,21.39,39.0,21.888889,19.488889,25.694444,0.112889,,19.088889,82.903484
US_AL_01007,2020-10-10,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,7,0,726,12,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,-15,,6.97,7.41,22.22,39.21,22.805556,20.7,26.794444,9.5885,,21.044444,91.210862
US_AL_01007,2020-10-11,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,10,0,736,12,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,-29,,10.47,10.01,16.84,43.7,21.761111,20.15,24.816667,41.05275,,20.377778,92.095966
US_AL_01007,2020-10-12,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,2,0,738,12,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,-26,,7.11,9.34,27.12,38.23,23.344444,20.438889,29.183333,1.0922,,20.666667,84.316322
US_AL_01007,2020-10-13,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,6,0,744,12,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,-22,,14.2,7.54,23.08,41.27,21.855556,16.638889,26.527778,0.0,,15.588889,67.331468
US_AL_01007,2020-10-14,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,0,1,744,13,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,-15,,,,22.54,32.97,17.061111,8.311111,27.333333,0.0,,11.033333,64.062134
US_AL_01007,2020-10-15,ChIJEdvIA8szj4gRU_XpIL_1cSw,Q461204,geoId/01007,US,United States of America,AL,Alabama,01007,Bibb County,US,USA,2,17,0,761,13,,,22550,12056,10494,2516,2595,3126,3132,3117,3142,2497,1645,780,1848760,32.997778,-87.126389,75,1612,73.55,,,-17,,6.6,9.68,22.0,33.88,18.811111,12.372222,26.816667,0.0,,14.766667,74.698721
