location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_AL_01105,2020-01-01,ChIJXwPkJ9Fuj4gRE6mFCNBDUTA,Q253538,geoId/01105,US,United States of America,AL,Alabama,01105,Perry County,US,USA,2,,,,,,,9302,4338,4964,1088,1475,1361,930,984,1085,1111,787,481,1848795,32.635833,-87.291944,84,1875,73.9,,,,,46.02,5.005556,-1.022222,13.566667,0.0,-0.458333,66.211118
US_AL_01105,2020-01-02,ChIJXwPkJ9Fuj4gRE6mFCNBDUTA,Q253538,geoId/01105,US,United States of America,AL,Alabama,01105,Perry County,US,USA,2,,,,,,,9302,4338,4964,1088,1475,1361,930,984,1085,1111,787,481,1848795,32.635833,-87.291944,84,1875,73.9,,,,33.55,33.55,10.85,7.461111,17.177778,0.635,7.361111,79.544707
US_AL_01105,2020-01-03,ChIJXwPkJ9Fuj4gRE6mFCNBDUTA,Q253538,geoId/01105,US,United States of America,AL,Alabama,01105,Perry County,US,USA,2,,,,,,,9302,4338,4964,1088,1475,1361,930,984,1085,1111,787,481,1848795,32.635833,-87.291944,84,1875,73.9,,,,31.68,48.97,17.022222,14.238889,21.577778,53.75275,16.402778,94.617076
US_AL_01105,2020-01-04,ChIJXwPkJ9Fuj4gRE6mFCNBDUTA,Q253538,geoId/01105,US,United States of America,AL,Alabama,01105,Perry County,US,USA,2,,,,,,,9302,4338,4964,1088,1475,1361,930,984,1085,1111,787,481,1848795,32.635833,-87.291944,84,1875,73.9,,,,,32.86,13.061111,8.955556,15.188889,12.92225,8.708333,74.394891
US_AL_01105,2020-01-05,ChIJXwPkJ9Fuj4gRE6mFCNBDUTA,Q253538,geoId/01105,US,United States of America,AL,Alabama,01105,Perry County,US,USA,2,,,,,,,9302,4338,4964,1088,1475,1361,930,984,1085,1111,787,481,1848795,32.635833,-87.291944,84,1875,73.9,,,,,36.59,5.511111,-1.4,14.277778,0.0,-0.541667,65.439471
US_AL_01105,2020-01-06,ChIJXwPkJ9Fuj4gRE6mFCNBDUTA,Q253538,geoId/01105,US,United States of America,AL,Alabama,01105,Perry County,US,USA,2,,,,,,,9302,4338,4964,1088,1475,1361,930,984,1085,1111,787,481,1848795,32.635833,-87.291944,84,1875,73.9,,,,22.58,45.16,8.2,1.716667,18.905556,0.0,4.222222,74.524889
US_AL_01105,2020-01-07,ChIJXwPkJ9Fuj4gRE6mFCNBDUTA,Q253538,geoId/01105,US,United States of America,AL,Alabama,01105,Perry County,US,USA,2,,,,,,,9302,4338,4964,1088,1475,1361,930,984,1085,1111,787,481,1848795,32.635833,-87.291944,84,1875,73.9,,,,26.86,29.1,12.177778,7.972222,15.511111,0.0254,4.236111,58.101294
US_AL_01105,2020-01-08,ChIJXwPkJ9Fuj4gRE6mFCNBDUTA,Q253538,geoId/01105,US,United States of America,AL,Alabama,01105,Perry County,US,USA,2,,,,,,,9302,4338,4964,1088,1475,1361,930,984,1085,1111,787,481,1848795,32.635833,-87.291944,84,1875,73.9,,,,38.16,44.13,6.238889,-2.15,17.411111,0.0,-1.611111,56.40194
US_AL_01105,2020-01-09,ChIJXwPkJ9Fuj4gRE6mFCNBDUTA,Q253538,geoId/01105,US,United States of America,AL,Alabama,01105,Perry County,US,USA,2,,,,,,,9302,4338,4964,1088,1475,1361,930,984,1085,1111,787,481,1848795,32.635833,-87.291944,84,1875,73.9,,,,,34.6,7.577778,-0.45,19.022222,0.0,1.416667,65.205401
US_AL_01105,2020-01-10,ChIJXwPkJ9Fuj4gRE6mFCNBDUTA,Q253538,geoId/01105,US,United States of America,AL,Alabama,01105,Perry County,US,USA,2,,,,,,,9302,4338,4964,1088,1475,1361,930,984,1085,1111,787,481,1848795,32.635833,-87.291944,84,1875,73.9,,,,28.06,34.53,17.594444,15.2,22.555556,0.0,11.222222,65.093208
US_AL_01105,2020-01-11,ChIJXwPkJ9Fuj4gRE6mFCNBDUTA,Q253538,geoId/01105,US,United States of America,AL,Alabama,01105,Perry County,US,USA,2,,,,,,,9302,4338,4964,1088,1475,1361,930,984,1085,1111,787,481,1848795,32.635833,-87.291944,84,1875,73.9,,,,,49.28,20.255556,17.905556,23.233333,1.87325,17.333333,82.407869
US_AL_01105,2020-01-12,ChIJXwPkJ9Fuj4gRE6mFCNBDUTA,Q253538,geoId/01105,US,United States of America,AL,Alabama,01105,Perry County,US,USA,2,,,,,,,9302,4338,4964,1088,1475,1361,930,984,1085,1111,787,481,1848795,32.635833,-87.291944,84,1875,73.9,,,,,37.89,12.994444,7.455556,18.733333,22.7076,10.125,81.473533
US_AL_01105,2020-01-13,ChIJXwPkJ9Fuj4gRE6mFCNBDUTA,Q253538,geoId/01105,US,United States of America,AL,Alabama,01105,Perry County,US,USA,2,,,,,,,9302,4338,4964,1088,1475,1361,930,984,1085,1111,787,481,1848795,32.635833,-87.291944,84,1875,73.9,,,,16.98,,15.144444,12.394444,19.311111,0.34925,13.333333,87.573211
US_AL_01105,2020-01-14,ChIJXwPkJ9Fuj4gRE6mFCNBDUTA,Q253538,geoId/01105,US,United States of America,AL,Alabama,01105,Perry County,US,USA,2,,,,,,,9302,4338,4964,1088,1475,1361,930,984,1085,1111,787,481,1848795,32.635833,-87.291944,84,1875,73.9,,,,27.4,25.57,18.283333,16.572222,20.144444,26.25725,17.763889,95.932261
US_AL_01105,2020-01-15,ChIJXwPkJ9Fuj4gRE6mFCNBDUTA,Q253538,geoId/01105,US,United States of America,AL,Alabama,01105,Perry County,US,USA,2,,,,,,,9302,4338,4964,1088,1475,1361,930,984,1085,1111,787,481,1848795,32.635833,-87.291944,84,1875,73.9,,,,31.82,28.18,17.005556,13.094444,21.15,29.845,16.402778,93.478292
US_AL_01105,2020-01-16,ChIJXwPkJ9Fuj4gRE6mFCNBDUTA,Q253538,geoId/01105,US,United States of America,AL,Alabama,01105,Perry County,US,USA,2,,,,,,,9302,4338,4964,1088,1475,1361,930,984,1085,1111,787,481,1848795,32.635833,-87.291944,84,1875,73.9,,,,23.58,39.3,17.711111,14.644444,19.516667,0.98425,13.75,77.378242
US_AL_01105,2020-01-17,ChIJXwPkJ9Fuj4gRE6mFCNBDUTA,Q253538,geoId/01105,US,United States of America,AL,Alabama,01105,Perry County,US,USA,2,,,,,,,9302,4338,4964,1088,1475,1361,930,984,1085,1111,787,481,1848795,32.635833,-87.291944,84,1875,73.9,,,,,23.12,13.655556,9.044444,20.477778,0.282222,-0.402778,37.587972
US_AL_01105,2020-01-18,ChIJXwPkJ9Fuj4gRE6mFCNBDUTA,Q253538,geoId/01105,US,United States of America,AL,Alabama,01105,Perry County,US,USA,2,,,,,,,9302,4338,4964,1088,1475,1361,930,984,1085,1111,787,481,1848795,32.635833,-87.291944,84,1875,73.9,,,,36.13,40.3,14.033333,11.405556,17.472222,0.0,5.708333,56.503416
US_AL_01105,2020-01-19,ChIJXwPkJ9Fuj4gRE6mFCNBDUTA,Q253538,geoId/01105,US,United States of America,AL,Alabama,01105,Perry County,US,USA,2,,,,,,,9302,4338,4964,1088,1475,1361,930,984,1085,1111,787,481,1848795,32.635833,-87.291944,84,1875,73.9,,,,,44.45,9.927778,3.794444,16.133333,6.76275,1.347222,55.143774
US_AL_01105,2020-01-20,ChIJXwPkJ9Fuj4gRE6mFCNBDUTA,Q253538,geoId/01105,US,United States of America,AL,Alabama,01105,Perry County,US,USA,2,,,,,,,9302,4338,4964,1088,1475,1361,930,984,1085,1111,787,481,1848795,32.635833,-87.291944,84,1875,73.9,,,,22.6,38.55,1.966667,-2.372222,7.316667,0.127,-7.638889,48.891023
