location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anemia,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bloating,search_trends_bone_fracture,search_trends_burn,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_dementia,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_epilepsy,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_flatulence,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_hay_fever,search_trends_headache,search_trends_heart_arrhythmia,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_nausea,search_trends_obesity,search_trends_pain,search_trends_paresthesia,search_trends_perspiration,search_trends_scar,search_trends_skin_condition,search_trends_skin_rash,search_trends_sleep_disorder,search_trends_sore_throat,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_KY_21199,2020-01-11,ChIJq-RDKfrIQogRSTapYRjXqOQ,Q506309,geoId/21199,US,United States of America,KY,Kentucky,21199,Pulaski County,US,USA,2,,,,,,,64314,31376,32938,7670,8022,7379,7486,8272,9136,8303,5456,2590,1846579,37.1,-84.58,1754,74.784615,,,,,2.62,8.18,8.64,5.09,12.81,,8.49,6.33,,3.7,6.64,4.32,2.31,2.62,,2.47,17.9,4.01,8.64,4.78,2.16,4.17,4.17,10.34,4.32,3.24,3.09,3.7,5.25,2.31,4.63,5.56,,7.56,2.78,3.09,8.03,28.09,5.86,2.93,9.88,3.86,3.86,6.02,2.62,2.93,5.4,48.61,,2.62,2.62,5.71,10.49,3.24,2.16,,8.49,4.17,5.71,3.86,3.7,2.62,2.93,17.344444,13.305556,22.716667,2.648857,,12.355556,72.690944
US_KY_21199,2020-01-12,ChIJq-RDKfrIQogRSTapYRjXqOQ,Q506309,geoId/21199,US,United States of America,KY,Kentucky,21199,Pulaski County,US,USA,2,,,,,,,64314,31376,32938,7670,8022,7379,7486,8272,9136,8303,5456,2590,1846579,37.1,-84.58,1754,74.784615,,,,,2.2,6.14,8.82,5.51,9.76,2.36,7.4,6.61,2.52,3.78,5.83,5.51,2.68,5.04,3.62,3.94,18.42,4.09,10.07,3.94,,7.87,2.52,9.29,4.41,,2.99,8.66,9.29,3.15,4.09,4.72,,6.46,,2.68,8.97,29.6,7.4,4.09,8.5,4.41,4.41,5.2,3.15,2.68,3.62,48.96,4.09,,4.57,4.72,8.66,,3.94,3.31,7.87,5.83,8.5,2.83,,3.94,2.2,9.683333,5.061111,18.872222,10.087429,,6.505556,81.035087
US_KY_21199,2020-01-13,ChIJq-RDKfrIQogRSTapYRjXqOQ,Q506309,geoId/21199,US,United States of America,KY,Kentucky,21199,Pulaski County,US,USA,2,,,,,,,64314,31376,32938,7670,8022,7379,7486,8272,9136,8303,5456,2590,1846579,37.1,-84.58,1754,74.784615,,,,,3.02,8.09,8.64,5.35,12.34,2.47,10.7,6.45,2.6,3.56,8.5,5.07,3.02,2.47,1.92,4.8,19.61,4.66,9.74,3.02,2.74,5.35,2.47,13.85,5.35,3.15,2.88,6.03,5.9,2.33,5.9,3.84,1.92,5.07,2.19,4.8,11.52,28.25,7.41,3.43,8.09,3.56,6.31,4.53,2.19,3.43,6.31,53.34,1.92,,3.43,4.94,7.27,3.56,2.06,4.53,8.5,6.31,6.17,2.88,5.21,4.66,2.19,5.627778,1.111111,12.338889,0.0,,4.016667,89.505448
US_KY_21199,2020-01-14,ChIJq-RDKfrIQogRSTapYRjXqOQ,Q506309,geoId/21199,US,United States of America,KY,Kentucky,21199,Pulaski County,US,USA,2,,,,,,,64314,31376,32938,7670,8022,7379,7486,8272,9136,8303,5456,2590,1846579,37.1,-84.58,1754,74.784615,,,,,3.62,5.09,10.32,5.23,11.66,2.95,8.31,6.84,4.42,4.29,6.97,22.66,2.01,3.75,2.81,5.9,16.76,2.95,9.38,2.81,2.95,6.03,2.68,12.47,5.63,5.76,4.16,6.17,27.21,2.95,3.49,3.75,,4.69,4.02,3.22,9.52,39.95,9.12,1.88,6.17,4.56,6.03,5.5,2.68,3.89,6.3,50.0,2.95,,2.68,5.5,7.24,2.41,3.62,5.9,7.91,6.7,4.83,2.68,3.08,6.03,2.15,11.3,6.122222,14.1,2.685143,,10.038889,92.124087
US_KY_21199,2020-01-15,ChIJq-RDKfrIQogRSTapYRjXqOQ,Q506309,geoId/21199,US,United States of America,KY,Kentucky,21199,Pulaski County,US,USA,2,,,,,,,64314,31376,32938,7670,8022,7379,7486,8272,9136,8303,5456,2590,1846579,37.1,-84.58,1754,74.784615,,,,,3.4,6.4,10.35,3.4,15.66,3.0,11.44,6.67,2.18,5.17,7.49,11.71,2.59,2.72,3.27,3.68,16.48,3.4,9.94,3.54,3.95,4.9,2.18,13.35,6.4,5.99,3.68,6.13,11.98,2.59,5.04,5.45,3.27,6.95,3.95,3.4,11.85,35.95,5.99,4.22,7.35,4.9,7.08,6.13,4.08,3.68,6.54,46.02,2.59,,3.27,5.99,9.12,3.27,2.86,4.77,7.35,7.22,5.86,2.59,3.27,4.49,,12.416667,7.694444,18.238889,0.834571,,11.616667,94.946324
US_KY_21199,2020-01-16,ChIJq-RDKfrIQogRSTapYRjXqOQ,Q506309,geoId/21199,US,United States of America,KY,Kentucky,21199,Pulaski County,US,USA,2,,,,,,,64314,31376,32938,7670,8022,7379,7486,8272,9136,8303,5456,2590,1846579,37.1,-84.58,1754,74.784615,,,,,2.66,6.02,8.12,5.04,11.47,4.2,9.52,6.44,3.36,5.32,6.44,5.74,,3.92,,3.36,17.77,5.46,9.65,3.36,,5.46,3.08,11.89,2.52,5.04,3.64,7.97,7.56,2.38,5.18,4.76,,5.6,4.62,3.92,10.35,30.64,7.28,3.22,8.96,2.8,8.39,6.58,2.38,3.22,5.46,45.05,4.2,1.96,3.78,5.74,9.1,3.78,3.22,4.62,6.16,6.16,4.2,2.52,2.38,3.78,,9.133333,3.883333,16.655556,0.6985,,4.088889,70.9091
US_KY_21199,2020-01-17,ChIJq-RDKfrIQogRSTapYRjXqOQ,Q506309,geoId/21199,US,United States of America,KY,Kentucky,21199,Pulaski County,US,USA,2,,,,,,,64314,31376,32938,7670,8022,7379,7486,8272,9136,8303,5456,2590,1846579,37.1,-84.58,1754,74.784615,,,,,2.28,5.85,9.98,4.56,13.12,3.28,7.56,8.84,3.28,3.71,7.42,5.85,2.71,3.99,2.57,3.0,19.4,2.85,10.98,3.57,2.28,5.85,3.71,12.69,4.71,2.28,3.57,7.42,8.27,2.71,5.13,5.99,2.42,6.7,,3.99,11.27,30.38,7.7,3.42,9.7,3.0,5.99,5.99,2.14,3.85,7.84,48.64,,,2.28,5.56,6.85,,3.42,3.0,6.7,6.56,5.56,2.28,3.42,4.14,2.71,0.377778,-2.844444,5.822222,0.0,,-6.688889,59.559298
US_KY_21199,2020-01-18,ChIJq-RDKfrIQogRSTapYRjXqOQ,Q506309,geoId/21199,US,United States of America,KY,Kentucky,21199,Pulaski County,US,USA,2,,,,,,,64314,31376,32938,7670,8022,7379,7486,8272,9136,8303,5456,2590,1846579,37.1,-84.58,1754,74.784615,,,,,2.69,7.03,10.47,4.63,14.05,2.24,8.82,5.68,4.34,4.34,6.73,5.08,2.54,3.89,3.14,2.54,19.29,4.04,9.87,2.09,2.54,5.83,2.54,10.77,5.38,2.69,4.04,5.53,5.38,3.14,6.73,4.93,,6.43,,3.89,10.02,23.92,5.68,2.09,5.53,3.29,5.38,5.98,3.59,4.04,6.13,43.36,2.99,2.09,2.84,4.04,7.62,,3.89,,6.88,5.08,3.14,3.44,5.23,4.79,,7.161111,0.966667,10.583333,0.798286,,-0.45,58.667287
US_KY_21199,2020-01-19,ChIJq-RDKfrIQogRSTapYRjXqOQ,Q506309,geoId/21199,US,United States of America,KY,Kentucky,21199,Pulaski County,US,USA,2,,,,,,,64314,31376,32938,7670,8022,7379,7486,8272,9136,8303,5456,2590,1846579,37.1,-84.58,1754,74.784615,,,,,2.79,8.23,8.23,6.99,15.53,2.33,8.38,6.68,3.42,3.88,6.99,7.45,,4.19,2.17,2.95,17.24,4.97,10.56,5.12,,4.5,3.88,10.56,5.59,2.33,3.57,5.9,5.28,2.17,4.5,2.79,,5.43,,3.26,7.76,30.75,5.59,,10.25,3.42,3.88,6.68,3.57,4.04,5.9,47.05,3.73,,2.95,5.75,9.01,2.33,3.42,6.37,3.26,3.11,6.06,3.57,5.43,3.88,2.48,0.802469,-4.512346,10.67284,2.667,,-4.703704,66.802525
US_KY_21199,2020-01-20,ChIJq-RDKfrIQogRSTapYRjXqOQ,Q506309,geoId/21199,US,United States of America,KY,Kentucky,21199,Pulaski County,US,USA,2,,,,,,,64314,31376,32938,7670,8022,7379,7486,8272,9136,8303,5456,2590,1846579,37.1,-84.58,1754,74.784615,,,,,2.62,6.27,10.21,6.56,16.04,2.77,10.35,8.31,2.48,4.96,7.44,7.29,,3.06,2.48,4.81,22.02,6.12,13.71,3.94,2.48,6.85,4.23,12.83,7.44,3.5,4.52,7.44,4.67,3.79,5.83,5.83,2.33,5.25,3.65,4.52,11.96,31.65,8.31,3.06,10.35,2.62,6.85,6.56,4.08,2.92,6.56,47.54,4.08,,3.06,4.81,9.48,2.33,3.06,2.92,7.15,7.44,5.54,4.96,3.35,4.38,2.92,-6.395062,-8.296296,-3.197531,0.0,,-11.111111,69.398484
US_KY_21199,2020-01-21,ChIJq-RDKfrIQogRSTapYRjXqOQ,Q506309,geoId/21199,US,United States of America,KY,Kentucky,21199,Pulaski County,US,USA,2,,,,,,,64314,31376,32938,7670,8022,7379,7486,8272,9136,8303,5456,2590,1846579,37.1,-84.58,1754,74.784615,,,,,2.53,7.17,10.27,4.22,13.08,2.53,8.44,7.03,3.23,3.94,8.02,4.78,2.25,4.36,,4.08,19.55,4.78,13.08,,3.52,6.47,5.06,10.27,4.92,4.78,3.23,6.05,5.34,2.11,5.63,5.63,2.39,11.82,2.39,4.78,12.24,32.35,6.47,1.97,12.1,2.39,8.72,12.66,6.33,,7.88,56.27,3.94,2.67,3.66,7.03,8.3,2.53,3.94,4.92,7.17,5.63,4.64,4.78,3.52,3.52,3.94,-3.461111,-6.216667,-0.027778,0.0,,-10.311111,59.602748
US_KY_21199,2020-01-22,ChIJq-RDKfrIQogRSTapYRjXqOQ,Q506309,geoId/21199,US,United States of America,KY,Kentucky,21199,Pulaski County,US,USA,2,,,,,,,64314,31376,32938,7670,8022,7379,7486,8272,9136,8303,5456,2590,1846579,37.1,-84.58,1754,74.784615,,,,,3.02,6.33,9.64,4.46,16.69,4.89,11.65,6.91,4.32,4.32,6.19,7.34,3.02,4.32,2.16,3.74,26.62,4.17,12.38,5.9,3.88,5.47,3.45,14.96,3.74,4.75,4.61,6.76,5.76,3.45,5.18,4.32,2.88,8.78,3.88,,14.1,33.09,8.35,2.59,11.08,4.17,5.18,9.93,3.31,,7.34,51.37,2.3,2.73,2.45,6.76,10.94,3.6,3.88,6.19,8.2,7.2,4.75,3.6,2.73,3.88,3.02,-3.527778,-9.7,5.194444,0.0,,-9.411111,63.92748
US_KY_21199,2020-01-23,ChIJq-RDKfrIQogRSTapYRjXqOQ,Q506309,geoId/21199,US,United States of America,KY,Kentucky,21199,Pulaski County,US,USA,2,,,,,,,64314,31376,32938,7670,8022,7379,7486,8272,9136,8303,5456,2590,1846579,37.1,-84.58,1754,74.784615,,,,,2.12,7.06,9.89,3.81,16.24,2.97,12.29,9.75,3.11,3.67,5.65,5.08,2.4,4.1,2.26,3.39,25.71,6.07,13.28,4.24,2.12,4.52,4.66,12.85,5.51,3.53,4.38,6.5,6.36,3.11,4.94,8.05,2.97,6.5,3.67,3.39,11.72,33.05,7.06,3.67,10.03,3.39,7.34,8.05,3.39,4.38,5.23,52.12,,,2.97,6.36,9.89,3.81,3.81,5.23,6.5,5.93,8.05,3.11,3.81,3.11,4.38,2.95,-1.4,8.866667,0.0,,-5.327778,55.028516
US_KY_21199,2020-01-24,ChIJq-RDKfrIQogRSTapYRjXqOQ,Q506309,geoId/21199,US,United States of America,KY,Kentucky,21199,Pulaski County,US,USA,2,,,,,,,64314,31376,32938,7670,8022,7379,7486,8272,9136,8303,5456,2590,1846579,37.1,-84.58,1754,74.784615,,,,,,4.79,10.43,4.79,15.79,3.52,7.61,7.33,3.52,3.38,6.63,4.93,2.96,3.38,1.97,2.12,31.86,2.12,13.11,4.93,2.68,5.5,5.22,13.68,7.47,5.36,4.65,6.91,6.63,2.54,4.23,3.1,3.81,6.63,4.51,4.37,11.56,38.35,7.89,4.65,10.15,3.67,5.5,6.06,3.67,2.26,5.22,47.65,2.68,,3.38,7.89,9.02,,3.95,2.4,8.18,6.63,6.34,3.81,3.81,5.78,,6.816667,2.577778,10.455556,5.261429,,5.327778,90.381231
US_KY_21199,2020-01-25,ChIJq-RDKfrIQogRSTapYRjXqOQ,Q506309,geoId/21199,US,United States of America,KY,Kentucky,21199,Pulaski County,US,USA,2,,,,,,,64314,31376,32938,7670,8022,7379,7486,8272,9136,8303,5456,2590,1846579,37.1,-84.58,1754,74.784615,,,,,2.9,4.42,9.91,4.27,14.18,,9.3,5.03,,3.51,7.62,5.49,2.44,2.59,,4.73,28.51,2.9,12.81,3.35,2.29,4.42,3.2,12.05,4.88,3.2,5.18,6.56,8.08,2.59,4.57,5.79,2.29,6.4,,3.35,9.0,39.03,6.71,4.73,9.45,4.73,5.49,6.4,,2.29,7.01,43.46,2.9,,3.51,4.57,9.45,3.2,3.05,3.05,5.64,7.93,6.1,3.35,2.29,4.42,3.2,3.416667,1.361111,7.333333,5.261429,,0.916667,83.800792
US_KY_21199,2020-01-26,ChIJq-RDKfrIQogRSTapYRjXqOQ,Q506309,geoId/21199,US,United States of America,KY,Kentucky,21199,Pulaski County,US,USA,2,,,,,,,64314,31376,32938,7670,8022,7379,7486,8272,9136,8303,5456,2590,1846579,37.1,-84.58,1754,74.784615,,,,,3.36,7.3,8.61,3.79,12.7,2.34,10.22,7.01,3.21,3.36,4.67,5.4,,,,3.21,27.73,5.11,13.14,4.53,,7.44,2.19,11.97,5.11,2.34,4.09,7.01,7.59,3.21,3.94,2.77,,7.15,2.48,4.38,8.32,38.39,5.69,3.36,9.05,2.48,5.99,6.28,3.36,,5.4,50.8,4.53,,,5.55,11.53,3.21,3.36,3.36,7.3,5.55,5.55,2.92,4.82,3.36,3.36,2.677778,0.338889,6.005556,0.0635,,-1.438889,74.474112
US_KY_21199,2020-01-27,ChIJq-RDKfrIQogRSTapYRjXqOQ,Q506309,geoId/21199,US,United States of America,KY,Kentucky,21199,Pulaski County,US,USA,2,,,,,,,64314,31376,32938,7670,8022,7379,7486,8272,9136,8303,5456,2590,1846579,37.1,-84.58,1754,74.784615,,,,,2.04,6.38,8.42,3.53,16.44,3.53,9.1,5.71,3.26,5.43,7.06,5.71,2.31,3.12,2.58,3.53,30.56,3.94,13.04,4.08,1.9,5.16,3.26,14.94,6.52,3.53,4.08,6.79,5.43,1.9,8.15,5.16,,5.98,3.12,4.21,11.27,47.41,7.61,5.03,6.38,2.04,5.57,5.84,3.8,5.16,6.66,49.99,2.85,,3.12,6.11,8.42,3.53,3.4,4.08,6.66,6.52,8.83,,6.11,4.89,4.21,5.45,2.561111,9.716667,0.60325,,2.544444,81.722808
