location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TX_48205,2020-01-01,ChIJ9wblhkdJBIcRSJPPuSPACsI,Q112714,geoId/48205,US,United States of America,TX,Texas,48205,Hartley County,US,USA,2,,,,,,,5716,3412,2304,665,673,677,864,1001,745,492,383,216,1809481,35.84,-102.61,3790,83.5,,,,,4.105556,-3.7,16.311111,0.0,,-6.907407,44.521241
US_TX_48205,2020-01-02,ChIJ9wblhkdJBIcRSJPPuSPACsI,Q112714,geoId/48205,US,United States of America,TX,Texas,48205,Hartley County,US,USA,2,,,,,,,5716,3412,2304,665,673,677,864,1001,745,492,383,216,1809481,35.84,-102.61,3790,83.5,,,45.06,39.18,5.438889,0.427778,12.094444,0.0508,,-3.753086,51.696946
US_TX_48205,2020-01-03,ChIJ9wblhkdJBIcRSJPPuSPACsI,Q112714,geoId/48205,US,United States of America,TX,Texas,48205,Hartley County,US,USA,2,,,,,,,5716,3412,2304,665,673,677,864,1001,745,492,383,216,1809481,35.84,-102.61,3790,83.5,,,33.28,66.55,3.627778,-2.855556,10.15,0.310444,,-3.320988,60.549723
US_TX_48205,2020-01-04,ChIJ9wblhkdJBIcRSJPPuSPACsI,Q112714,geoId/48205,US,United States of America,TX,Texas,48205,Hartley County,US,USA,2,,,,,,,5716,3412,2304,665,673,677,864,1001,745,492,383,216,1809481,35.84,-102.61,3790,83.5,,,,63.95,4.094444,-3.527778,16.388889,0.0,,-5.141975,51.151088
US_TX_48205,2020-01-05,ChIJ9wblhkdJBIcRSJPPuSPACsI,Q112714,geoId/48205,US,United States of America,TX,Texas,48205,Hartley County,US,USA,2,,,,,,,5716,3412,2304,665,673,677,864,1001,745,492,383,216,1809481,35.84,-102.61,3790,83.5,,,,,7.194444,-1.122222,13.416667,0.0,,-4.790123,42.422426
US_TX_48205,2020-01-06,ChIJ9wblhkdJBIcRSJPPuSPACsI,Q112714,geoId/48205,US,United States of America,TX,Texas,48205,Hartley County,US,USA,2,,,,,,,5716,3412,2304,665,673,677,864,1001,745,492,383,216,1809481,35.84,-102.61,3790,83.5,,,47.66,38.49,3.4,-4.244444,12.227778,0.0,,-7.049383,46.203096
US_TX_48205,2020-01-07,ChIJ9wblhkdJBIcRSJPPuSPACsI,Q112714,geoId/48205,US,United States of America,TX,Texas,48205,Hartley County,US,USA,2,,,,,,,5716,3412,2304,665,673,677,864,1001,745,492,383,216,1809481,35.84,-102.61,3790,83.5,,,30.5,37.43,3.122222,-6.194444,16.705556,0.0,,-10.154321,36.8597
US_TX_48205,2020-01-08,ChIJ9wblhkdJBIcRSJPPuSPACsI,Q112714,geoId/48205,US,United States of America,TX,Texas,48205,Hartley County,US,USA,2,,,,,,,5716,3412,2304,665,673,677,864,1001,745,492,383,216,1809481,35.84,-102.61,3790,83.5,,,29.78,22.69,5.744444,-3.622222,17.366667,0.0,,-9.592593,32.351415
US_TX_48205,2020-01-09,ChIJ9wblhkdJBIcRSJPPuSPACsI,Q112714,geoId/48205,US,United States of America,TX,Texas,48205,Hartley County,US,USA,2,,,,,,,5716,3412,2304,665,673,677,864,1001,745,492,383,216,1809481,35.84,-102.61,3790,83.5,,,36.19,43.14,7.244444,-2.311111,15.4,0.0,,-7.228395,34.912348
US_TX_48205,2020-01-10,ChIJ9wblhkdJBIcRSJPPuSPACsI,Q112714,geoId/48205,US,United States of America,TX,Texas,48205,Hartley County,US,USA,2,,,,,,,5716,3412,2304,665,673,677,864,1001,745,492,383,216,1809481,35.84,-102.61,3790,83.5,,,,45.53,4.083333,-0.777778,11.722222,0.0,,-5.530864,48.956838
