location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_OK_40135,2021-03-05,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,2,0,3937,31,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,14,14,,14,-11,4,4.18,6.15,11.57,7.88,7.88,5.66,7.63,4.68,5.17,10.83,,3.45,,5.91,,9.6,18.95,6.15,3.69,6.15,4.92,5.66,41.35,4.43,4.92,4.92,7.63,4.68,11.294444,6.594444,17.861111,0.0508,,2.933333,56.83624
US_OK_40135,2021-03-06,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,43,0,3980,31,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,17,8,,17,-7,0,5.42,7.97,15.95,9.57,7.33,,7.33,,5.42,6.38,7.33,5.1,,4.46,,10.84,19.77,,11.8,4.78,,4.78,45.92,6.7,7.33,5.1,,5.74,6.938889,-1.405556,16.588889,1.100667,,-0.338889,60.065286
US_OK_40135,2021-03-07,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,4,0,3984,31,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,22,,,26,-8,,,8.79,12.25,6.59,8.16,6.59,9.11,,5.34,6.59,,5.03,6.28,,5.97,5.97,22.61,6.59,9.11,6.59,,6.91,45.85,,10.05,6.59,6.28,7.85,9.244444,-0.166667,19.144444,0.0,,-1.355556,47.874705
US_OK_40135,2021-03-08,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,0,0,3984,31,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,15,12,,14,-13,5,4.95,7.42,10.64,11.39,6.19,5.45,,3.71,7.92,13.12,5.69,6.19,,3.96,3.96,10.4,23.27,4.95,7.67,8.17,,5.94,38.12,4.95,9.41,6.43,7.92,5.69,11.2,1.983333,19.95,0.0,,-0.994444,43.662744
US_OK_40135,2021-03-09,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,1,1,3985,32,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,14,8,,14,-12,4,5.74,8.98,9.73,11.97,8.48,4.24,5.99,6.98,5.99,10.97,5.74,6.48,5.74,3.49,4.49,9.73,20.2,5.24,8.98,5.74,5.49,9.23,36.66,5.99,6.98,6.98,7.23,6.73,14.811111,9.3,20.627778,0.0,,5.094444,52.506241
US_OK_40135,2021-03-10,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,14,0,3999,32,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,18,15,,10,-11,1,4.16,6.61,10.77,9.3,8.32,6.86,10.04,,3.43,8.32,3.92,3.92,3.43,3.67,6.37,9.3,23.02,3.67,8.08,5.14,5.39,12.0,45.3,,9.06,5.63,3.67,4.16,18.038889,16.272222,21.85,0.0,,10.527778,61.811975
US_OK_40135,2021-03-11,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,5,0,4004,32,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,22,9,,20,-14,2,4.36,7.5,13.79,10.16,5.32,3.87,6.29,6.53,4.36,13.07,4.84,3.63,3.87,4.36,5.08,9.92,22.02,5.57,6.05,4.11,4.84,7.99,31.7,4.11,5.57,6.05,5.81,6.29,19.272222,15.627778,22.227778,0.0,,14.344444,73.619653
US_OK_40135,2021-03-12,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,3,0,4007,32,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,19,10,,16,-17,4,11.33,8.96,11.86,6.85,8.17,5.27,6.06,,3.95,13.97,,4.48,,4.74,4.22,7.12,20.29,6.59,7.38,3.69,4.74,6.32,38.74,3.69,7.12,6.85,5.8,6.85,16.711111,12.766667,23.072222,0.6985,,13.944444,84.117573
US_OK_40135,2021-03-13,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,1,0,4008,32,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,25,8,,33,-9,-1,8.55,7.66,11.5,7.96,4.42,5.01,,,4.72,11.5,4.13,4.42,,,,7.07,18.86,5.6,7.96,,5.01,,39.2,4.72,5.89,6.49,4.42,,15.516667,11.394444,20.933333,7.62,,13.561111,88.209681
US_OK_40135,2021-03-14,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,9,0,4017,32,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,18,,,34,-12,,4.68,5.85,6.43,10.23,5.56,4.39,8.19,,5.85,8.77,4.39,4.68,,,,5.56,18.71,,9.94,4.68,,5.26,45.03,,7.89,5.85,,4.68,15.077778,11.605556,18.866667,4.910667,,12.844444,86.657065
US_OK_40135,2021-03-15,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,0,0,4017,32,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,29,15,,14,-26,5,7.4,10.65,17.17,10.65,6.21,7.4,9.18,5.03,,11.25,,6.21,,5.33,4.44,7.1,19.53,5.62,7.99,5.33,,6.51,43.8,4.14,6.21,5.62,5.03,4.74,12.677778,6.261111,21.522222,9.0932,,6.472222,66.054302
US_OK_40135,2021-03-16,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,0,2,4017,34,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,30,7,,19,-27,5,5.73,7.23,13.26,7.23,7.23,4.52,10.25,6.93,4.22,11.76,5.12,6.33,,5.43,,10.55,19.89,6.93,10.55,6.63,,9.95,40.69,6.33,8.44,8.14,4.52,5.12,13.327778,4.3,23.572222,0.0254,,4.677778,55.954725
US_OK_40135,2021-03-17,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,0,0,4017,34,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,44,19,,23,-25,2,5.26,6.72,12.86,7.89,5.55,7.6,4.09,4.97,4.09,12.28,4.38,5.55,4.38,6.72,4.38,6.72,21.63,,6.14,5.84,4.38,7.01,37.7,,5.55,4.68,5.84,6.14,18.272222,12.427778,23.022222,0.326571,,11.916667,66.738676
US_OK_40135,2021-03-18,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,0,0,4017,34,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,33,12,,26,-30,4,5.11,7.21,9.91,7.51,8.11,6.01,7.51,4.81,,12.32,5.41,,,7.51,,11.12,22.53,6.91,5.11,,,9.62,45.67,6.91,5.71,7.81,8.11,9.31,6.061111,2.35,13.872222,5.037667,,2.877778,80.66963
US_OK_40135,2021-03-19,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,0,0,4017,34,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,34,18,,28,-28,3,6.71,6.1,9.75,9.45,,5.79,4.88,,4.88,10.67,6.1,,,4.57,5.79,10.06,14.33,4.27,6.4,4.27,5.79,6.1,40.54,,5.18,8.84,4.88,,9.222222,2.894444,17.305556,0.2286,,0.877778,56.160009
US_OK_40135,2021-03-20,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,0,0,4017,34,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,47,,,43,-9,-2,,9.45,11.66,4.73,5.36,5.67,4.73,,4.41,6.93,5.67,7.88,,,5.04,8.19,19.54,,5.36,5.04,,5.36,44.43,7.25,7.88,5.99,5.99,5.36,9.216667,1.0,17.533333,0.0,,-1.283333,47.926722
US_OK_40135,2021-03-21,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,0,0,4017,34,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,40,,,51,-9,,6.82,8.99,13.02,6.51,6.51,7.75,8.68,,,9.92,4.96,4.96,,4.34,5.27,6.82,22.32,7.13,9.3,,,4.34,36.89,5.27,6.82,,5.27,5.89,12.377778,4.644444,20.472222,0.0,,3.672222,55.511991
US_OK_40135,2021-03-22,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,0,0,4017,34,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,31,18,,13,-15,4,5.53,5.78,11.55,5.05,4.81,8.42,5.78,4.57,,9.87,,5.78,,6.01,,10.83,21.9,6.5,6.74,6.98,3.85,5.05,38.74,6.5,10.59,,9.62,4.57,13.694444,8.827778,17.816667,0.0,,5.661111,58.452036
US_OK_40135,2021-03-23,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,0,0,4017,34,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,27,12,,25,-14,2,5.8,6.53,9.92,7.74,8.46,5.32,6.29,5.08,5.08,8.95,5.32,7.25,4.35,4.35,4.59,11.85,25.15,6.05,8.22,5.8,7.74,5.32,45.95,3.39,9.19,7.74,4.84,4.35,13.222222,10.45,17.572222,10.456333,,8.277778,72.176411
US_OK_40135,2021-03-24,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,13,0,4030,34,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,41,19,,6,-12,-1,4.46,7.19,11.41,9.18,7.44,4.46,9.18,3.72,5.95,11.91,,6.2,,,3.97,7.19,24.06,4.22,5.46,6.7,3.97,5.71,47.13,5.21,5.95,4.71,4.22,5.71,11.211111,3.561111,18.716667,1.1938,,5.133333,66.354216
US_OK_40135,2021-03-25,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,0,0,4030,34,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,26,13,,19,-15,4,6.58,6.58,11.74,12.45,3.76,,8.22,4.23,5.87,12.21,5.64,5.17,,,3.99,9.16,23.48,6.58,4.93,7.04,3.52,8.45,40.86,3.76,5.17,7.75,3.52,6.81,11.638889,8.911111,15.266667,10.329333,,9.027778,84.170274
US_OK_40135,2021-03-26,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,0,0,4030,34,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,36,23,,21,-12,1,5.17,4.92,12.31,6.16,8.12,,5.66,,5.91,12.06,4.19,3.94,,,5.42,7.39,17.73,5.17,7.63,5.17,4.68,,35.95,5.66,12.31,8.62,3.94,4.92,11.661111,3.672222,23.033333,7.5946,,6.372222,70.125675
US_OK_40135,2021-03-27,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,0,0,4030,34,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,35,,,21,-9,-1,5.37,8.53,13.9,7.9,,6.63,7.26,4.74,11.06,9.79,6.0,5.69,,4.42,4.42,9.16,18.32,5.05,10.74,5.37,6.63,5.37,39.17,5.37,9.48,6.63,8.21,6.32,17.833333,9.75,26.488889,0.0,,10.338889,61.726212
US_OK_40135,2021-03-28,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,0,0,4030,34,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,35,,,43,-7,,8.8,9.11,13.51,13.19,5.03,4.71,8.48,,12.57,6.28,4.71,5.66,,5.66,,10.05,21.05,6.28,10.05,,4.71,,50.58,7.22,7.54,,7.22,,13.394444,6.35,19.727778,1.2065,,1.983333,46.270129
US_OK_40135,2021-03-29,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,0,0,4030,34,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,25,18,,9,-12,2,5.0,6.25,14.49,12.99,3.5,7.0,8.24,6.0,8.24,8.24,6.75,4.0,,7.0,8.0,8.49,26.48,6.25,9.24,7.5,5.5,7.5,43.72,,7.0,5.0,,5.5,12.2,3.366667,22.272222,0.0,,0.272222,44.286322
US_OK_40135,2021-03-30,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,0,0,4030,34,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,29,13,,16,-13,2,6.14,7.37,14.25,7.86,3.69,4.91,7.37,,5.9,7.12,3.93,3.93,,3.69,4.67,9.58,23.34,6.14,9.09,5.9,6.39,3.69,38.08,5.4,8.35,5.4,4.18,3.69,16.816667,12.3,21.605556,0.0,,5.6,47.865579
US_OK_40135,2021-03-31,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,21,1,4051,35,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,36,21,,9,-13,0,5.83,6.56,13.11,6.8,5.58,8.26,6.07,6.31,5.34,6.8,4.37,4.37,3.4,,3.64,9.47,22.82,5.58,8.26,5.83,4.37,3.64,38.61,4.37,7.53,5.58,,7.04,12.633333,8.083333,16.844444,0.0,,-5.55,28.402872
US_OK_40135,2021-04-01,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,0,0,4051,35,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,48,32,,29,-13,-1,4.61,4.61,14.07,11.51,6.65,6.14,3.84,,5.12,11.51,,3.58,5.88,3.84,,9.21,21.23,5.63,5.63,7.67,4.09,5.37,40.42,7.67,5.63,4.61,6.4,5.88,7.916667,-0.905556,15.183333,0.0,,-5.727778,38.078111
US_OK_40135,2021-04-02,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,0,0,4051,35,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,43,35,,10,-31,4,6.27,9.72,13.49,8.47,4.71,4.39,6.9,,5.02,11.29,,,,,5.65,10.67,16.31,7.53,4.71,4.71,6.59,6.59,42.35,6.9,6.27,5.33,4.39,5.65,9.033333,0.983333,18.205556,0.0,,-4.288889,39.443388
US_OK_40135,2021-04-03,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,0,0,4051,35,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,41,,,11,-8,-2,,8.33,11.86,7.37,,5.13,,,8.01,10.58,,6.41,,4.81,,8.01,17.95,5.45,6.73,7.37,,,29.48,,8.33,6.41,,,13.233333,6.472222,21.361111,0.0,,-0.283333,39.926605
US_OK_40135,2021-04-04,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,0,0,4051,35,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,18,,,15,-10,,4.98,6.64,12.28,9.62,6.31,6.64,7.63,5.31,,9.29,7.3,4.98,5.97,6.64,,12.61,22.9,5.64,12.28,,,6.64,41.82,7.63,9.62,5.64,5.64,6.31,14.688889,6.327778,22.85,0.0,,6.033333,56.196307
US_OK_40135,2021-04-05,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,0,0,4051,35,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,31,22,,1,-13,3,3.53,6.8,16.63,8.57,,4.79,6.3,4.54,4.79,9.58,4.03,6.55,,3.78,3.78,13.61,23.94,4.03,10.59,4.79,,6.3,44.86,4.79,8.32,6.8,8.82,4.03,17.222222,10.055556,25.011111,0.0,,11.416667,68.834487
US_OK_40135,2021-04-06,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,0,0,4051,35,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,29,17,,13,-12,3,5.76,6.76,15.28,8.02,6.01,5.01,6.51,4.01,6.51,9.52,4.01,8.02,4.51,,4.51,8.77,22.3,6.76,10.02,5.01,,7.27,34.07,5.01,7.27,5.51,6.26,5.51,18.866667,14.088889,24.216667,0.0,,12.644444,67.249595
US_OK_40135,2021-04-07,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,11,14,4062,49,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,39,19,,9,-11,1,5.79,7.05,13.1,10.58,7.05,4.79,6.8,,5.29,10.83,4.28,5.79,,5.04,5.54,8.57,19.4,6.05,7.81,7.05,4.28,8.57,38.8,,9.57,6.55,5.79,6.8,19.316667,13.122222,22.2,0.580571,,12.827778,66.843735
US_OK_40135,2021-04-08,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,0,0,4062,49,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,38,27,,15,-15,0,,8.27,17.04,11.28,,5.76,9.78,5.76,5.01,10.78,4.51,5.01,6.52,4.51,5.01,7.52,24.31,5.51,8.52,8.02,,7.02,34.09,6.27,6.77,5.51,6.27,5.01,14.077778,7.327778,24.022222,1.8796,,2.483333,45.980484
US_OK_40135,2021-04-09,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,0,0,4062,49,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,32,15,,10,-11,1,4.04,6.32,11.12,11.12,7.08,,8.84,4.55,5.05,11.12,,4.29,3.79,4.55,3.54,9.85,15.92,4.29,9.6,7.33,6.06,7.58,37.14,,6.32,5.05,,7.08,18.738889,11.238889,26.455556,0.0,,8.288889,50.902264
US_OK_40135,2021-04-10,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,0,0,4062,49,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,37,16,,14,-1,-2,6.08,4.48,17.59,4.48,4.48,4.8,8.63,,,11.51,,,,4.48,,7.36,17.91,5.12,11.19,,6.08,6.08,39.65,,9.27,6.71,7.67,,12.816667,7.244444,22.394444,6.894286,,7.761111,71.911317
US_OK_40135,2021-04-11,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,0,0,4062,49,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,35,,,33,-5,,7.73,7.08,15.45,9.66,7.08,8.69,9.66,,8.37,13.84,5.15,5.47,,4.83,4.51,7.73,27.68,6.12,10.3,5.15,6.12,6.44,41.21,,8.05,9.01,8.37,7.4,14.138889,3.638889,26.15,2.54,,4.616667,53.03425
US_OK_40135,2021-04-12,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,0,0,4062,49,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,26,19,,3,-13,4,6.76,9.1,14.29,9.36,6.76,4.42,9.36,4.16,,11.7,6.24,,4.94,3.64,6.5,13.78,28.07,4.68,7.28,4.16,7.28,9.62,45.22,4.16,7.28,9.62,5.72,5.46,17.172222,8.45,24.844444,0.0,,6.777778,50.834197
US_OK_40135,2021-04-13,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,0,0,4062,49,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,27,12,,8,-12,2,8.12,5.5,18.35,13.63,11.01,,9.17,,5.77,9.7,6.82,6.55,7.08,4.46,3.93,11.01,17.56,7.08,7.34,6.82,4.19,8.65,41.68,4.98,9.17,3.93,6.55,4.19,15.744444,11.166667,21.777778,1.11125,,5.844444,52.019759
US_OK_40135,2021-04-14,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,17,0,4079,49,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,27,15,,11,-10,1,5.66,7.14,20.68,9.36,5.42,6.65,5.17,4.43,5.66,11.32,6.16,4.43,3.94,,,12.56,20.68,6.4,10.09,7.14,5.66,5.42,38.41,3.45,10.83,5.42,5.66,4.92,13.205556,9.227778,18.722222,19.685,,7.211111,67.043898
US_OK_40135,2021-04-15,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,0,0,4079,49,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,34,22,,17,-13,1,5.52,7.78,13.8,8.03,5.52,6.27,8.78,6.27,6.52,10.79,4.77,5.52,4.51,4.01,4.26,12.04,20.57,7.02,10.03,6.27,4.77,4.26,37.62,5.52,7.53,4.26,5.02,3.51,12.877778,8.938889,17.633333,9.779,,5.405556,60.614792
US_OK_40135,2021-04-16,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,0,0,4079,49,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,20,9,,10,-11,5,5.11,6.14,14.06,5.62,6.14,6.39,9.97,5.37,4.6,12.53,3.84,7.16,5.37,5.11,4.09,8.69,24.04,6.9,7.42,6.9,,7.93,37.33,,9.72,7.16,8.18,5.37,11.261111,9.077778,15.455556,1.1684,,7.911111,79.984501
US_OK_40135,2021-04-17,ChIJN75VWbIUyocR8A7_lTQXk78,Q495845,geoId/40135,US,United States of America,OK,Oklahoma,40135,Sequoyah County,US,USA,2,0,0,4079,49,,,41742,20601,21141,5239,5568,5050,4663,5224,5910,4989,3488,1611,1820237,35.5,-94.75,1852,75.333333,20,12,,11,-3,1,9.04,8.42,11.85,7.48,7.79,6.55,9.98,7.48,7.17,12.47,,,,4.36,4.36,10.91,14.96,4.36,,4.68,4.68,5.61,42.09,4.99,9.66,5.61,6.24,5.61,9.461111,7.677778,11.95,4.608286,,7.161111,85.669128
