location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IN_18025,2020-01-11,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,,,,22.46,14.888889,9.083333,18.977778,26.1366,,13.030864,88.279793
US_IN_18025,2020-01-12,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,,,40.45,29.07,4.25,1.95,11.188889,35.9664,,2.117284,85.137287
US_IN_18025,2020-01-13,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,,,,35.82,5.122222,2.211111,8.216667,0.0508,,2.104938,80.411565
US_IN_18025,2020-01-14,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,,,19.0,26.39,7.211111,2.483333,12.394444,0.1016,,5.080247,85.069307
US_IN_18025,2020-01-15,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,,,19.67,30.6,8.3,2.472222,15.888889,0.169333,,7.444444,92.455913
US_IN_18025,2020-01-16,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,,,28.83,30.89,4.866667,-0.027778,12.85,0.1778,,0.234568,71.481352
US_IN_18025,2020-01-17,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,,,24.77,31.71,-1.333333,-3.961111,5.688889,0.0,,-7.0,64.629474
US_IN_18025,2020-01-18,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,,,,28.3,6.355556,-1.811111,12.383333,5.1562,,1.604938,70.466579
US_IN_18025,2020-01-19,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,,,28.45,37.5,-4.25,-8.622222,6.8,8.509,,-9.858025,63.838567
US_IN_18025,2020-01-20,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,,,30.49,33.14,-7.638889,-9.427778,-2.705556,0.0,,-11.635802,72.616379
US_IN_18025,2020-01-21,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,,,25.46,46.84,-3.655556,-8.077778,0.488889,0.028222,,-8.567901,69.196409
US_IN_18025,2020-01-22,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,,,26.36,26.36,-3.294444,-8.205556,3.711111,0.0254,,-8.419753,67.747277
US_IN_18025,2020-01-23,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,,,,24.6,3.355556,-1.266667,8.255556,0.508,,-5.055556,54.120818
US_IN_18025,2020-01-24,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,,,,30.22,5.561111,1.733333,7.872222,7.168444,,4.623457,93.139685
US_IN_18025,2020-01-25,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,,,31.42,32.67,2.183333,0.727778,6.066667,2.906889,,0.524691,88.402279
US_IN_18025,2020-01-26,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,,,34.67,34.67,1.911111,-1.672222,7.227778,0.1778,,-1.246914,79.252904
US_IN_18025,2020-01-27,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,,,40.67,38.69,2.5,-1.555556,7.033333,0.0,,0.067901,82.924396
US_IN_18025,2020-01-28,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,,,16.97,39.25,0.361111,-1.011111,3.566667,0.0508,,-2.228395,82.675663
US_IN_18025,2020-01-29,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,,,31.74,29.69,1.644444,-0.233333,4.344444,0.0,,-1.537037,78.889071
US_IN_18025,2020-01-30,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,,,39.98,32.8,2.038889,-0.761111,5.505556,0.03175,,-1.265432,78.602717
US_IN_18025,2020-01-31,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,,,48.0,37.44,3.327778,-0.155556,5.877778,1.27,,0.580247,81.294812
US_IN_18025,2020-02-01,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,,,32.01,28.32,4.516667,2.322222,7.138889,2.2098,,2.530864,86.212281
US_IN_18025,2020-02-02,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,,,33.05,33.05,7.016667,-0.238889,17.872222,0.0254,,0.376543,62.625103
US_IN_18025,2020-02-03,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,,,26.55,29.5,12.244444,2.994444,21.711111,0.0,,2.876543,53.087654
US_IN_18025,2020-02-04,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,,,41.61,35.67,13.938889,6.111111,20.411111,2.3368,,9.716049,75.801098
US_IN_18025,2020-02-05,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,,,24.89,32.85,3.066667,1.283333,8.905556,11.1506,,1.808642,90.606388
US_IN_18025,2020-02-06,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,,,33.85,33.85,1.288889,-0.088889,3.072222,5.9436,,0.438272,93.039422
US_IN_18025,2020-02-07,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,,,22.38,26.45,-0.65,-2.533333,2.094444,1.0668,30.48,-3.987654,77.6832
US_IN_18025,2020-02-08,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,,,27.68,26.47,0.511111,-1.872222,3.288889,0.338667,30.48,-2.895062,77.382093
US_IN_18025,2020-02-09,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,,,41.43,37.66,0.511111,-4.75,11.144444,1.806222,,-2.87037,77.131808
US_IN_18025,2020-02-10,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,,,29.16,36.2,8.05,2.711111,12.916667,13.0302,,6.234568,86.921228
US_IN_18025,2020-02-11,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,,,32.25,34.21,3.116667,1.172222,8.166667,5.7404,,0.820988,84.378709
US_IN_18025,2020-02-12,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,,,19.57,28.37,2.055556,-0.105556,5.177778,0.4826,,-0.104938,85.10602
US_IN_18025,2020-02-13,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,,,16.19,22.86,1.438889,-4.227778,3.466667,22.6314,,0.012346,89.409576
US_IN_18025,2020-02-14,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,,,26.36,39.53,-7.65,-11.455556,0.366667,0.9906,,-13.364198,62.676732
US_IN_18025,2020-02-15,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,6,,21.81,38.78,-2.872222,-10.316667,8.505556,0.0508,,-9.993827,57.646468
US_IN_18025,2020-02-16,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,4,,25.55,37.72,6.044444,1.177778,11.822222,0.0,,-2.407407,55.042116
US_IN_18025,2020-02-17,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,3,-14,26.77,47.46,6.005556,-0.094444,13.316667,0.0,,0.567901,68.045188
US_IN_18025,2020-02-18,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,-1,6,38.23,33.33,9.594444,2.338889,13.183333,2.032,,6.685185,81.60762
US_IN_18025,2020-02-19,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,4,4,35.15,36.18,2.111111,-2.711111,9.972222,3.048,,-3.222222,67.275938
US_IN_18025,2020-02-20,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,-3,1,31.02,28.01,1.327778,-2.105556,6.716667,0.0,,-5.962963,57.684876
US_IN_18025,2020-02-21,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,-16,6,2,16.96,34.91,-3.027778,-7.983333,3.572222,0.0,,-11.024691,53.680795
US_IN_18025,2020-02-22,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,12,,25.54,26.75,0.455556,-7.155556,9.827778,0.0,,-8.833333,50.339078
US_IN_18025,2020-02-23,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,-2,,31.53,44.15,5.3,-3.966667,13.744444,0.0,,-4.981481,48.092519
US_IN_18025,2020-02-24,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,-10,2,20.61,37.3,7.133333,1.955556,11.727778,1.9304,,4.209877,81.769527
US_IN_18025,2020-02-25,ChIJh_w17U6kbogR0pBg52WYo4o,Q509092,geoId/18025,US,United States of America,IN,Indiana,18025,Crawford County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10535,5346,5189,1195,1319,1124,1118,1302,1659,1507,909,402,1804393,38.29,-86.46,800,76.5,,,-10,1,28.76,31.95,8.3,6.3,9.466667,16.7894,,7.709877,94.738136
