location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_OK_40089,2020-08-23,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,2,0,951,29,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,,6.71,,12.36,6.45,5.1,4.57,8.06,4.03,10.74,,,5.37,23.91,,13.43,4.3,33.84,9.94,3.76,25.733333,18.727778,33.483333,0.0,18.861111,66.019779
US_OK_40089,2020-08-24,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,7,0,958,29,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,2,5.09,5.33,12.85,5.33,5.82,4.61,7.27,,7.52,3.88,,7.03,21.34,4.85,9.94,,33.95,9.94,7.03,25.733333,18.444444,33.422222,0.0,18.511111,64.69579
US_OK_40089,2020-08-25,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,10,0,968,29,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,3,,6.55,9.47,6.31,3.88,3.64,5.1,,7.04,4.13,,5.34,17.96,,7.04,,29.85,6.31,4.85,26.022222,19.05,33.977778,0.0,19.327778,66.89684
US_OK_40089,2020-08-26,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,13,0,981,29,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,5,,,6.15,5.46,4.1,3.64,6.15,4.33,5.92,7.51,,6.6,19.36,,5.69,3.19,27.78,6.83,5.69,24.522222,21.261111,30.638889,0.09525,21.516667,83.569109
US_OK_40089,2020-08-27,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,12,0,993,29,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,5,3.96,5.36,10.25,6.52,6.29,4.66,5.59,,7.22,6.06,,6.06,14.68,,7.69,3.26,27.02,9.32,4.43,23.527778,21.266667,28.116667,31.713714,21.138889,86.759745
US_OK_40089,2020-08-28,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,11,0,1004,29,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,,,5.46,11.38,6.6,4.78,,7.28,3.64,3.87,,,6.14,17.52,4.1,9.1,4.32,25.26,8.19,6.37,26.722222,21.677778,35.138889,23.452667,21.927778,75.26054
US_OK_40089,2020-08-29,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,2,0,1006,29,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,,4.49,3.78,12.53,4.02,3.55,3.31,7.09,,6.38,,,5.2,14.18,3.55,10.4,4.02,24.82,11.58,4.25,29.1,23.577778,35.944444,0.254,23.766667,73.335216
US_OK_40089,2020-08-30,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,15,0,1021,29,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,,4.23,8.46,7.66,7.4,,4.76,7.66,,6.61,,4.76,3.7,20.61,5.55,10.57,4.23,30.92,9.78,5.81,25.566667,21.116667,32.505556,31.096857,21.833333,80.140641
US_OK_40089,2020-08-31,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,4,0,1025,29,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,2,3.41,5.0,12.73,4.09,3.87,3.18,8.41,4.32,6.37,,3.18,7.73,18.19,,5.68,3.87,27.51,10.23,5.23,26.461111,23.361111,31.538889,9.23925,23.277778,82.862977
US_OK_40089,2020-09-01,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,5,1,1030,30,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,4,3.05,3.48,7.4,6.75,,5.44,5.0,4.35,7.83,,3.48,6.75,27.2,4.13,6.75,5.0,26.99,6.96,3.05,25.188889,21.722222,29.022222,19.231429,23.15,88.740294
US_OK_40089,2020-09-02,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,7,0,1037,30,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,2,3.39,5.42,9.94,8.13,3.39,4.29,8.81,6.32,5.19,4.06,,4.97,23.26,8.81,8.13,3.16,25.52,7.68,6.32,23.583333,22.288889,26.666667,23.622,22.327778,92.754559
US_OK_40089,2020-09-03,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,19,0,1056,30,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,1,4.16,3.23,10.85,4.62,,4.16,8.54,4.85,5.31,4.16,4.16,5.54,25.17,5.08,5.31,,24.7,8.08,4.85,24.15,21.472222,28.522222,5.7658,21.866667,87.182817
US_OK_40089,2020-09-04,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,20,1,1076,31,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,,4.22,3.99,10.56,8.69,,4.93,8.22,4.93,5.63,,3.76,5.4,19.48,3.52,10.09,4.22,27.93,7.28,,25.222222,21.672222,30.35,0.4572,22.083333,82.872218
US_OK_40089,2020-09-05,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,9,0,1085,31,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,,5.18,8.39,14.31,5.67,3.95,,6.17,,4.69,,,5.43,19.73,,11.59,,31.82,10.61,4.69,25.35,21.394444,31.422222,0.5715,22.0,81.817682
US_OK_40089,2020-09-06,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,8,0,1093,31,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,,3.57,3.81,12.85,4.28,,6.18,7.14,5.47,4.76,5.47,,5.0,17.13,3.57,15.46,,29.74,10.71,8.33,25.138889,19.45,31.794444,0.028222,20.611111,76.087605
US_OK_40089,2020-09-07,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,6,0,1099,31,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,,4.52,6.38,11.44,6.92,9.04,4.79,10.91,6.38,7.71,4.52,4.26,6.38,22.88,7.71,12.77,3.72,31.92,9.04,6.12,25.727778,20.822222,31.644444,0.0254,20.95,75.059731
US_OK_40089,2020-09-08,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,10,0,1109,31,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,2,,3.67,14.43,8.47,3.67,5.27,5.73,,5.04,3.44,4.58,6.87,18.55,4.12,8.24,,29.09,7.79,,25.977778,21.244444,31.505556,0.0,21.216667,75.161278
US_OK_40089,2020-09-09,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,3,0,1112,31,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,-1,,3.86,7.95,8.41,4.54,,9.09,5.0,6.13,4.32,5.0,5.68,18.86,7.04,7.04,5.23,31.36,7.27,4.54,25.133333,20.8,31.311111,0.0,20.938889,77.706193
US_OK_40089,2020-09-10,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,7,0,1119,31,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,,,,,,-1,3.42,5.93,8.43,6.84,5.01,5.24,7.75,3.88,7.52,,3.19,9.8,19.37,5.7,8.43,,30.54,5.47,4.79,22.866667,19.583333,28.1,2.2225,20.461111,86.472502
US_OK_40089,2020-09-11,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,10,0,1129,31,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,12,2,,-26,-24,-3,3.67,5.38,10.26,5.86,,,5.38,5.38,5.86,,,7.08,21.01,3.91,9.28,,25.65,9.28,,21.638889,18.266667,28.2,4.8006,18.627778,83.106786
US_OK_40089,2020-09-12,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,7,1,1136,32,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,20,20,,,-14,,4.68,7.14,8.13,5.42,3.94,,6.65,4.43,4.43,4.19,3.94,4.68,20.44,3.94,12.81,3.69,29.06,11.33,3.94,23.788889,19.683333,29.761111,0.0,20.283333,80.860006
US_OK_40089,2020-09-13,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,19,0,1155,32,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,18,,,,-13,,4.51,9.01,15.11,7.42,4.24,,9.28,4.51,5.04,,,5.3,19.35,4.77,8.22,,32.87,14.58,4.24,24.2,20.044444,29.683333,0.0,20.588889,80.366716
US_OK_40089,2020-09-14,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,5,0,1160,32,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,9,3,,-30,-19,-1,3.68,5.52,9.89,3.45,3.91,,8.74,4.83,6.21,4.83,5.29,5.06,20.7,3.22,9.89,,25.75,7.59,4.14,22.944444,18.472222,28.866667,0.0,19.05,78.840094
US_OK_40089,2020-09-15,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,8,0,1168,32,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,8,4,,-27,-20,0,3.27,,8.42,7.48,4.91,3.27,6.55,,7.48,5.61,,4.44,18.01,,5.61,,30.87,7.25,3.98,24.277778,19.383333,30.427778,0.0,19.172222,73.223824
US_OK_40089,2020-09-16,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,5,0,1173,32,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,9,-3,,,-22,-1,4.72,6.85,13.23,3.78,3.78,4.02,10.39,,9.21,,,8.03,20.79,,8.27,4.49,31.18,6.85,5.91,23.822222,18.838889,30.627778,0.0,19.577778,77.296476
US_OK_40089,2020-09-17,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,15,1,1188,33,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,7,-3,,,-22,0,5.07,3.69,11.06,7.14,5.3,4.61,6.45,,7.61,,,5.99,18.9,5.07,7.61,3.92,35.72,7.61,4.84,23.438889,19.75,28.45,0.0,19.766667,79.985746
US_OK_40089,2020-09-18,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,13,0,1201,33,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,7,3,,-25,-24,,,4.3,9.32,4.06,5.02,6.45,7.41,3.35,6.69,4.78,5.5,4.54,16.72,5.26,9.79,,29.86,7.64,5.5,22.077778,17.511111,27.588889,0.0,17.45,75.115691
US_OK_40089,2020-09-19,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,11,0,1212,33,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,14,21,,,-18,,6.23,4.67,17.14,4.41,5.97,4.67,7.79,4.93,4.41,3.63,,8.31,15.06,4.41,8.05,3.9,25.45,9.61,5.97,19.194444,13.427778,25.394444,0.0,13.35,69.017088
US_OK_40089,2020-09-20,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,10,0,1222,33,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,20,,,,-12,,,6.67,12.81,5.34,3.74,,8.81,4.8,8.54,,3.74,5.6,22.15,,9.07,,29.36,7.74,6.94,18.122222,11.216667,27.133333,0.0,13.294444,73.525581
US_OK_40089,2020-09-21,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,8,0,1230,33,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,5,-4,,,-19,4,3.11,7.77,9.77,6.66,6.44,3.33,7.33,5.11,8.66,6.44,3.77,6.44,26.2,5.77,9.55,3.33,31.53,7.33,6.0,18.761111,15.505556,23.966667,0.0,15.8,83.087416
US_OK_40089,2020-09-22,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,8,1,1238,34,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,-2,-5,,-29,-20,6,7.37,7.37,6.72,4.99,3.04,4.34,5.42,3.04,7.16,4.12,,5.64,20.6,7.81,8.89,3.9,29.06,7.59,6.72,18.261111,17.209877,19.339506,10.95375,17.555556,95.701406
US_OK_40089,2020-09-23,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,9,0,1247,34,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,6,0,,,-18,3,4.12,5.03,11.44,6.18,,4.8,8.69,4.12,9.61,,3.43,4.35,20.13,4.12,8.23,,24.71,9.84,3.66,17.288889,15.727778,19.772222,28.194,16.194444,93.347284
US_OK_40089,2020-09-24,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,9,0,1256,34,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,5,1,,-26,-20,2,4.72,4.72,11.33,3.54,3.31,4.01,5.43,5.2,8.5,4.25,,8.5,22.2,3.31,5.2,5.9,32.59,3.78,4.01,19.105556,16.511111,24.861111,0.8636,16.155556,83.125084
US_OK_40089,2020-09-25,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,13,0,1269,34,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,1,1,,-39,-20,3,4.53,5.0,10.96,7.62,4.05,3.81,5.72,4.29,5.0,,,5.24,20.25,5.24,7.86,,25.73,9.05,5.0,19.283333,14.966667,25.333333,0.0254,16.527778,84.124719
US_OK_40089,2020-09-26,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,4,0,1273,34,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,8,16,,,-11,,,6.39,8.69,4.6,3.83,4.6,6.9,,4.85,4.09,3.83,4.34,14.05,5.37,14.05,3.83,33.21,6.64,6.9,18.872222,14.338889,24.9,0.0254,16.683333,87.260725
US_OK_40089,2020-09-27,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,6,0,1279,34,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,16,,,,-11,,4.95,4.43,14.59,4.95,4.69,,8.07,3.91,7.81,4.17,4.43,7.29,20.06,5.47,10.42,,28.13,5.99,5.47,20.922222,16.127778,28.2,0.0,18.5,86.174281
US_OK_40089,2020-09-28,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,6,0,1285,34,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,12,3,,,-17,3,,6.31,7.77,9.71,6.07,5.83,6.31,,5.34,,4.13,8.25,18.2,7.04,9.71,3.4,33.98,8.49,4.85,19.188889,13.861111,25.161111,6.712857,12.922222,67.180939
US_OK_40089,2020-09-29,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,4,0,1289,34,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,3,-2,,-27,-19,3,3.26,5.59,10.25,5.82,5.12,3.26,6.29,3.73,8.62,,,8.85,24.92,6.99,9.78,,27.25,7.69,4.89,15.505556,8.138889,24.733333,0.3048,7.088889,57.471629
US_OK_40089,2020-09-30,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,20,0,1309,34,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,10,-2,,,-19,-1,4.49,6.14,12.76,3.31,4.49,4.02,7.09,4.49,5.91,3.31,,8.98,22.69,,4.96,4.49,30.49,6.62,5.91,18.066667,9.277778,30.3,0.0,9.733333,58.454702
US_OK_40089,2020-10-01,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,12,0,1321,34,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,11,9,,,-19,-3,7.56,5.2,13.22,4.96,,5.2,5.43,6.38,8.03,3.54,4.01,6.61,18.65,6.38,7.56,5.2,24.79,5.67,3.78,18.522222,12.138889,24.683333,0.0,10.166667,58.36595
US_OK_40089,2020-10-02,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,9,0,1330,34,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,15,10,,-23,-18,-3,,6.9,11.1,5.67,4.68,5.18,5.67,3.94,6.66,3.94,,10.11,16.77,,6.9,5.18,29.59,5.92,5.42,14.327778,6.805556,21.65,0.0,6.366667,58.962067
US_OK_40089,2020-10-03,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,12,0,1342,34,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,19,22,,,-14,,4.3,4.3,10.62,3.54,4.3,4.3,6.07,5.06,6.07,5.82,,6.57,20.48,4.05,11.38,4.05,25.79,11.38,4.05,14.972222,8.527778,23.638889,0.0,8.738889,66.583932
US_OK_40089,2020-10-04,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,3,0,1345,34,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,20,,,,-10,,4.55,4.81,7.76,,4.55,,5.88,3.74,4.28,5.62,4.28,4.55,19.26,4.55,7.49,,31.29,5.62,4.81,17.144444,12.183333,23.161111,0.084667,10.827778,66.48845
US_OK_40089,2020-10-05,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,4,0,1349,34,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,15,8,,,-18,-1,,4.78,10.24,8.88,6.37,4.33,7.06,3.64,9.79,3.87,3.42,6.37,19.58,5.46,8.65,5.69,30.51,5.69,5.01,13.855556,7.088889,22.161111,0.0,8.761111,71.501766
US_OK_40089,2020-10-06,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,10,1,1359,35,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,11,3,,-31,-18,0,4.53,4.98,11.77,6.79,3.62,3.4,10.41,4.07,7.47,4.98,,6.11,22.18,4.3,7.47,5.21,34.63,5.88,4.3,15.433333,8.238889,26.194444,0.0,10.372222,71.929416
US_OK_40089,2020-10-07,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,9,0,1368,35,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,11,-1,,,-17,-1,4.8,5.25,12.11,7.31,3.43,3.43,8.45,4.11,6.85,6.4,,8.91,17.59,,6.85,,31.75,6.4,3.43,18.91358,11.04321,29.092593,0.0,13.746914,72.115247
US_OK_40089,2020-10-08,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,13,0,1381,35,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,9,-3,,,-21,-1,3.43,,8.22,6.62,3.2,5.03,7.76,3.43,5.48,3.43,4.11,7.54,18.27,5.94,7.99,,33.12,7.08,4.11,20.55,14.988889,27.633333,0.0,15.727778,74.211752
US_OK_40089,2020-10-09,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,7,0,1388,35,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,4,4,,-21,-22,1,3.92,5.08,8.77,4.38,5.77,5.31,6.92,4.84,9.92,5.08,,6.23,18.23,,4.61,,26.76,8.3,4.84,21.2,18.677778,24.711111,0.141111,18.905556,86.833151
US_OK_40089,2020-10-10,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,13,0,1401,35,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,11,20,,,-16,,4.04,6.18,8.79,5.94,3.56,5.23,6.42,3.8,8.79,3.56,,5.23,15.69,3.33,12.36,,30.66,9.98,,21.361111,16.333333,29.027778,0.0,17.827778,80.406432
US_OK_40089,2020-10-11,ChIJyQ8XsMM1NYYRmlsaCmJ6SuM,Q495851,geoId/40089,US,United States of America,OK,Oklahoma,40089,McCurtain County,US,USA,2,6,0,1407,35,,,33031,16237,16794,4711,4505,4073,3721,3845,4281,3858,2639,1398,1820231,34.11,-94.77,4924,75.65,19,,,,-7,,4.43,4.92,11.56,6.64,,3.44,9.1,3.94,5.9,3.44,4.92,4.18,22.14,3.69,8.36,,28.53,9.35,4.67,21.544444,14.383333,30.883333,0.0,17.361111,77.151263
