location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NM_35029,2020-09-08,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,1,0,342,5,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,,,,,,,8.95,9.73,9.34,6.61,7.78,24.51,8.17,34.63,7.39,29.222222,20.919753,37.012346,0.0,,8.6875,27.863479
US_NM_35029,2020-09-09,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,3,0,345,5,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,,,,,,,9.46,8.32,6.81,,6.43,16.65,6.05,31.02,,16.074074,10.277778,29.555556,9.107714,,9.208333,63.698842
US_NM_35029,2020-09-10,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,5,0,350,5,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,,,,,,,6.51,7.27,7.27,7.66,8.04,19.53,,38.67,,11.777778,9.04321,18.728395,4.120444,,7.125,73.505645
US_NM_35029,2020-09-11,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,4,0,354,5,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-24,-4,,-12,-30,,,8.31,8.73,,,21.61,7.06,33.66,7.89,15.839506,9.734568,23.425926,0.0,,9.375,65.348175
US_NM_35029,2020-09-12,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,4,0,358,5,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-23,10,-15,5,-11,,,7.31,,,7.31,15.08,,35.2,,19.32716,12.197531,26.679012,0.0,,11.694444,60.736837
US_NM_35029,2020-09-13,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,-1,0,357,5,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-11,3,,1,-3,,8.22,,,,8.65,22.06,7.79,41.09,,21.145833,13.826389,28.9375,0.0,,6.285714,37.541557
US_NM_35029,2020-09-14,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,15,0,372,5,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-18,-3,,-8,-20,,,10.79,8.39,,7.19,21.17,11.19,41.55,,22.012346,14.91358,28.253086,0.036286,,9.652778,45.403297
US_NM_35029,2020-09-15,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,5,1,377,6,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-18,1,,2,-24,,9.14,,8.38,5.71,9.9,13.71,6.85,38.08,,20.364198,12.901235,28.141975,0.733778,,10.944444,54.309757
US_NM_35029,2020-09-16,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,0,0,377,6,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-23,-3,,3,-28,,,10.77,7.98,,9.98,18.75,,37.91,,22.45679,13.382716,31.993827,0.0,,8.194444,39.744177
US_NM_35029,2020-09-17,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,11,0,388,6,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-21,3,,6,-29,,8.37,6.09,,,13.31,20.16,,34.62,,24.104938,14.296296,31.697531,0.0,,4.465278,27.773871
US_NM_35029,2020-09-18,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,7,0,395,6,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-21,5,,-6,-31,,8.82,7.56,9.24,,10.51,17.65,,31.09,,22.444444,13.932099,30.117284,0.0,,6.479167,35.122398
US_NM_35029,2020-09-19,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,6,0,401,6,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-21,8,-17,1,-6,,8.04,,,,8.04,13.71,,29.78,,22.216049,13.882716,29.055556,0.0,,6.576389,35.98155
US_NM_35029,2020-09-20,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,0,0,401,6,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-16,-4,,6,-16,,7.43,12.24,8.74,7.43,7.43,12.24,8.74,29.72,,22.080247,13.12963,30.246914,0.0,,5.958333,34.425717
US_NM_35029,2020-09-21,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,7,0,408,6,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-21,-4,,-3,-20,,7.77,11.27,5.83,7.38,5.83,17.49,7.0,38.48,6.22,22.95679,12.895062,31.117284,0.0,,3.909722,28.381237
US_NM_35029,2020-09-22,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,1,0,409,6,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-20,0,,6,-28,,,8.04,7.27,,8.42,19.9,6.12,37.51,,23.197531,12.666667,32.895062,0.0,,-0.201389,21.027531
US_NM_35029,2020-09-23,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,2,0,411,6,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-24,-10,,6,-30,5,13.38,6.5,,9.94,9.55,19.87,6.88,38.6,,24.975309,13.895062,33.635802,0.0,,1.270833,20.905725
US_NM_35029,2020-09-24,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,5,0,416,6,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-28,-8,,-3,-30,5,8.27,10.24,,,9.45,14.97,8.27,35.85,9.06,24.364198,13.765432,34.04321,0.0,,2.8125,24.022105
US_NM_35029,2020-09-25,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,2,0,418,6,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-23,-4,,-9,-29,4,8.23,9.05,6.99,6.99,,12.75,7.41,35.38,,25.549383,14.654321,35.401235,0.0,,0.881944,19.5631
US_NM_35029,2020-09-26,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,1,0,419,6,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-23,7,-25,1,-10,,9.14,7.31,,,7.31,16.0,7.31,35.19,6.86,26.820988,15.697531,35.679012,0.0,,-0.055556,16.928428
US_NM_35029,2020-09-27,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,0,0,419,6,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-18,0,,7,-10,,7.66,9.78,9.36,6.38,8.93,21.69,6.8,39.55,,27.623457,17.04321,35.209877,0.0,,-0.388889,15.759201
US_NM_35029,2020-09-28,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,3,1,422,7,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-22,-3,,-2,-18,4,8.47,9.63,,8.47,9.63,15.02,6.16,36.98,8.09,21.37037,13.561728,34.049383,0.0,,-0.201389,23.557536
US_NM_35029,2020-09-29,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,0,0,422,7,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-21,-11,,9,-26,4,,12.69,,5.95,11.9,21.02,6.74,40.06,,17.783951,8.87037,26.425926,0.0,,-3.090278,23.828124
US_NM_35029,2020-09-30,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,2,0,424,7,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-23,-2,,4,-30,4,7.74,8.9,9.29,8.9,8.9,13.93,9.29,35.59,,19.771605,8.061728,31.191358,0.0,,-3.368056,20.443366
US_NM_35029,2020-10-01,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,1,0,425,7,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-16,5,,3,-28,2,9.04,7.86,6.68,7.86,10.22,14.94,,37.74,,21.561728,9.154321,31.802469,0.0,,-5.131944,16.005921
US_NM_35029,2020-10-02,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,14,0,439,7,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-20,5,,1,-27,2,7.29,7.69,,8.1,11.34,24.7,,29.55,6.48,22.067901,10.975309,31.345679,0.0,,-3.284722,17.844362
US_NM_35029,2020-10-03,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,6,0,445,7,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-21,10,-16,6,-11,,7.4,10.18,,,6.94,15.73,,31.47,,22.166667,10.271605,32.092593,0.0,,-5.708333,14.789668
US_NM_35029,2020-10-04,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,0,0,445,7,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-18,-1,,2,-17,,,7.47,,,7.03,18.89,9.66,29.86,,20.944444,10.388889,31.141975,0.0,,-0.451389,23.597573
US_NM_35029,2020-10-05,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,4,0,449,7,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-20,4,,0,-25,2,5.99,11.18,7.99,6.79,12.78,17.97,6.79,36.33,6.79,21.814815,10.32716,32.679012,0.0,,-0.555556,22.019819
US_NM_35029,2020-10-06,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,2,0,451,7,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-23,-1,,-2,-31,2,8.6,,,7.37,11.06,24.58,9.42,34.0,7.78,22.5,10.623457,33.037037,0.0,,-7.465278,12.58353
US_NM_35029,2020-10-07,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,7,0,458,7,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-21,-1,,6,-30,4,,11.24,9.99,11.65,15.4,23.31,7.08,29.14,,21.845679,10.148148,32.580247,0.0,,-7.736111,12.765537
US_NM_35029,2020-10-08,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,6,1,464,8,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-20,-3,,-1,-28,4,,13.78,9.6,,8.77,17.53,,33.81,,22.012346,10.234568,32.611111,0.0,,-7.75,12.624457
US_NM_35029,2020-10-09,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,18,0,482,8,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-19,-6,,9,-31,0,8.07,10.2,11.47,6.37,9.35,22.09,,30.16,,22.185185,10.524691,32.746914,0.0,,-7.201389,13.180233
US_NM_35029,2020-10-10,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,8,0,490,8,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-28,8,-14,9,-6,,7.29,8.26,,9.23,11.66,20.89,,37.9,,22.024691,11.246914,31.746914,0.0,,-5.979167,14.530448
US_NM_35029,2020-10-11,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,2,1,492,9,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-17,-2,,12,-11,,6.95,11.73,,7.39,9.99,21.29,,33.89,,21.82716,11.530864,30.839506,0.0,,-4.041667,17.082758
US_NM_35029,2020-10-12,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,15,0,507,9,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-20,3,,3,-25,5,,9.99,,7.2,8.79,25.98,7.2,31.18,10.79,21.253086,11.222222,29.858025,0.0,,-4.6875,16.840525
US_NM_35029,2020-10-13,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,2,0,509,9,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-17,1,,10,-25,5,8.67,10.64,7.88,10.24,11.43,20.88,,38.61,,20.62963,9.722222,31.462963,0.0,,-5.270833,16.718458
US_NM_35029,2020-10-14,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,5,0,514,9,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-21,0,,9,-29,6,,8.65,,7.9,6.77,24.84,7.53,40.26,,22.407407,10.487654,33.765432,0.0,,-5.270833,14.894619
US_NM_35029,2020-10-15,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,14,1,528,10,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-22,8,,14,-25,5,,11.19,6.39,9.59,8.79,14.39,6.39,29.18,8.79,22.567901,11.45679,32.660494,0.0,,-7.416667,12.491417
US_NM_35029,2020-10-16,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,30,0,558,10,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-25,3,,2,-26,6,,10.05,6.28,14.65,7.54,19.26,,26.37,,17.925926,9.95679,28.018519,0.0,,-1.770833,25.812745
US_NM_35029,2020-10-17,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,21,0,579,10,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-25,7,-27,5,-16,,7.55,14.16,,7.55,,23.13,,18.88,9.91,18.290123,7.666667,31.284722,0.0,,-0.993056,26.463247
US_NM_35029,2020-10-18,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,32,0,611,10,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-19,-1,,13,-13,,10.22,10.22,8.44,14.66,8.0,14.66,,28.43,,22.746914,11.691358,31.537037,0.0,,-5.354167,14.555702
US_NM_35029,2020-10-19,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,20,0,631,10,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-20,1,,5,-21,4,5.98,11.96,10.76,11.16,7.17,29.89,8.77,29.89,,21.339506,9.364198,31.185185,0.0,,-8.784722,12.185903
US_NM_35029,2020-10-20,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,17,0,648,10,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-23,-6,,10,-33,7,5.9,13.77,9.05,14.95,11.41,23.21,6.69,33.05,9.05,20.395062,9.58642,30.888889,0.0,,-8.486111,13.174351
US_NM_35029,2020-10-21,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,13,1,661,11,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-20,-8,,9,-36,9,8.6,10.23,,13.51,10.23,28.25,,35.62,,20.061728,8.493827,31.166667,0.0,,-8.4375,13.570093
US_NM_35029,2020-10-22,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,24,0,685,11,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-24,0,,0,-34,8,,13.04,6.52,13.86,10.6,21.19,,32.2,,20.765432,10.240741,30.358025,0.0,,-5.013889,16.844879
US_NM_35029,2020-10-23,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,34,0,719,11,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-24,-10,,0,-34,8,6.65,13.71,,9.14,9.97,25.77,,32.0,,20.802469,10.746914,28.845679,0.0,,0.222222,24.856535
US_NM_35029,2020-10-24,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,41,0,760,11,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-26,-2,-39,10,-13,,9.09,11.81,8.18,16.81,11.36,20.45,,30.44,,17.209877,8.851852,28.12963,0.0,,1.4375,34.097772
US_NM_35029,2020-10-25,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,45,0,805,11,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-22,-11,-30,10,-17,,,11.35,9.67,11.35,,23.54,,36.99,,21.080247,11.302469,28.524691,0.0,,0.861111,26.147425
US_NM_35029,2020-10-26,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,59,0,864,11,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-22,-3,,7,-31,8,11.0,,,11.78,,18.85,,30.63,,17.259259,8.950617,26.814815,0.0,,0.305556,32.410873
US_NM_35029,2020-10-27,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,95,0,959,11,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-22,-12,,23,-46,17,,,,11.26,8.63,19.14,,24.02,,0.37037,-3.240741,11.512346,4.898571,,-3.208333,76.510422
US_NM_35029,2020-10-28,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,17,0,976,11,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-19,-10,,24,-37,11,,9.99,8.07,14.22,9.22,26.52,,28.05,,2.62963,-2.401235,12.080247,2.31775,,-1.805556,72.063179
US_NM_35029,2020-10-29,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,106,0,1082,11,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-25,-1,,10,-38,9,9.36,9.75,7.41,9.36,9.36,24.18,,28.47,,8.296296,-0.259259,17.296296,0.0,,0.527778,57.483834
US_NM_35029,2020-10-30,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,41,1,1123,12,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-21,4,,1,-36,8,,7.78,6.55,16.37,,17.19,,31.92,,11.438272,2.117284,20.82716,0.0,,1.0625,48.333401
US_NM_35029,2020-10-31,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,17,0,1140,12,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-26,10,-37,4,-13,,6.9,11.49,,15.17,,24.83,,28.97,,13.660494,4.537037,24.296296,0.0,,1.534722,43.06061
US_NM_35029,2020-11-01,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,18,0,1158,12,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-23,-15,-33,3,-19,,7.56,7.98,21.83,18.05,8.82,15.95,,37.78,,16.197531,9.092593,23.407407,0.0,,0.881944,34.687978
US_NM_35029,2020-11-02,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,21,0,1179,12,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-22,-5,,-2,-32,8,,11.54,13.08,11.16,9.62,23.86,7.31,35.02,,14.518519,5.82716,23.055556,0.0,,0.458333,37.606636
US_NM_35029,2020-11-03,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,36,0,1215,12,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-15,3,,2,-38,10,5.75,6.83,8.27,8.99,7.19,17.97,6.83,33.79,,14.975309,5.623457,24.283951,0.0,,0.819444,37.557055
US_NM_35029,2020-11-04,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,35,1,1250,13,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-19,-5,,11,-36,10,8.4,7.0,6.65,10.15,5.25,23.45,6.3,31.5,,16.141975,6.932099,26.432099,0.0,,0.868056,34.36661
US_NM_35029,2020-11-05,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,51,1,1301,14,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-25,0,,2,-39,9,5.28,6.79,11.31,12.44,9.05,21.11,6.41,30.16,,18.438272,8.135802,27.901235,0.0,,-0.923611,26.565618
US_NM_35029,2020-11-06,ChIJafRyfC7H3oYRu1PfUUHDyXo,Q489652,geoId/35029,US,United States of America,NM,New Mexico,35029,Luna County,US,USA,2,37,1,1338,15,,,24100,12079,12021,3651,3310,3171,2523,2377,2736,2731,2348,1253,1832200,32.18,-107.75,7680,76.766667,-26,0,,-1,-37,9,,11.35,11.35,10.17,6.65,18.0,6.65,34.82,,18.061728,8.91358,27.425926,0.0,,-4.708333,20.641882
