location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_VA_51670,2020-01-01,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,,9.73,7.48,8.23,8.98,16.46,5.99,,,25.44,6.74,7.48,,32.55,,,6.477778,-0.194444,13.255556,0.0,,-1.416667,57.271002
US_VA_51670,2020-01-02,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,7.14,7.14,5.78,11.56,5.1,17.68,,5.1,9.18,24.47,,9.18,,38.75,,5.78,6.772222,-1.005556,16.194444,0.0,,-0.8,58.651818
US_VA_51670,2020-01-03,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,6.98,10.12,,5.23,,14.31,9.07,,6.98,21.29,,9.77,,37.69,,7.68,10.677778,5.172222,15.1,2.8194,,7.072222,78.490206
US_VA_51670,2020-01-04,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,7.43,9.55,7.43,,6.02,14.51,6.37,,7.79,23.71,4.96,4.96,,39.99,8.85,6.72,14.444444,9.216667,17.194444,6.223,,13.333333,93.119791
US_VA_51670,2020-01-05,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,9.18,6.24,6.61,6.24,5.87,13.21,,,,22.39,6.97,7.71,6.24,44.41,,5.51,7.538889,2.488889,15.561111,6.604,,0.355556,60.535614
US_VA_51670,2020-01-06,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,5.0,7.95,6.77,,,15.01,7.36,,7.06,22.07,7.36,4.12,4.71,40.02,,6.47,5.572222,-0.383333,13.638889,0.3556,,-1.783333,59.319474
US_VA_51670,2020-01-07,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,11.05,5.53,5.8,4.42,6.91,10.5,4.42,4.42,6.91,25.7,6.08,4.42,4.97,35.38,,5.53,2.727778,-1.822222,11.555556,1.3462,,0.177778,83.486985
US_VA_51670,2020-01-08,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,5.58,8.37,6.98,3.91,,8.65,8.65,,4.74,25.95,6.7,9.77,5.02,27.9,12.56,5.86,4.444444,-1.672222,11.783333,5.0292,,-2.861111,59.162296
US_VA_51670,2020-01-09,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,7.33,7.6,7.87,6.24,4.89,9.77,8.96,,4.34,25.79,5.97,7.33,6.51,26.33,10.31,,1.138889,-4.144444,9.922222,0.0,,-6.077778,58.966176
US_VA_51670,2020-01-10,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,6.67,8.06,7.22,,4.45,6.39,10.56,,6.11,17.5,4.45,6.39,,33.62,6.11,7.22,6.9,-2.883333,17.705556,0.0,,2.272222,72.484774
