location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_VA_51670,2020-01-11,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,7.08,9.31,5.96,,,14.15,8.56,,7.82,26.44,,7.45,,40.96,9.31,,16.666667,12.772222,22.283333,0.0254,,12.3,75.55417
US_VA_51670,2020-01-12,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,6.55,11.64,11.64,5.82,7.64,16.38,5.82,,,24.75,6.91,13.83,,45.49,6.55,6.55,19.4,11.361111,21.861111,4.1402,,13.494444,68.746548
US_VA_51670,2020-01-13,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,7.81,9.21,6.97,,,11.99,12.27,,10.88,20.36,3.9,7.53,5.58,29.85,7.25,5.86,13.016667,9.361111,19.338889,3.7084,,10.377778,84.175716
US_VA_51670,2020-01-14,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,,8.03,8.57,5.09,5.35,9.1,6.69,4.82,5.89,21.95,4.28,7.23,5.62,28.65,6.16,3.75,11.722222,10.3,15.116667,13.0302,,11.022222,95.540568
US_VA_51670,2020-01-15,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,5.72,5.45,5.18,5.18,5.72,10.62,11.71,,5.18,21.79,3.81,5.18,6.81,33.23,5.45,,11.455556,8.705556,14.355556,2.8194,,9.794444,89.736522
US_VA_51670,2020-01-16,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,6.39,6.94,6.66,5.0,5.28,9.72,10.27,,5.83,19.16,,4.72,,29.71,6.94,,13.038889,8.277778,16.361111,0.0,,5.794444,61.512158
US_VA_51670,2020-01-17,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,,7.57,6.22,3.78,4.05,11.08,5.41,,7.03,15.14,7.03,7.3,,31.62,,,3.216667,-0.911111,13.2,0.0254,,-8.811111,41.09936
US_VA_51670,2020-01-18,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,,8.24,,,6.45,12.54,,,5.38,17.91,8.96,9.32,5.38,44.43,7.17,5.38,0.988889,-2.783333,6.133333,0.0762,,-5.294444,63.005514
US_VA_51670,2020-01-19,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,,6.05,11.03,7.12,5.34,12.1,,,,22.06,6.05,6.05,,39.13,10.67,,7.916667,-0.388889,12.066667,1.778,,2.172222,67.139768
US_VA_51670,2020-01-20,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,5.71,11.41,4.7,,,17.79,10.41,7.05,5.37,28.87,6.38,7.39,,30.21,8.39,5.04,-0.45,-3.705556,3.672222,0.0254,,-10.622222,46.337651
US_VA_51670,2020-01-21,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,6.78,6.24,7.05,,3.8,15.73,5.7,5.15,7.05,25.23,5.97,6.24,4.07,38.52,7.05,,-1.85,-5.172222,2.927778,0.0,,-11.205556,49.007873
US_VA_51670,2020-01-22,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,7.3,7.58,8.93,,,13.53,7.85,4.06,5.14,20.29,,8.93,4.6,32.47,6.76,4.6,-0.672222,-6.033333,6.127778,0.0,,-8.316667,56.360799
US_VA_51670,2020-01-23,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,8.56,6.08,9.39,,4.14,14.08,8.84,,4.97,23.47,5.8,4.97,,37.83,6.35,3.87,0.211111,-5.666667,7.383333,0.0,,-4.033333,73.350233
US_VA_51670,2020-01-24,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,3.87,9.12,4.15,4.15,4.98,16.86,5.53,,6.36,26.54,3.87,7.74,,34.0,4.42,6.08,6.327778,-3.072222,15.994444,0.028222,,3.25,80.772301
US_VA_51670,2020-01-25,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,5.89,11.44,11.44,,5.89,21.84,,5.89,5.89,22.19,,13.52,,32.24,,,12.683333,7.366667,16.383333,15.5448,,9.188889,79.395409
US_VA_51670,2020-01-26,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,5.31,6.3,6.97,5.31,,20.91,9.29,,8.29,36.83,5.64,5.97,,36.17,,7.3,6.216667,0.694444,14.277778,2.6162,,0.344444,66.255866
US_VA_51670,2020-01-27,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,7.98,7.66,7.34,6.38,,17.87,10.85,5.75,5.42,33.83,6.7,7.66,,37.34,7.98,5.42,4.766667,-2.022222,12.311111,0.0,,-1.133333,65.72122
US_VA_51670,2020-01-28,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,6.63,13.26,7.96,4.97,,20.89,10.28,4.64,8.29,38.79,6.3,7.29,,37.47,7.96,4.64,5.822222,-0.6,11.1,0.0,,-1.322222,60.241074
US_VA_51670,2020-01-29,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,7.31,9.36,7.89,6.14,4.97,17.54,7.6,5.55,,34.21,5.55,8.48,7.6,37.13,18.71,,2.633333,-2.933333,8.861111,0.0,,-2.616667,68.559225
US_VA_51670,2020-01-30,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,,9.47,7.24,5.85,3.9,19.78,5.01,,5.01,27.57,,7.24,,34.26,6.41,3.9,1.555556,-3.494444,8.2,0.0,,-2.916667,72.338314
US_VA_51670,2020-01-31,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,8.01,5.25,4.42,4.14,3.87,23.21,4.7,4.14,7.18,25.14,7.18,5.53,,27.35,4.7,4.14,2.083333,-3.333333,9.022222,0.1778,,-1.488889,77.317816
US_VA_51670,2020-02-01,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,4.97,7.1,,5.33,,22.73,7.1,,7.1,26.99,,7.46,,38.01,,4.97,5.333333,-1.194444,9.9,4.572,,3.605556,88.752658
US_VA_51670,2020-02-02,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,,8.18,,5.33,,19.21,8.89,,,22.05,,5.33,,34.5,6.05,6.05,7.283333,0.35,14.366667,0.2794,,1.333333,66.056265
US_VA_51670,2020-02-03,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,3.93,7.29,5.33,4.21,7.58,22.16,5.05,5.89,5.89,23.57,5.61,4.49,5.89,35.63,,,13.966667,6.355556,22.027778,0.0,,1.505556,42.99644
US_VA_51670,2020-02-04,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,,7.91,7.35,5.37,,18.37,9.89,6.5,6.78,20.34,5.37,6.5,4.24,25.71,3.96,5.09,16.366667,9.772222,21.461111,0.0,,6.116667,50.843132
US_VA_51670,2020-02-05,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,3.88,7.2,6.93,4.16,7.2,18.28,5.54,3.88,5.26,26.04,6.37,,4.16,37.95,5.82,,13.766667,5.927778,20.016667,0.2794,,9.077778,73.374889
US_VA_51670,2020-02-06,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,4.85,7.54,4.58,4.58,5.92,18.04,6.73,,7.54,25.58,5.38,7.54,5.38,33.38,7.0,6.19,7.635802,5.54321,15.876543,4.205111,,7.209877,97.164758
US_VA_51670,2020-02-07,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,4.91,6.27,4.09,6.0,,15.26,,5.72,5.18,21.25,,6.54,4.63,25.61,6.0,,12.544444,5.538889,16.455556,40.0558,,7.305556,70.634017
US_VA_51670,2020-02-08,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,,7.55,7.91,6.11,,24.08,,6.11,,25.52,8.62,6.47,6.83,33.42,,,3.394444,-2.055556,8.444444,2.667,,-6.305556,49.098461
US_VA_51670,2020-02-09,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,9.76,,,,,19.87,9.76,,,21.68,7.23,9.39,5.42,37.94,7.95,6.5,3.672222,-2.811111,11.077778,0.0,,-2.266667,65.268495
US_VA_51670,2020-02-10,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,4.66,5.48,6.85,,4.11,17.82,8.22,4.66,5.21,26.32,5.21,8.22,4.39,29.88,,6.03,7.988889,1.227778,14.911111,0.1524,,2.55,68.563198
US_VA_51670,2020-02-11,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,7.06,8.96,9.23,4.89,5.16,12.21,8.14,,4.07,26.6,7.6,,4.62,35.29,,7.33,14.133333,8.961111,16.666667,5.5118,,13.183333,94.114192
US_VA_51670,2020-02-12,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,5.54,7.76,6.37,,6.37,13.02,8.31,4.16,8.04,21.06,5.26,8.31,6.93,37.4,6.93,5.54,10.033333,7.472222,15.955556,19.3802,,5.772222,74.91876
US_VA_51670,2020-02-13,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,5.69,13.0,4.88,4.61,4.06,15.44,9.21,4.61,4.61,21.4,5.42,8.4,5.96,28.98,7.04,5.15,10.983333,6.866667,16.527778,0.5588,,8.927778,87.199772
US_VA_51670,2020-02-14,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,,,,,,8.92,5.18,,,9.21,4.03,,8.06,19.85,,5.75,,32.8,,4.32,7.172222,2.138889,16.05,3.9878,,0.227778,61.537011
US_VA_51670,2020-02-15,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,7,-8,0,,,7.54,5.38,,,20.45,7.54,5.38,10.05,24.04,,7.18,,40.19,,6.46,-0.233333,-5.133333,7.755556,0.0,,-9.727778,48.815595
US_VA_51670,2020-02-16,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,6,-4,-5,,6.75,11.02,4.97,6.04,10.3,15.28,8.17,,5.33,25.94,,12.44,,43.0,7.46,5.33,3.516667,-4.394444,10.838889,0.0,,-2.783333,63.549068
US_VA_51670,2020-02-17,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,1,-7,-18,5,5.41,7.43,6.76,5.74,6.08,11.82,7.77,,6.08,22.97,7.43,9.8,,36.48,5.74,,8.327778,-0.061111,13.727778,0.0,,1.35,61.656652
US_VA_51670,2020-02-18,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,9,-3,3,-1,6.15,9.51,6.99,4.75,,15.66,8.95,,5.87,20.97,,10.06,3.91,27.68,6.71,6.15,7.444444,0.544444,17.244444,0.0,,3.711111,77.280721
US_VA_51670,2020-02-19,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,5,-4,3,-1,,7.71,7.45,4.79,4.25,11.97,9.04,4.79,7.45,18.88,4.79,5.32,,32.98,,6.12,10.372222,2.022222,15.75,3.076222,,3.716667,63.544175
US_VA_51670,2020-02-20,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,-7,5,0,3,,7.78,7.0,,3.63,11.41,9.07,,4.41,17.63,,6.74,,28.0,4.93,,2.05,-0.955556,8.6,1.100667,,-2.883333,70.093649
US_VA_51670,2020-02-21,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,-15,-11,-12,7,9.65,11.31,4.99,4.66,5.33,14.98,5.66,,,15.97,,12.98,5.99,39.94,4.99,5.99,-0.088889,-3.111111,4.388889,3.019778,,-6.238889,63.930527
US_VA_51670,2020-02-22,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,13,-5,-1,,5.98,9.49,8.09,5.98,,16.87,10.9,,4.92,24.26,7.73,5.98,4.92,32.69,,7.73,0.733333,-6.744444,11.405556,0.0,78.74,-7.822222,53.053589
US_VA_51670,2020-02-23,ChIJAVOfyeKpsYkRl_bijXecAAY,Q502235,geoId/51670,US,United States of America,VA,Virginia,51670,Hopewell,US,USA,2,,,,,,,22505,10510,11995,3342,2972,3067,2945,2521,2869,2393,1512,884,8623880,37.290399,-77.303371,50,27,72.7,11,-2,0,,8.12,14.12,8.12,6.0,8.82,16.59,10.24,,6.0,24.71,,7.41,6.71,34.59,6.35,5.65,5.253086,-6.006173,17.179012,0.0,,-4.135802,51.017809
