location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vomiting,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WI_55085,2020-10-25,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,14,4,1191,13,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,-17,,,-7,,4.86,8.45,6.55,9.29,6.12,6.33,6.55,,,9.71,3.17,5.49,,6.55,6.12,3.38,4.43,5.49,4.43,4.01,7.39,,8.45,25.55,7.81,2.96,6.55,3.59,5.07,4.86,,42.87,5.49,7.81,6.33,,4.86,,,-3.044444,-6.477778,0.022222,0.465667,50.8,-5.583333,82.802562
US_WI_55085,2020-10-26,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,37,0,1228,13,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,-7,14,,-17,8,4.91,5.5,7.66,9.82,9.62,4.91,4.32,2.94,3.34,11.97,3.14,6.09,5.5,5.1,8.44,4.91,4.32,5.5,,,4.71,,8.83,23.56,4.51,3.93,7.26,3.93,6.09,7.07,5.1,37.5,6.09,5.69,4.51,4.12,4.51,,3.34,-3.177778,-4.877778,-0.727778,0.4445,54.61,-6.944444,75.268384
US_WI_55085,2020-10-27,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,14,1,1242,14,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,-8,4,,-15,8,5.65,7.06,7.47,10.7,6.26,4.64,4.64,3.43,4.64,6.05,4.64,6.66,4.04,3.63,6.05,5.85,5.45,4.84,4.24,3.23,5.45,3.03,9.89,26.84,7.47,3.43,5.65,,4.44,6.66,4.84,41.58,3.83,5.05,5.45,4.04,5.65,3.23,4.44,-6.0,-11.838889,-0.044444,0.0,50.8,-10.522222,70.426322
US_WI_55085,2020-10-28,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,16,0,1258,14,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,-6,1,,-14,8,5.3,6.53,6.33,10.41,10.41,5.3,7.75,3.88,4.69,11.22,5.1,3.88,,6.12,7.34,4.69,5.3,5.71,4.69,3.06,2.86,4.49,7.55,28.57,,3.47,7.75,,4.29,6.94,6.12,38.36,4.49,8.77,8.77,3.67,6.73,,3.47,0.25,-2.566667,4.122222,0.6604,30.48,-5.733333,64.282431
US_WI_55085,2020-10-29,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,46,-1,1304,13,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,-9,3,,-15,8,3.81,7.62,5.01,7.82,10.43,7.82,6.62,4.21,6.22,9.22,4.61,6.42,3.01,6.02,7.82,3.21,4.41,3.81,5.21,5.01,4.21,3.61,8.22,21.86,5.62,4.01,5.21,4.01,4.61,4.81,5.42,35.3,4.61,4.81,7.42,4.61,3.81,,3.41,0.088889,-1.816667,2.905556,0.108857,30.48,-3.194444,78.644697
US_WI_55085,2020-10-30,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,40,0,1344,13,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,-12,0,-1,-15,9,,5.74,5.12,9.22,10.04,7.17,6.15,,,10.86,,5.53,,5.33,7.99,4.3,4.71,4.92,4.92,4.92,3.28,3.69,7.58,22.95,6.97,,7.79,,3.89,5.12,4.51,39.76,5.33,5.74,5.53,4.51,,,,-1.372222,-5.172222,3.522222,0.0,30.48,-7.727778,62.101932
US_WI_55085,2020-10-31,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,30,0,1374,13,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,-14,7,15,7,,6.39,7.82,5.92,10.66,9.71,4.74,5.45,,,11.13,,4.03,3.55,3.79,5.92,,,5.45,3.55,3.79,5.92,,7.58,17.52,5.68,3.31,5.21,,,4.74,8.29,36.94,4.5,6.87,4.97,4.26,,,,0.883333,-4.522222,9.677778,0.0,30.48,-4.188889,68.93267
US_WI_55085,2020-11-01,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,24,0,1398,13,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,-22,,-25,-10,,5.62,8.42,6.26,8.42,20.3,6.91,5.18,3.24,3.24,12.31,4.1,5.4,,14.69,9.72,4.1,8.42,4.1,5.4,6.48,,,6.7,19.66,5.62,,6.05,3.24,3.24,3.89,3.67,36.07,5.62,8.21,7.34,4.32,,,3.02,-0.066667,-4.716667,9.205556,0.0,,-6.788889,60.810223
US_WI_55085,2020-11-02,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,27,1,1425,14,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,-10,-2,,-15,7,3.41,6.62,4.82,8.63,11.24,5.22,5.62,2.81,3.81,4.82,5.02,4.21,3.01,8.43,6.62,3.81,4.82,5.82,4.42,3.81,4.01,,6.82,21.47,3.61,3.01,7.63,,6.02,5.62,4.62,36.52,4.82,8.23,6.42,3.61,3.41,,3.81,-0.416667,-6.072222,9.644444,0.0,,-8.777778,53.28905
US_WI_55085,2020-11-03,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,12,0,1437,14,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,5,6,,-13,5,3.14,5.5,4.52,8.64,11.0,6.88,3.73,3.54,3.14,9.62,,5.3,2.75,5.89,8.64,2.95,4.71,5.7,4.91,3.93,3.73,4.32,7.46,18.86,4.71,4.52,8.64,3.93,3.73,6.09,3.73,36.34,2.75,5.11,6.48,3.73,4.91,3.14,3.14,6.805556,-2.6,20.688889,0.0,,-1.622222,55.641032
US_WI_55085,2020-11-04,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,46,0,1483,14,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,-7,7,,-17,8,,4.59,3.82,6.88,12.23,4.01,6.31,2.87,6.88,8.6,4.97,5.54,,5.16,9.17,4.2,3.06,4.39,4.97,,4.78,,9.36,21.98,5.73,3.44,6.69,3.44,4.97,4.78,3.63,34.78,4.01,5.35,2.87,4.01,,3.25,,11.261111,0.705556,21.733333,0.0,,1.105556,49.94218
US_WI_55085,2020-11-05,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,18,0,1501,14,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,-9,9,,-14,7,3.0,5.6,5.8,6.6,9.4,5.0,6.6,5.4,,9.2,3.8,4.6,3.4,4.2,8.6,4.2,4.4,4.4,5.2,4.0,3.0,4.4,8.0,21.4,5.2,3.2,5.4,,5.2,3.4,3.8,42.4,3.2,4.6,5.2,3.6,4.2,,3.6,10.761111,2.2,19.422222,0.0,,2.044444,55.020648
US_WI_55085,2020-11-06,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,58,4,1559,18,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,-14,2,,-16,9,2.97,6.15,5.3,9.55,8.06,5.52,6.15,2.97,3.18,7.85,3.18,2.97,,3.82,7.0,3.61,3.39,,,,3.61,,6.79,19.52,5.52,3.82,6.58,3.39,4.24,6.15,2.97,37.76,2.97,6.79,7.21,5.09,4.24,,,10.488889,2.344444,21.572222,0.0,,2.35,57.772309
US_WI_55085,2020-11-07,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,40,1,1599,19,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,-7,13,39,3,,,5.73,5.27,9.62,9.85,5.27,5.04,3.21,3.21,11.91,3.21,4.58,,5.04,5.73,,5.96,4.58,5.04,5.27,3.21,,3.67,18.1,6.64,3.67,3.67,4.35,5.5,4.58,5.96,34.13,3.67,6.41,4.58,3.67,4.81,,3.21,15.135802,10.987654,21.45679,0.0,,9.746914,70.369293
US_WI_55085,2020-11-08,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,13,0,1612,19,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,-7,,,-8,,4.1,9.11,5.46,7.74,7.97,6.38,5.46,,4.33,8.88,,4.33,,7.97,9.11,3.42,6.15,4.1,4.55,7.29,5.01,,10.24,20.49,5.46,3.42,6.38,,5.01,7.29,5.69,36.2,4.33,5.92,4.55,6.38,4.33,,4.33,14.488889,9.15,20.877778,0.0,,9.105556,70.236219
US_WI_55085,2020-11-09,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,18,0,1630,19,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,-9,6,,-17,7,3.39,7.78,5.39,6.79,9.38,4.79,7.38,4.39,6.19,8.78,4.59,4.19,4.39,7.38,8.18,2.99,4.19,7.38,3.59,5.19,,3.39,7.58,24.15,8.98,4.19,3.79,3.19,6.39,5.39,4.79,43.31,4.19,7.38,8.98,3.59,8.18,3.39,,16.477778,13.494444,19.422222,0.169333,,13.494444,82.659204
US_WI_55085,2020-11-10,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,43,0,1673,19,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,-9,2,,-17,8,3.69,7.96,3.88,7.77,6.79,6.41,6.99,,3.3,8.15,3.88,5.44,3.11,3.88,8.54,2.72,3.69,3.11,4.27,3.3,5.44,3.69,7.57,19.41,4.46,2.72,3.5,3.88,7.77,4.27,3.88,41.35,4.66,5.24,6.41,5.05,5.44,,,4.877778,-0.272222,18.038889,17.04975,,3.727778,92.290255
US_WI_55085,2020-11-11,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,41,0,1714,19,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,-5,8,,-21,9,4.45,8.09,6.47,7.28,9.71,6.07,4.85,,,9.71,3.84,4.45,,4.45,10.31,3.64,6.27,4.85,5.46,,4.85,4.04,7.08,27.3,7.08,,6.47,,4.65,5.66,5.66,44.09,,4.45,7.89,6.67,6.88,3.44,,-0.627778,-3.405556,2.388889,7.493,,-2.827778,85.371797
US_WI_55085,2020-11-12,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,20,0,1734,19,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,-13,4,,-14,8,7.05,4.63,5.24,8.06,9.27,6.45,3.42,4.03,3.83,9.87,,3.83,4.03,6.45,12.49,3.42,3.42,3.83,4.63,,3.83,,7.46,20.55,7.25,,5.44,,5.24,2.82,6.85,34.66,4.03,5.04,5.64,4.84,3.02,,,0.372222,-2.577778,3.583333,0.0635,,-1.35,88.432604
US_WI_55085,2020-11-13,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,51,0,1785,19,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,-17,0,-22,-17,11,4.99,7.9,3.53,9.77,8.31,6.86,5.2,2.91,,10.39,4.99,4.78,,6.24,9.98,4.37,,3.53,3.95,5.4,,,9.15,19.95,4.78,2.91,4.99,2.91,5.61,3.74,8.11,36.38,4.57,4.16,6.24,6.03,,,4.78,-3.788889,-6.288889,0.444444,0.6604,30.48,-7.133333,77.652669
US_WI_55085,2020-11-14,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,89,2,1874,21,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,-12,7,-18,4,,6.1,8.13,4.75,9.49,7.23,3.84,7.68,,,7.91,4.97,5.42,4.97,3.62,9.49,5.2,5.88,,,5.88,3.62,4.29,6.33,17.85,9.49,4.97,6.1,4.75,5.42,4.52,4.52,37.06,4.52,4.75,6.33,4.97,5.65,4.29,3.16,-2.511111,-6.716667,3.783333,0.042333,,-7.555556,68.410799
US_WI_55085,2020-11-15,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,40,1,1914,22,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,-27,,-26,-14,,4.91,8.03,6.25,11.38,10.26,7.36,3.79,,4.68,10.26,3.79,4.02,4.24,6.25,9.59,4.91,6.02,,5.13,,4.24,4.46,7.81,20.97,6.02,,5.58,,4.24,4.02,3.57,37.7,5.58,6.25,5.8,6.92,,5.13,3.35,1.233333,-2.233333,3.355556,4.8895,,0.205556,93.087279
US_WI_55085,2020-11-16,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,48,0,1962,22,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,-11,6,,-15,7,3.25,7.51,3.45,6.7,9.13,6.9,5.07,5.48,5.28,8.32,3.65,5.28,3.65,4.06,9.74,4.87,6.09,5.07,4.26,4.87,6.29,3.25,6.49,19.69,7.1,3.25,4.87,3.86,6.49,6.09,5.07,41.4,,5.48,4.26,6.49,3.45,,,-3.5,-6.672222,-0.211111,0.254,,-6.505556,79.743235
US_WI_55085,2020-11-17,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,48,3,2010,25,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,-9,10,,-13,8,5.79,5.58,,8.26,8.47,9.3,5.37,4.96,3.51,8.26,3.31,7.23,,5.99,7.02,3.92,4.34,3.92,3.1,3.92,4.34,4.34,7.64,23.96,9.71,4.54,5.99,3.1,5.99,4.13,5.79,39.67,4.13,3.31,4.54,3.92,3.92,,,-4.661111,-9.0,0.344444,0.254,50.8,-9.161111,70.813803
US_WI_55085,2020-11-18,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,39,0,2049,25,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,-4,13,,-16,8,3.69,8.81,,9.43,9.43,5.53,7.17,3.28,3.89,8.61,,4.71,,4.92,7.38,,6.76,3.89,4.1,4.92,4.1,4.51,9.02,21.52,6.56,3.69,6.76,3.69,7.99,5.74,6.56,41.8,4.3,5.33,5.33,3.28,3.07,,3.28,-2.15,-9.494444,5.738889,0.0254,,-7.4,67.361129
US_WI_55085,2020-11-19,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,41,1,2090,26,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,-8,17,,-12,6,4.58,7.28,5.2,8.95,9.16,4.37,5.83,,3.54,10.4,,4.58,3.54,5.62,10.82,6.24,4.16,3.33,5.2,4.37,3.54,,9.36,21.02,8.12,4.16,4.58,3.54,5.62,4.16,5.62,35.58,3.95,6.45,4.58,,3.95,,,6.272222,0.688889,12.416667,0.0,,0.161111,65.055576
US_WI_55085,2020-11-20,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,48,3,2138,29,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,-14,10,14,-15,10,7.05,9.95,3.73,10.57,7.67,5.18,6.01,4.15,,7.88,3.73,5.8,5.18,4.77,10.99,5.39,5.18,3.73,7.05,5.6,3.73,4.15,8.91,20.11,4.97,4.77,5.39,3.32,3.94,4.97,4.15,33.37,,5.6,6.01,4.15,,,3.32,0.872222,-2.038889,5.933333,0.0635,,-1.35,85.284469
US_WI_55085,2020-11-21,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,27,0,2165,29,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,-20,0,39,1,,4.23,7.52,4.23,10.11,7.52,8.7,5.64,5.64,,9.4,4.23,,3.76,7.76,6.35,5.64,4.7,4.0,4.7,5.88,4.7,,7.05,18.34,4.47,,9.17,,,3.76,8.93,41.61,3.29,6.58,4.7,4.0,3.29,,,-2.755556,-8.1,1.122222,0.0,,-7.172222,71.755478
US_WI_55085,2020-11-22,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,37,0,2202,29,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,-20,,,-14,,6.83,7.74,5.46,7.06,10.02,7.51,7.06,5.69,,12.29,4.78,3.19,4.33,6.15,4.78,6.15,5.69,4.78,6.6,3.42,3.87,3.87,5.46,16.39,5.01,3.87,8.2,3.19,3.87,,4.33,45.08,4.78,6.83,7.51,,,,3.42,-4.188889,-8.761111,0.805556,0.0,,-5.955556,87.761865
US_WI_55085,2020-11-23,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,17,0,2219,29,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,0,22,,-20,6,5.36,5.98,3.92,9.9,9.49,4.75,6.6,3.51,2.89,10.52,5.16,5.57,4.54,5.78,7.63,5.36,5.98,5.57,4.13,2.89,5.36,3.71,4.95,16.92,5.78,5.57,4.95,3.51,4.75,4.33,3.3,37.13,5.78,5.78,6.39,3.1,,,,-1.355556,-6.683333,0.705556,0.0,,-5.183333,75.345604
US_WI_55085,2020-11-24,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,22,1,2241,30,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,-4,19,,-18,8,6.25,5.85,4.64,6.86,8.88,7.67,8.07,,4.64,11.7,3.83,3.23,2.82,5.45,10.29,6.46,6.25,4.24,4.64,4.24,3.83,3.63,8.47,20.58,5.25,4.64,6.05,4.84,6.05,2.82,4.64,39.74,3.63,7.87,7.26,6.25,3.83,2.82,3.23,-3.316667,-8.066667,0.761111,0.0,,-5.338889,86.177913
US_WI_55085,2020-11-25,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,12,0,2253,30,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,12,43,,-29,7,2.97,6.16,6.58,8.28,8.28,4.67,7.22,3.4,,10.83,4.46,4.25,,4.88,8.07,5.1,3.61,4.25,6.37,4.03,3.61,4.88,9.13,20.17,4.88,3.19,5.1,,5.31,4.67,5.1,39.49,3.82,6.37,5.95,4.88,8.49,,2.97,0.172222,-0.927778,0.894444,0.3048,,-0.55,95.340006
US_WI_55085,2020-11-26,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,4,0,2257,30,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,-79,-29,,-78,22,4.29,9.04,3.16,7.46,6.55,7.23,5.65,5.2,,8.81,4.07,4.52,4.52,4.75,4.75,4.75,4.29,4.75,,3.39,4.29,,6.78,18.53,6.33,,6.78,,,4.29,4.97,37.96,3.84,3.84,3.84,,4.07,,,0.2,-1.066667,1.044444,0.0508,,-0.872222,92.874636
US_WI_55085,2020-11-27,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,0,0,2257,30,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,-15,-7,9,-45,15,3.47,6.53,3.67,7.76,7.35,6.53,4.9,,2.86,7.76,3.47,4.49,,4.9,9.6,4.7,3.47,2.86,,,3.27,,6.94,21.44,5.72,3.06,4.08,,,3.67,3.47,35.53,,5.31,4.7,5.92,3.06,,,-0.916667,-4.022222,1.022222,0.0,,-4.338889,77.70278
US_WI_55085,2020-11-28,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,61,1,2318,31,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,-17,-1,4,-1,,5.15,8.37,4.5,6.86,8.79,7.94,5.79,,,6.65,5.15,4.08,,4.5,7.51,4.5,7.51,5.79,4.72,4.72,5.58,,5.58,19.3,4.72,3.0,5.79,4.08,3.86,3.22,4.72,34.53,3.0,4.72,8.79,4.5,,,,-0.705556,-5.5,8.605556,0.0,,-5.65,69.239629
US_WI_55085,2020-11-29,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,29,4,2347,35,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,-18,,-16,-14,,,6.18,4.69,7.67,6.82,4.48,6.39,,,8.53,,,,,7.89,3.41,,4.26,4.9,2.98,6.61,,6.18,22.59,6.82,,6.61,,,3.62,4.9,39.65,4.26,6.18,5.33,,7.03,,,0.05,-4.027778,3.672222,0.108857,,-3.705556,75.946335
US_WI_55085,2020-11-30,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,19,0,2366,35,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,-11,4,,-14,8,4.65,7.17,3.49,10.27,6.97,6.59,6.78,4.07,,7.36,4.65,4.84,3.1,6.78,8.13,,3.29,3.87,4.46,4.84,,2.9,8.13,21.31,5.23,3.29,6.2,3.1,5.23,3.1,5.04,37.0,,5.81,6.78,4.65,5.04,,,-4.422222,-6.827778,-0.722222,0.3048,,-8.966667,70.688706
US_WI_55085,2020-12-01,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,20,0,2386,35,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,-5,13,,-14,8,4.56,9.92,5.36,9.12,10.51,5.75,6.74,5.36,3.57,6.35,4.36,4.56,4.76,5.16,8.13,4.17,6.15,3.37,4.36,,3.37,4.76,7.73,22.21,4.17,,4.96,,6.54,3.97,4.36,40.46,,3.17,5.95,4.96,4.96,,5.75,-6.122222,-10.422222,0.766667,0.0,,-9.938889,74.488631
US_WI_55085,2020-12-02,ChIJHVp4ie-uVU0RkL5_7Ew2G10,Q497424,geoId/55085,US,United States of America,WI,Wisconsin,55085,Oneida County,US,USA,2,20,0,2406,35,,,35236,17646,17590,3212,3381,3311,3376,3717,5908,6295,3891,2145,270661,45.7,-89.52,3201,-5,16,,-14,8,5.36,7.0,4.33,9.48,7.62,4.94,4.74,3.91,5.77,7.21,4.33,3.09,2.88,5.15,8.24,4.53,5.36,4.33,3.09,3.09,3.91,,9.68,21.42,6.18,2.88,5.77,3.5,8.45,4.33,8.45,44.29,,5.97,8.03,3.71,3.71,2.88,3.09,-5.427778,-12.75,5.883333,0.0,,-9.811111,71.37345
