location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_workplaces,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_CO_08011,2020-01-01,ChIJIcJGzccUDocRhlZ_e14CyHg,Q312201,geoId/08011,US,United States of America,CO,Colorado,08011,Bent County,US,USA,2,,,,,,,5827,3794,2033,461,522,953,880,877,765,671,449,249,415781,37.95,-103.08,3991,78.0,,2.055556,-8.388889,15.347222,0.0,,-8.095238,47.679424
US_CO_08011,2020-01-02,ChIJIcJGzccUDocRhlZ_e14CyHg,Q312201,geoId/08011,US,United States of America,CO,Colorado,08011,Bent County,US,USA,2,,,,,,,5827,3794,2033,461,522,953,880,877,765,671,449,249,415781,37.95,-103.08,3991,78.0,,3.555556,-5.451389,12.479167,0.0,,-4.333333,56.611238
US_CO_08011,2020-01-03,ChIJIcJGzccUDocRhlZ_e14CyHg,Q312201,geoId/08011,US,United States of America,CO,Colorado,08011,Bent County,US,USA,2,,,,,,,5827,3794,2033,461,522,953,880,877,765,671,449,249,415781,37.95,-103.08,3991,78.0,,-0.055556,-6.625,9.604167,0.0,,-6.769841,60.133281
US_CO_08011,2020-01-04,ChIJIcJGzccUDocRhlZ_e14CyHg,Q312201,geoId/08011,US,United States of America,CO,Colorado,08011,Bent County,US,USA,2,,,,,,,5827,3794,2033,461,522,953,880,877,765,671,449,249,415781,37.95,-103.08,3991,78.0,,1.854167,-6.986111,15.326389,0.0,,-6.65873,53.345134
US_CO_08011,2020-01-05,ChIJIcJGzccUDocRhlZ_e14CyHg,Q312201,geoId/08011,US,United States of America,CO,Colorado,08011,Bent County,US,USA,2,,,,,,,5827,3794,2033,461,522,953,880,877,765,671,449,249,415781,37.95,-103.08,3991,78.0,,4.756944,-5.090278,13.298611,0.0,,-6.246032,45.174981
US_CO_08011,2020-01-06,ChIJIcJGzccUDocRhlZ_e14CyHg,Q312201,geoId/08011,US,United States of America,CO,Colorado,08011,Bent County,US,USA,2,,,,,,,5827,3794,2033,461,522,953,880,877,765,671,449,249,415781,37.95,-103.08,3991,78.0,,1.416667,-7.0625,11.222222,0.0,,-9.174603,45.394929
US_CO_08011,2020-01-07,ChIJIcJGzccUDocRhlZ_e14CyHg,Q312201,geoId/08011,US,United States of America,CO,Colorado,08011,Bent County,US,USA,2,,,,,,,5827,3794,2033,461,522,953,880,877,765,671,449,249,415781,37.95,-103.08,3991,78.0,,2.298611,-7.576389,15.81746,0.0,,-11.0,37.277342
US_CO_08011,2020-01-08,ChIJIcJGzccUDocRhlZ_e14CyHg,Q312201,geoId/08011,US,United States of America,CO,Colorado,08011,Bent County,US,USA,2,,,,,,,5827,3794,2033,461,522,953,880,877,765,671,449,249,415781,37.95,-103.08,3991,78.0,,3.548611,-6.333333,17.381944,0.0,,-8.198413,42.075157
US_CO_08011,2020-01-09,ChIJIcJGzccUDocRhlZ_e14CyHg,Q312201,geoId/08011,US,United States of America,CO,Colorado,08011,Bent County,US,USA,2,,,,,,,5827,3794,2033,461,522,953,880,877,765,671,449,249,415781,37.95,-103.08,3991,78.0,,4.8125,-5.208333,14.0,0.0,,-9.515873,34.390978
US_CO_08011,2020-01-10,ChIJIcJGzccUDocRhlZ_e14CyHg,Q312201,geoId/08011,US,United States of America,CO,Colorado,08011,Bent County,US,USA,2,,,,,,,5827,3794,2033,461,522,953,880,877,765,671,449,249,415781,37.95,-103.08,3991,78.0,,-0.736111,-7.0,9.208333,0.0,,-6.301587,65.739038
US_CO_08011,2020-01-11,ChIJIcJGzccUDocRhlZ_e14CyHg,Q312201,geoId/08011,US,United States of America,CO,Colorado,08011,Bent County,US,USA,2,,,,,,,5827,3794,2033,461,522,953,880,877,765,671,449,249,415781,37.95,-103.08,3991,78.0,,-5.708333,-14.055556,6.479167,0.127,,-9.626984,72.505386
US_CO_08011,2020-01-12,ChIJIcJGzccUDocRhlZ_e14CyHg,Q312201,geoId/08011,US,United States of America,CO,Colorado,08011,Bent County,US,USA,2,,,,,,,5827,3794,2033,461,522,953,880,877,765,671,449,249,415781,37.95,-103.08,3991,78.0,,-1.215278,-11.840278,10.395833,0.0,,-9.269841,53.756415
US_CO_08011,2020-01-13,ChIJIcJGzccUDocRhlZ_e14CyHg,Q312201,geoId/08011,US,United States of America,CO,Colorado,08011,Bent County,US,USA,2,,,,,,,5827,3794,2033,461,522,953,880,877,765,671,449,249,415781,37.95,-103.08,3991,78.0,,1.5,-8.888889,14.4375,0.0,,-10.587302,40.55577
US_CO_08011,2020-01-14,ChIJIcJGzccUDocRhlZ_e14CyHg,Q312201,geoId/08011,US,United States of America,CO,Colorado,08011,Bent County,US,USA,2,,,,,,,5827,3794,2033,461,522,953,880,877,765,671,449,249,415781,37.95,-103.08,3991,78.0,,1.975309,-9.030864,17.211111,0.0,,-11.611111,36.346553
