location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_KY_21163,2020-01-01,ChIJA69NksUraYgRnbtFb_RLcdw,Q505438,geoId/21163,US,United States of America,KY,Kentucky,21163,Meade County,US,USA,2,,,,,,,28033,14115,13918,3216,3801,3410,3817,3876,4174,3193,1776,770,1846561,37.98,-86.22,840,74.15,,,,,4.81,12.03,14.1,4.81,,5.84,15.82,4.81,6.88,,8.6,5.16,4.81,,22.69,7.22,6.19,6.19,46.42,7.22,11.0,4.271605,-0.37037,10.234568,0.0,,-2.444444,61.422616
US_KY_21163,2020-01-02,ChIJA69NksUraYgRnbtFb_RLcdw,Q505438,geoId/21163,US,United States of America,KY,Kentucky,21163,Meade County,US,USA,2,,,,,,,28033,14115,13918,3216,3801,3410,3817,3876,4174,3193,1776,770,1846561,37.98,-86.22,840,74.15,,,,,7.4,14.1,10.58,9.87,9.17,,22.92,12.69,,10.93,,5.29,,5.99,31.03,9.52,6.35,7.05,49.36,6.35,6.7,7.265432,2.469136,10.864198,1.072444,,0.81746,64.309925
US_KY_21163,2020-01-03,ChIJA69NksUraYgRnbtFb_RLcdw,Q505438,geoId/21163,US,United States of America,KY,Kentucky,21163,Meade County,US,USA,2,,,,,,,28033,14115,13918,3216,3801,3410,3817,3876,4174,3193,1776,770,1846561,37.98,-86.22,840,74.15,,,,,6.67,7.73,13.35,7.03,6.67,8.08,20.02,13.35,,10.19,,,6.67,9.84,26.0,4.92,7.38,7.03,44.26,9.13,8.08,10.740741,7.018519,11.944444,11.401778,,10.428571,96.781546
US_KY_21163,2020-01-04,ChIJA69NksUraYgRnbtFb_RLcdw,Q505438,geoId/21163,US,United States of America,KY,Kentucky,21163,Meade County,US,USA,2,,,,,,,28033,14115,13918,3216,3801,3410,3817,3876,4174,3193,1776,770,1846561,37.98,-86.22,840,74.15,,,,,8.0,11.12,10.78,7.3,6.95,6.61,15.64,9.04,5.56,10.43,,9.39,,6.61,20.86,6.95,8.34,8.34,43.11,,,5.419753,2.154321,11.141975,9.906,,3.420635,85.882372
US_KY_21163,2020-01-05,ChIJA69NksUraYgRnbtFb_RLcdw,Q505438,geoId/21163,US,United States of America,KY,Kentucky,21163,Meade County,US,USA,2,,,,,,,28033,14115,13918,3216,3801,3410,3817,3876,4174,3193,1776,770,1846561,37.98,-86.22,840,74.15,,,,,5.81,8.54,10.93,10.59,4.78,,15.71,10.25,,5.46,,6.83,5.12,8.2,27.32,6.49,7.86,7.51,43.72,7.51,6.15,2.858025,-2.783951,10.364198,0.790222,,-1.460317,72.723987
US_KY_21163,2020-01-06,ChIJA69NksUraYgRnbtFb_RLcdw,Q505438,geoId/21163,US,United States of America,KY,Kentucky,21163,Meade County,US,USA,2,,,,,,,28033,14115,13918,3216,3801,3410,3817,3876,4174,3193,1776,770,1846561,37.98,-86.22,840,74.15,,,,,6.91,7.63,13.81,,9.09,,19.62,14.17,5.45,12.36,6.54,,5.81,9.45,19.62,5.45,13.81,9.09,43.24,6.54,6.54,4.364198,-2.209877,9.808642,0.0,,-2.84127,59.537592
US_KY_21163,2020-01-07,ChIJA69NksUraYgRnbtFb_RLcdw,Q505438,geoId/21163,US,United States of America,KY,Kentucky,21163,Meade County,US,USA,2,,,,,,,28033,14115,13918,3216,3801,3410,3817,3876,4174,3193,1776,770,1846561,37.98,-86.22,840,74.15,,,,,6.39,5.75,12.46,7.99,5.11,5.11,12.78,10.54,,13.1,,5.11,6.07,9.9,24.6,4.79,6.39,10.22,37.06,5.11,,4.104938,-1.524691,9.925926,0.0,,-4.261905,54.853901
US_KY_21163,2020-01-08,ChIJA69NksUraYgRnbtFb_RLcdw,Q505438,geoId/21163,US,United States of America,KY,Kentucky,21163,Meade County,US,USA,2,,,,,,,28033,14115,13918,3216,3801,3410,3817,3876,4174,3193,1776,770,1846561,37.98,-86.22,840,74.15,,,,,4.39,6.91,10.67,6.59,6.28,4.71,10.05,8.79,,8.79,4.71,,5.02,7.22,32.65,5.65,5.65,8.79,36.42,9.42,,4.55,0.016667,9.405556,0.0,,-6.479167,45.047238
US_KY_21163,2020-01-09,ChIJA69NksUraYgRnbtFb_RLcdw,Q505438,geoId/21163,US,United States of America,KY,Kentucky,21163,Meade County,US,USA,2,,,,,,,28033,14115,13918,3216,3801,3410,3817,3876,4174,3193,1776,770,1846561,37.98,-86.22,840,74.15,,,,,4.69,9.38,8.76,8.76,6.57,4.69,10.32,6.26,,11.26,6.88,,5.0,7.51,31.91,7.82,5.63,,33.78,11.57,,6.194444,0.427778,14.972222,0.0,,-5.215278,44.319525
US_KY_21163,2020-01-10,ChIJA69NksUraYgRnbtFb_RLcdw,Q505438,geoId/21163,US,United States of America,KY,Kentucky,21163,Meade County,US,USA,2,,,,,,,28033,14115,13918,3216,3801,3410,3817,3876,4174,3193,1776,770,1846561,37.98,-86.22,840,74.15,,,,,,8.81,8.81,8.5,,4.55,12.45,9.41,,10.93,5.47,4.86,5.16,7.89,37.05,8.5,,7.29,36.14,11.24,5.16,14.5,11.411111,17.577778,1.7526,,6.263889,57.752909
