location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_SC_45067,2020-01-01,ChIJBWr5ZBytqokRdytivQTZkWc,Q502456,geoId/45067,US,United States of America,SC,South Carolina,45067,Marion County,US,USA,2,,,,,,,31295,14344,16951,3911,4008,3829,3344,3631,4156,4589,2583,1244,2532515,34.08,-79.36,1280,73.75,,,,,7.25,9.96,9.96,18.57,9.06,,28.53,8.6,41.66,8.6,7.7,8.708333,3.409722,14.819444,0.03175,0.375,56.02233
US_SC_45067,2020-01-02,ChIJBWr5ZBytqokRdytivQTZkWc,Q502456,geoId/45067,US,United States of America,SC,South Carolina,45067,Marion County,US,USA,2,,,,,,,31295,14344,16951,3911,4008,3829,3344,3631,4156,4589,2583,1244,2532515,34.08,-79.36,1280,73.75,,,,,,8.55,11.11,17.95,10.68,10.26,30.34,11.97,44.87,10.68,6.41,8.611111,4.472222,13.972222,0.4572,3.222222,69.134607
US_SC_45067,2020-01-03,ChIJBWr5ZBytqokRdytivQTZkWc,Q502456,geoId/45067,US,United States of America,SC,South Carolina,45067,Marion County,US,USA,2,,,,,,,31295,14344,16951,3911,4008,3829,3344,3631,4156,4589,2583,1244,2532515,34.08,-79.36,1280,73.75,,,,,10.27,11.61,9.37,16.96,9.82,8.93,30.8,9.37,49.99,9.82,,17.055556,7.715278,23.854167,0.042333,13.541667,80.058652
US_SC_45067,2020-01-04,ChIJBWr5ZBytqokRdytivQTZkWc,Q502456,geoId/45067,US,United States of America,SC,South Carolina,45067,Marion County,US,USA,2,,,,,,,31295,14344,16951,3911,4008,3829,3344,3631,4156,4589,2583,1244,2532515,34.08,-79.36,1280,73.75,,,,,13.22,,8.81,14.54,12.34,10.57,23.79,,46.27,6.61,8.81,18.319444,13.965278,22.013889,3.513667,15.576389,84.275041
US_SC_45067,2020-01-05,ChIJBWr5ZBytqokRdytivQTZkWc,Q502456,geoId/45067,US,United States of America,SC,South Carolina,45067,Marion County,US,USA,2,,,,,,,31295,14344,16951,3911,4008,3829,3344,3631,4156,4589,2583,1244,2532515,34.08,-79.36,1280,73.75,,,,,,10.64,,14.63,7.09,7.09,21.73,17.74,44.79,7.54,,9.208333,3.451389,18.229167,1.7145,-0.708333,49.991942
US_SC_45067,2020-01-06,ChIJBWr5ZBytqokRdytivQTZkWc,Q502456,geoId/45067,US,United States of America,SC,South Carolina,45067,Marion County,US,USA,2,,,,,,,31295,14344,16951,3911,4008,3829,3344,3631,4156,4589,2583,1244,2532515,34.08,-79.36,1280,73.75,,,,,,12.03,6.87,18.47,,12.03,26.64,7.3,44.68,7.73,,7.576389,1.979167,16.284722,0.0,1.409722,65.143512
US_SC_45067,2020-01-07,ChIJBWr5ZBytqokRdytivQTZkWc,Q502456,geoId/45067,US,United States of America,SC,South Carolina,45067,Marion County,US,USA,2,,,,,,,31295,14344,16951,3911,4008,3829,3344,3631,4156,4589,2583,1244,2532515,34.08,-79.36,1280,73.75,,,,,8.91,7.75,9.3,6.59,10.07,9.3,24.02,6.59,43.0,9.3,10.07,8.965278,2.361111,18.125,0.145143,4.673611,74.600981
US_SC_45067,2020-01-08,ChIJBWr5ZBytqokRdytivQTZkWc,Q502456,geoId/45067,US,United States of America,SC,South Carolina,45067,Marion County,US,USA,2,,,,,,,31295,14344,16951,3911,4008,3829,3344,3631,4156,4589,2583,1244,2532515,34.08,-79.36,1280,73.75,,,,,10.22,10.22,8.09,10.22,8.94,11.07,36.19,,34.06,14.9,9.79,7.270833,-0.263889,17.506944,0.09525,0.333333,61.5353
US_SC_45067,2020-01-09,ChIJBWr5ZBytqokRdytivQTZkWc,Q502456,geoId/45067,US,United States of America,SC,South Carolina,45067,Marion County,US,USA,2,,,,,,,31295,14344,16951,3911,4008,3829,3344,3631,4156,4589,2583,1244,2532515,34.08,-79.36,1280,73.75,,,,,6.93,6.12,8.97,7.75,14.68,8.56,42.81,8.56,48.52,6.52,5.71,7.569444,0.076389,16.395833,0.03175,-0.215278,58.012516
US_SC_45067,2020-01-10,ChIJBWr5ZBytqokRdytivQTZkWc,Q502456,geoId/45067,US,United States of America,SC,South Carolina,45067,Marion County,US,USA,2,,,,,,,31295,14344,16951,3911,4008,3829,3344,3631,4156,4589,2583,1244,2532515,34.08,-79.36,1280,73.75,,,,,7.99,,7.15,11.78,13.46,13.88,37.01,7.15,41.22,6.31,6.31,12.631944,4.645833,20.541667,0.0,7.979167,73.39309
