location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_FL_12123,2020-01-11,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,,,,,14.11,13.47,,36.56,20.52,39.77,13.47,20.648148,16.388889,24.851852,0.0,17.673611,81.581909
US_FL_12123,2020-01-12,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,,,,,,18.42,12.07,40.01,,45.73,,20.820988,17.45679,24.166667,10.486571,19.194444,89.069961
US_FL_12123,2020-01-13,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,,,,,13.58,11.32,11.32,26.04,8.49,40.18,10.75,20.561728,17.604938,25.296296,0.036286,19.111111,90.320655
US_FL_12123,2020-01-14,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,,,,,16.48,12.95,11.77,30.61,15.89,50.03,11.77,19.709877,15.54321,25.388889,0.197556,17.409722,86.380389
US_FL_12123,2020-01-15,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,,,,,,13.73,11.94,29.84,,50.73,,19.950617,16.265432,24.932099,0.0,18.3125,89.725001
US_FL_12123,2020-01-16,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,,,,,10.69,14.26,,36.23,9.5,48.11,,19.87037,17.080247,23.993827,0.084667,18.486111,92.000834
US_FL_12123,2020-01-17,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,,,,,24.27,12.13,12.13,31.55,,41.86,12.74,16.814815,12.703704,22.283951,0.028222,6.722222,53.176348
US_FL_12123,2020-01-18,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,,,,,9.24,13.56,,25.89,9.86,38.21,,14.54321,9.253086,22.561728,0.0,9.465278,72.108153
US_FL_12123,2020-01-19,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,,,,,13.39,11.56,,24.95,,42.6,,17.240741,10.487654,21.265432,1.124857,13.861111,80.940352
US_FL_12123,2020-01-20,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,,,,,18.26,20.09,14.61,34.09,9.74,43.83,,6.814815,2.030864,12.722222,0.508,-2.597222,51.507615
US_FL_12123,2020-01-21,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,,,,,16.72,16.12,11.35,38.81,16.12,48.37,,3.345679,-1.148148,9.277778,0.0,-4.194444,58.075161
US_FL_12123,2020-01-22,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,,,,,19.69,16.71,10.14,32.81,,42.96,,4.598765,-1.530864,14.314815,0.0,-5.416667,48.644374
US_FL_12123,2020-01-23,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,,,,,14.48,17.5,15.08,35.6,,42.84,10.86,11.314815,7.04321,17.493827,0.0,3.541667,59.448107
US_FL_12123,2020-01-24,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,,,,,17.31,18.5,11.94,32.82,10.14,35.81,,14.740741,11.030864,19.722222,0.399143,12.972222,88.830495
US_FL_12123,2020-01-25,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,,,,,16.0,18.0,,36.66,11.33,44.66,,11.222222,5.419753,18.135802,0.310444,6.541667,73.299219
US_FL_12123,2020-01-26,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,,,,,14.99,13.79,8.99,34.17,,45.56,,9.419753,3.333333,15.753086,0.0,3.381944,66.654534
US_FL_12123,2020-01-27,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,,,,,13.89,23.73,12.16,31.84,,46.31,,11.814815,7.907407,16.018519,0.217714,8.013889,77.819622
US_FL_12123,2020-01-28,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,,,,,16.34,27.43,14.0,53.68,8.75,39.68,14.0,11.611111,4.611111,18.351852,0.0635,5.097222,64.843821
US_FL_12123,2020-01-29,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,,,,,18.11,21.62,9.35,41.48,9.93,35.64,13.44,8.481481,4.049383,15.932099,0.0,4.569444,78.105655
US_FL_12123,2020-01-30,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,,,,,9.18,39.6,12.62,45.91,11.48,45.91,8.61,11.709877,6.351852,17.296296,1.995714,8.4375,80.624896
US_FL_12123,2020-01-31,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,,,,,16.41,28.3,12.45,33.95,,39.05,,11.722222,9.407407,15.148148,0.036286,9.0,84.06616
US_FL_12123,2020-02-01,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,,,,,,28.08,,33.83,,46.59,,9.290123,7.888889,11.95679,1.636889,8.152778,93.03511
US_FL_12123,2020-02-02,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,,,,,19.31,26.79,13.08,36.13,,47.34,10.59,9.691358,3.993827,16.740741,0.0,4.798611,72.234154
US_FL_12123,2020-02-03,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,,,,,14.56,25.05,9.32,30.87,,53.01,15.15,12.339506,4.895062,21.216049,0.0,7.034722,70.87601
US_FL_12123,2020-02-04,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,,,,,16.04,18.33,10.31,44.1,,43.52,,14.481481,7.259259,21.197531,0.0,11.777778,84.419095
US_FL_12123,2020-02-05,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,,,,,16.13,24.48,12.24,32.82,,43.95,,17.432099,11.425926,22.598765,0.0,15.013889,85.064682
US_FL_12123,2020-02-06,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,,,,,12.64,19.79,8.79,27.48,,41.22,,20.802469,17.487654,23.518519,0.326571,19.194444,88.880525
US_FL_12123,2020-02-07,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,,,,,11.48,10.28,13.9,39.89,9.07,37.48,,12.932099,7.339506,21.604938,18.614571,6.145833,63.506033
US_FL_12123,2020-02-08,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,,,,,11.59,31.55,,36.7,10.3,39.92,10.95,8.728395,2.018519,17.685185,0.0,1.291667,60.225697
US_FL_12123,2020-02-09,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,,,,,14.35,23.71,,25.59,,36.19,11.23,12.308642,4.037037,21.222222,0.0,5.125,62.164621
US_FL_12123,2020-02-10,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,,,,,13.09,18.77,9.67,43.24,10.24,42.67,8.53,16.012346,7.783951,24.135802,0.0,11.763889,75.928755
US_FL_12123,2020-02-11,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,,,,,12.75,26.09,10.43,40.58,,38.84,8.7,19.351852,12.697531,24.888889,0.0,17.194444,86.19286
US_FL_12123,2020-02-12,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,,,,,18.44,25.35,9.8,32.84,13.83,56.47,9.22,20.493827,17.049383,24.740741,0.0,19.0,89.409468
US_FL_12123,2020-02-13,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,,,,,13.66,21.07,12.53,31.31,,43.84,8.54,20.981481,17.518519,24.87037,0.907143,19.444444,90.097836
US_FL_12123,2020-02-14,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,,,,,10.67,23.11,,30.22,,42.08,,13.993827,9.660494,18.895062,4.172857,10.618056,80.314972
US_FL_12123,2020-02-15,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,30,38,2,,12.82,22.59,9.16,25.03,10.38,41.52,,11.382716,3.95679,20.246914,0.564444,3.541667,59.74902
US_FL_12123,2020-02-16,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,4,4,-3,,11.38,18.21,11.38,38.71,10.25,40.98,,13.259259,9.975309,17.641975,3.338286,10.791667,85.42183
US_FL_12123,2020-02-17,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,-4,3,-18,,8.22,21.36,,29.03,10.96,41.08,8.76,14.796296,11.746914,19.197531,8.382,13.958333,95.078675
US_FL_12123,2020-02-18,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,8,6,1,,11.16,21.2,15.06,32.36,9.48,45.19,,18.641975,15.197531,23.469136,0.451556,17.326389,91.73905
US_FL_12123,2020-02-19,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,1,2,3,,17.59,26.09,9.64,28.93,,53.32,10.78,20.506173,16.95679,25.037037,0.0,17.944444,84.639223
US_FL_12123,2020-02-20,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,-1,0,0,,13.62,15.89,11.92,27.24,,36.32,9.65,17.302469,12.512346,23.012346,0.435429,15.347222,89.446375
US_FL_12123,2020-02-21,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,2,-2,3,,,11.57,12.14,24.29,,42.8,,8.253086,5.641975,16.388889,4.354286,3.972222,75.16327
US_FL_12123,2020-02-22,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,4,-2,5,,17.51,14.38,11.88,20.64,10.01,39.4,11.26,6.5,0.222222,15.339506,0.056444,-2.173611,54.75817
US_FL_12123,2020-02-23,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,14,-4,7,,13.04,14.9,,28.57,,37.88,10.56,9.691358,2.580247,19.604938,0.0,2.881944,63.283
US_FL_12123,2020-02-24,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,5,5,-1,,15.18,13.49,10.68,37.1,,43.28,,15.339506,10.888889,21.524691,0.0,10.055556,70.802207
US_FL_12123,2020-02-25,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,0,-4,-1,,11.94,29.31,10.86,42.34,8.14,28.77,10.86,18.259259,14.296296,21.296296,17.925143,16.701389,90.02501
US_FL_12123,2020-02-26,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,5,-3,1,,14.0,33.39,14.0,43.62,9.15,36.08,9.69,17.265432,13.660494,20.154321,7.220857,16.354167,94.199379
US_FL_12123,2020-02-27,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,15,11,4,,12.64,24.68,,46.34,12.04,37.31,10.83,9.302469,4.117284,16.018519,5.108222,2.340278,62.129199
US_FL_12123,2020-02-28,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,9,7,6,,13.66,24.34,10.09,40.38,,39.19,,7.62963,1.388889,15.308642,0.0,-0.5625,56.952593
US_FL_12123,2020-02-29,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,11,5,8,,13.94,25.34,,44.98,10.77,44.98,,11.358025,3.450617,17.561728,0.0,2.055556,53.511957
US_FL_12123,2020-03-01,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,22,0,-3,,14.25,30.99,15.49,44.0,9.92,30.37,,10.919753,3.185185,19.197531,0.0,2.368056,56.539009
US_FL_12123,2020-03-02,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,20,17,3,,16.74,43.87,15.01,65.23,,43.3,9.81,14.469136,5.969136,21.611111,0.0,8.104167,66.057141
US_FL_12123,2020-03-03,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,26,22,3,,17.84,25.09,,60.78,,36.8,8.36,19.407407,16.0,23.462963,0.0,15.659722,78.356976
US_FL_12123,2020-03-04,ChIJM-1A5pZT6YgRt7pAufOghoM,Q503064,geoId/12123,US,United States of America,FL,Florida,12123,Taylor County,US,USA,2,,,,,,,21781,11919,9862,2463,2231,3007,2705,2656,2925,2851,1969,974,1210703,30.02,-83.62,3191,76.075,19,14,4,,12.92,26.96,8.99,55.6,,33.7,,20.006173,16.493827,24.148148,13.208,18.5625,91.378232
