location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_acne,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_UT_49013,2020-01-01,ChIJq10_DfPTT4cRu8-Lgja9Im8,Q26564,geoId/49013,US,United States of America,UT,Utah,49013,Duchesne County,US,USA,2,,,,,,,19868,10054,9814,3894,3376,2327,2910,2116,1996,1682,1015,552,1744357,40.28,-110.44,8433,80.7,,,,8.82,,15.04,12.45,21.27,,32.68,,-4.574074,-9.876543,-0.191358,0.6985,30.48,-6.423611,82.159308
US_UT_49013,2020-01-02,ChIJq10_DfPTT4cRu8-Lgja9Im8,Q26564,geoId/49013,US,United States of America,UT,Utah,49013,Duchesne County,US,USA,2,,,,,,,19868,10054,9814,3894,3376,2327,2910,2116,1996,1682,1015,552,1744357,40.28,-110.44,8433,80.7,,,,8.15,,10.98,6.02,18.07,5.32,23.74,,-2.432099,-6.932099,0.944444,2.44475,30.48,-4.652778,82.654769
US_UT_49013,2020-01-03,ChIJq10_DfPTT4cRu8-Lgja9Im8,Q26564,geoId/49013,US,United States of America,UT,Utah,49013,Duchesne County,US,USA,2,,,,,,,19868,10054,9814,3894,3376,2327,2910,2116,1996,1682,1015,552,1744357,40.28,-110.44,8433,80.7,,,,,6.81,17.41,,23.84,,25.36,,-3.030864,-7.246914,2.716049,0.03175,30.48,-6.458333,75.298007
US_UT_49013,2020-01-04,ChIJq10_DfPTT4cRu8-Lgja9Im8,Q26564,geoId/49013,US,United States of America,UT,Utah,49013,Duchesne County,US,USA,2,,,,,,,19868,10054,9814,3894,3376,2327,2910,2116,1996,1682,1015,552,1744357,40.28,-110.44,8433,80.7,,,,10.23,10.77,19.91,,24.22,,29.6,8.61,-3.679012,-7.740741,3.666667,0.0,30.48,-7.423611,73.016362
US_UT_49013,2020-01-05,ChIJq10_DfPTT4cRu8-Lgja9Im8,Q26564,geoId/49013,US,United States of America,UT,Utah,49013,Duchesne County,US,USA,2,,,,,,,19868,10054,9814,3894,3376,2327,2910,2116,1996,1682,1015,552,1744357,40.28,-110.44,8433,80.7,,,,,8.76,13.91,,14.43,8.76,33.49,8.24,-4.907407,-9.475309,2.302469,0.0,,-7.6875,79.938231
US_UT_49013,2020-01-06,ChIJq10_DfPTT4cRu8-Lgja9Im8,Q26564,geoId/49013,US,United States of America,UT,Utah,49013,Duchesne County,US,USA,2,,,,,,,19868,10054,9814,3894,3376,2327,2910,2116,1996,1682,1015,552,1744357,40.28,-110.44,8433,80.7,,,,5.19,,10.05,4.86,16.54,4.54,23.35,5.84,-3.938272,-8.790123,1.351852,0.0,,-7.583333,73.874688
US_UT_49013,2020-01-07,ChIJq10_DfPTT4cRu8-Lgja9Im8,Q26564,geoId/49013,US,United States of America,UT,Utah,49013,Duchesne County,US,USA,2,,,,,,,19868,10054,9814,3894,3376,2327,2910,2116,1996,1682,1015,552,1744357,40.28,-110.44,8433,80.7,,,,6.85,8.91,8.56,5.82,19.52,5.48,24.66,,-3.302469,-8.425926,3.388889,0.0,,-9.118056,64.967986
US_UT_49013,2020-01-08,ChIJq10_DfPTT4cRu8-Lgja9Im8,Q26564,geoId/49013,US,United States of America,UT,Utah,49013,Duchesne County,US,USA,2,,,,,,,19868,10054,9814,3894,3376,2327,2910,2116,1996,1682,1015,552,1744357,40.28,-110.44,8433,80.7,,,,,7.84,10.56,10.91,19.09,6.82,24.2,5.11,-2.611111,-7.098765,3.074074,0.4445,30.48,-7.479167,67.816205
US_UT_49013,2020-01-09,ChIJq10_DfPTT4cRu8-Lgja9Im8,Q26564,geoId/49013,US,United States of America,UT,Utah,49013,Duchesne County,US,USA,2,,,,,,,19868,10054,9814,3894,3376,2327,2910,2116,1996,1682,1015,552,1744357,40.28,-110.44,8433,80.7,,,,6.52,6.86,11.67,7.89,21.62,,25.74,5.83,-3.419753,-7.197531,0.722222,0.28575,,-5.631944,83.412931
US_UT_49013,2020-01-10,ChIJq10_DfPTT4cRu8-Lgja9Im8,Q26564,geoId/49013,US,United States of America,UT,Utah,49013,Duchesne County,US,USA,2,,,,,,,19868,10054,9814,3894,3376,2327,2910,2116,1996,1682,1015,552,1744357,40.28,-110.44,8433,80.7,,,,,7.1,11.0,8.52,15.97,,26.96,,-5.308642,-9.901235,-0.376543,0.34925,30.48,-9.493056,71.538329
US_UT_49013,2020-01-11,ChIJq10_DfPTT4cRu8-Lgja9Im8,Q26564,geoId/49013,US,United States of America,UT,Utah,49013,Duchesne County,US,USA,2,,,,,,,19868,10054,9814,3894,3376,2327,2910,2116,1996,1682,1015,552,1744357,40.28,-110.44,8433,80.7,,,,7.76,,14.48,,19.65,,24.82,8.79,-6.308642,-10.802469,-0.487654,0.03175,40.64,-11.180556,66.80034
US_UT_49013,2020-01-12,ChIJq10_DfPTT4cRu8-Lgja9Im8,Q26564,geoId/49013,US,United States of America,UT,Utah,49013,Duchesne County,US,USA,2,,,,,,,19868,10054,9814,3894,3376,2327,2910,2116,1996,1682,1015,552,1744357,40.28,-110.44,8433,80.7,,,,,,11.96,11.44,20.8,,29.12,10.92,-5.407407,-9.530864,-1.12963,0.5715,78.74,-6.826389,86.771329
US_UT_49013,2020-01-13,ChIJq10_DfPTT4cRu8-Lgja9Im8,Q26564,geoId/49013,US,United States of America,UT,Utah,49013,Duchesne County,US,USA,2,,,,,,,19868,10054,9814,3894,3376,2327,2910,2116,1996,1682,1015,552,1744357,40.28,-110.44,8433,80.7,,,,,8.2,13.79,6.34,23.48,7.83,31.3,6.34,-4.765432,-9.092593,-0.32716,0.635,64.77,-7.743056,77.688747
US_UT_49013,2020-01-14,ChIJq10_DfPTT4cRu8-Lgja9Im8,Q26564,geoId/49013,US,United States of America,UT,Utah,49013,Duchesne County,US,USA,2,,,,,,,19868,10054,9814,3894,3376,2327,2910,2116,1996,1682,1015,552,1744357,40.28,-110.44,8433,80.7,,,,5.89,,12.88,6.62,16.93,6.26,30.18,,-1.746914,-6.728395,2.592593,0.254,50.8,-7.520833,65.726378
US_UT_49013,2020-01-15,ChIJq10_DfPTT4cRu8-Lgja9Im8,Q26564,geoId/49013,US,United States of America,UT,Utah,49013,Duchesne County,US,USA,2,,,,,,,19868,10054,9814,3894,3376,2327,2910,2116,1996,1682,1015,552,1744357,40.28,-110.44,8433,80.7,,,,5.82,5.45,9.82,10.91,23.27,,35.26,6.54,-5.716049,-11.604938,1.845679,0.34925,40.64,-10.520833,69.406364
US_UT_49013,2020-01-16,ChIJq10_DfPTT4cRu8-Lgja9Im8,Q26564,geoId/49013,US,United States of America,UT,Utah,49013,Duchesne County,US,USA,2,,,,,,,19868,10054,9814,3894,3376,2327,2910,2116,1996,1682,1015,552,1744357,40.28,-110.44,8433,80.7,,,,7.36,,11.57,8.41,19.63,,28.75,,-4.814815,-11.376543,3.376543,0.0,40.64,-10.361111,64.11351
US_UT_49013,2020-01-17,ChIJq10_DfPTT4cRu8-Lgja9Im8,Q26564,geoId/49013,US,United States of America,UT,Utah,49013,Duchesne County,US,USA,2,,,,,,,19868,10054,9814,3894,3376,2327,2910,2116,1996,1682,1015,552,1744357,40.28,-110.44,8433,80.7,,,,,,12.65,,19.34,,24.18,7.81,-0.024691,-7.475309,4.888889,0.09525,64.77,-6.465278,61.313603
US_UT_49013,2020-01-18,ChIJq10_DfPTT4cRu8-Lgja9Im8,Q26564,geoId/49013,US,United States of America,UT,Utah,49013,Duchesne County,US,USA,2,,,,,,,19868,10054,9814,3894,3376,2327,2910,2116,1996,1682,1015,552,1744357,40.28,-110.44,8433,80.7,,,,,,15.03,8.59,23.62,,34.89,,-5.234568,-10.222222,2.746914,0.846667,64.77,-10.368056,66.360957
US_UT_49013,2020-01-19,ChIJq10_DfPTT4cRu8-Lgja9Im8,Q26564,geoId/49013,US,United States of America,UT,Utah,49013,Duchesne County,US,USA,2,,,,,,,19868,10054,9814,3894,3376,2327,2910,2116,1996,1682,1015,552,1744357,40.28,-110.44,8433,80.7,,,,,,11.57,8.05,22.63,,27.66,,-6.283951,-11.58642,0.962963,0.0,64.77,-10.784722,69.165861
US_UT_49013,2020-01-20,ChIJq10_DfPTT4cRu8-Lgja9Im8,Q26564,geoId/49013,US,United States of America,UT,Utah,49013,Duchesne County,US,USA,2,,,,,,,19868,10054,9814,3894,3376,2327,2910,2116,1996,1682,1015,552,1744357,40.28,-110.44,8433,80.7,,,,9.68,11.62,16.95,9.68,29.05,,50.35,,-5.462963,-10.907407,0.876543,0.0,30.48,-8.9375,74.390197
US_UT_49013,2020-01-21,ChIJq10_DfPTT4cRu8-Lgja9Im8,Q26564,geoId/49013,US,United States of America,UT,Utah,49013,Duchesne County,US,USA,2,,,,,,,19868,10054,9814,3894,3376,2327,2910,2116,1996,1682,1015,552,1744357,40.28,-110.44,8433,80.7,,,,,8.36,26.02,7.9,29.74,,36.24,,-1.265432,-6.222222,2.160494,0.22225,78.74,-3.958333,78.241333
US_UT_49013,2020-01-22,ChIJq10_DfPTT4cRu8-Lgja9Im8,Q26564,geoId/49013,US,United States of America,UT,Utah,49013,Duchesne County,US,USA,2,,,,,,,19868,10054,9814,3894,3376,2327,2910,2116,1996,1682,1015,552,1744357,40.28,-110.44,8433,80.7,,,,,,17.6,9.17,27.13,,27.5,,-0.302469,-3.376543,2.62963,0.5715,50.8,-1.111111,90.398241
