location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_SD_46061,2020-01-11,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-19.155556,-23.483333,-12.505556,0.3048,206.586667,-22.345679,76.325277
US_SD_46061,2020-01-12,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-12.083333,-17.238889,-5.733333,0.0,177.8,-14.222222,83.236773
US_SD_46061,2020-01-13,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-6.65,-12.1,-2.783333,1.49225,194.945,-7.506173,93.33725
US_SD_46061,2020-01-14,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-7.15,-12.366667,-1.827778,0.15875,236.22,-9.17284,86.169192
US_SD_46061,2020-01-15,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-12.566667,-18.661111,-7.461111,0.0635,199.39,-15.006173,82.837272
US_SD_46061,2020-01-16,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-20.672222,-25.05,-13.216667,0.0254,236.22,-24.58642,70.163109
US_SD_46061,2020-01-17,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-9.861111,-17.711111,-4.066667,1.11125,229.446667,-12.17284,81.82595
US_SD_46061,2020-01-18,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-12.088889,-18.511111,-2.505556,6.277429,186.69,-14.074074,85.148253
US_SD_46061,2020-01-19,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-19.594444,-22.2,-16.766667,0.22225,307.34,-23.216049,72.58307
US_SD_46061,2020-01-20,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-19.805556,-23.561111,-13.655556,0.0,307.34,-22.598765,78.11033
US_SD_46061,2020-01-21,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-14.172222,-20.716667,-5.466667,0.0,302.26,-16.382716,81.41158
US_SD_46061,2020-01-22,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-1.344444,-6.3,1.905556,0.028222,295.275,-2.691358,90.215949
US_SD_46061,2020-01-23,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-1.461111,-4.733333,1.461111,0.0,340.36,-2.17284,95.420405
US_SD_46061,2020-01-24,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-3.394444,-4.116667,-2.194444,0.3175,303.106667,-4.123457,95.297556
US_SD_46061,2020-01-25,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-3.944444,-5.544444,-2.488889,0.0,303.106667,-5.222222,91.260989
US_SD_46061,2020-01-26,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-3.361111,-8.416667,2.255556,0.028222,292.946667,-4.54321,90.791446
US_SD_46061,2020-01-27,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-2.85,-6.338889,1.438889,0.028222,237.49,-3.814815,93.052475
US_SD_46061,2020-01-28,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-5.877778,-7.794444,-2.961111,0.0,232.41,-6.388889,94.721672
US_SD_46061,2020-01-29,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-5.422222,-8.627778,-2.888889,0.056444,279.4,-6.17284,92.260231
US_SD_46061,2020-01-30,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-2.4,-4.777778,0.466667,0.0,215.265,-2.734568,96.361485
US_SD_46061,2020-01-31,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-0.016667,-1.45,1.32716,0.181429,263.313333,-0.580247,96.012944
US_SD_46061,2020-02-01,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-0.888889,-5.977778,5.072222,0.0762,187.96,-2.518519,88.502785
US_SD_46061,2020-02-02,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,4.805556,1.916667,6.677778,0.0,177.8,0.216049,72.385213
US_SD_46061,2020-02-03,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-1.811111,-5.638889,2.85,0.0,165.1,-5.030864,78.651742
US_SD_46061,2020-02-04,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-8.633333,-12.122222,-3.316667,0.0,140.335,-12.641975,72.466544
US_SD_46061,2020-02-05,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-6.966667,-10.955556,-1.422222,0.0,176.953333,-10.932099,72.949275
US_SD_46061,2020-02-06,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-5.077778,-9.327778,0.144444,0.0,135.255,-7.555556,81.720216
US_SD_46061,2020-02-07,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-8.322222,-12.261111,-0.722222,0.072571,160.02,-10.469136,85.02402
US_SD_46061,2020-02-08,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-10.077778,-15.677778,-1.333333,0.0254,143.933333,-12.839506,78.756962
US_SD_46061,2020-02-09,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-4.6,-9.077778,-2.144444,4.934857,135.255,-6.320988,87.149229
US_SD_46061,2020-02-10,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-6.977778,-12.75,-0.066667,0.705556,207.645,-9.216049,82.882107
US_SD_46061,2020-02-11,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-4.905556,-11.944444,0.872222,0.03175,182.88,-7.765432,80.383309
US_SD_46061,2020-02-12,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-5.116667,-19.627778,0.822222,0.0,165.1,-8.796296,75.688536
US_SD_46061,2020-02-13,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-22.538889,-26.761111,-16.9,0.2286,139.7,-26.58642,69.11959
US_SD_46061,2020-02-14,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-13.261111,-22.205556,-0.65,0.0,149.86,-17.074074,72.206644
US_SD_46061,2020-02-15,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-1.272222,-4.177778,1.694444,0.0,139.7,-4.796296,76.748935
US_SD_46061,2020-02-16,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-3.094444,-6.977778,0.744444,0.0,125.095,-5.296296,84.823594
US_SD_46061,2020-02-17,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-2.672222,-5.227778,-0.466667,0.0,113.03,-3.419753,94.270696
US_SD_46061,2020-02-18,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-7.072222,-11.294444,-2.972222,0.0,120.226667,-9.104938,85.600504
US_SD_46061,2020-02-19,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-13.777778,-17.05,-8.511111,0.0508,100.33,-17.487654,73.780507
US_SD_46061,2020-02-20,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-14.266667,-21.716667,-2.95,0.0,87.63,-17.635802,74.992701
US_SD_46061,2020-02-21,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-3.255556,-8.5,4.372222,0.0,103.293333,-7.209877,73.800366
US_SD_46061,2020-02-22,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-0.794444,-6.394444,6.383333,0.0,106.68,-4.154321,78.367601
US_SD_46061,2020-02-23,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,0.816667,-4.561111,5.033333,0.0,106.68,-3.030864,75.899242
US_SD_46061,2020-02-24,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-1.733333,-6.333333,2.955556,0.0,96.52,-4.104938,84.162853
US_SD_46061,2020-02-25,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-1.466667,-4.444444,1.305556,0.0,114.3,-4.419753,80.684205
US_SD_46061,2020-02-26,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-7.005556,-11.666667,-1.127778,0.0,114.3,-9.092593,85.075094
US_SD_46061,2020-02-27,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-5.505556,-9.122222,-0.05,0.0,114.3,-7.574074,84.620629
US_SD_46061,2020-02-28,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-0.833333,-4.283333,1.277778,0.3175,99.06,-2.135802,90.288544
US_SD_46061,2020-02-29,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,1.35,-3.555556,10.838889,0.0254,99.06,-1.438272,81.708105
US_SD_46061,2020-03-01,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,3.816667,-1.594444,9.383333,0.0,79.586667,-0.345679,74.691389
US_SD_46061,2020-03-02,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,0.277778,-4.961111,6.205556,0.0,56.726667,-3.302469,77.185017
US_SD_46061,2020-03-03,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,3.294444,-1.222222,7.988889,0.0,56.726667,-1.203704,72.819555
US_SD_46061,2020-03-04,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,3.805556,-1.855556,13.327778,0.254,40.64,0.277778,77.994776
US_SD_46061,2020-03-05,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,4.538889,0.283333,12.477778,0.181429,45.72,-0.765432,69.002874
US_SD_46061,2020-03-06,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,0.166667,-6.144444,8.511111,0.0,35.56,-3.734568,75.240735
US_SD_46061,2020-03-07,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,6.761111,0.411111,17.411111,0.0,35.56,-1.209877,56.906004
US_SD_46061,2020-03-08,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,10.744444,3.788889,18.805556,0.0,40.64,2.666667,58.154242
US_SD_46061,2020-03-09,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-0.41358,-3.746914,8.826389,0.0,40.64,-2.513889,86.291168
US_SD_46061,2020-03-10,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-2.524691,-6.777778,3.234568,0.15875,40.64,-4.381944,87.003553
US_SD_46061,2020-03-11,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,2.364198,-4.95679,14.635802,0.056444,,-0.555556,80.352649
US_SD_46061,2020-03-12,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,5.919753,0.0,13.382716,0.0,40.64,1.944444,75.576186
US_SD_46061,2020-03-13,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,0.290123,-4.191358,5.141975,0.141111,,-5.638889,64.525784
US_SD_46061,2020-03-14,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-1.845679,-5.691358,2.901235,0.653143,,-5.131944,78.154005
US_SD_46061,2020-03-15,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,-1.740741,-4.851852,0.833333,1.665111,40.64,-4.236111,82.802138
US_SD_46061,2020-03-16,ChIJZXYnUUaoiIcREcyHho1V-LA,Q495667,geoId/46061,US,United States of America,SD,South Dakota,46061,Hanson County,US,USA,2,,,,,,,3409,1702,1707,574,575,335,377,395,421,467,200,65,1739819,43.67482,-97.78734,412,1128,0.277778,-2.179012,3.222222,0.108857,30.48,-1.319444,88.900692
